Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq187-0,small,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te worden in schone automotoren.  Het ziet in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te worden in schone automotoren. Het ziet <extra_id_0> het potentieel om <extra_id_1> van <extra_id_2> multinational,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te worden in schone automotoren. Het ziet in het potentieel om de winst van de multinational,"['in de brandstofcel', 'uit te groeien', 'een onderzoekslaboratorium tot een']","['in', 'de winst', 'de']",10,30,1,"[0.8888888888888888, 0.8571428571428571, 0.9411764705882353]",0.9,nrc
seq188-0,small,"Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke Russische autos uit de jaren zestig, gerfd van zijn vader.  Dat is alles wat Vladimir ","Poetins rijkdom <extra_id_0> lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante <extra_id_1> Petersburg, een oplegger en <extra_id_2> autos uit de jaren <extra_id_3> vader. Dat <extra_id_4> Vladimir","Poetins rijkdom een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante kilometer in St. Petersburg, een oplegger en twee autos uit de jaren tachtig van zijn vader. Dat is Vladimir","['is gehalveerd Een', 'meter in Sint', 'twee klassieke Russische', 'zestig', 'gerfd van zijn', 'is alles wat']","['een', 'kilometer in St.', 'twee', 'tachtig van zijn', 'is']",16,30,1,"[0.8235294117647058, 0.4375, 0.8333333333333334, 0.8125, 0.9285714285714286]",0.77,nrc
seq189-0,small,"Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK in Rotterdam.  Ze was in het Kralingse Bos in de individuele kr op muziek met een score van 88,839 procent veruit de beste",Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden <extra_id_0> de <extra_id_1> Ze was in het Kralingse Bos in de <extra_id_2> muziek met een <extra_id_3> procent veruit de beste,Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden editie van de eerste editie. Ze was in het Kralingse Bos in de eerste editie van muziek met een aantal procent veruit de beste,"['medaille gewonnen op', 'EK in Rotterdam.', 'individuele kr op', 'score van 88,839']","['editie van', 'eerste editie.', 'eerste editie van', 'aantal']",12,30,1,"[0.7, 0.875, 0.9411764705882353, 0.875]",0.85,nrc
seq190-0,small,"Neanderthaler was blank met rood haar, maar met ander gen Neanderthalers hadden hoogstwaarschijnlijk een blanke huid en rossig haar.  Dit blijkt uit Neanderthal-DNA dat is gevonden in twee botten van deze ongeveer 30","Neanderthaler was blank met rood haar, maar met ander <extra_id_0> hoogstwaarschijnlijk een blanke huid en rossig haar. Dit <extra_id_1> is gevonden in <extra_id_2> deze ongeveer 30","Neanderthaler was blank met rood haar, maar met ander haar, hoogstwaarschijnlijk een blanke huid en rossig haar. Dit soort mannen is gevonden in de eerste jaren, deze ongeveer 30","['gen Neanderthalers hadden', 'blijkt uit Neanderthal-DNA dat', 'twee botten van']","['haar,', 'soort mannen', 'de eerste jaren,']",10,30,1,"[0.88, 0.8333333333333334, 0.75]",0.82,nrc
seq191-0,small,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes voor musicals in de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek.  Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 procent wel door te berekenen in de kaartjes,<extra_id_0> verhoogt prijzen niet Het bedrijf van Joop van den <extra_id_1> btw-verhoging op kaartjes voor musicals in de eigen theaters en de grote reizende musical <extra_id_2> het <extra_id_3> het in tegen de trend bij podia om <extra_id_4> 6 naar 19 procent <extra_id_5> te berekenen in de kaartjes,verhoogt prijzen niet Het bedrijf van Joop van den Berg gaat met een btw-verhoging op kaartjes voor musicals in de eigen theaters en de grote reizende musical In het nieuwe seizoen ging het in tegen de trend bij podia om de prijzen van 6 naar 19 procent per jaar te berekenen in de kaartjes,"['Van den Ende', 'Ende zal de', 'niet doorberekenen aan', 'publiek. Daarmee gaat', 'de belastingverhoging van', 'wel door']","['', 'Berg gaat met een', 'In', 'nieuwe seizoen ging', 'de prijzen van', 'per jaar']",17,30,1,"[1.0, 0.7647058823529411, 0.9545454545454546, 0.7619047619047619, 0.6, 0.625]",0.78,nrc
seq192-0,small,"Rescuers and relatives stop a woman from committing suicide by jumping off a building in Zhanjiang, Guangdong province August 14, 2012.  The woman was rescued as she tried to commit suicide after killing her nephew following a family dispute, local media reported","Rescuers and relatives stop a woman from committing suicide by jumping <extra_id_0> Zhanjiang, Guangdong province August <extra_id_1> woman <extra_id_2> she tried to commit suicide <extra_id_3> nephew following a family dispute, local media reported","Rescuers and relatives stop a woman from committing suicide by jumping in Zhanjiang, Guangdong province August 27, 2019 A woman and she tried to commit suicide with her nephew following a family dispute, local media reported","['off a building in', '14', '2012. The', 'was rescued as', 'after killing her']","['in', '27, 2019 A', 'and', 'with her']",13,30,1,"[0.8823529411764706, 0.9, 1.0, 0.8571428571428571]",0.91,nrc
seq193-0,small,"Het laatste walvisschip komt aan in de haven van Shimonoseki.  Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes","Het laatste walvisschip komt aan in de haven van Shimonoseki. Foto Jiji Press / AFP De <extra_id_0> dit jaar <extra_id_1> gevangen, inclusief <extra_id_2>","Het laatste walvisschip komt aan in de haven van Shimonoseki. Foto Jiji Press / AFP De eerste dit jaar is gevangen, inclusief een nieuwe vlag.","['Japanse walvisvloot heeft', '333 dwergvinvissen', 'enkele zwangere vrouwtjes']","['eerste', 'is', 'vlag.']",8,30,1,"[0.84, 0.8888888888888888, 0.88]",0.87,nrc
seq194-0,small,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische bedreiging in Duitsland.  Er is een gewapende harde kern van zo'n 6,PKK: `gevaarlijkste groep' in <extra_id_0> organisatie maakt de PKK tot gevaarlijkste extremistische bedreiging in <extra_id_1> een gewapende <extra_id_2> van zo'n 6,PKK: `gevaarlijkste groep' in Nederland De organisatie maakt de PKK tot gevaarlijkste extremistische bedreiging in Nederland. De PKK is een gewapende groep van zo'n 6,"['Duitsland Haar straffe', 'Duitsland. Er is', 'harde kern']","['Nederland De', 'Nederland. De PKK is', 'groep']",8,30,1,"[0.7272727272727273, 0.55, 0.8]",0.69,nrc
seq195-0,small,"Portretten van Andy Warhol.  20 okt t/m 24 nov in Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam",Portretten van Andy Warhol. 20 okt t/m 24 nov in Galerie <extra_id_0> Hazenstraat <extra_id_1>,Portretten van Andy Warhol. 20 okt t/m 24 nov in Galerie van Hazenstraat,"['Wouter van Leeuwen,', '27', 'Amsterdam']","['van', '']",5,30,1,"[0.8421052631578947, 1.0]",0.92,nrc
seq196-0,small,Te veel uren schrijven De meeste zakenbankiers zijn het stadium voorbij dat ze hun concurrenten ellende toewensen.  Dat komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,Te veel uren schrijven De meeste zakenbankiers zijn het stadium voorbij <extra_id_0> concurrenten ellende toewensen. Dat komt doordat <extra_id_1> aan de smet van belangenverstrengeling <extra_id_2> de adviesmarkt,Te veel uren schrijven De meeste zakenbankiers zijn het stadium voorbij dat concurrenten ellende toewensen. Dat komt doordat de consument aan de smet van belangenverstrengeling moet werken op de adviesmarkt,"['dat ze hun', 'niemand is ontkomen', 'of het inzakken van']","['dat', 'de consument', 'moet werken op']",10,30,1,"[0.7, 0.6842105263157895, 0.631578947368421]",0.67,nrc
seq197-0,small,"Dertig dagen offline Het modelabel van Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar.  Ze viert het met een tijdelijke winkel in Amsterdam","Dertig <extra_id_0> Het modelabel van Joline Jolink, dat vooral via haar <extra_id_1> bestaat vijf jaar. Ze viert het met <extra_id_2> in Amsterdam","Dertig jaar Het modelabel van Joline Jolink, dat vooral via haar roots werkt, bestaat vijf jaar. Ze viert het met succes in Amsterdam","['dagen offline', 'webshop wordt verkocht,', 'een tijdelijke winkel']","['jaar', 'roots werkt,', 'succes']",8,30,1,"[0.9230769230769231, 0.6521739130434783, 0.9523809523809523]",0.84,nrc
seq198-0,small,Complexe opera `Raaff' sterk en intrigerend Verwondering over het verschijnsel `opera' is dit jaar het gemakkelijk herkenbare `geheime thema' in de muziekprogrammering van het Holland Festival.  Gesualdo considered as a murderer van Luca Francesconi was muziektheater over de vraag waarom componisten toch behoefte hebben aan een zichtbare handeling bij hun muziek,Complexe opera `Raaff' sterk en intrigerend Verwondering over het verschijnsel `opera' is dit jaar het gemakkelijk herkenbare `geheime <extra_id_0> muziekprogrammering van het Holland Festival. Gesualdo <extra_id_1> murderer van Luca Francesconi was muziektheater over de vraag <extra_id_2> behoefte <extra_id_3> zichtbare <extra_id_4> muziek,Complexe opera `Raaff' sterk en intrigerend Verwondering over het verschijnsel `opera' is dit jaar het gemakkelijk herkenbare `geheime muziekprogrammering van het Holland Festival. Gesualdo de murderer van Luca Francesconi was muziektheater over de vraag en behoefte om zichtbare geheimen van muziek,"['""thema\' in de""', 'considered as a', 'waarom componisten toch', 'hebben aan een', 'handeling bij hun']","['', 'de', 'en', 'om', 'geheimen van']",15,30,1,"[1.0, 0.8666666666666667, 0.9130434782608695, 1.0, 0.7647058823529411]",0.91,nrc
seq199-0,small,"Action boekte over 2018 een recordomzet van 4,2 miljard euro.  Foto Pieterjan Luyten Waar veel winkelketens in de detailhandel het zwaar hebben, heeft Action over 2018 fors meer omzet geboekt dan een jaar eerder","Action <extra_id_0> een recordomzet van 4,2 miljard euro. Foto Pieterjan Luyten Waar veel winkelketens in de detailhandel het zwaar hebben, heeft Action over 2018 <extra_id_1> geboekt <extra_id_2>","Action gaat over een recordomzet van 4,2 miljard euro. Foto Pieterjan Luyten Waar veel winkelketens in de detailhandel het zwaar hebben, heeft Action over 2018 een recordomzet geboekt","['boekte over 2018', 'fors meer omzet', 'dan een jaar eerder']","['gaat over', 'een recordomzet', '']",10,30,1,"[0.625, 0.5333333333333333, 1.0]",0.72,nrc
seq200-0,small,"Rusland stopt lozing van kernafval in zee bij Japan TOKIO, 21 OKT.  Rusland heeft onder sterke internationale druk bakzeil gehaald en afgezien van zijn voornemen een tweede lading radioactief afval te lozen in de Zee van Japan","Rusland stopt lozing van kernafval <extra_id_0> Japan TOKIO, 21 OKT. <extra_id_1> onder sterke internationale druk bakzeil gehaald en afgezien van <extra_id_2> tweede lading radioactief <extra_id_3> in de Zee van Japan","Rusland stopt lozing van kernafval in Japan TOKIO, 21 OKT. – Rusland heeft onder sterke internationale druk bakzeil gehaald en afgezien van de tweede lading radioactief afval in de Zee van Japan","['in zee bij', 'Rusland heeft', 'zijn voornemen een', 'afval te lozen']","['in', '– Rusland heeft', 'de', 'afval']",11,30,1,"[0.8, 0.13333333333333333, 0.9444444444444444, 0.6428571428571429]",0.63,nrc
seq201-0,small,"Cultuurfilosoof: Kamer is naar binnen gekeerde wereld Maandag werd een nakende kabinetscrisis over de inkomensverhoudingen ternauwernood afgewend, gisteren debatteerde de Kamer erover.  Cultuurfilosoof Paul Kuypers over de taal en de gedragingen van bestuurders in tijden van politieke crisis en publieke apathie","Cultuurfilosoof: Kamer is naar <extra_id_0> Maandag werd een nakende kabinetscrisis <extra_id_1> ternauwernood afgewend, gisteren debatteerde de Kamer erover. Cultuurfilosoof Paul Kuypers over de <extra_id_2> gedragingen van <extra_id_3> van politieke crisis en publieke apathie","Cultuurfilosoof: Kamer is naar crisis Maandag werd een nakende kabinetscrisis in de Kamer ternauwernood afgewend, gisteren debatteerde de Kamer erover. Cultuurfilosoof Paul Kuypers over de politieke gedragingen van de Kamer in het kader van politieke crisis en publieke apathie","['binnen gekeerde wereld', 'over de inkomensverhoudingen', 'taal en de', 'bestuurders in tijden']","['crisis', 'in de Kamer', 'politieke', 'de Kamer in het kader']",12,30,1,"[0.9545454545454546, 0.75, 0.8, 0.6666666666666666]",0.79,nrc
seq202-0,small,"Vijf Turkse extremisten aangehouden DEN HAAG, 8 DEC.  De politie heeft begin deze week in Rotterdam vijf Turkse mannen aangehouden die worden verdacht van afpersing in de Turkse gemeenschap","Vijf Turkse extremisten aangehouden DEN HAAG, 8 <extra_id_0> heeft <extra_id_1> in Rotterdam <extra_id_2> aangehouden die worden verdacht van afpersing in de Turkse gemeenschap","Vijf Turkse extremisten aangehouden DEN HAAG, 8 mei. – Vijf Turkse extremisten heeft een groep in Rotterdam extremisten aangehouden die worden verdacht van afpersing in de Turkse gemeenschap","['DEC. De politie', 'begin deze week', 'vijf Turkse mannen']","['mei. – Vijf Turkse extremisten', 'een groep', 'extremisten']",9,30,1,"[0.8, 0.7333333333333333, 0.7222222222222222]",0.75,nrc
seq203-0,small,"Wijnaendts beschuldigt leger; Den Haag stelt sancties tegen Servirs voor DEN HAAG-ZAGREB-PARIJS, 30 AUG.  Nederland zal zijn partners in de Europese Gemeenschap op een extra vergadering aanstaande dinsdag voorstellen politieke en economische maatregelen tegen Servi te treffen als het blijft weigeren EG-waarnemers toe te laten tot de conflictgebieden in Kroati","Wijnaendts beschuldigt leger; Den Haag stelt <extra_id_0> voor DEN HAAG-ZAGREB-PARIJS, 30 AUG. Nederland zal zijn partners <extra_id_1> Gemeenschap op een <extra_id_2> dinsdag <extra_id_3> economische maatregelen tegen Servi te treffen als het blijft weigeren EG-waarnemers toe te <extra_id_4> conflictgebieden in Kroati","Wijnaendts beschuldigt leger; Den Haag stelt zich voor DEN HAAG-ZAGREB-PARIJS, 30 AUG. Nederland zal zijn partners van de Gemeenschap op een voorstel van dinsdag verplicht economische maatregelen tegen Servi te treffen als het blijft weigeren EG-waarnemers toe te treden op conflictgebieden in Kroati","['sancties tegen Servirs', 'in de Europese', 'extra vergadering aanstaande', 'voorstellen politieke en', 'laten tot de']","['zich', 'van de', 'voorstel van', 'verplicht', 'treden op']",15,30,1,"[0.9545454545454546, 0.7857142857142857, 0.8214285714285714, 0.7916666666666666, 0.75]",0.82,nrc
seq204-0,small,"Vrij koude nachten Tot en met woensdag verlopen de nachten vrij koud met kans op een klein beetje vorst in het binnenland, maar overdag wordt het ver boven nul.  Dankzij de nabijheid van een hogedrukgebied is het op de meeste dagen droog","Vrij koude nachten Tot <extra_id_0> verlopen de <extra_id_1> met kans op een klein beetje vorst in het binnenland, maar overdag wordt het ver <extra_id_2> nabijheid van een hogedrukgebied is <extra_id_3> meeste dagen droog","Vrij koude nachten Tot nu verlopen de kou met kans op een klein beetje vorst in het binnenland, maar overdag wordt het ver De nabijheid van een hogedrukgebied is de meeste dagen droog","['en met woensdag', 'nachten vrij koud', 'boven nul. Dankzij de', 'het op de']","['nu', 'kou', 'De', 'de']",13,30,1,"[0.9333333333333333, 0.8235294117647058, 0.9047619047619048, 0.7777777777777778]",0.86,nrc
seq205-0,small,"Mager verslag van Indi-herdenking in de krant Op 15 augustus 1945 vond de capitulatie van Japan plaats.  Dat betekende het einde van de oorlog in Indi voor ons die onder Japanse bezetting hadden geleefd, in kampen en daarbuiten","Mager verslag van Indi-herdenking in de <extra_id_0> augustus 1945 vond de capitulatie <extra_id_1> Dat betekende het einde van de oorlog in Indi voor <extra_id_2> Japanse bezetting hadden geleefd, <extra_id_3> en daarbuiten","Mager verslag van Indi-herdenking in de oorlog van augustus 1945 vond de capitulatie Dat betekende het einde van de oorlog in Indi voor de Japanse bezetting hadden geleefd, in Japan en daarbuiten","['krant Op 15', 'van Japan plaats.', 'ons die onder', 'in kampen']","['oorlog van', '', 'de', 'in Japan']",11,30,1,"[0.9090909090909091, 1.0, 0.8461538461538461, 0.3333333333333333]",0.77,nrc
seq206-0,small,"Burgemeesters aan bevolking: samen gaan we het fiksen Crisiscommunicatie Meerdere burgemeesters schreven de afgelopen dagen hun inwoners een brief.  Verlies elkaar niet uit het oog, is de boodschap","Burgemeesters aan bevolking: samen gaan we het fiksen Crisiscommunicatie Meerdere burgemeesters schreven de afgelopen dagen <extra_id_0> brief. <extra_id_1> uit het oog, is <extra_id_2>","Burgemeesters aan bevolking: samen gaan we het fiksen Crisiscommunicatie Meerdere burgemeesters schreven de afgelopen dagen een brief. Dat gaat uit het oog, is","['hun inwoners een', 'Verlies elkaar niet', 'de boodschap']","['een', 'Dat gaat', '']",8,30,1,"[0.8125, 0.7894736842105263, 1.0]",0.87,nrc
seq207-0,small,"Zaterdagavond dacht SGP-Kamerlid Elbert Dijkgraaf een belastingdruk van maar liefst 98,6 procent op het spoor te zijn.  Een paar dagen langer studeren op de kabinetsplannen resulteerde in een lagere maar nog altijd aanzienlijke belastingdruk van 85 procent","Zaterdagavond dacht SGP-Kamerlid Elbert <extra_id_0> van maar liefst 98,6 procent op het spoor te <extra_id_1> dagen langer studeren op de kabinetsplannen resulteerde in <extra_id_2> nog <extra_id_3> belastingdruk van 85 procent","Zaterdagavond dacht SGP-Kamerlid Elbert de winst van maar liefst 98,6 procent op het spoor te zetten. Twee dagen langer studeren op de kabinetsplannen resulteerde in een nog grotere belastingdruk van 85 procent","['Dijkgraaf een belastingdruk', 'zijn. Een paar', 'een lagere maar', 'altijd aanzienlijke']","['de winst', 'zetten. Twee', 'een', 'grotere']",11,30,1,"[0.8518518518518519, 0.7857142857142857, 0.8, 0.8947368421052632]",0.83,nrc
seq208-0,small,Opereren en detoxen met uitzicht op een Alp Zwitserse huisartsen rekenen af per minuut.  Onze correspondenten beschrijven deze zomer eigenaardigheden van de gezondheidszorg in hun land,Opereren en detoxen met uitzicht op een Alp Zwitserse huisartsen <extra_id_0> minuut. Onze correspondenten beschrijven deze zomer <extra_id_1> de <extra_id_2> land,Opereren en detoxen met uitzicht op een Alp Zwitserse huisartsen in de minuut. Onze correspondenten beschrijven deze zomer de hoogte van de bevolking in het land,"['rekenen af per', 'eigenaardigheden van', 'gezondheidszorg in hun']","['in de', 'de hoogte van', 'bevolking in het']",8,30,1,"[0.7857142857142857, 0.65, 0.5909090909090909]",0.68,nrc
seq209-0,small,"LEYLA ZANA; Koningin der Koerden ANKARA, 10 NOV.  Leyla Zana is het symbool van de Koerdische strijd voor politieke vrijheid en culturele identiteit binnen Turkije","<extra_id_0> der Koerden ANKARA, 10 NOV. Leyla Zana is het <extra_id_1> de Koerdische strijd voor politieke vrijheid <extra_id_2> binnen Turkije","van der Koerden ANKARA, 10 NOV. Leyla Zana is het leider van de Koerdische strijd voor politieke vrijheid en vrede binnen Turkije","['LEYLA ZANA; Koningin', 'symbool van', 'en culturele identiteit']","['van', 'leider van', 'en vrede']",8,30,1,"[0.95, 0.6363636363636364, 0.6956521739130435]",0.76,nrc
seq210-0,small,"Het NHM is geschiedenis Met het Nationaal Historisch Museum ging het net als met een paar andere reusachtige projecten.  Geestdriftig verzonnen, veel bijval gekregen, een plan kreeg vorm, er ontstond een tegenplan, discussies werden onoverzichtelijk en langzamerhand verloor dit magnifieke project zijn geloofwaardigheid","Het NHM is geschiedenis Met <extra_id_0> Museum ging het net als met een paar andere reusachtige projecten. Geestdriftig verzonnen, veel bijval gekregen, <extra_id_1> er ontstond een tegenplan, discussies werden onoverzichtelijk en <extra_id_2> magnifieke <extra_id_3>","Het NHM is geschiedenis Met het NHM Museum ging het net als met een paar andere reusachtige projecten. Geestdriftig verzonnen, veel bijval gekregen, maar er ontstond een tegenplan, discussies werden onoverzichtelijk en waren magnifieke projecten.","['het Nationaal Historisch', 'een plan kreeg vorm,', 'langzamerhand verloor dit', 'project zijn geloofwaardigheid']","['het NHM', 'maar', 'waren', 'projecten.']",13,30,1,"[0.75, 0.9, 0.88, 0.7333333333333333]",0.82,nrc
seq211-0,small,"Mexico gist naar omvang moordkomplot tegen Colosio MEXICO-STAD, 6 APRIL.  Wat velen in Mexico dachten en steeds lui der zeiden is nu door een officieel onderzoek bevestigd: de moord op presidentskandidaat Lus Donaldo Colosio, twee weken geleden, was een samenzwering","Mexico gist naar omvang <extra_id_0> MEXICO-STAD, 6 <extra_id_1> in Mexico dachten en <extra_id_2> zeiden is nu door een officieel onderzoek bevestigd: de moord op presidentskandidaat Lus <extra_id_3> weken geleden, was een samenzwering","Mexico gist naar omvang MEXICO-STAD, 6 oktober 2018 – De moord op presidentskandidaat in Mexico dachten en zich zeiden is nu door een officieel onderzoek bevestigd: de moord op presidentskandidaat Lus twee weken geleden, was een samenzwering","['moordkomplot tegen Colosio', 'APRIL. Wat velen', 'steeds lui der', 'Donaldo Colosio', 'twee']","['', 'oktober 2018 – De moord op presidentskandidaat', 'zich', 'twee']",12,30,1,"[1.0, 0.8913043478260869, 0.9285714285714286, 1.0]",0.95,nrc
seq212-0,small,Staatsschuld Rusland moet eigenlijk zwaar bezuinigen.  Uit oogpunt van verkiezingen leent de regering toch liever bij om te voldoen aan sociale verplichtingen,Staatsschuld Rusland moet eigenlijk zwaar bezuinigen. Uit oogpunt van <extra_id_0> toch liever bij om te <extra_id_1> verplichtingen,Staatsschuld Rusland moet eigenlijk zwaar bezuinigen. Uit oogpunt van politieke zaken moet toch liever bij om te gaan met verplichtingen,"['verkiezingen leent de regering', 'voldoen aan sociale']","['politieke zaken moet', 'gaan met']",7,30,1,"[0.7666666666666667, 0.7894736842105263]",0.78,nrc
seq213-0,small,"Utrechtse Jaarbeurs heeft topresultaat behaald over 1995 UTRECHT, 1 MAART.  De Jaarbeurs in Utrecht heeft in 1995 met een omzet van 147 miljoen gulden en een winst vr belasting van 10 miljoen gulden topresultaten behaald","Utrechtse Jaarbeurs heeft topresultaat behaald over 1995 UTRECHT, 1 MAART. De Jaarbeurs in Utrecht heeft in 1995 met <extra_id_0> 147 miljoen gulden en een <extra_id_1> van <extra_id_2> behaald","Utrechtse Jaarbeurs heeft topresultaat behaald over 1995 UTRECHT, 1 MAART. De Jaarbeurs in Utrecht heeft in 1995 met een top van 147 miljoen gulden en een top van acht behaald","['een omzet van', 'winst vr belasting', '10 miljoen gulden topresultaten']","['een top van', 'top', 'acht']",10,30,1,"[0.38461538461538464, 0.9444444444444444, 0.967741935483871]",0.77,nrc
seq214-0,small,Racines Andromache is een museumstuk De zeventiende-eeuwse klassieke taal van de Franse toneelschrijver Jean Racine is een monument.  De ,Racines Andromache <extra_id_0> De zeventiende-eeuwse klassieke taal van <extra_id_1> Jean Racine is een monument. De,Racines Andromache De zeventiende-eeuwse klassieke taal van Jean Jean Racine is een monument. De,"['is een museumstuk', 'de Franse toneelschrijver']","['', 'Jean']",6,30,1,"[1.0, 0.88]",0.94,nrc
seq215-0,small,Terreurdreiging Brugge rekende een euro extra voor koffie om toeristen af te schrikken.  Sinds de aanslagen in Brussel is het opeens rustig,Terreurdreiging Brugge rekende een euro extra voor koffie om toeristen <extra_id_0> de aanslagen in Brussel is <extra_id_1>,Terreurdreiging Brugge rekende een euro extra voor koffie om toeristen automatisch verja de aanslagen in Brussel is e,"['af te schrikken. Sinds', 'het opeens rustig']","['automatisch verja', 'e']",7,30,1,"[0.8181818181818182, 0.9411764705882353]",0.88,nrc
seq216-0,small,"Opnieuw Haren, burgers blijven lastig 14 september 2013  Volgende week, een jaar geleden, was Haren wereldnieuws.  De Facebook-rellen van toen verlammen de Groningse gemeente nog steeds","Opnieuw Haren, burgers blijven lastig 14 september 2013 Volgende <extra_id_0> geleden, was Haren wereldnieuws. De Facebook-rellen van <extra_id_1> de Groningse <extra_id_2>","Opnieuw Haren, burgers blijven lastig 14 september 2013 Volgende week geleden, was Haren wereldnieuws. De Facebook-rellen van de burgers van de Groningse","['week', 'een jaar', 'toen verlammen', 'gemeente nog steeds']","['week', 'de burgers van', '']",8,30,1,"[0.0, 0.7857142857142857, 1.0]",0.6,nrc
seq217-0,small,"Duitse telescoop van kunststof op Mount Graham Op Mount Graham, een 3250 meter hoge berg in Arizona, is een Duitse telescoop in gebruik genomen.  Met zijn antennereflector van 10 meter diameter is het de eerste telescoop van deze grootte die straling uit het heelal kan opvangen met een kleinste golflengte van 0,35 millimeter","Duitse telescoop van kunststof op Mount Graham Op Mount Graham, een 3250 meter <extra_id_0> Arizona, is een Duitse telescoop <extra_id_1> zijn antennereflector van 10 meter diameter is het de eerste telescoop van deze grootte die <extra_id_2> heelal <extra_id_3> een kleinste <extra_id_4> millimeter","Duitse telescoop van kunststof op Mount Graham Op Mount Graham, een 3250 meter hoge locatie in Arizona, is een Duitse telescoop van kunststof. Met zijn antennereflector van 10 meter diameter is het de eerste telescoop van deze grootte die het heelal op een kleinste hoogte van de millimeter","['hoge berg in', 'in gebruik genomen. Met', 'straling uit het', 'kan opvangen met', 'golflengte van 0,35']","['hoge locatie in', 'van kunststof. Met', 'het', 'op', 'hoogte van de']",16,30,1,"[0.4666666666666667, 0.6521739130434783, 0.8125, 0.875, 0.5263157894736842]",0.67,nrc
seq218-0,small,Vader grijpt de macht; Kiddesk geeft iedereen een eigen plek in de computer Kiddesk is er op diskettes (ISBN 90 229 3903 0) of ,<extra_id_0> Kiddesk geeft iedereen een eigen plek in de computer Kiddesk is er op diskettes (ISBN 90 <extra_id_1> of,Kiddesk geeft iedereen een eigen plek in de computer Kiddesk is er op diskettes (ISBN 90 ) of,"['Vader grijpt de macht;', '229 3903 0)']","['', ')']",7,30,1,"[1.0, 0.9090909090909091]",0.95,nrc
seq219-0,small,"Madam Koo fleemt, fluistert, sist en zingt jazzy Kameropera Madam Koo brengt in slimme regie zware themas als wantrouwen en angst op een lichtvoetige, bevreemdende manier in beeld.  Robert Benschop Photography Madam Koo van Meri Arta door Diamantfabriek","Madam Koo fleemt, fluistert, sist en zingt jazzy Kameropera Madam <extra_id_0> slimme regie zware themas als wantrouwen en angst op een <extra_id_1> in beeld. Robert Benschop Photography <extra_id_2> van Meri <extra_id_3>","Madam Koo fleemt, fluistert, sist en zingt jazzy Kameropera Madam Koo slimme regie zware themas als wantrouwen en angst op een goede manier in beeld. Robert Benschop Photography - Fotografie van Meri","['Koo brengt in', 'lichtvoetige', 'bevreemdende manier', 'Madam Koo', 'Arta door Diamantfabriek']","['Koo', 'goede manier', '- Fotografie', '']",11,30,1,"[0.7692307692307693, 0.9166666666666666, 0.8421052631578947, 1.0]",0.88,nrc
