Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq202-0,base,", die onderdeel was van een trouwstoet, is vannacht in botsing geraakt met een busje op de kruising van de Pettendijk",", die onderdeel was <extra_id_0> vannacht in botsing geraakt met een busje op de kruising van de Pettendijk",", die onderdeel was van een tractor, vannacht in botsing geraakt met een busje op de kruising van de Pettendijk","['van een trouwstoet', 'is']","['van een tractor,']",4,20.0,7,[0.3333333333333333],0.33,ad
seq203-0,base,"de Zeeuwse band de single Het is al laat toch, als voorbode van een compleet album in de eigen taal. Dat verschijnt later dit jaar.","de Zeeuwse band de single Het is al laat toch, als voorbode van een compleet album in <extra_id_0> Dat verschijnt later <extra_id_1>","de Zeeuwse band de single Het is al laat toch, als voorbode van een compleet album in het Nederlands. Dat verschijnt later op...","['de eigen taal.', 'dit jaar.']","['het Nederlands.', 'op...']",5,20.0,7,"[0.7333333333333333, 0.8888888888888888]",0.81,ad
seq204-0,base,"Levend gevonden, krabbelen vrienden van Amanda Eller haastig op de vermissingsposters die overal op het Hawaaanse eiland Maui voor haar zijn opgehangen. De wandelaarster verdween ruim twee weken geleden spoorloos, nadat ze eropuit trok in bosreservaat Makawao. Familie en vrienden kunnen na weken zoeken opgelucht ademhalen. Amanda werd gisteren levend gespot door de bemanning van een helikopter.","Levend gevonden, krabbelen vrienden van Amanda Eller haastig op de vermissingsposters die overal op het Hawaaanse eiland Maui <extra_id_0> zijn opgehangen. De wandelaarster verdween ruim twee weken geleden spoorloos, nadat ze eropuit trok in bosreservaat <extra_id_1> vrienden kunnen na weken zoeken opgelucht ademhalen. Amanda <extra_id_2> gespot door de <extra_id_3> helikopter.","Levend gevonden, krabbelen vrienden van Amanda Eller haastig op de vermissingsposters die overal op het Hawaaanse eiland Maui in het donker zijn opgehangen. De wandelaarster verdween ruim twee weken geleden spoorloos, nadat ze eropuit trok in bosreservaat Haar vrienden kunnen na weken zoeken opgelucht ademhalen. Amanda Eller werd gespot door de politie in een helikopter.","['voor haar', 'Makawao. Familie en', 'werd gisteren levend', 'bemanning van een']","['in het donker', 'Haar', 'Eller werd', 'politie in een']",11,20.0,7,"[0.8461538461538461, 0.8947368421052632, 0.75, 0.5882352941176471]",0.77,ad
seq205-0,base,2020 Gedragspsycholoog Chantal van der Leest bekijkt onze gedragingen op de werkvloer: wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:,<extra_id_0> der Leest bekijkt onze gedragingen op de werkvloer: wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:,Van der Leest bekijkt onze gedragingen op de werkvloer: wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:,['2020 Gedragspsycholoog Chantal van'],['Van'],4,20.0,7,[0.9411764705882353],0.94,ad
seq206-0,base,"<a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a>  <a href=""https://twitter.com/hashtag/CanadianGP?src=hash&ref_src=twsrc%5Etfw"">#CanadianGP</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://twitter.com/hashtag/CanadianGP?src=hash&ref_src=twsrc%5Etfw"">#CanadianGP</a> <a <extra_id_0>","<a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://twitter.com/hashtag/CanadianGP?src=hash&ref_src=twsrc%5Etfw"">#CanadianGP</a> <a href=""https://twitter.com","['href=""https://t.co/']","['href=""https://twitter.com']",1,20.0,7,[0.28],0.28,ad
seq207-0,base,Ook de redactie van AD Groene Hart werkt zoveel mogelijk vanuit huis vanwege het coronavirus. Op deze plek vertellen we hoe we daarmee omgaan.,Ook de redactie van AD <extra_id_0> werkt zoveel mogelijk vanuit huis vanwege het coronavirus. Op deze <extra_id_1> hoe we daarmee omgaan.,Ook de redactie van AD werkt zoveel mogelijk vanuit huis vanwege het coronavirus. Op deze pagina lezen we hoe we daarmee omgaan.,"['Groene Hart', 'plek vertellen we']","['', 'pagina lezen we']",5,20.0,6,"[1.0, 0.5882352941176471]",0.79,ad
seq208-0,base,Een vrachtwagen is woensdagochtend gekanteld op de Diefdijk tussen Leerdam en Schoonrewoerd en vervolgens van de dijk gegleden. De chauffeur,Een vrachtwagen is woensdagochtend gekanteld op <extra_id_0> en Schoonrewoerd en vervolgens van de dijk gegleden. De chauffeur,Een vrachtwagen is woensdagochtend gekanteld op de dijk tussen de dijken en Schoonrewoerd en vervolgens van de dijk gegleden. De chauffeur,['de Diefdijk tussen Leerdam'],['de dijk tussen de dijken'],4,20.0,6,[0.46153846153846156],0.46,ad
seq209-0,base,Redacteuren Priscilla van Agteren en Marcel Potters blikken elke week terug op het Rotterdam van vroeger aan de hand van een foto uit de oude doos. Deze week,Redacteuren Priscilla van Agteren en Marcel Potters blikken elke week terug op <extra_id_0> vroeger aan de <extra_id_1> foto uit de oude doos. Deze week,Redacteuren Priscilla van Agteren en Marcel Potters blikken elke week terug op de vroeger aan de muur. Een foto uit de oude doos. Deze week,"['het Rotterdam van', 'hand van een']","['de', 'muur. Een']",6,20.0,6,"[0.9411764705882353, 0.75]",0.85,ad
seq210-0,base,land kent in het afgelopen jaar een grotere verscheidenheid aan namen die ouders hun pasgeboren babys meegeven.,land kent in het afgelopen jaar een grotere verscheidenheid <extra_id_0> ouders hun pasgeboren babys meegeven.,land kent in het afgelopen jaar een grotere verscheidenheid van ouders hun pasgeboren babys meegeven.,['aan namen die'],['van'],3,20.0,6,[0.8461538461538461],0.85,ad
seq211-0,base,De Wereldgezondheidsorganisatie (WHO) heeft opnieuw een recordaantal nieuwe besmettingen met het coronavirus gemeld. In 24 uur tijd werden wereldwijd 230.370 nieuwe gevallen geregistreerd.,De Wereldgezondheidsorganisatie (WHO) <extra_id_0> een recordaantal nieuwe besmettingen met het coronavirus <extra_id_1> uur tijd werden wereldwijd 230.370 nieuwe gevallen geregistreerd.,De Wereldgezondheidsorganisatie (WHO) bevestigt een recordaantal nieuwe besmettingen met het coronavirus In 24 uur tijd werden wereldwijd 230.370 nieuwe gevallen geregistreerd.,"['heeft opnieuw', 'gemeld. In 24']","['bevestigt', 'In 24']",5,20.0,6,"[0.7692307692307693, 0.6153846153846154]",0.69,ad
seq212-0,base,"Een magere voldoende, een schrale 6,1. Opnieuw heeft Goud, het restaurant van de bekende Rotterdamse tv-personality Herman den Blijker, een","Een magere voldoende, een schrale 6,1. Opnieuw heeft Goud, <extra_id_0> bekende Rotterdamse tv-personality Herman den Blijker, een","Een magere voldoende, een schrale 6,1. Opnieuw heeft Goud, de bekende Rotterdamse tv-personality Herman den Blijker, een",['het restaurant van de'],['de'],4,20.0,6,[0.9047619047619048],0.9,ad
seq213-0,base,"Een taboedoorbrekend gezinspakket over de dood. Klinkt best heftig, maar Tor-is-dood is een soort familiespel.","<extra_id_0> over de dood. Klinkt best heftig, maar Tor-is-dood is een soort familiespel.","een verhaal over de dood. Klinkt best heftig, maar Tor-is-dood is een soort familiespel.",['Een taboedoorbrekend gezinspakket'],['een verhaal'],3,20.0,6,[0.8181818181818182],0.82,ad
seq214-0,base,n. De betrokkenheid van de kiezers bij deze vervroegde verkiezingen voor het presidentschap en het parlement is enorm.,n. <extra_id_0> kiezers bij deze vervroegde verkiezingen voor het presidentschap en het parlement is enorm.,n. De steun van de kiezers bij deze vervroegde verkiezingen voor het presidentschap en het parlement is enorm.,['De betrokkenheid van de'],['De steun van de'],4,20.0,6,[0.4782608695652174],0.48,ad
seq215-0,base,"Elke week recenseert het AD een van de vele restaurants in de provincie Utrecht. Marco Bosmans beoordeelt het restaurant aan de hand van het voor-, hoofd- en nagerecht, de bediening, sfeer en prijs-kwaliteit. Deze week eet hij bij","Elke <extra_id_0> AD een van de vele restaurants in de provincie Utrecht. Marco <extra_id_1> restaurant aan de hand van het voor-, hoofd- en <extra_id_2> bediening, sfeer en prijs-kwaliteit. Deze week eet hij bij","Elke week is AD een van de vele restaurants in de provincie Utrecht. Marco maakt het restaurant aan de hand van het voor-, hoofd- en achterhoofd: bediening, sfeer en prijs-kwaliteit. Deze week eet hij bij","['week recenseert het', 'Bosmans beoordeelt het', 'nagerecht', 'de']","['week is', 'maakt het', 'achterhoofd:']",8,20.0,6,"[0.6842105263157895, 0.6818181818181818, 0.8333333333333334]",0.73,ad
seq216-0,base,"Langdurig naar een smartphone, computer of iPad kijken, en dat doen veel thuiswerkers momenteel, is funest voor de ogen. Daarnaast raken ook steeds meer kinderen bijziend. Zij kunnen zelfs blind worden, waarschuwt oogarts Caroline Klaver.","Langdurig naar een smartphone, computer of iPad kijken, en <extra_id_0> thuiswerkers momenteel, is funest voor de ogen. Daarnaast raken ook steeds meer <extra_id_1> zelfs blind worden, waarschuwt oogarts Caroline Klaver.","Langdurig naar een smartphone, computer of iPad kijken, en dat doen thuiswerkers momenteel, is funest voor de ogen. Daarnaast raken ook steeds meer mensen blind en kan je zelfs blind worden, waarschuwt oogarts Caroline Klaver.","['dat doen veel', 'kinderen bijziend. Zij kunnen']","['dat doen', 'mensen blind en kan je']",7,20.0,6,"[0.38461538461538464, 0.5862068965517241]",0.49,ad
seq217-0,base,"Op datingapp Tinder ging een waarschuwing rond: was je handen, draag handgel bij je, raak je gezicht niet aan, houd afstand in het openbaar. Nu musea, bioscopen en horeca hun deuren hebben gesloten, wordt het ontmoeten van nieuwe mensen lastig. Hoe kunnen we nog daten in tijden van corona?","Op datingapp Tinder ging een waarschuwing rond: was je handen, draag handgel bij je, raak je gezicht niet aan, houd afstand in het openbaar. Nu musea, bioscopen en horeca hun deuren hebben gesloten, wordt het ontmoeten <extra_id_0> lastig. Hoe <extra_id_1> in <extra_id_2>","Op datingapp Tinder ging een waarschuwing rond: was je handen, draag handgel bij je, raak je gezicht niet aan, houd afstand in het openbaar. Nu musea, bioscopen en horeca hun deuren hebben gesloten, wordt het ontmoeten van mensen lastig. Hoe komt het in de praktijk?","['van nieuwe mensen', 'kunnen we nog daten', 'tijden van corona?']","['van mensen', 'komt het', 'praktijk?']",10,20.0,6,"[0.4117647058823529, 0.7894736842105263, 0.8888888888888888]",0.7,ad
seq218-0,base,Het zijn gekke tijden om je middelbare schoolperiode af te ronden. Vanwege de coronacrisis ziet het eindexamen er voor scholieren anders uit dan normaal.,Het zijn gekke tijden om je middelbare schoolperiode af te ronden. Vanwege de coronacrisis ziet het eindexamen <extra_id_0> scholieren <extra_id_1> normaal.,Het zijn gekke tijden om je middelbare schoolperiode af te ronden. Vanwege de coronacrisis ziet het eindexamen van veel scholieren zich niet meer zoals normaal.,"['er voor', 'anders uit dan']","['van veel', 'zich niet meer zoals']",5,20.0,6,"[0.75, 0.8]",0.78,ad
seq219-0,base,"De PvdA is de grootste partij geworden bij de Europese verkiezingen. De partij van eurocommissaris Frans Timmermans krijgt 5 van de 26 Nederlandse zetels in het Europees parlement, zo voorspelt Ipsos in een exitpoll.",De PvdA is de grootste partij geworden bij de <extra_id_0> van eurocommissaris Frans Timmermans krijgt 5 van de 26 Nederlandse zetels in het <extra_id_1> voorspelt Ipsos in een exitpoll.,"De PvdA is de grootste partij geworden bij de verkiezingen. De partij van eurocommissaris Frans Timmermans krijgt 5 van de 26 Nederlandse zetels in het land, voorspelt Ipsos in een exitpoll.","['Europese verkiezingen. De partij', 'Europees parlement', 'zo']","['verkiezingen. De partij', 'land,']",7,20.0,6,"[0.28125, 0.9444444444444444]",0.61,ad
seq220-0,base,Van de straatFotograaf Daniella van Bergen en verslaggever Anouk Mentink lopen wekelijks iemand tegen het lijf. Deze week is dat,Van de straatFotograaf Daniella van Bergen <extra_id_0> lopen wekelijks iemand tegen het lijf. Deze week is dat,Van de straatFotograaf Daniella van Bergen en haar vrienden lopen wekelijks iemand tegen het lijf. Deze week is dat,['en verslaggever Anouk Mentink'],['en haar vrienden'],4,20.0,6,[0.6896551724137931],0.69,ad
seq221-0,base,. Het eerste lijsttrekkersdebat voor de Eerste Kamer werd daardoor een uitwisseling van partijstandpunten.,. Het eerste lijsttrekkersdebat voor <extra_id_0> werd daardoor een uitwisseling van partijstandpunten.,. Het eerste lijsttrekkersdebat voor de verkiezingen werd daardoor een uitwisseling van partijstandpunten.,['de Eerste Kamer'],['de verkiezingen'],3,20.0,6,[0.5333333333333333],0.53,ad
seq222-0,base,"Utrecht groeit, en hard ook. Tot 2035 komen er 20 procent meer Utrechters bij. Marieke Dubbelman neemt wekelijks de stand van de groei op. Deze week","Utrecht groeit, en hard ook. Tot <extra_id_0> 20 procent meer Utrechters bij. Marieke Dubbelman <extra_id_1> de stand van de groei op. Deze week","Utrecht groeit, en hard ook. Tot nu toe waren er 20 procent meer Utrechters bij. Marieke Dubbelman legt de stand van de groei op. Deze week","['2035 komen er', 'neemt wekelijks']","['nu toe waren er', 'legt']",5,20.0,6,"[0.6, 0.8666666666666667]",0.73,ad
seq223-0,base,"De zware jongens halen de voorpaginas, de boefjes niet. Serena Hofman doet elke week verslag van een doodnormale rechtszaak. 1","De <extra_id_0> voorpaginas, de boefjes niet. Serena Hofman doet elke week verslag van een doodnormale rechtszaak. 1","De boefjes voorpaginas, de boefjes niet. Serena Hofman doet elke week verslag van een doodnormale rechtszaak. 1",['zware jongens halen de'],['boefjes'],4,20.0,6,[0.8181818181818182],0.82,ad
seq224-0,base,In aanloop naar het 75ste bevrijdingsjaar brengt het AD Rotterdams Dagblad tot begin mei de oorlogsjaren op Voorne-Putten in beeld.,In aanloop naar het 75ste bevrijdingsjaar brengt het <extra_id_0> begin mei de oorlogsjaren op Voorne-Putten in beeld.,In aanloop naar het 75ste bevrijdingsjaar brengt het leger begin mei de oorlogsjaren op Voorne-Putten in beeld.,['AD Rotterdams Dagblad tot'],['leger'],4,20.0,6,[0.92],0.92,ad
seq226-0,base,00. Het Rode Kruis heeft inmiddels gironummer 7244 geopend waarop geld wordt ingezameld om verspreiding van het coronavirus tegen te gaan. Ook vandaag houden we je op de hoogte via een live-blog. Een verslag van afgelopen dagen lees je hier terug.,00. Het Rode Kruis heeft inmiddels gironummer 7244 geopend waarop geld wordt ingezameld om verspreiding van het coronavirus tegen te gaan. Ook <extra_id_0> we je op de hoogte via een <extra_id_1> van afgelopen dagen lees <extra_id_2>,00. Het Rode Kruis heeft inmiddels gironummer 7244 geopend waarop geld wordt ingezameld om verspreiding van het coronavirus tegen te gaan. Ook houden we je op de hoogte via een app. De resultaten van afgelopen dagen lees je hier,"['vandaag houden', 'live-blog. Een verslag', 'je hier terug.']","['houden', 'app. De resultaten', 'hier']",8,20.0,6,"[0.5714285714285714, 0.8181818181818182, 0.7142857142857143]",0.7,ad
seq227-0,base,"Op bedrijventerrein Middelland in Woerden werd afgelopen week liefst drie keer ingebroken. Bij de laatste inbraak, afgelopen nacht, werd bij Vluchtelingensteunpunt Groene Hart niet alleen computerapparatuur meegenomen, maar ook voor duizenden euro's aan schade aangericht.","Op bedrijventerrein Middelland in Woerden werd afgelopen week liefst drie keer ingebroken. Bij de laatste inbraak, <extra_id_0> Vluchtelingensteunpunt Groene Hart niet alleen computerapparatuur meegenomen, maar ook <extra_id_1> aan schade aangericht.","Op bedrijventerrein Middelland in Woerden werd afgelopen week liefst drie keer ingebroken. Bij de laatste inbraak, werd door Vluchtelingensteunpunt Groene Hart niet alleen computerapparatuur meegenomen, maar ook niks aan schade aangericht.","['afgelopen nacht', 'werd bij', '""voor duizenden euro\'s""']","['werd door', 'niks']",7,20.0,6,"[0.8666666666666667, 1.0]",0.93,ad
seq228-0,base,Het Zuid-Koreaanse Pyeongchang is vanaf 8 februari gastheer van de Olympische Winterspelen. Dit is het programma tot en met de sluitingsceremonie op zondag 25 februari. De genoemde tijden zijn aan te passen naar je eigen tijdzone. Het kan even duren voordat de widget is geladen.,Het Zuid-Koreaanse Pyeongchang is vanaf 8 februari gastheer van de Olympische Winterspelen. Dit is <extra_id_0> en met de sluitingsceremonie op zondag 25 februari. De genoemde tijden zijn aan te passen naar <extra_id_1> Het <extra_id_2> voordat de widget is geladen.,Het Zuid-Koreaanse Pyeongchang is vanaf 8 februari gastheer van de Olympische Winterspelen. Dit is tot en met de sluitingsceremonie op zondag 25 februari. De genoemde tijden zijn aan te passen naar gelang de locatie. Het is nog even voordat de widget is geladen.,"['het programma tot', 'je eigen tijdzone.', 'kan even duren']","['tot', 'gelang de locatie.', 'is nog even']",9,20.0,6,"[0.8235294117647058, 0.7777777777777778, 0.7142857142857143]",0.77,ad
seq229-0,base,"Het AD houdt tot en met zaterdag de Week van het Amateurvoetbal. Uw krant besteedt de komende dagen ng meer aandacht aan de populairste sport van Nederland, met speciaal oog voor de onmisbare vrijwilliger. Vandaag:","Het AD houdt tot en met zaterdag de Week van het Amateurvoetbal. Uw krant besteedt de komende dagen ng meer aandacht aan <extra_id_0> van Nederland, met speciaal oog <extra_id_1> Vandaag:","Het AD houdt tot en met zaterdag de Week van het Amateurvoetbal. Uw krant besteedt de komende dagen ng meer aandacht aan de sport van Nederland, met speciaal oog op de resultaten. Vandaag:","['de populairste sport', 'voor de onmisbare vrijwilliger.']","['de sport', 'op de resultaten.']",7,20.0,6,"[0.6, 0.6774193548387096]",0.64,ad
seq230-0,base,"Jawed S., de 20-jarige man die vorig jaar twee Amerikanen neerstak op het Centraal Station in Amsterdam,","Jawed S., de 20-jarige man die vorig jaar twee Amerikanen neerstak op het Centraal <extra_id_0>","Jawed S., de 20-jarige man die vorig jaar twee Amerikanen neerstak op het Centraal en Zuid-","['Station in Amsterdam,']",['Zuid-'],3,20.0,6,[0.9047619047619048],0.9,ad
seq231-0,base,"Wie denkt dat hij corona heeft, kan zich vanaf juni in Rotterdam, maar ook Schiedam, Nissewaard en Goeree-Overflakkee gratis laten testen op corona. De GGD opent in totaal vier extra teststraten waar iedereen, zonder tussenkomst van een arts, een afspraak voor kan maken. Doel is dagelijks ruim duizend regiogenoten te kunnen testen.","Wie denkt dat hij corona heeft, kan zich vanaf juni in Rotterdam, maar ook Schiedam, Nissewaard en Goeree-Overflakkee gratis laten testen op corona. De <extra_id_0> totaal vier extra teststraten waar iedereen, zonder tussenkomst van een arts, een afspraak <extra_id_1> Doel is dagelijks ruim <extra_id_2> testen.","Wie denkt dat hij corona heeft, kan zich vanaf juni in Rotterdam, maar ook Schiedam, Nissewaard en Goeree-Overflakkee gratis laten testen op corona. De gemeente heeft in totaal vier extra teststraten waar iedereen, zonder tussenkomst van een arts, een afspraak kan maken. Doel is dagelijks ruim 20.000 testen.","['GGD opent in', 'voor kan maken.', 'duizend regiogenoten te kunnen']","['gemeente heeft in', 'kan maken.', '20.000']",10,20.0,6,"[0.6470588235294118, 0.3333333333333333, 1.0]",0.66,ad
seq232-0,base,Dit zijn deze week de door ons geselecteerde eerlijkste en beste deals. Meer lezen over waarom we nou deze aanbiedingen uitlichten? Lees dan verder onderaan het artikel.,Dit zijn deze week de door ons geselecteerde eerlijkste <extra_id_0> deals. Meer lezen over waarom we nou deze <extra_id_1> dan verder onderaan het artikel.,Dit zijn deze week de door ons geselecteerde eerlijkste aanbiedingen en deals. Meer lezen over waarom we nou deze deal hebben dan verder onderaan het artikel.,"['en beste', 'aanbiedingen uitlichten? Lees']","['aanbiedingen en', 'deal hebben']",5,20.0,6,"[0.8, 0.7931034482758621]",0.8,ad
seq233-0,base,"at niet door de beugel kan, is zeker, maar ik kan me niet voorstellen dat er lijfstraffen zijn uitgedeeld.","at niet door de beugel kan, <extra_id_0> kan me niet voorstellen dat er lijfstraffen zijn uitgedeeld.","at niet door de beugel kan, ik kan me niet voorstellen dat er lijfstraffen zijn uitgedeeld.","['is zeker', 'maar ik']",['ik'],4,20.0,6,[0.75],0.75,ad
seq234-0,base,"Het WK zit erop. De focus kan weer voledig op het Nederlands voetbal. Over een kleine vier weken start de eredivisie alweer. Maar hoe staan de clubs er op dit moment voor? Wie zijn er vertrokken, wie aangetrokken en welke oefenduels staan er nog op het programma. Vier vragen, achttien clubs, 72 antwoorden!","Het WK zit erop. De focus kan weer voledig op het Nederlands voetbal. Over een kleine vier weken start de eredivisie alweer. Maar hoe staan de clubs er op dit moment voor? Wie zijn er vertrokken, wie <extra_id_0> oefenduels staan <extra_id_1> het <extra_id_2> achttien <extra_id_3> antwoorden!","Het WK zit erop. De focus kan weer voledig op het Nederlands voetbal. Over een kleine vier weken start de eredivisie alweer. Maar hoe staan de clubs er op dit moment voor? Wie zijn er vertrokken, wie hebben er oefenduels staan Lees het antwoord op deze achttien vragen en antwoorden!","['aangetrokken en welke', 'er nog op', 'programma. Vier vragen,', 'clubs', '72']","['hebben er', 'Lees', 'antwoord op deze', 'vragen en']",11,20.0,6,"[0.7619047619047619, 1.0, 0.8695652173913043, 1.0]",0.91,ad
seq235-0,base,", dan komen we graag met je in contact. Gebruik onze WhatsApp-tiplijn 06-11568540 of mail naar oproep@ad.nl (je gegevens nemen we in vertrouwen in behandeling volgens ons privacy-statement).",", dan komen we graag met <extra_id_0> Gebruik onze WhatsApp-tiplijn 06-11568540 of mail naar oproep@ad.nl (je <extra_id_1> in vertrouwen in behandeling volgens ons privacy-statement).",", dan komen we graag met je op de hoogte. Gebruik onze WhatsApp-tiplijn 06-11568540 of mail naar oproep@ad.nl (je bent in vertrouwen in behandeling volgens ons privacy-statement).","['je in contact.', 'gegevens nemen we']","['je op de hoogte.', 'bent']",6,20.0,6,"[0.625, 0.8823529411764706]",0.75,ad
seq236-0,base,"doet de 11-jarige Job een oproep: of de dief van zijn rugzak die alsjeblieft terug wil brengen, want er zaten twee volle mappen met voetbalplaatjes in.","doet <extra_id_0> Job een oproep: of de <extra_id_1> rugzak die alsjeblieft terug wil brengen, want er zaten twee volle mappen met voetbalplaatjes in.","doet de Job een oproep: of de nieuwe rugzak die alsjeblieft terug wil brengen, want er zaten twee volle mappen met voetbalplaatjes in.","['de 11-jarige', 'dief van zijn']","['de', 'nieuwe']",5,20.0,6,"[0.8333333333333334, 0.8461538461538461]",0.84,ad
seq237-0,base,Fotograaf Cor de Kock bezoekt regelmatig plaatsen in de regio. Om de week komen de mooiste fotos in de rubriek Groeten uit. Deze week keek hij rond in,Fotograaf Cor <extra_id_0> regelmatig plaatsen in de regio. Om de week komen <extra_id_1> in de rubriek Groeten uit. Deze week keek hij rond in,Fotograaf Cor van der Velde keek regelmatig plaatsen in de regio. Om de week komen we in de rubriek Groeten uit. Deze week keek hij rond in,"['de Kock bezoekt', 'de mooiste fotos']","['van der Velde keek', 'we']",6,20.0,6,"[0.7777777777777778, 0.9375]",0.86,ad
seq238-0,base,Journalist Jelle Brandt Corstius moet zich alsnog voor de strafrechter verantwoorden voor het publiekelijk beschuldigen van tv-producent Gijs van Dam die hem zou hebben verkracht. Dat heeft het gerechtshof Amsterdam vandaag beslist.,Journalist Jelle Brandt Corstius <extra_id_0> voor de strafrechter verantwoorden voor het <extra_id_1> tv-producent Gijs van Dam die hem zou hebben verkracht. Dat heeft het gerechtshof Amsterdam vandaag beslist.,Journalist Jelle Brandt Corstius moet zich voor de strafrechter verantwoorden voor het verkrachten van tv-producent Gijs van Dam die hem zou hebben verkracht. Dat heeft het gerechtshof Amsterdam vandaag beslist.,"['moet zich alsnog', 'publiekelijk beschuldigen van']","['moet zich', 'verkrachten van']",6,20.0,6,"[0.4375, 0.6551724137931034]",0.55,ad
seq239-0,base,Voorafgaand aan elk raceweekeinde peilt AD Sportwereld de stemming bij een kenner of een liefhebber. Voorafgaand aan de,Voorafgaand <extra_id_0> AD Sportwereld de stemming bij een kenner of een liefhebber. Voorafgaand aan de,Voorafgaand aan de AD Sportwereld de stemming bij een kenner of een liefhebber. Voorafgaand aan de,['aan elk raceweekeinde peilt'],['aan de'],4,20.0,6,[0.7777777777777778],0.78,ad
seq240-0,base,"Theatermaker, rolstoelsporter en voormalig internetondernemer Marc de Hond is gisteren op 42-jarige leeftijd overleden. De Hond stierf aan de gevolgen van kanker. Hij wordt vandaag in besloten kring begraven, laat een woordvoerder namens de familie weten.","Theatermaker, rolstoelsporter en voormalig internetondernemer Marc de Hond is gisteren op 42-jarige leeftijd <extra_id_0> stierf aan de gevolgen van kanker. Hij wordt vandaag in <extra_id_1> een woordvoerder namens de familie weten.","Theatermaker, rolstoelsporter en voormalig internetondernemer Marc de Hond is gisteren op 42-jarige leeftijd overleden. De Hond stierf aan de gevolgen van kanker. Hij wordt vandaag in Nederland behandeld, laat een woordvoerder namens de familie weten.","['overleden. De Hond', 'besloten kring begraven', 'laat']","['overleden. De Hond', 'Nederland behandeld, laat']",7,20.0,6,"[0.0, 0.84]",0.42,ad
seq241-0,base,In de extra beveiligde rechtbank in Amsterdam Osdorp is vandaag het proces tegen de liquidatiebende van Ridouan Taghi en Sad Razzouki voor het eerst sinds hun aanhouding hervat. Verslaggever Yelle Tieleman doet verslag.,In de extra beveiligde rechtbank in Amsterdam Osdorp is vandaag het proces tegen de liquidatiebende van Ridouan Taghi <extra_id_0> voor het eerst <extra_id_1> Verslaggever Yelle Tieleman doet verslag.,In de extra beveiligde rechtbank in Amsterdam Osdorp is vandaag het proces tegen de liquidatiebende van Ridouan Taghi is voor het eerst in behandeling. Verslaggever Yelle Tieleman doet verslag.,"['en Sad Razzouki', 'sinds hun aanhouding hervat.']","['is', 'in behandeling.']",7,20.0,6,"[1.0, 0.6785714285714286]",0.84,ad
seq242-0,base,Bijna alle eredivisieclubs zoeken deze winter in het buitenland de zon op. Onze clubwatchers reizen de ploegen achterna. Elke dag kunt u de rubriek Groeten uit lezen. Vandaag,Bijna alle eredivisieclubs zoeken deze winter in het buitenland de zon op. Onze clubwatchers reizen de ploegen achterna. Elke dag kunt <extra_id_0> Groeten <extra_id_1>,Bijna alle eredivisieclubs zoeken deze winter in het buitenland de zon op. Onze clubwatchers reizen de ploegen achterna. Elke dag kunt u er een. Groeten,"['u de rubriek', 'uit lezen. Vandaag']","['u er een.', '']",6,20.0,6,"[0.6666666666666666, 1.0]",0.83,ad
seq243-0,base,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 2,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons <extra_id_0> dossier vind je alle artikelen over het <extra_id_1> Mist u <extra_id_2> redactie: dd.redactie@ad.nl. 2,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons nieuws. In het dossier vind je alle artikelen over het coronavirus. Mist u vragen? Mail de redactie: dd.redactie@ad.nl. 2,"['blog. In ons', 'coronavirus in de Drechtsteden.', 'iets? Tip de']","['nieuws. In het', 'coronavirus.', 'vragen? Mail de']",10,20.0,6,"[0.6428571428571429, 0.6129032258064516, 0.6]",0.62,ad
