,text,text_count
598,"Redactie 27 april 2019, 6:19 Sri Lankaanse veiligheidstroepen beveiligen een huis op 21 april 2019.  Beeld AP Veiligheidstroepen wilden vrijdagavond in Sammanthurai, in het oosten van Sri Lanka, een onderduikadres van islamitische strijders bestormen",1
603,"Billie & Seb grijpt je nooit werkelijk bij de kladden Boekrecensie (fictie) - Ivo Victoria Duistere bildungsroman neemt je niet mee.  Persis Bekkering 11 februari 2017, 2:00 'Het geweer was een opluchting', opent de vierde roman van Ivo Victoria (1971), Billie & Seb",1
608,"De kamer heet appartement, de gang heet straat.  Het Gooise Godelinde is geen verzorgingshuis meer, maar een wooncomplex voor ouderen waar zorg op maat kan worden ingekocht",1
613,"Volkskrant Ochtend Woensdag 3 april 2019 Volkskrant Ochtend: Kernenergielobby wil Borssele langer open houden | Geschorste priester: ‘Alleen met eerlijkheid valt de kerk te redden’ Redactie 3 april 2019, 7:31 De Kerncentrale in Borssele Beeld Raymond Rutting / De Volkskrant Kernenergielobby wil Borssele langer open houden De Nederlandse nucleaire industrie pleit voor het langer openhouden van de kerncentrale in Borssele.  Daarmee wordt tijd gekocht om nieuwe kerncentrales te bouwen, die gezamenlijk 20 procent van de Nederlandse stroomproductie (3000 megawatt) voor hun rekening zouden moeten nemen",1
618,Het Eeuwige Leven Hans Heres (1945-2018) ’s Lands laatste communistische wethouder Veertig jaar zat de rode Groninger in het gemeentebestuur.  Tegen wil en dank: politiek ‘was voor hem geen hobby: ‘Je doet het omdat het moet,1
623,De newsroom van The Washington Post.  © AFP Washington Post ontmaskert rechtse activist die krant in diskrediet wilde brengen De strijd tussen waarheid en verzinsels is in Amerika in een nieuwe fase terechtgekomen The Washington Post heeft een rechtse activist ontmaskerd die met een verzonnen verhaal naar de redactie was gestapt met de kennelijke bedoeling de krant in diskrediet te brengen,1
628,"OmslagBoekontwerpen VS De Amerikanen hebben een lange traditie van uitstekende boekcovers Amerikaanse jury waardeert ook de traditie.  Erik van den Berg 16 juli 2020, 16:40 Een van de winnaars van 50 Books 50 Covers 2019: Alaina Sullivans omslag voor Aldo Sohms wijngids Wine Simple",1
633,"Jongens als Mids maken het goochelgebeuren sexy Tommy Mids Wacht, ik pak even mijn goocheldoos.  Peter Buwalda 6 februari 2015, 2:00 Veel kinderen vragen zich voor het inslapen af waarin ze zouden willen uitblinken",1
638,Rol van prooi dreigt voor ABN Amro Bij fusiegeruchten in de bankensector wordt sinds een klein jaar altijd ABN Amro genoemd.  Dat is niet per se onzin,1
643,Waarom het universum zoveel zwaarder is dan verwacht.  Steriele neutrino's Leidse astrofysici denken te hebben ontdekt waarom het universum zoveel zwaarder is dan op grond van alle zichtbare sterren en nevels te verwachten is,1
658,"Zal straks ook een sterke euro worden vervloekt.  Peter de Waard 30 augustus 2017, 2:00 De euro is zeven jaar lang vervloekt als een bananenrepubliekvaluta",1
664,Brazilianen furieus op 'dief' uit Amerika 'Dief'.  Met vuistgrote letters en een foto van de dader over de hele voorpagina vatte Brazilië's belangrijkste sportkrant woensdag samen hoe de natie scheidsrechter Esfandiar Baharmast ziet,1
668,"Dit is het lelijkste gebouw van Groot-Brittannië Het gebouw Nova Victoria in Londen wint de 'oppersteenpuist' als lelijkste gebouw van Groot-Brittannië; vakblad Building Design 'lauwert' de glazen kantoorkolos van PLP.  Patrick van IJzendoorn 6 september 2017, 18:44 Het Nova Victoria in Londen",1
673,Olieramp Siberie dreigt stuwmeer te vervuilen De Russische autoriteiten zijn een schoonmaakoperatie begonnen na een lekkage uit de Transsiberische oliepijpleiding.  Volgens het ministerie voor Rampenbestrijding is eind vorige week ruim 3500 ton olie in het milieu terechtgekomen,1
678,Van der Breggen in topvorm mag dromen van hattrick Na haar zege in de Amstel Gold Race is Van der Breggen woensdag voor de derde maal de beste in de Waalse Pijl.  Met zondag Luik-Bastenaken-Luik ligt een andere hattrick in het verschiet,1
683,"Een theaterstuk zonder rode draad: het werkt verrassend goed (vier sterren) Regisseur Jetse Batelaan doet een theatraal gokje naar wat er was vóórdat we verhalen verzonnen Annette Embrechts 24 september 2018, 17:57 Het Verhaal van Het Verhaal door Theater Artemis en Het Zuidelijk Toneel Beeld Kurt Van der Elst Door Theater Artemis en Het Zuidelijk Toneel.  Regie Jetse Batelaan",1
689,Toyota roept tienduizenden auto's in Nederland terug om mogelijk defecte airbags en filters Toyota roept tienduizenden auto's in Nederland terug naar de dealer.  Vanwege mogelijke problemen met zogenoemde gordijnairbags worden er 17,1
693,Ombudsman laat zien hoe een fout een blunder wordt Veel vragen zijn er sinds het aantreden van Reinier van Zutphen als Nationale Ombudsman.  Vooral over waarom de Kinderombudsman moet vertrekken,1
698,"Het noorden herkent zich niet in verwijten: ‘Wij drukken ons niet, we doen wat we kunnen om Brabant te ontlasten’ Boven de rivieren zouden ziekenhuizen niet doordrongen zijn van de ernst van de coronacrisis en te weinig doen om patiënten uit Brabant over te nemen, stelde intensivist Diederik Gommers woensdag in de Tweede Kamer.  In het zenuwcentrum van de evacuaties in Drachten herkennen ze zich niet in dat beeld",1
703,"Brits toneeldier bereikte perfectie met zachte hand De in Engeland klassiek geschoolde acteur en regisseur Adrian Brine wist precies hoe hij het publiek moest bereiken.  Peter de Waard 3 juni 2016, 2:00 Adrian Brine",1
708,"Robert Vuijsje 15 juni 2020, 16:06 Rockzanger Dinand Woesthoff zat een keer met zijn vader in de auto, op de Laan van Meerdervoort in Den Haag.  ‘Naast ons stopte een dikke Chevrolet met het dak open",1
713,"De protesten tegen de terugkeer van Rusland in de schoot van de internationale sport nemen de vorm van een opstand aan.  Donderdag beslist het mondiale anti-dopingagentschap Wada over het herstel van de positie van Rusada, het Russische agentschap dat sinds drie jaar is geschorst wegens het grootscheepse bedrog bij de Olympische Winterspelen van Sotsji (2014)",1
718,Invloedrijke speler uit de boekenbranche voegt zich bij uitgeverij van jonge honden Mizzi van der Pluijm vertrekt als directeur/uitgever bij Atlas Contact.  Dat maakte algemeen directeur Wiet de Bruijn van Uitgeversgroep Veen Bosch & Keuning (VBK) vanmiddag bekend,1
723,Het is een steeds populairdere ontsnappingsroute voor criminelen: president worden.  Als staatshoofd ben je onschendbaar en kun je niet veroordeeld worden voor misdaden die je in het verleden hebt gepleegd,1
727,"NieuwsZuid-Amerika De stroomstoring in Argentinië, Uruguay en Paraguay is bijna volledig verholpen.  Zondag kwamen bijna vijftig miljoen Zuid-Amerikanen zonder stroom te zitten ‘doordat een fundamentele systeemverbinding uitviel’, aldus de Argentijnse energieminister",1
732,"Orkaan Jose spaart Sint Maarten, marine weerspreekt geruchten over ontsnapte gevangenen Jose, een orkaan op de hielen van Irma, heeft de eerder zwaar getroffen Caribische eilanden grotendeels links laten liggen.  De schade lijkt volgens de eerste berichten daarom mee te vallen, al moet deze nog wel worden geïnventariseerd",1
737,Koning Willem-Alexander treedt terug uit IOC Willem-Alexander zal als koning van Nederland terugtreden als lid van het Internationaal Olympisch Comité (IOC).  'Tijdens zijn aantreden in 1998 bij het IOC heeft hij dat gezegd en hij heeft dat destijds ook zo met het kabinet afgesproken,1
742,"Langeveld eindelijk in het rood-wit-blauw Volgens Niki Terpstra, tweede op het NK, hebben de machtsblokken Belkin en Giant zondag hopeloos gefaald.  Winnaar Langeveld ziet dat iets anders",1
748,"Turkije moet een nieuwe, expliciet religieuze grondwet krijgen waarin het idee van een seculiere staat wordt afgewezen.  Dat heeft de Turkse parlementsvoorzitter Ismail Kahraman maandagavond gezegd",1
752,"Van Raaij: PSV, ga gewoon verder met Cocu en Faber Harry van Raaij genoot afgelopen weekend van de wederopstanding en galavoorstelling van PSV tegen SC Heerenveen (5-1).  De mannen van interim-trainer Phillip Cocu doen nog altijd volop mee in de titelrace",1
757,Een minderheidskabinet waarin niemand hoeft te zeggen dat hij meloenen uit het regeerakkoord aan het doorslikken is Sheila ,1
762,"Verplicht korter werken is een peperduur idee 'Als Europa', schreef Peter de Waard deze week in zijn rubriek, 'moet kiezen tussen een maatschappij waarin de helft van de beroepsbevolking 40 uur werkt of iedereen 20 uur, is dat debat zo gek nog niet. ' De Waard deed zijn uitnodiging tot debat naar aanleiding van de oproep in Duitsland om werk zo te herverdelen, en de kritiek hierop van Nederlandse economen",1
767,De vier zonder verandert in een dubbelvier In het jaar voorafgaand aan de Olympische Spelen is de bemanning van de Nederlandse vier zonder stuurman aan het twijfelen geslagen. ,1
777,"'De EU als waakhond voor democratie is een gotspe' Grijp de eurocrisis niet aan om onze democratie door Brussel te laten uithollen, schrijft Alfred Pijpers.  OPINIE - Alfred Pijpers 6 mei 2013, 6:00 Minister Frans Timmermans",1
787,"Missie in Uruzgan krijgt andere naam De oorspronkelijke naam voor de gevaarlijke Nederlandse missie in het zuiden van Afghanistan, Unicorn, is bij de manschappen slecht gevallen en door Defensie vervangen door de naam Taskforce Uruzgan. ",1
792,"Frank Hendrickx 23 augustus 2019, 18:42 Minister Wopke Hoekstra van Financiën tijdens de presentatie van het koffertje met de rijksbegroting en miljoenennota vorig jaar.  Beeld Freek van den Bergh In 2020 moeten vooral de lagere- en middeninkomens er volgens de coalitie dan écht op vooruitgaan",1
797,"Top Robeco moet na enkele maanden alweer vertrekken De Japanse grootaandeelhouder Orix heeft hard ingegrepen in de top van Robeco.  Een nieuwe organisatiestructuur, waarbij de vermogensbeheerder een van de vijf dochterondernemingen wordt van de holding Robeco Group, leidt tot het vertrek van topman David Steyn en van president-commissaris Bert Bruggink",1
802,Kramer snel op 5000 meter Sven Kramer heeft zaterdag bij testwedstrijden op de schaatsbaan van Inzell een uitstekende tijd gereden op de 5000 meter.  De Friese favoriet voor goud in Sotsji noteerde 6,1
807,"Sinds het draaidingetje na de verhuizing zoek bleek, was ons leven hard achteruit gegaan Thomas van Luyn 5 juni 2020, 15:00 Onze melkopschuimer was zijn draaidingetje kwijt, het dingetje onderin dat draait.  Zonder dat wordt de melk niet geroerd in de opwarmbeker, dan wordt hij alleen maar heet en aangebrand",1
812,De succesvolste voorstelling uit 50 jaar De Nationale Opera In zijn jubileumweekend presenteerde De Nationale Opera de succesvolste voorstelling uit z'n 50-jarige historie.  Toch ging je niet onvoorwaardelijk door de knieën voor Dialogues des Carmélites van Francis Poulenc,1
817,"Door: Redactie 14 maart 2017, 08:45 Wilders en Rutte voor aanvang van het debat.  © AP Rutte lacht naar ",1
822,"Wat is de economische promotiewaarde van een prins.  Prins Constantijn zet zich in voor ondernemerschap, maar speelt niet graag de koninklijke kaart",1
827,"Fallujah - 17 resultaten De eerste gevluchte families keren terug naar het op IS heroverde Fallujah.  De Iraakse stad is grotendeels ontruimd na een bezetting van 2,5 jaar en de hevige strijd van juni",1
832,"Margreet Vermeulen 3 januari 2020, 15:01 Kerstfeeestje op kantoor, 1930.  Beeld Getty Het overkomt iedereen weleens: dat je onder invloed van alcohol iets doet waar je je achteraf voor schaamt",1
842,Eerste competitienederlaag voor Tottenham tegen Chelsea Tottenham Hotspur heeft de eerste competitienederlaag van het seizoen geleden.  In een beladen stadsderby wist koploper Chelsea de stugge ploeg van Mauricio Pochettino met 2-1 te verslaan,1
847,"Is Piet Paulusma de betere econoom.  Als de Europese Centrale Bank ervoor kiest de rente te verlagen, zijn de effecten van dit besluit vooraf getest met een economisch model dat uitgaat van een gemiddelde burger die rationeel handelt",1
852,"Biergigant AB InBev slokt Kwak-bier op De Belgische speciaalbieren Kwak en Tripel Karmeliet komen in handen van AB InBev.  De Belgisch-Braziliaanse biergigant maakte donderdag bekend bierbrouwer Bosteels, die de biertjes maakt, over te nemen",1
857,"Theo Loevendie's Laps is alleen in theorie spannend Werken van Janssen, Loevendie, Torstensson en Brophy door het Asko Ensemble, het Schönberg Ensemble en Het Trio o. l",1
862,"Jarenlang had Banksy lak aan auteursrecht.  ‘Copyright is for losers’, was een van de motto’s die de anonieme straatkunstenaar op muren had gezet",1
867,VS heropenen debat over plaatsing kruisraketten De Verenigde Staten overwegen kruisraketten te plaatsen op Europees grondgebied.  Het Pentagon ziet dat als een van de mogelijke antwoorden op de Iskander-raket die Rusland ontwikkelt,1
872,EU ontstemd over Russische importstop vlees De Europese Unie is ontstemd dat Rusland haar grenzen heeft gesloten voor zeventig Europese vleesbedrijven.  De importstop van varkens- en kippenvlees kost ,1
877,"Signalementen: Michael Palin, Lévi Weemoedt, Guus Kuijer en Frans Verhagen Opbeurende nieuwsverhalen, de mooiste versjes van Weemoedt, een ijzingwekkend reisverhaal van Palin, Kuijers bijbel en andere net verschenen titels.  Redactie 26 oktober 2018, 15:46 Michael Palin; Spectrum, € 24,99 Michael Palin (1943) geniet nog steeds faam als een van de leden van Monty Python’s Flying Circus, het satirische programma rond John Cleese dat tussen 1969 en 1974 een legendarische status bereikte",1
882,VS zet uitzonderlijk middel in tegen zika: negatief reisadvies voor Miami Angst voor het zika-virus heeft in de Verenigde Staten geleid tot een uitzonderlijke maatregel: een binnenlands negatief reisadvies.  Zwangere vrouwen wordt aangeraden een deel van de stad Miami in Florida te mijden,1
887,"Vijftien Cubaanse diplomaten moeten binnen een week de Verenigde Staten verlaten.  De maatregel is genomen omdat Cuba heeft 'gefaald afdoende maatregelen te nemen' om Amerikaans diplomatiek personeel in Cuba te beschermen, zei minister van Buitenlandse Zaken Rex Tillerson dinsdag",1
892,"'Suggestie van Zalm is verstandige, ook al is hij niet de ideale boodschapper' Bankier Gerrit Zalm heeft de VVD ingehaald - hypotheken moeten afgelost worden, en niet alleen door starters.  Een goed punt, vindt Martin Sommer",1
896,"Hoe Coolblue de markt verovert 'Echte banen, dit zijn échte banen,' zegt directeur en medeoprichter Pieter Zwart van webwarenhuis Coolblue.  De snelgroeiende onderneming (omzetgroei van ruim 50 procent naar 555 miljoen euro) wil komend jaar, geheel tegen de tijdsgeest van flexibilisering, minimaal duizend medewerkers in dienst nemen",1
901,"Propagandamachine IS lijkt nauwelijks nog te draaien De propagandamachine van terreurgroep Islamitische Staat (IS), die de afgelopen jaren meer dan 30 duizend buitenlandse strijders naar Irak en Syrië heeft gelokt, komt steeds meer tot stilstand.  De hoeveelheid video's, foto's, audiobestanden en berichten op sociale media die door IS worden verspreid, is sinds het hoogtepunt in de zomer van 2015 met zeker driekwart gedaald",1
906,Bespreking Fotografie Afrikaanse foto's van begin 20ste eeuw: met de blik op het nieuwe zelf Foto’s uit het Senegal van begin 20ste eeuw getuigen van een omslag: exotisme en kolonialisme hebben plaatsgemaakt voor een eigen beeldtaal.  En dat levert onverwacht prachtige beelden op,1
911,"14 juli 2017, 11:58 Justitie in de Verenigde Staten, Canada en Thailand hebben in een gezamenlijke actie AlphaBay weten te sluiten.  Dit volgde op invallen in huizen in zowel Thailand als Canada op 5 juli",1
916,"Leven vechters langer.  Veel kankerpatiënten voelen zich aangesproken of geschoffeerd als gezegd wordt dat vechtlust of een positieve instelling leiden tot betere overlevingskansen bij kanker (voorpagina, 9 juli)",1
921,Onder Nederlandse gepensioneerden in het buitenland is de schrik groot: het nieuwe zorgstelsel heeft onverwachte gevolgen voor de premies en de zorgdekking. ,1
926,"Volkskrant Avond Zondag 24 maart May's einde lijkt echt in zicht | Samenvatting Mueller-rapport snel naar Congres; lees over negen verdachte ontmoetingen van team-Trump Redactie 24 maart 2019, 20:44 Robert Mueller.  De speciaal aanklager heeft vrijdag het verslag ingeleverd van bijna twee jaar speurwerk naar een mogelijke samenzwering tussen het Kremlin van Vladimir Poetin en Donald Trump en zijn medewerkers",1
931,De levensbeschouwelijke omroepen Ikon en Zendtijd voor Kerken (ZvK) zien af van hun voorgenomen samenwerking met de NCRV.  Dinsdag lieten beide omroepen weten te kiezen voor de Evangelische Omroep (EO),1
936,"In het onderzoek naar het grootschalige misbruik van Amerikaanse turnsters door bondsarts Larry Nassar is een nieuwe arrestatie verricht.  De voormalige baas van Nassar bij de Universiteit van Michigan, decaan William S",1
941,"Stroom opgewekt met geaborteerde foetussen Britse ziekenhuizen Het lijkt wel op een gebeurtenis uit The Kingdom, de ziekenhuishorrorsoap van Lars von Trier: geaborteerde foetussen die worden verbrand om vervolgens met de opgewekte stroom ziekenhuizen warm te houden.  In twee Engelse ziekenhuizen is dit echt gebeurd, zo blijkt uit een documentaire die de televisiezender Channel 4 gisteravond heeft uitgezonden",1
946,Beeldspraak Graphic Novels Drie van de betere nieuwe graphic novels volgens stripmedewerker Joost Pollmann Op 25 mei beginnen de Stripdagen Haarlem.  Stripmedewerker Joost Pollmann kiest drie van de betere nieuwe graphic novels – waaronder de heruitgave van een kleurrijk meesterwerk,1
951,"De wereldtitel dammen voelde als een last voor Roel Boomstra, maar volgend jaar krijgt hij een herkansing als uitdager van zijn opvolger Alexander Schwartzman.  Robert Misset 16 oktober 2017, 2:00 Roel Boomstra Beeld Martijn Beekman Eind 2018 vindt niet alleen een klassieke confrontatie plaats tussen Nederland en Rusland, maar zit ook de jeugd tegenover de gevestigde orde",1
956,Wilders: 'Misschien moet ik naar Australië emigreren' Eerst was hij niet welkom en kreeg hij geen visum.  Deze week kon Geert Wilders alsnog spreken in Australië: 'Wees waakzaam,1
961,Nieuw-Zeeland behoudt na referendum bestaande vlag Nieuw-Zeeland behoudt zijn huidige nationale vlag.  Ruim 56 procent van de Nieuw-Zeelanders heeft bij een referendum aangegeven het traditionele blauwe exemplaar met de Britse Union Jack in de linkerbovenhoek als het wapperend symbool van het land te willen houden,1
966,"Sociaal akkoord vraagt souplesse van kabinet Wassenaar, 1982.  Thuis bij voorzitter Chris van Veen van het Verbond van Nederlandse Ondernemers sluiten vakcentrales en werkgevers een historisch sociaal akkoord",1
971,'Skills': voor kinderen die kinderprogramma's te kinderachtig vinden Zapp doet aan kindervakantiewerk nieuwe stijl.  Daar kunnen sommige volwassen nog iets van leren,1
976,Muziek Charlie Puth Zanger Charlie Puth maakt popmuziek voor de meisjes.  'Met jazz wek je nul interesse' Popzanger Charlie Puth (26) is mateloos populair bij 16-jarigen,1
981,"'Zonder Pathanen kun je geen vrede hebben' Een half jaar geleden werd Abdul Qadir, gouverneur en vice-president van Afghanistan, vermoord in Kabul.  Ruim een jaar geleden werd zijn broer, krijgsheer Abdul Haq, geëxecuteerd door de Taliban",1
986,"Peter de Waard 29 januari 2013, 6:28 Vooralsnog gaat de bond ervan uit dat het geld gewoon zal worden betaald.  Maar zekerheid daarover is er gezien de problemen van de bank-verzekeraar niet",1
991,Werkloosheid in VS naar laagste stand in zeven jaar De werkloosheid in de Verenigde Staten is vorige maand gedaald tot het laagste niveau in ruim zeven jaar.  Dat meldde het Amerikaanse ministerie van Arbeid vrijdag,1
996,"Meike Vernooy weer uitgeloot voor geneeskunde Haar eindexamengemiddelde van 9,6 ten spijt, is de gymnasiaste Meike Vernooy voor de derde maal in successie uitgeloot voor de studie geneeskunde. ",1
1001,"Confrontaties in elegant geschreven Engelenpoort De Britse Edwardian Era, de periode direct voorafgaand aan de Eerste Wereldoorlog, is een tijdperk met twee gezichten.  Het ene zou je het 'Downton Abbey-gezicht' kunnen noemen: dat van de ",1
1006,"Spannend kruisbestuiven Robert Glasper is steeds op zoek naar nieuwe stijlwendingen.  GIJSBERT KAMER 16 april 2014, 0:00 Robert Glasper Experiment & Metropole Orkest 13/4, MC Theater, Amsterdam Een van de bijzonderste optredens op het komende North Sea Jazz Festival belooft dat van het Robert Glasper Experiment met het Metropole Orkest te worden",1
1011,"Matthäus Passion, instrumentale versie, vrij naar Bach door Egon Kracht (contrabas) en The Troupe, vanavond in Alkmaar (Provadja), zaterdag in Medemblik (Bonifaciuskerk), 19 t/m 22 maart in Amsterdam (Rode Bioscoop).  Johannes Passion van Bach: door het Oost-Nederlands Kamerkoor o",1
1016,NieuwsTramaanslag Utrecht Levenslang.  Deze hoogst mogelijke gevangenisstraf eiste de officier van justitie donderdag tegen Gökmen T,1
1021,Europa niet klaar voor uitbraak vogelgriep Europa is nog lang niet klaar voor een uitbraak van vogelgriep die ook op mensen over slaat.  Zo moet er hard worden gewerkt aan de ontwikkeling van vaccins,1
1026,"Asha ten Broeke: Nzume's critici willen racismedebat op hun voorwaarden voeren Asha ten Broeke 5 mei 2017, 2:00 Zo, dat was gênant.  Twee weken geleden verscheen Anousha Nzumes boek Hallo witte mensen, waarin ze racisme bespreekt door witte lezers een spiegel voor te houden",1
1036,"Politie zoekt in grensstreek verder naar 'levensgevaarlijk duo' Ondanks een nachtelijke zoektocht van Duitse en Nederlandse politie is het duo dat gezocht wordt voor meerdere gijzelingen en een schietincident, nog niet opgepakt.  De politie weet niet waar de man en de vrouw zijn",1
1041,Chinese premier bezoekt Nederland De Chinese premier Li Peng komt volgende maand naar Nederland.  Het bezoek staat gepland voor 14 tot 16 februari,1
1046,"Prachtige console, jammer van het magere aanbod in games, luidde de klacht over Nintendo's Switch drie maanden terug.  Een kolderiek knokspel, ARMS, brengt daar met rake klappen - wham",1
1052,"Recensie Der Goldene Hanschuh Wansmakelijke horror, een absurde freakshow: Der Goldene Handschuhe is het allemaal ★★★★☆ Berend Jan Bockting 19 juni 2019, 20:21 Der Goldene Handschuh filmstill.  Beeld x Regie Fatih Akin",1
1056,Robot Sophia is minder menselijk dan ze doet vermoeden Robot Sophia groeide in korte tijd uit tot wereldster.  Door haar gezichtsuitdrukkingen en (ogenschijnlijk) soepele gesprekken lijkt ze eng veel op een mens,1
1061,"Hongkong wordt hipper Met instemming van zijn bewoners knapt Hongkong historische gebouwen op.  Je kunt er slapen in voormalige ziekenhuizen of politiebureaus, films kijken op daken en winkelen in gesubsidieerde ateliers",1
1066,"Profiel Adam Tooze ‘Het kapitalisme is een slecht getemd paard.  Hoe goed je ook kunt rijden, af en toe schopt het paard je eraf’ Lovend is de Britse historicus Adam Tooze over de wijze waarop de Amerikanen de financiële crisis hebben aangepakt",1
1071,Wat levert volledige fusie van Nederland en Duitsland eigenlijk op.  Robert Giebels en Gijs Herderscheê waren in het bezit gekomen van een menukaart vol bezuinigingen van het ministerie van Financiën en ze maakten daar in de Volkskrant van gisteren een interessant verhaal van,1
1076,"Nieuws Aanhalen banden Paus Franciscus komt zondagavond aan op het vliegveld van Abu Dhabi, de hoofdstad van de Verenigde Arabische Emiraten.  Beeld Andrew Medichini / AFP Rob Vreeken 3 februari 2019, 21:17 Toch werd het bezoek ingeluid met een kritische noot",1
1081,We kennen de Bosnische hoofdstad Sarajevo vooral van de Balkanoorlog.  Of van de moord op aartshertog Frans Ferdinand waarmee honderd jaar geleden de Eerste Wereldoorlog uitbrak,1
1090,"Toon Hermans in pocketformaat Patrick van den Hanenberg 23 november 2010, 0:00 hoofddorp Het is misschien wat bedenkelijk om het tamelijk tuttige jarenzeventigduo Saskia & Serge filosofische kwaliteiten toe te dichten.  Toch is Joep Onderdelinden niet de eerste die zich helemaal kan vinden in hun hartekreet om vooral op de kleine details van het leven te letten",1
1095,"Recensie Nieuwjaar De wereld door de ogen van een 6-jarige is meeslepend beschreven, maar stelt wat teleur ★★★☆☆ Juli Zeh verlaat in haar nieuwe roman de grote maatschappelijke thema’s en beperkt zich tot klein, persoonlijk leed.  Dat stelt wat teleur, al beschrijft ze knap de wereld door de ogen van een 6-jarige",1
1099,"Nieuws Mossack Fonseca Redactie 3 april 2019, 8:00 De parlementaire ondervragingscommissie Fiscale constructies deed naar aanleiding van de Panama Papers onderzoek naar belastingontwijking in Nederland.  Beeld ANP Er lopen nog honderden onderzoeken naar geld dat door het advieskantoor voor rijke klanten werd weggezet in belastingparadijzen",1
1104,"Over de slakkenraapjager die Evert Santegoeds heet Eva Posthuma de Boer 29 oktober 2019, 14:09 Door de affaire-Borsato moest ik ineens denken aan slakken.  Van die overheerlijke wijngaardslakken die zo lekker bourgondisch in de knoflookboter kunnen drijven",1
1115,"Epidemie eist vooral in Afrika veel slachtoffers Aids is steeds meer voor de armen Terwijl in de rijke landen en enkele ontwikkelingslanden de aids-epidemie langzaam tot stilstand komt of soms zelfs op haar retour lijkt, grijpt zij in de rest van de wereld met onverminderde kracht om zich heen. ",1
1119,'Leger moet Russen in Kirgizië beschermen' MOSKOU De Russische president Dmitri Medvedev heeft Russische strijdkrachten de opdracht gegeven staatsburgers in Kirgizië te beschermen.  Hij waarschuwde voor de ernstige gevolgen van anarchie voor ‘het Kirgizische volk en zijn buren’,1
1124,"Scheppen en hozen tot de goede woorden overblijven Waar Anna Achmatova het scheppingsproces met drama verwoordde, doet debutant Rosa Schogt dat met prettige lichtvoetigheid, vindt Arjan Peters.  Arjan Peters 6 september 2019, 15:00 Aan ontzag voor Anna Achmatova (1889-1966) ontbreekt het mij echt niet, ze had een ",1
1129,"Zelfs twee nachtjes slapen kost een zak patat aan energie De verslaggeefster leek haar misprijzen nauwelijks te kunnen onderdrukken.  'De patatten,' schreef zij deze zomer, 'worden langzaam week onder de sauzen",1
1134,Bern zet Clinton onder druk over nazigoud Of de regering-Clinton maar wil verhinderen dat Amerikaanse staten en gemeenten Zwitserse banken gaan boycotten vanwege allerlei omstreden tegoeden uit de Tweede Wereldoorlog. ,1
1139,"Mazelenprik, hiphop en het Facebookfilter Dit is het wetenschapsnieuws van deze week.  Door onze wetenschapsredactie 9 mei 2015, 2:00 Een kindje wordt ingeënt tegen de mazelen",1
1144,"De Iraniërs hebben nog maar net gehoord dat de Nederlandse minister van Buitenlandse Zaken geen Halbe Zijlstra meer heet, of daar stapt woensdag zijn vrouwelijke vervanger Sigrid Kaag al uit een colonne van zwarte Mercedessen.  Ze bezoekt president Hassan Rohani in zijn paleis in Teheran",1
1149,Door een ongeval tijdens het werk liepen vorig jaar 458. 000 werknemers lichamelijk letsel of geestelijke schade op,1
1154,"Thomas van der Kolk 18 februari 2015, 11:37 In 2014 was Facebook nog altijd het bekendste en populairste sociale netwerk.  Opvallend is dat vooral 'oudere jongeren', van 18 tot 34 jaar, zeggen te verwachten dat ze dit jaar minder zullen gaan Facebooken",1
1159,"Door David Sneek 19 februari 2005, 0:00 Ghostbusters (Ivan Reitman, 1984).  Een vrolijke komedie rond een spokenopruimteam bestaande uit Bill Murray, Dan Aykroyd en Harold Ramis",1
1164,"PortrettenMiddelbare scholieren Na de zomer terug naar de middelbare school: ‘Alsof ik een heel lang weekend heb gehad sinds maart’ Een deel van de leerlingen snakt naar de heropening van de middelbare scholen, vermoedelijk na de zomer.  ‘Ik mis het kletsen in de pauze",1
1169,Half IJsselmeer aan regen: 'Dit komt zelden voor' De overvloedige regenval afgelopen weekeinde zorgde in grote delen van het land voor veel overlast.  Op sommige plekken viel zondag net zo veel regen als normaal in de hele maand oktober,1
1179,"'Mijn zoon keek 's ochtends al naar zo'n Telsell-programma' Nico Pluijmers' vier kinderen zaten dagelijks urenlang voor de tv.  De Eindhovenaar ergerde zich zo aan hun kijkgedrag dat hij het 'televisieslot' bedacht, dat hij meteen maar verkoopt via zijn website",1
1184,"Bert Lanting 5 februari 2018, 23:52 President Trump maandag in Ohio.  Beeld reuters 'Kunnen we dat verraad noemen",1
1189,"'Gewone Zaankanter blijft trots op zijn Appie' Van onze verslaggeefster Kim van Keken 12 september 2003, 2:26 De filiaalmanager van de Albert Heijn aan het Ankersmidplein in Zaandam wil eveneens niet antwoorden.  Ook wil hij zijn naam niet geven",1
1194,Record aan nieuwe fiets- en looproutes Het tempo waarmee nieuwe fiets- en wandelroutes worden geopend breekt dit voorjaar een record.  Grootste klapper is de opening van de Stedenroute (LF2) tussen Amsterdam en Brussel,1
1199,Interview Frans Lieshout Frans Lieshout: ‘Papoea blijft een etterende wond in Indonesië. ’ Beeld Linelle Deunk Pater Frans Lieshout is ooggetuige van een tijdperk op Nieuw-Guinea,1
