,text,text_count
715,"Media-invloed en de politiek van het onbehagen IN DE RUBRIEK ‘De lezer schrijft’ in NRC Handelsblad, waarin lezers de hoofdredactie vragen stellen over haar beleid, werd het dagblad een curieus verwijt gemaakt.  De betreffende lezer had loodgieters, timmermannen en elektriciens over de vloer gehad en met veel plezier met hen het nieuws besproken",1
725,In Rusland moet het roer om De crisis na de gijzeling De nasleep van het gijzelingsdrama in Beslan maakt duidelijk dat in Rusland het roer om gaat.  President Poetin zei: «We hebben ons zwak getoond,1
731,"Ontbrekend bederf Is Ondaatjes boek beter, of Minghella’s verfilming.  Voor Adriaan Jaeggi leek het vanaf het tweede shot duidelijk: de film",1
735,"Kunstenaars aan de dijk IN het noorden schurken veenweidegebied en droogmakerijen tegen elkaar aan, in het westen glooien duinen en glinsteren strandvlakten; loom vloeien oude veenstromen en rivieren in het zuiden, terwijl in het oosten de golven langs wallen en dijken striemen.  Dit is het meest krijgszuchtige landschap van Nederland, want het herbergt de Stelling van Amsterdam, zo tussen 1880 en 1920 aangelegd als Nationaal Reduit, het laatste bolwerk van het Nederlandse leger als de grenzen onder de voet zijn gelopen en de Nieuwe Hollandse Waterlinie is bezweken",1
740,"De krekel en de mier kunnen het niet met elkaar vinden, volgens de klassieke fabel.  De krekel maakt veel te veel herrie en verzet geen werk, en als de winter gekomen is en de krekel het koud heeft weigert de mier om haar voedsel te delen",1
746,"Op z’n laatst sinds Een verhaal van liefde en duis­ternis (2005) is Amos Oz’ literaire ­meesterschap wereldwijd onomstreden.  Zijn latere boeken, telkens in zorgvuldig en mooi ­Nederlands vertaald door Hilde Pach, bevestigden dat hoge niveau",1
752,"Het gezin Buchholz met vlnr: Pinkass, Gusta, Emil, Laura en Malka.  Vooraan Leon, groot­vader van Philippe Sands, Lemberg, ca 1910 © Prive collectie In het Nederlands heet het boek van Philippe Sands Galicische wetten, in het Engels East Street West Street, in het Duits Terugkeer naar Lemberg",1
756,MUZIEK: RENCONTRES TRANS MUSICALES Calypso-funk in Bretagne Begin december verzamelt de Franse cultuurpers zich in Rennes voor wat liefkozend ‘Les Trans’ wordt genoemd.  Sinds dertig jaar heeft dit festival de naam de avontuurlijkste trends binnen de popmuziek in kaart te brengen,1
760,"Human Rights Weekend Film Festival - Het conflict in Syrië De achterkant van de strijd Het Human Rights Watch Film Festival, waarin het Midden-Oosten centraal staat, opent met Abounaddara Shorts.  De filmpjes geven een ander beeld van de Syrische revolutie dan wat de westerse media ons voorschotelen",1
765,"Soweto - Het bemachtigen van een WK-kaartje was een crime, met computerstoringen en oververhitte meutes.  Dus als iemand een kaartje Nederland-Denemarken in Soccer City over heeft, dan veer je blij op",1
777,"De angst vanaf elf meter Clarence Seedorf heeft het weer gedaan.  In de finale om de wereldbeker speelde zijn club AC Milan tegen het Argentijnse Boca Juniors, de club waar Maradona zijn eerste successen vierde",1
780,"Aangespoeld op de verkeerde kust Het is een bizar verhaal dat Hanna Bervoets in haar nieuwe roman vertelt, over wetenschappers die erop uit zijn apen met mensen te laten kruisen.  Maar laat dat bizarre gegeven op zich maar aan haar over",1
785,"Een betrouwbare graadmeter voor een stevige economische recessie of groeiperiode zijn economen die het einde van een tijdperk beginnen uit te roepen.  Als het goed gaat, zoals in de jaren negentig, zijn bespiegelingen te verwachten over een ‘nieuwe economie’ waarin recessies tot het verleden behoren",1
791,"In NRC Handelsblad mocht Arjen van Witteloostuijn uitvaren tegen de keuze van niet minder dan negen topsectoren die zo ongeveer alle Nederlandse multinationals bestrijken en ook nog eens een ‘topondernemer’ uit de sector als kwartiermaker krijgen.  Dat wordt het Innovatieplatform all over again, aldus Van Witteloostuijn",1
795,"Op verlegenheidsrecept Dat slaapmiddelen al na een paar weken niet meer werken en je ze alleen nog nodig hebt om door de afkickverschijnselen heen te slapen, wil er bij de half miljoen gebruikers in Nederland maar niet in.  Tijd om wakker te worden",1
805,Het decennium #6: Felix Rottenberg ‘Mijn gematigdheid is een vorm van protest’ Felix Rottenberg – jongste PvdA-voorzitter ooit – is nu tien jaar verwijderd van zijn pensioen.  Hij zal tot zijn dood PvdA’er blijven,1
810,Kunst & Cultuur Aanbevolen / 30 juni - 6 juli Welke tentoonstelling of theaterstuk is de moeite waard.  En welke film of serie,1
816,"Rubriek MUZIEK Mauricio Kagel (1931-2008) Vorige week overleed de Argentijns-Duitse componist Mauricio Kagel na een lange ziekte in Keulen, nog geen twee jaar nadat – in december 2006 – het Asko/Schönberg Ensemble hem onder leiding van zijn vriend en pleitbezorger Reinbert de Leeuw in Amsterdam met een Kagel-feest eerde ter gelegenheid van zijn 75ste verjaardag.  De dood van Kagel, die in Nederland meer dan waar ook op handen werd gedragen, is om verschillende redenen treurig",1
820,Redactioneel Commentaar: WAO Het W-woord 23 februari 2002 – verschenen in uit nr.  8 Al bij het jongste VVD-congres werd het duidelijk: de WAO wordt een centraal thema in de verkiezingscampagnes,1
825,"Kolkend rivierkind In Veronica Hazelhoffs eerste kinderboeken staan uit het leven gegrepen verhalen over een groepje basisschoolkinderen.  De zinnetjes zijn kort, de titels nog korter: Nou moe",1
830,"De twaalf ambachten van frits bolkestein de gastheer De zomerslaap is voorbij, het politieke seizoen is begonnen.  De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein",1
838,"Bouwwoede universiteiten Interessant artikel over de campus-economie (De Groene van 10 december), over hoe universiteiten wel of niet profiteren van samenwerking met het bedrijfsleven op nieuwe campussen.  Toch mis ik een aspect: hoe helpt de nabijheid van gespecialiseerde bedrijven onderzoekers wel of niet om hun onderzoek te doen",1
852,"Die vakantie in Europa, met zijn beste vrienden, die herinnert Against Me. -zanger Thomas Gable zich nog levendig",1
871,"Profiel: Serge July PARIJS – De afscheidsportretten in de Fransen kranten hebben iets weg van post-mortems.  Ze bezingen de grote momenten in de carrière van de legendarische hoofdredacteur van Libération, staan stil bij diens mislukkingen en vragen zich af hoe het nu verder moet met de krant die hij in crisis heeft achtergelaten",1
875,"Liever onder een brug DE KAMER IS drie bij vier en op een stuk tapijt en een wasbak met een lekkende koude kraan na, leeg.  ‘Je kunt je niet inschrijven op dit adres’, zegt mevrouw Veen die in de deurpost wacht",1
880,"Een giftig mengsel Zelden waren de critici het zo met elkaar oneens als over ‘Mystiek lichaam’.  Eerst het boek, nu de toneelbewerking",1
885,"Kunst & Cultuur Movies that Matter: ‘Welcome to Sodom’ Postapocalyptische non-plaats De vuilnisbelt in Agbogbloshie.  Still uit Welcome to Sodom © Movies that Matter Wat zouden we moeten zonder onze apparaten, onze accu’s en onze schermen",1
890,Kleuren zijn een doolhof van verleidingen.  Lang geleden heb ik me eens een tijdje beziggehouden met het neo-impressionisme van schilders als Georges Seurat en Paul Signac – vanwege de manier van schilderen ook wel pointillisme genoemd,1
895,"«Laster is als een zacht briesje, een vriendelijk zuchtje dat onmerkbaar, zachtjes, lichtjes, zoetjes aan begint te ruisen.  Langzaamaan, dicht bij de grond",1
900,"Het wordt steeds duidelijker hoe Europa de oren laat hangen naar Big Brother Amerika.  De Britten tappen hun Europese bondgenoten af, Zwitserse softwarebedrijven geven de beveiligingssleutels van hun klanten af bij de Amerikanen",1
905,Freud en de nieuwe afgodsbeelden Shrinking Idols Sigmund Freud zou gefascineerd zijn geweest door Big Brother en De gouden kooi.  In 1927 schreef hij: ‘De massa’s zijn lui en verstoken van inzicht,1
910,"Kunst & Cultuur Serie: De nalatenschap van Versace Op 15 juli 1997, een broeierige zomerochtend, loopt de vijftigjarige Giovanni (‘Gianni’) Maria Versace zijn roemruchte villa in Miami uit.  De woning – tegenwoordig na Graceland en het Witte Huis het meest gefotografeerde huis in Amerika – heeft iets van een kasteel: een enorm pand, grotendeels van glimmend marmer, met aan alle kanten hekken en in het midden een imposante toegangspoort",1
916,"Ooit probeerde Naema Tahir, soeverein, glorieus, Jeroen Pauw te verleiden met haar voorleeskunst.  Nu zat ze aan tafel bij hem en Paul Witteman, een stuk minder zelfbewust, ingesnoerd naast een man die de geur van zijn vroegere rivaal in de neusgaten had, getuige de aanblik die hij bood",1
925,"Dichters & Denkers Fleur Bourgonje, Nevelpaarden Nevelpaarden Atlas, 127 blz. , € 13,50 Van Fleur Bourgonje verschenen tot nu toe achttien boeken: verhalen, romans en poëzie",1
930,"Drama in Europees Parlement Straatsburg - Toen de oud-PVV'er Daniel van der Stoep op een regenachtige woensdagochtend in februari zijn kantoor in het Europees Parlement in Straatsburg binnenliep, blaakte hij van zelfvertrouwen.  De dag ervoor had hij zich voorgesteld aan de leden van Europa van Vrijheid en Democratie, de Europese fractie van onder meer de SGP, geleid door Nigel Farage, leider van de UK Independence Party, berucht om zijn bevlogen toespraken en roze overhemden",1
935,Iljin de jong kattenvanger ‘SOMS NEMEN ze je vreselijk te grazen.  Moet je mijn hand zien: helemaal opgezwollen,1
945,"door Joeri Boom en beeld Jeroen Oerlemans De uitvoering van ons plan laat even op zich wachten.  Vandaag moeten we naar de tweede stad van het land, Herat, niet ver van de Iraanse grens, één uur vliegen van Kaboel",1
950,"Leporello, de keuze van Carel Blotkamp uit het bezit van het Stedelijk Museum Carel Blotkamp, hoogleraar kunstgeschiedenis aan de Vrije Universiteit, kunstcriticus van de Volkskrant en schrijver van mono gra fieën over Mondriaan, Carel Visser en Ad Dekkers, koos voor zijn tentoonstelling Leporello in het Stedelijk Museum te Amsterdam een werk uit elk jaar dat de stedelijke collectie bestaat.  Grote meesters hangen naast onbekende namen, Nederlanders naast buitenlanders, schilderijen naast designmeubels",1
961,Financiële netwerken ook in Nederland «Ken uw klant» is een gevleugeld gezegde in de Nederlandse bankwereld.  Toezichthouder de Nederlandsche Bank wil graag weten met wie de financiële instituten in ons land zaken doen,1
969,"Waarheid blijft geheim Behalve een emotionele gebeurtenis is een herdenking ook een vorm van inventarisering.  Zoveel jaar geleden, een getal dat op een nul of een vijf eindigt, zijn we een groot geluk deelachtig geworden of heeft zich een verschrikkelijke ramp voltrokken",1
970,Kunst & Cultuur Film: ‘Fahrenheit 11/9’ Huilende paljas Michael Moore in Fahrenheit 11/9 © Splendid film 26 september 2018 – verschenen in uit nr.  39 We zijn ,1
976,Waarin stond dat er in het jaar 1855 bij een delicatessenhandel in New York achttienduizend duiven over de toonbank gingen.  Levenloos,1
980,"Schop de mensen een geweten Leon de Winter, Serenade, Boekenweekgeschenk van de Stichting Collectieve Propaganda van het Nederlandse Boek, ter gelegenheid van de Boekenweek 1995; 93 blz. , gratis",1
991,"Evert de Vos beeld Milo ‘Als je wilt dat je kind omhoog klimt, moet je er vooral niet bovenop gaan zitten. ’ De inmiddels beroemde en beruchte Juf Ank probeert aan het eind van een aflevering van de tv-dramaserie De Luizenmoeder de paniek bij de ouders te temperen",1
995,Het zeventiende Theaterfestival Theater onder curatele Het afgelopen weekend eindigde het zeventiende Theaterfestival met de bekendmaking van enkele prijzen.  En van de namen van twee curatoren die met ingang van heden gaan bepalen welke toneelvoorstellingen uit het komend seizoen belangwekkend genoeg zijn om in de nazomer van 2004 op Het Theaterfestival geprogrammeerd te worden,1
1001,"De ontdekking van een verloren werk van een beroemde componist is altijd spannend, zeker als de componist Felix Mendelssohn Bartholdy heet en een paar van de meest populaire stukken van de complete muziekliteratuur van het avondland geschreven heeft.  Toen, dus, enige tijd geleden in de kunstfeuilletons de mare ging dat de lang verloren gewaande komische opera Der Onkel aus Boston uit 1822 teruggevonden was, zou je verwacht hebben dat het enthousiasme op de internationale muziekmarkt groot was en men zich onverwijld had gezet aan een uitvoering van het stuk bij een groot platenlabel met een sterrenbezetting",1
1005,"Tijd voor een nieuwe vrouwenstrijd Zodra het woord «vrouwenemancipatie» valt, volgt in de media en de literatuur steevast een beschrijving van het hectische bestaan van de moderne werkende moeder.  Het verhaal dat de afgelopen jaren telkens opdook in de tientallen damesbladen en de vele romans, zoals de onlangs in vertaling verschenen Britse bestseller Hoe krijgt ze het voor elkaar van schrijfster Allison Paerson, gaat als volgt: sinds de tweede feministische golf hebben vrouwen massaal de arbeidsmarkt veroverd",1
1011,"Rubriek week 7 Wankelende reputatie (x2) Parijs – Een boek van de onderzoeksjournalist Pierre Péan staat in Frankrijk garant voor een geschonden reputatie.  Zo onthulde hij in Une jeunesse française (1993) het Vichy-verleden van toenmalig president Mitterrand en in TF1, un pouvoir (1997) bood hij een ontluisterend kijkje in de coulissen van Frankrijks grootste televisiezender",1
1020,Blog Worstelende Wetenschap #10 Wetenschappers moeten vaker te rade gaan bij hun geweten Herman Paul onderzoekt wat men in de negentiende eeuw verstond onder een goede wetenschapper.  In discussies over samenwerking met de industrie kwam destijds een felle afkeer van geldzucht naarvoren – geld en toewijding aan de waarheid zouden niet samengaan,1
1025,"Dichters & Denkers Virgillius Ibant obscuri sola sub nocte per umbram — deze zin heeft mij, sinds mijn eerste kennismaking met Vergilius, altijd achtervolgd.  Het is niet alleen de wisseling van de bijvoeglijke naamwoorden maar de mirage van duisternis die deze zin is: drie verschillende soorten duisternis naast elkaar",1
1030,"Er is, zoals ik vorige week schreef, ook die glazen blik in zijn ogen.  Ogen die niettemin lijken te branden, een blik waarmee je geen contact krijgt maar die iets broeierigs verbergt, en er is die houding van m, die kaarsrechte houding, die houding van een jongen die wel ergens staat of loopt, wel ergens is, maar of dat nu op het schoolplein is of op de gang of op de noordpool, dat valt niet van m af te lezen, en dat valt ook niet op te maken uit die glazen blik: de houding en de blik van een jongen die niets met zijn omgeving heeft",1
1035,"Hoe schrijvers en hun critici belangrijk worden Met zijn bundel over literatuurkritiek heeft hoogleraar letterkunde Jos Joosten ‘niet wat de criticus moet, maar wat hij doet’ voor ogen.  En wat doet Joosten zelf",1
1040,Essay Essay: Moslimterrorisme en apocalyptisch geweld door Bob de Graaff beeld Floris Tilanus Toen topdiplomaten zich onlangs in Bagdad rond de tafel schaarden om te praten over Irans vermeende kernwapenprogramma trok de hemel boven hen dicht.  Hevige zandstormen kwamen opzetten uit de woestijn en joegen over de stad,1
1046,"Een echte patient is arm - hij kan niets en wil niets.  Een echte patient heeft misschien wel het talent van Buch, maar hij kan er niets mee",1
1055,"NATUURLIJK ZAL in de komende maand stilgestaan worden bij die zondag, twintig jaar geleden, toen Marco van Basten met een weergaloze volley de bal achter de kansloze doelman Rinat Dasajev joeg, waarmee hij Nederland de overwinning op de Sovjet-Unie en het Europees kampioenschap bezorgde.  Waarna de natie explodeerde in een oranje euforie die tot heden niet is overgegaan",1
1060,"Kunst & Cultuur Kunst: Caravaggio Aards licht Caravaggio, De graflegging van Christus, 1602-1603.  Olieverf op doek, 300 x203 cm",1
1065,"Dichters & Denkers Cosima Wagner, Tagebücher: Eine Auswahl von Marion Linhardt und Thomas Steiert De ideologische grondtoon van Wagner Tagebücher: Eine Auswahl von Marion Linhardt und Thomas Steiert Piper, 479 blz.  Richard Wagner heeft twee gezichten",1
1070,"Kunst & Cultuur Popmuziek - Jebroer Jebroer hoeft geen bloemen Een half jaar is zijn album al uit, maar nu is hij dan toch eindelijk écht doorgebroken.  Jebroer, de artiestennaam van ex-verhuizer Tim Kimman uit Leiden, debuteerde drie jaar geleden met Gouden tranen, een album dat niet alleen muzikaal, maar ook inhoudelijk verrassend breed was",1
1075,"Naar een harmonieuze samenleving ‘Wij kiezen niet meer voor het begrip identiteit – dat is statisch en heeft het risico op uitsluiting en op terugtrekgedrag – maar voor het begrip identificatie.  Deze meervoudige, relationele benadering is dynamisch en zet het venster open naar de toekomst voor al die migranten die zich nu moeten aanpassen aan “het” Nederlanderschap",1
1080,"23 juni 2006 – verschenen in uit nr.  25 Uitval en doorstroming Bij de coalitiepartners vvd en d66 is sprake van uitval en vertraagde doorstroming, het cda houdt zich rustig",1
1085,Dichters & Denkers In de ban van het ding beeld Konstantinos Papamichalopoulos Wat zoeken mensen bij elkaar.  Wat is verliefdheid,1
1097,"Dat ze niet als een volwaardige Nederlander worden behandeld, wijten ze aan Wilders, die volgens hen oproept tot discriminatie - en daarom moet hij veroordeeld worden.  Of je dit aan Wilders kunt toeschrijven, zou ik niet weten",1
1105,"Geschiedenis van De Groene Amsterdammer Toen Martinus van Loghem en Taco de Beer in 1877 De Amsterdammer.  Weekblad voor Handel, Industrie en Kunst oprichtten waren de ambities en pretenties niet gering",1
1110,"Crisis op z’n Italiaans Rome – Goed, het is crisis met een hoofdletter, maar dat betekent niet dat je je plezier moeten laten bederven.  Je bent een Italiaan of je bent het niet",1
1115,Column Nader bekeken Maduro en Zwarte Limburgers Walter van der Kooi ziet veel meer dan alleen dat waarover hij zijn kronieken schrijft.  Vandaag: George Maduro en Zwarte Limburgers,1
1120,"Het is een fotografische herdruk.  Hermans heeft zelf nog met inkt verbeteringen aangebracht, bijvoorbeeld op pagina 202 waar «geworden van zichzelf» via een inkt haal is veranderd in «van zichzelf geworden»",1
1125,"Lekker roepen in de woestijn Enkele weken voor hij, op 21 september 1972, een eind aan zijn leven maakte noteerde Henri de Montherlant in zijn dagboek: ‘Sint Franciscus van Assisi sprak tegen de vogels.  Ik schrijf voor de gorilla’s",1
1134,"Barcelona – Na decennia van straffeloosheid verdwijnt binnenkort de eerste persoon achter de tralies die veroordeeld is in verband met het schandaal van de gestolen baby’s in Spanje.  Fijn voor het rechtsgevoel, zou je zeggen",1
1135,"Ook in Tedja’s nieuwe bundel, Exclusief, spelen schoonheid of liefde nauwelijks een rol – van Francis Bacon hoef je ook geen lieflijke, natuurgetrouwe strandtaferelen te verwachten, daar zijn weer andere kunstenaars voor.  Maar wilt u muziek, moet mijn poëzie voldoen aan de zogenaamde wet van meezingbaarheid",1
1140,Bloed als bevrijding EN DAAR IS hij dan: heerser van zijn rijk op de bovenste etage van een wolkenkrabber in een anonieme stad.  Zijn appartement met hardhouten vloer is zijn lust en zijn leven,1
1145,"Entree in de nieuwe wereld Wat we ook van deze oorlog mogen denken, aan één conclusie valt niet te ontkomen.  De wereld heeft, strikt objectief bezien, na 11 september opnieuw een leerzame week achter de rug",1
1150,"De groene wener Vorig jaar was het Nederland, dit jaar Oostenrijk: ‘Schwerpunkt’ op de Frankfurter Buchmesse.  Het land is twee maal zo groot als Nederland, telt half zo veel inwoners, maar kent een veelvoud aan literaire talenten",1
1155,"Rodhan al-Galidi Als je een Arabisch boek leest, moet je niet proberen te begrijpen wat de schrijver geschreven heeft, maar wat hij niet heeft kunnen schrijven.  Arabische literatuur wordt geschreven in de schaduw van het zwaard, de zweep en het goud",1
1160,"Angel Angelv en zijn dansende beer Gosho in Sofia, Bulgarije, 2001 © Kael Alford / Newsmakers / Getty Images Het was een traditie die al generaties terugging.  Zigeunerfamilies in Bulgarije die beren lieten dansen",1
1165,Excellshit Bezien vanuit het perspectief van de communicatie behoorden de afgelopen weken tot de meest vreemde van mijn leven.  Symbool hiervan was een kleine ervaring tijdens een etentje bij kennissen,1
1175,"Na alles wat eraan te pas kwam om het mogelijk te maken – eindeloze diplomatieke touwtrekkerij, VN-sancties die voor ruim zeventig miljard gulden schade toebrachten, de inspiratie om in Nederland Schots grondgebied te vinden – dreigt het Lockerbie-proces een anticlimax te worden.  Niet alleen zal de vraag of de beklaagden schuldig zijn wellicht geen definitief antwoord krijgen, de belangrijkere vraag wie deze massamoord liet uitvoeren, zal helemaal in de mist blijven hangen",1
1180,"Schrijf u in voor onze dagelijkse nieuwsbrief en ontvang iedere ochtend het beste uit De Groene in uw mailbox Wat goed is voor ­Unilever is ­pertinent niet goed voor ­Nederland D66, CDA en ChristenUnie zijn door Rutte en trawanten zwaar onder druk gezet om dit verspillende presentje van ons aan de BV Nederland goed te keuren.  Ook al kan Rutte III op een meerderheid in de Tweede Kamer rekenen, de tegenzin waarmee met name Seegers de maatregel verdedigde (‘het voelde als het doorslikken van een meloen’) kan het einde van de coalitiediscipline en daarmee op den duur van Rutte III betekenen",1
1197,"Belangrijke in deze generatie- en grensoverschrijding is Elisabeth Tonnard, een beeldend kunstenaar van wie het door Druksel uitgegeven De wereld is er werd genomineerd voor de Hugues C.  Pernathprijs, een prijs voor dichters van onder of ik geloof in bepaalde gevallen toch ook net 43 jaar",1
1200,"Een eeuw geleden speelden dezelfde misverstanden als nu VOOR MIJ ligt Nederland en de Islam van de grootste islamkenner die Nederland ooit rijk was: Christiaan Snouck Hurgronje (1857-1936).  Het boekje behelst vier lezingen, die Snouck in maart 1911 hield in de Leidse bestuursacademie voor Nederlands-Indische ambtenaren",1
1218,Vertalen in panels Eind jaren negentig was het een brandende kwestie: de toekomst van de overheid.  Waren ambtenaren verantwoording schuldig aan hun minister,1
1224,Kunst & Cultuur Opera: ‘Die Zauberflöte’ Die Zauberflöte © Joost Milde In opera’s zijn de mannen steevast stoere helden en de vrouwen willoze slachtoffers.  Daar is meestal weinig aan te doen omdat de noten nu eenmaal vastliggen,1
1225,"Dichters & Denkers SMS Sms’ende geesten Lemniscaat/Kidsweek (Kidsbibliotheek), 86 blz. , € 3,95 (bekroond met een Vlag en Wimpel 2007) Geloven in paranormale verschijnselen is in",1
1236,Johannesburg - Iedere vrijdag is Vuvu-Friday.  Dan vieren de Zuid-Afrikanen het aanstaande WK voetbal door hun vuvuzela’s te laten blèren en op het werk en in de straten in de gele shirtjes van het nationale elftal te verschijnen,1
1240,"Museum Kurhaus Kleef, Tiergartenstrasse 41, dinsdag tot en met zondag 10-18 uur.  Kernwasser Wunderland, Freizeitpark Grietherstrasse 110-120 Kalkar, alle dagen, zelfde tijd",1
1245,"Elektriciteit helpt Ethiopië uit de armoede Iedereen een wasmachine In Ethiopië gaat op steeds meer plaatsen het licht aan.  Met elektriciteit uit zon, wind en water en onvermijdelijk ook uit kernenergie bestrijdt het land de armoede en de honger",1
1255,"Interview met de Israëlische schrijver Etgar Keret «Ons land is sterk gepolariseerd, alsof je te maken hebt met twee groepen voetbalsupporters», zegt Etgar Keret.  «Óf je bent links, óf je bent rechts",1
1260,"19 november 1997 Jaargang 121, Nr.  47 René Zwaap, 19 november 1997 Tom Ronse, 19 november 1997 Gerard van Westerloo, 19 november 1997 Max Arian, 19 november 1997 WAARSCHIJNLIJK is op een satelliefoto van een willekeurige Nederlandse stad precies te zien in welke wijken veel migranten leven",1
1265,"Kunst & Cultuur Hoe zwart kleuren Nederlandse musea.  Iris Kensmil, The New Utopia Begins Here: Amy Ashwood Garvey, 2018",1
1275,"Wetenschap, een falende totem De toekomst wordt niet beter De wetenschap heeft geleid tot betere leefomstandigheden.  Toch is de mens niet rationeler of verdraagzamer geworden",1
1280,"Greenaways vingertje Kunst: Fort Asperen Ark Een van de suppoosten laat buiten een kikkertje vrij.  Sinds Peter Greenaway voor zijn spektakel Fort Asperen Ark, a Peter Greenaway Flood Warning de kelder van het fort onder water zette, is het er goed toeven voor de beestjes",1
1289,"Olivier Houppermans, 7 juli 2010 Vrije gokmarkt 55 pond won de Britse klusjesman Nigel Page begin dit jaar in een wekelijkse Engelse lotto.  Hij besloot met het gewonnen geld loten te kopen voor Euromillions, een pan-Europese loterij met miljoenen deelnemers en duizelingwekkende jackpots",1
1291,"Actievoeren in een virtuele zwerm HOUSTON, AUSTRALIË, drie jaar geleden.  Bij een kantoor van de Church of Scientology staat een groep gemaskerde jongeren te protesteren tegen de praktijken van wat zij beschouwen als een gevaarlijke sekte",1
1302,"Al een jaar of drie, sinds het uitbreken van de Amerikaanse kredietcrisis in 2008, staat het Westen in vrijwel alle opzichten bloot aan een trommelvuur van onheilsvoorspellingen.  Die ga ik niet meer opsommen",1
1305,De ‘tijdelijke eeuwigheid’ – een dichter wiens naam ik ben vergeten heeft dat ooit gedicht.  Ik moest aan die woorden denken toen ik een gephotoshopte foto zag,1
1311,"Grace Mugabe gaat voor in de strijd Harare – ‘Achter alle ruitenwissers hier zat de foto van Grace Mugabe, toen ze op tournee was’, zegt een vriendin, wijzend op de drukke parkeerplaats bij het vliegveld van Harare.  ‘Maar ze zal zelf nooit president worden",1
1315,"25 mei 2007 Jaargang 131, Nr.  21 Koen Kleijn, 25 mei 2007 Aukje van Roessel, 25 mei 2007 Peter Vermaas, 25 mei 2007 ‘Het neoliberale project is nog niet gestopt’ Het postmodernisme is op sterven na dood",1
1320,Kinderen voor Kinderen Marathon Op 9 november bestaat Kinderen voor Kinderen veertig jaar.  Elke maand nemen Feike Dietz en Laurens Ham een thema onder de loep uit de 522 KvK-liedjes die inmiddels zijn geschreven,1
1326,"Nanne Tepper leerde ik in 1995 kennen.  Op 3 juni stuurde hij een verhaal naar De Revisor, ik zat toen net in de redactie",1
1335,d66 is haar kroonjuwelen bij de tijd aan het brengen.  Bij kroonjuweel in combinatie met d66 denk je aan de gekozen burgemeester of het referendum,1
1345,"Interview met Laila Aboezaid ‘Elke minuut was een strijd’ De Marokkaanse schrijfster Laila Aboezaid vocht, net als haar personage Aisja, haar hele leven om vrij te kunnen zijn.  door Julie van Traa 5 december 2007 – verschenen in uit nr",1
1351,"In De Groene Amsterdammer van 8 september schreef Joris van Casteren een prikkelende beschouwing over het vastgeroeste docentencorps op de Utrechtse School voor Journalistiek.  Daarin kom ik voor als een van de weinigen die nog journalistieke klei aan de laarzen heeft, omdat ik Utrecht-correspondent voor NRC Handelsblad zou zijn",1
1360,"Anthony Quinton (25 maart 1925 – 19 juni 2010) Anthony Quinton, de geestigste filosoof sinds David Hume, sprak even makkelijk over de deugdethiek van Aristoteles als over het bereiden van sauzen voor fazantengerechten.  30 juni 2010 – verschenen in uit nr",1
1375,"nummer 5 / 02-02-2002 Stuur «Laatste tango in Bariloche» door 1 + 0 = annuleer Beneden, in het toeristenstadje zelf, waant men zich al evenzeer in Teutoonse sferen.  De huizen en winkels wijken architectonisch op geen enkele wijze af van het Germaanse model",1
1380,"Dilemma’s, keuzes die je leven voor altijd veranderen, daar gaat het om in Cairo Exit.  En om verandering, in mensen en in een maatschappij die verrot is tot op het bot",1
1386,"Het hardhandige optreden van zijn politiekorps leek een tijdlang ook de burgemeester zorgen te baren.  Nadat de Haïtiaanse immigrant Abner Diouma door agenten op een politiekantoor in Brooklyn in elkaar was geslagen en Haïtianen massaal hadden geprotesteerd, liet Giuliani een 28 leden tellend burgercomité instellen",1
1392,"De echte wereld openbaart zich als een chaotische serie wazige beelden voor de vermoeide ogen van Eun-yi (Jeon Do-yeon), die als bordenwasser werkt en op een avond getuige is van een zelfmoord: een jonge vrouw die van een hoog gebouw is gesprongen.  Na haar werk, in de late uurtjes, bezoekt Eun-yi de locatie waar de vrouw zich te pletter heeft laten vallen",1
1400,"Turkse Nederlanders en Armenië Zodra het om kwesties in het moederland gaat, veranderen gematigde Turkse Nederlanders in radicale nationalisten.  Politiek ritsen, hoe doe je dat",1
1405,"De feitelijke dood Film: The Steel Helmet (1951) en The Big Red One: The Reconstruction (1980 en 2004) van Samuel Fuller Samuel Fuller (1912-1997) was een fenomeen.  Zijn autobiografie heeft als titel My Tale of Writing, Fighting and Filmmaking",1
1411,"Twee vrouwen, tweede levens MIJN LERAAR Frans woonde bij mij in de straat.  Ik kwam hem wel eens tegen als we de honden uitlieten; hij een oudere, droevige Schotse collie, passief op het bedwelmde af, ik een Drentse patrijshond, die hyperactief was en later ook nog epileptische aanvallen zou krijgen, en wiens gebitafdruk nog steeds terug te vinden is in het zilverwerk en de kuiten van mijn zusje",1
1415,"Kunst & Cultuur Televisie: De knop Als de vpro een documentaire aankondigt over moslims die de hemel hopen te bereiken door zoveel mogelijk on- of foutgelovigen mee op te blazen en die tegelijk bij de hellepoort af te leveren, dan aarzel ik.  Weerzinwekkend",1
1420,President Trump en de Republikeinse agenda Is Donald Trump de laatste stuiptrekking van het Reagan-tijdperk.  Het vooruitzicht van minstens vier jaar Trump en Republikeinse parlementaire meerderheden is er niet minder beangstigend om,1
