Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"Novak Djokovic heeft zich geplaatst voor de vierde ronde (achtste finales) op Roland Garros, maar de nummer 1 van de wereld moest er lang op wachten. Het publiek ook: de laatste bal vloog pas zondagnacht om 6 minuten over 3 over het net.","Novak Djokovic heeft zich geplaatst voor de vierde ronde (achtste finales) op Roland Garros, maar de nummer 1 van de wereld moest er lang op wachten. <extra_id_0> de laatste bal vloog pas <extra_id_1> minuten over 3 <extra_id_2>","['Het publiek ook:', 'zondagnacht om 6', 'over het net.']",9,20.0,1
"Jongeren missen cruciale hulp omdat functionarissen zonder expertise louter naar kosten kijken, zegt Marie-Lies van Steenderen.","<extra_id_0> hulp omdat functionarissen zonder expertise louter naar kosten kijken, zegt Marie-Lies van Steenderen.",['Jongeren missen cruciale'],3,20.0,1
Ze zorgen al lange tijd voor grote problemen op verschillende plekken in Utrecht: drugsgebruikers op straat.,Ze zorgen <extra_id_0> voor grote problemen op verschillende plekken in Utrecht: drugsgebruikers op straat.,['al lange tijd'],3,20.0,1
"Met AI Overview, een nieuwe manier van Google om te zoeken, zouden consumenten kwalitatief hoogwaardige antwoorden op hun vragen moeten krijgen. Maar de zoekmachine blijkt soms verbijsterende blunders te maken.","Met AI Overview, een nieuwe manier van Google om te zoeken, zouden <extra_id_0> antwoorden op hun vragen moeten krijgen. Maar de <extra_id_1> verbijsterende blunders te maken.","['consumenten kwalitatief hoogwaardige', 'zoekmachine blijkt soms']",6,20.0,1
"De volgverkeerslichten kunnen persoonlijke gegevens van mensen verzamelen, onder meer via apps op smartphones. De Autoriteit Persoonsgegevens maakt zich zorgen.","De volgverkeerslichten kunnen persoonlijke gegevens van mensen verzamelen, onder meer via apps op smartphones. De Autoriteit <extra_id_0>",['Persoonsgegevens maakt zich zorgen.'],4,20.0,1
De rectores magnifici van vijftien Nederlandse universiteiten schrijven de banden met Isralische universiteiten niet te willen verbreken.,De rectores magnifici van vijftien Nederlandse universiteiten schrijven de banden met Isralische <extra_id_0> willen verbreken.,['universiteiten niet te'],3,20.0,1
"Honderden paginas aan ambtelijk commentaar op het Hoofdlijnenakkoord van PVV, VVD, NSC en BBB zijn vrijgegeven. Er zijn grote vraagtekens op allerlei terreinen, van het buitenlandbeleid en defensie tot landbouw en sociale zekerheid.","<extra_id_0> commentaar op het Hoofdlijnenakkoord van PVV, VVD, NSC en BBB zijn vrijgegeven. Er zijn grote vraagtekens op allerlei terreinen, van het buitenlandbeleid en defensie tot <extra_id_1> zekerheid.","['Honderden paginas aan ambtelijk', 'landbouw en sociale']",7,20.0,1
Duitsland Voor de vierde keer dit jaar bezocht de Duitse kanselier Olaf Scholz een overstromingsgebied. De verwoestende overstromingen in Beieren en Baden-Wrttemberg roepen bij sommigen de vraag op of Duitsland te passief reageert op dergelijke rampen.,Duitsland Voor de <extra_id_0> jaar bezocht de Duitse kanselier Olaf Scholz een overstromingsgebied. De verwoestende overstromingen in Beieren <extra_id_1> sommigen de vraag op of Duitsland te passief reageert op dergelijke rampen.,"['vierde keer dit', 'en Baden-Wrttemberg roepen bij']",7,20.0,1
Ionica Smeets beantwoordt lezersvragen met wiskunde. Deze keer: valt te voorspellen hoe lang je nog leeft als je zes jaar geleden de diagnose uitgezaaide prostaatkanker hebt gekregen?,Ionica Smeets beantwoordt lezersvragen <extra_id_0> keer: valt te voorspellen hoe lang je <extra_id_1> als je zes jaar geleden de diagnose uitgezaaide prostaatkanker hebt gekregen?,"['met wiskunde. Deze', 'nog leeft']",5,20.0,1
Nergens in Nederland komt zoveel huiselijk geweld voor als in Rotterdam. Wie zijn de verdachten? Deze site keek mee in de rechtbank en sprak een rechter die al honderden gewelddadige mannen in de ogen keek.,Nergens in Nederland komt zoveel huiselijk geweld voor als in Rotterdam. Wie zijn de verdachten? Deze site keek mee <extra_id_0> sprak een rechter die al honderden gewelddadige mannen in <extra_id_1>,"['in de rechtbank en', 'de ogen keek.']",7,20.0,1
"Stoelen, banken, pallets, fietsen  de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw in de Amsterdamse binnenstad hebben bezet, blijken weinig partij voor de ME.","Stoelen, banken, pallets, fietsen de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw in de Amsterdamse binnenstad hebben bezet, <extra_id_0> partij <extra_id_1>","['blijken weinig', 'voor de ME.']",5,20.0,1
"Restaurantketen La Place koppelt zich los van Jumbo, maar de supermarkt blijft vooralsnog wel verbonden als aandeelhouder.",Restaurantketen La Place koppelt zich <extra_id_0> maar de supermarkt blijft vooralsnog wel verbonden als aandeelhouder.,"['los van Jumbo,']",3,20.0,1
Anne-Marije Buckens heeft ruim tien jaar een bedrijf waarmee ze 50-plussers aan werk helpt. Deze week over generatiemanagement: een goede samenwerking tussen verschillende generaties op de werkvloer,Anne-Marije Buckens heeft ruim tien jaar een <extra_id_0> ze 50-plussers aan werk helpt. <extra_id_1> generatiemanagement: een goede samenwerking tussen verschillende generaties op de werkvloer,"['bedrijf waarmee', 'Deze week over']",5,20.0,1
"De Duitse witgoedproducent Miele is van plan tot 1300 banen te schrappen in Duitsland als gevolg van een zwakkere vraag naar zijn wasmachines, vaatwassers, stofzuigers, koelkasten, drogers en andere huishoudelijke apparatuur. Ook wijst het bedrijf op hogere kosten voor materialen, energie en lonen.","De Duitse witgoedproducent Miele is van plan tot 1300 banen te schrappen <extra_id_0> gevolg van <extra_id_1> naar zijn wasmachines, vaatwassers, stofzuigers, koelkasten, drogers en andere huishoudelijke apparatuur. Ook wijst het bedrijf op <extra_id_2> materialen, energie en lonen.","['in Duitsland als', 'een zwakkere vraag', 'hogere kosten voor']",9,20.0,1
"Zelden won een renner een van de drie grote rondes met zo veel overmacht als Tadej Pogacar de Giro dItalia van 2024. Dat is grotendeels zijn verdienste, maar de Sloveen trof ook tegenstanders die al in de tweede etappe het hoofd in de schoot legden.",Zelden won een renner een van de drie grote rondes met zo veel overmacht als Tadej Pogacar de Giro dItalia van 2024. Dat is grotendeels <extra_id_0> de Sloveen trof ook tegenstanders die al <extra_id_1> etappe het hoofd in <extra_id_2>,"['zijn verdienste, maar', 'in de tweede', 'de schoot legden.']",9,20.0,1
"Wonen in een comfortabel verwarmd huis van steen met een pannendak: dat was voor het gros van de mensen in het verleden een utopie. Het zag er wellicht romantisch uit zon lieflijk huisje, maar er werd bittere armoede geleden.","Wonen in een comfortabel verwarmd huis van steen met een pannendak: dat was voor het gros van de mensen <extra_id_0> een utopie. Het zag er <extra_id_1> zon lieflijk huisje, maar er werd bittere <extra_id_2>","['in het verleden', 'wellicht romantisch uit', 'armoede geleden.']",8,20.0,1
"Vanaf deze zomer kan er gesurft worden in een gracht, in hartje Rotterdam. Al kwam Rif010 niet zonder slag of stoot tot stand. Dit is mijn levenswerk.","Vanaf <extra_id_0> er gesurft worden in een gracht, in hartje Rotterdam. Al kwam Rif010 niet zonder slag of stoot tot stand. Dit <extra_id_1> levenswerk.","['deze zomer kan', 'is mijn']",5,20.0,1
"Voor de gehandicapte Naomi (7) uit Rwanda leek het leven weinig in petto te hebben, maar het pakte anders uit.",Voor de gehandicapte Naomi (7) uit Rwanda leek het leven weinig <extra_id_0> maar het pakte anders uit.,"['in petto te hebben,']",4,20.0,1
"Nederlanders douchen steeds meer, liefst twee keer per dag, met warm water en veel sop. Volgens dermatologen is dat echt te veel voor onze huid.","Nederlanders douchen steeds meer, liefst twee keer per dag, met warm water en veel <extra_id_0> is <extra_id_1> te veel voor onze huid.","['sop. Volgens dermatologen', 'dat echt']",5,20.0,1
Twee politici van de radicaal-rechtse Duitse partij Alternative fr Deutschland (AfD) zijn zaterdagavond mishandeld. Volgens de partij werden zij aangevallen met een honkbalknuppel. De politie zegt een stok te hebben gevonden op de plaats van het incident.,Twee politici <extra_id_0> Duitse partij Alternative fr Deutschland (AfD) zijn <extra_id_1> partij werden zij aangevallen met een honkbalknuppel. De politie zegt een stok te hebben gevonden op de plaats van het incident.,"['van de radicaal-rechtse', 'zaterdagavond mishandeld. Volgens de']",7,20.0,1
"Supermarkteigenaar Edward Koornneef gaat niet alleen in Naaldwijk, maar ook in Monster de verscherpte tabakswet omzeilen. Supermarkten mogen vanaf 1 juli geen tabakswaren meer verkopen, maar Koornneef gaat dat tch doen. De Gezondheidsfondsen voor Rookvrij, waar onder meer KWF Kankerbestrijding onder valt, noemen het stuitend.","Supermarkteigenaar Edward Koornneef gaat niet alleen in Naaldwijk, maar ook in Monster de verscherpte tabakswet omzeilen. Supermarkten mogen vanaf 1 juli geen tabakswaren meer verkopen, maar Koornneef gaat dat tch doen. De Gezondheidsfondsen <extra_id_0> onder meer <extra_id_1> valt, <extra_id_2>","['voor Rookvrij, waar', 'KWF Kankerbestrijding onder', 'noemen het stuitend.']",9,20.0,1
Verwachtingen voor een staakt-het-vuren zijn dit weekend flink getemperd. Ultrarechtse leden van de Isralische regering dreigen met opstappen als Isral instemt met voorstel van de VS.,Verwachtingen voor een staakt-het-vuren zijn dit weekend flink getemperd. Ultrarechtse leden van de Isralische regering dreigen met <extra_id_0> Isral <extra_id_1> van de VS.,"['opstappen als', 'instemt met voorstel']",5,20.0,1
Ilya Sutskever vertrekt bij OpenAI. De mede-oprichter was lange tijd het geweten van het AI-bedrijf. Vorig jaar stond hij lijnrecht tegenover topman Sam Altman. Sutskevers afscheid overschaduwt alle opwinding over de nieuwe superchatbot van OpenAI.,Ilya Sutskever vertrekt bij OpenAI. De mede-oprichter was lange tijd het geweten van het AI-bedrijf. <extra_id_0> lijnrecht tegenover topman Sam Altman. Sutskevers afscheid overschaduwt <extra_id_1> de nieuwe superchatbot van OpenAI.,"['Vorig jaar stond hij', 'alle opwinding over']",7,20.0,1
"De 37-jarige pleegvader en -moeder uit Vlaardingen blijven nog zeker twee weken vastzitten. Dit besloot de rechtbank Rotterdam woensdag, na hun arrestatie eerder deze week. Zij worden onder meer verdacht van een poging tot doodslag en zware mishandeling van hun 10-jarige pleegdochter.",De 37-jarige pleegvader en -moeder <extra_id_0> blijven nog zeker twee weken vastzitten. Dit besloot de rechtbank Rotterdam <extra_id_1> arrestatie eerder deze week. Zij worden onder meer verdacht van een poging tot doodslag en <extra_id_2> hun 10-jarige pleegdochter.,"['uit Vlaardingen', 'woensdag, na hun', 'zware mishandeling van']",8,20.0,1
"Wie noodgedwongen zzper wordt, heeft het minder goed dan zelfstandigen die daar bewust voor kiezen, blijkt uit onderzoek van Rabobank.","Wie noodgedwongen zzper wordt, heeft het <extra_id_0> die daar bewust voor kiezen, blijkt uit onderzoek van Rabobank.",['minder goed dan zelfstandigen'],4,20.0,1
"India zucht onder de extreme hitte. Maar klimaatverandering was nauwelijks een thema bij de verkiezingen, waarvan dinsdag de uitslag wordt verwacht.","India zucht onder de extreme hitte. Maar klimaatverandering was nauwelijks een thema bij de verkiezingen, waarvan dinsdag <extra_id_0>",['de uitslag wordt verwacht.'],4,20.0,1
"Wie noodgedwongen zzper wordt, heeft het minder goed dan zelfstandigen die daar bewust voor kiezen, blijkt uit onderzoek van Rabobank.","Wie noodgedwongen zzper wordt, heeft het minder <extra_id_0> daar bewust voor kiezen, blijkt uit onderzoek van Rabobank.",['goed dan zelfstandigen die'],4,20.0,1
De komende weken worden in de EU de banen verdeeld en de lijnen uitgezet. Maar in Nederland eist de formatie alle politieke aandacht op. Coalitiepartijen zouden zelfs nog niet eens gesproken hebben over de nieuwe Nederlandse Eurocommissaris.,De komende weken worden in de EU de banen verdeeld en de lijnen <extra_id_0> eist de formatie alle politieke aandacht op. Coalitiepartijen zouden zelfs nog niet eens gesproken <extra_id_1> nieuwe Nederlandse Eurocommissaris.,"['uitgezet. Maar in Nederland', 'hebben over de']",7,20.0,1
Shona Shukrula is voorbestemd om de eerste vrouwelijke scheidsrechter in het betaald mannenvoetbal te worden. Ze deelt die ambitie met de KNVB en vindt het heel mooi om uithangbord te zijn.,Shona Shukrula is voorbestemd om de eerste vrouwelijke scheidsrechter in <extra_id_0> te worden. <extra_id_1> ambitie met de KNVB en vindt het heel mooi om uithangbord te zijn.,"['het betaald mannenvoetbal', 'Ze deelt die']",6,20.0,1
",,Laat ik niet nu instorten, pepte Faiza Oulahsen zichzelf op, na weken in een kille cel met ratten te hebben doorgebracht. ,,Dat kan altijd nog, als ik straks vijftien jaar moet zitten. De spannende BBC-documentaire On Thin Ice - Putin versus Greenpeace brengt heftige herinneringen boven bij de klimaatactivist.",",,Laat ik niet nu instorten, pepte Faiza Oulahsen zichzelf op, na weken in een kille cel met ratten te hebben doorgebracht. ,,Dat kan <extra_id_0> ik straks vijftien jaar moet zitten. De spannende BBC-documentaire On Thin Ice - Putin versus <extra_id_1> herinneringen <extra_id_2>","['altijd nog, als', 'Greenpeace brengt heftige', 'boven bij de klimaatactivist.']",10,20.0,1
Het slavernijverleden krijgt steeds meer aandacht. Bereikt die alle Nederlanders? Een rondleiding in het Zeeuws Museum in Middelburg.,Het slavernijverleden krijgt steeds meer aandacht. Bereikt die <extra_id_0> in het Zeeuws Museum in Middelburg.,['alle Nederlanders? Een rondleiding'],4,20.0,1
"Beau zoekt de gijzelnemer in de koffietent Ik probeer mijzelf te leren om niet te oordelen, maar dat is een lang en moeizaam proces. Beau van Erven Dorens schrijft in weekendmagazine Mezza wekelijks over zijn persoonlijk leven.","<extra_id_0> in de koffietent Ik probeer mijzelf te leren om niet te oordelen, maar dat is een lang en moeizaam proces. <extra_id_1> Dorens schrijft in weekendmagazine Mezza wekelijks over zijn persoonlijk leven.","['Beau zoekt de gijzelnemer', 'Beau van Erven']",7,20.0,1
"De Duitse witgoedproducent Miele is van plan tot 1300 banen te schrappen in Duitsland als gevolg van een zwakkere vraag naar zijn wasmachines, vaatwassers, stofzuigers, koelkasten, drogers en andere huishoudelijke apparatuur.","<extra_id_0> Miele is van plan tot 1300 banen te schrappen in Duitsland als gevolg van een zwakkere vraag naar zijn wasmachines, vaatwassers, stofzuigers, koelkasten, drogers <extra_id_1> apparatuur.","['De Duitse witgoedproducent', 'en andere huishoudelijke']",6,20.0,1
"Iedereen was enthousiast over de methode-Laurentien voor de compensatie van toeslagenouders, totdat de uitgekeerde bedragen bekend werden  gemiddeld ruim 120 duizend euro per gedupeerde. Vrijdag moet blijken hoe het verdergaat.","Iedereen was enthousiast over de methode-Laurentien voor de compensatie van toeslagenouders, totdat de uitgekeerde <extra_id_0> gemiddeld ruim 120 duizend euro per gedupeerde. <extra_id_1> hoe het verdergaat.","['bedragen bekend werden', 'Vrijdag moet blijken']",6,20.0,1
"De gemeente Voorne aan Zee wil dat er over de huisvesting van arbeidsmigranten goede afspraken komen. Het is ook hoog tijd dat er een einde komt aan deze moderne slavernij, zoals GroenLinks/PvdA-raadslid Bianca Verschoor stelde.",De gemeente Voorne aan Zee wil dat er over de huisvesting van arbeidsmigranten goede afspraken komen. Het is ook hoog tijd dat er een einde komt aan <extra_id_0> GroenLinks/PvdA-raadslid <extra_id_1>,"['deze moderne slavernij, zoals', 'Bianca Verschoor stelde.']",7,20.0,1
Cees Dekker | hoogleraar biofysica Hoe is het leven ontstaan? Synthetische cellen maken dat inzichtelijk. Als je zoiets zelf bouwt ga je begrijpen hoe het werkt.,Cees Dekker | hoogleraar biofysica Hoe is het leven ontstaan? <extra_id_0> dat inzichtelijk. Als je <extra_id_1> bouwt ga je begrijpen hoe het werkt.,"['Synthetische cellen maken', 'zoiets zelf']",5,20.0,1
Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt en daar hun eigen drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft het verbod om drugs op straat te gebruiken. Normale bezoekers van het park worden door de verslaafden geweerd bij het toilet.,Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt en daar hun eigen drugshol ingericht. Ze omzeilen zo <extra_id_0> het verbod om drugs op straat te gebruiken. Normale bezoekers van <extra_id_1> door de verslaafden <extra_id_2> toilet.,"['ongestoord en onbestraft', 'het park worden', 'geweerd bij het']",9,20.0,1
"Voor het eerst in de geschiedenis is er tijdens het aardbeienfeest geen koningin, maar een koning. Hein Gommers (22) is de trotse koning tijdens de veertigste editie van het aardbeienfeest in Zundert.","Voor het eerst in de <extra_id_0> tijdens het aardbeienfeest geen koningin, <extra_id_1> Hein Gommers (22) is de trotse koning tijdens de veertigste editie van het aardbeienfeest in Zundert.","['geschiedenis is er', 'maar een koning.']",6,20.0,1
