Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq84-0,small,"In deze serie zoeken we BNers op die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:","In <extra_id_0> we BNers op die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:","In a stylt we BNers op die eens in de schijnwerpers stonden, maar nu verdwenen zijn van het podium. Vandaag:",['deze serie zoeken'],['a stylt'],3,8,[0.8823529411764706],0.88
seq85-0,small,Wat maakte 2018 memorabel? Een serie verhalen waarin we terugblikken en vooruitkijken aan de hand van de grote en kleine gebeurtenissen.,Wat maakte 2018 memorabel? Een serie verhalen waarin we terugblikken en vooruitkijken aan <extra_id_0> de grote en kleine gebeurtenissen.,Wat maakte 2018 memorabel? Een serie verhalen waarin we terugblikken en vooruitkijken aan een een een de grote en kleine gebeurtenissen.,['de hand van'],['een een een'],3,8,[0.6363636363636364],0.64
seq86-0,small,In de rubriek Van wieg tot graf vertelt journalist Jeroen de Valk het levensverhaal van een onlangs overleden stads- of streekgenoot. Vandaag het leven van,In de rubriek Van wieg tot graf vertelt journalist Jeroen de Valk het levensverhaal van een onlangs overleden stads- of <extra_id_0> van,In de rubriek Van wieg tot graf vertelt journalist Jeroen de Valk het levensverhaal van een onlangs overleden stads- of een van,['streekgenoot. Vandaag het leven'],['een'],4,8,[0.9032258064516129],0.9
seq87-0,small,De transfermarkt is begin deze maand geopend. Mis tot en met 31 januari niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,De transfermarkt is begin deze maand geopend. Mis tot en met 31 januari niets van alle geruchten en voltooide transfers in onze <extra_id_0>,De transfermarkt is begin deze maand geopend. Mis tot en met 31 januari niets van alle geruchten en voltooide transfers in onze,['dagelijkse rubriek TransferTalk.'],[''],4,8,[1.0],1.0
seq88-0,small,Het zicht van Amersfoort en omliggende plaatsen verandert. Ton Blom brengt die verandering in beeld met historische foto's uit zijn archief. Dit keer de,Het zicht van Amersfoort en omliggende plaatsen verandert. Ton Blom brengt die verandering in <extra_id_0> uit zijn archief. Dit keer de,Het zicht van Amersfoort en omliggende plaatsen verandert. Ton Blom brengt die verandering in omliggende plaatsen uit zijn archief. Dit keer de,"['""beeld met historische foto\'s""']",['omliggende plaatsen'],4,8,[0.8666666666666667],0.87
seq89-0,small,"Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug.","Het voetbal ligt op Duitsland <extra_id_0> competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de <extra_id_1> In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug.","Het voetbal ligt op Duitsland competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de voorbije. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug.","['na in alle grote', 'transfergeruchten gewoon door.']","['', 'voorbije.']",7,8,"[1.0, 0.9]",0.95
seq90-0,small,"</a> in <a href=""https://twitter.com/hashtag/Utrecht?src=hash&amp;ref_src=twsrc%5Etfw"">#Utrecht</a>","</a> in <a href=""https://twitter.com/hashtag/Utrecht?src=hash&amp;ref_src=twsrc%5Etfw"">#Utrecht</a>","</a> in <a href=""https://twitter.com/hashtag/Utrecht?src=hash&amp;ref_src=twsrc%5Etfw"">#Utrecht</a>",[''],[],1,8,[],
seq91-0,small,Elke straat heeft een verhaal. En iedere inwoner van het Waterweggebied ook. Ger van Veen belicht elke week een andere straat en haar bewoners.,Elke straat heeft een verhaal. En iedere inwoner <extra_id_0> Ger van Veen belicht elke week een andere straat en haar bewoners.,Elke straat heeft een verhaal. En iedere inwoner e Ger van Veen belicht elke week een andere straat en haar bewoners.,['van het Waterweggebied ook.'],['e'],4,8,[0.9629629629629629],0.96
seq92-0,small,"Kaf & KorenWekelijks worden we bedolven onder de nieuwe films, boeken, muziek, festivals, dvds en games. Tijd om het kaf van het koren te scheiden. Met deze week:","Kaf & KorenWekelijks worden we bedolven onder de nieuwe films, boeken, muziek, festivals, dvds en games. Tijd om het kaf <extra_id_0> scheiden. Met deze week:","Kaf & KorenWekelijks worden we bedolven onder de nieuwe films, boeken, muziek, festivals, dvds en games. Tijd om het kaf & KorenWekelijks scheiden. Met deze week:",['van het koren te'],['& KorenWekelijks'],4,8,[0.9375],0.94
seq93-0,small,Neuropsycholoog Chantal van der Leest bekijkt onze gedragingen op de werkvloer: wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:,Neuropsycholoog Chantal van der Leest bekijkt onze gedragingen <extra_id_0> wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:,Neuropsycholoog Chantal van der Leest bekijkt onze gedragingen Wie wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:,['op de werkvloer:'],['Wie'],3,8,[0.9375],0.94
seq94-0,small,"In de rubriek Jan en alleman maken bekende en onbekende Hagenaars zich op voor de komst van de nieuwe burgemeester Jan van Zanen, die op 1 juli zijn werk begint. Vandaag","In de rubriek Jan en alleman maken bekende en onbekende Hagenaars zich <extra_id_0> van de nieuwe burgemeester Jan van Zanen, die op 1 juli zijn werk begint. Vandaag","In de rubriek Jan en alleman maken bekende en onbekende Hagenaars zich en van de nieuwe burgemeester Jan van Zanen, die op 1 juli zijn werk begint. Vandaag",['op voor de komst'],['en'],5,8,[0.9375],0.94
seq95-0,small,Er komt geen extra onderzoek in de strafzaak tegen Geert Wilders rond zijn minder-Marokkanenuitspraken. Dat heeft het gerechtshof vanmorgen besloten. Daarmee komt er na zes jaar een einde aan de zaak. De PVV-leider kreeg het laatste woord.,Er komt geen extra <extra_id_0> strafzaak tegen Geert Wilders rond zijn <extra_id_1> het gerechtshof vanmorgen besloten. Daarmee komt er na zes jaar een einde aan de zaak. De PVV-leider kreeg het laatste woord.,Er komt geen extra het strafzaak tegen Geert Wilders rond zijn het het gerechtshof vanmorgen besloten. Daarmee komt er na zes jaar een einde aan de zaak. De PVV-leider kreeg het laatste woord.,"['onderzoek in de', 'minder-Marokkanenuitspraken. Dat heeft']","['het', 'het']",6,8,"[0.9333333333333333, 0.9210526315789473]",0.93
seq96-0,small,"Officieel is de transfermarkt in Nederland pas vanaf 1 juni open, maar veel clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs bij.",Officieel is de transfermarkt in Nederland pas vanaf 1 <extra_id_0> clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs bij.,Officieel is de transfermarkt in Nederland pas vanaf 1 eredivisie clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs bij.,"['juni open', 'maar veel']",['eredivisie'],5,8,[0.9],0.9
seq97-0,small,Journaliste Lisanne van Sadelhoff schrijft elke vrijdag over haar leven in de stad Utrecht. Dit keer over,Journaliste Lisanne van Sadelhoff <extra_id_0> over haar leven in de stad Utrecht. Dit keer over,Journaliste Lisanne van Sadelhoff Dit keer over haar leven in de stad Utrecht. Dit keer over,['schrijft elke vrijdag'],['Dit keer'],3,8,[0.7142857142857143],0.71
seq98-0,small,"Het Zeeuwse nieuws van vandaag gemist? Geen probleem, wij zetten de belangrijkste onderwerpen nog even voor je op een rij. Dit was het nieuws van","Het Zeeuwse nieuws van vandaag gemist? Geen probleem, wij zetten de <extra_id_0> voor je op een rij. Dit was het nieuws van","Het Zeeuwse nieuws van vandaag gemist? Geen probleem, wij zetten de het nieuws van vandaag gemist? Geen probleem, voor je op een rij. Dit was het nieuws van",['belangrijkste onderwerpen nog even'],"['het nieuws van vandaag gemist? Geen probleem,']",4,8,[0.7555555555555555],0.76
seq99-0,small,"In de interviewserie Vissen met Jan, praat verslaggever Jan Hoedeman elke week met een politicus over het leven en de politiek.","In <extra_id_0> met Jan, praat verslaggever Jan Hoedeman elke week met een politicus over het leven en de politiek.","In politicus met Jan, praat verslaggever Jan Hoedeman elke week met een politicus over het leven en de politiek.",['de interviewserie Vissen'],['politicus'],3,8,[0.8333333333333334],0.83
seq100-0,small,"Het aantal coronabesmettingen in Nederland blijft maar stijgen. De afgelopen 24 uur telde het RIVM 601 nieuwe coronabesmettingen. Dat is een forse stijging ten opzichte van gisteren, toen het aantal positieve tests op 426 uitkwam.","Het aantal coronabesmettingen in Nederland blijft maar stijgen. De afgelopen 24 uur telde het RIVM 601 nieuwe coronabesmettingen. Dat is een forse stijging ten opzichte van gisteren, toen het aantal positieve <extra_id_0>","Het aantal coronabesmettingen in Nederland blijft maar stijgen. De afgelopen 24 uur telde het RIVM 601 nieuwe coronabesmettingen. Dat is een forse stijging ten opzichte van gisteren, toen het aantal positieve",['tests op 426 uitkwam.'],[''],5,8,[1.0],1.0
seq101-0,small,Toen & NuElke week zet Paula Swieringa twee fotos naast elkaar: een van lang geleden en een recente foto. Wat is er in de tussentijd veranderd? Deze week: de,Toen & NuElke week zet Paula Swieringa twee fotos naast elkaar: een van lang geleden en een recente foto. Wat is er in de tussentijd <extra_id_0>,Toen & NuElke week zet Paula Swieringa twee fotos naast elkaar: een van lang geleden en een recente foto. Wat is er in de tussentijd,['veranderd? Deze week: de'],[''],4,8,[1.0],1.0
seq102-0,small,"Onze voetbalexpert Maarten Wijffels verkeert als jeugdspeler en journalist al bijna een leven lang in het Nederlandse profvoetbal. In Kijk op voetbal signaleert hij de laatste trends, ontwikkelingen en andere opmerkelijke zaken op de velden van wereldsport nummer 1. Vandaag:","Onze voetbalexpert Maarten <extra_id_0> jeugdspeler en journalist al bijna een leven lang in het Nederlandse profvoetbal. In Kijk op voetbal signaleert hij de laatste trends, ontwikkelingen <extra_id_1> zaken op de velden van wereldsport nummer 1. Vandaag:","Onze voetbalexpert Maarten en jeugdspeler en journalist al bijna een leven lang in het Nederlandse profvoetbal. In Kijk op voetbal signaleert hij de laatste trends, ontwikkelingen op zaken op de velden van wereldsport nummer 1. Vandaag:","['Wijffels verkeert als', 'en andere opmerkelijke']","['en', 'op']",6,8,"[0.9523809523809523, 0.9090909090909091]",0.93
seq103-0,small,". Om reacties te plaatsen en te bekijken, is Javascript nodig. Momenteel staat dit in je browser uitgeschakeld. Schakel Javascript in om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice",". Om reacties te plaatsen en te bekijken, <extra_id_0> Momenteel staat dit in je browser uitgeschakeld. Schakel <extra_id_1> een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice",". Om reacties te plaatsen en te bekijken, op op op op. Momenteel staat dit in je browser uitgeschakeld. Schakel d een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice","['is Javascript nodig.', 'Javascript in om']","['op op op op.', 'd']",6,8,"[0.75, 1.0]",0.88
seq104-0,small,Sandra Phlippen is hoofd Nederland bij het economisch bureau van ABN Amro en universitair docent aan de Erasmus School of Economics.,Sandra Phlippen is hoofd Nederland <extra_id_0> bureau van ABN Amro en universitair docent aan de Erasmus School of Economics.,Sandra Phlippen is hoofd Nederland ’s bureau van ABN Amro en universitair docent aan de Erasmus School of Economics.,['bij het economisch'],['’s'],3,8,[0.9444444444444444],0.94
seq105-0,small,"Wekelijks portretteren we iemand met een opmerkelijke passie, die verder gaat dan het traditionele postzegels verzamelen. Vandaag:","Wekelijks portretteren we iemand <extra_id_0> passie, die verder gaat dan het traditionele postzegels verzamelen. Vandaag:","Wekelijks portretteren we iemand aag passie, die verder gaat dan het traditionele postzegels verzamelen. Vandaag:",['met een opmerkelijke'],['aag'],3,8,[1.0],1.0
seq106-0,small,vele duizenden uren op internet aan het maken van een eigen evangelie. De inmiddels wereldberoemde,vele duizenden uren <extra_id_0> aan het maken van een eigen evangelie. De inmiddels wereldberoemde,vele duizenden uren het aan het maken van een eigen evangelie. De inmiddels wereldberoemde,['op internet'],['het'],2,8,[0.8181818181818182],0.82
seq107-0,small,"<a href=""https://twitter.com/hashtag/rtl7darts?src=hash&amp;ref_src=twsrc%5Etfw"">#rtl7darts</a> <a href=""https://twitter.com/hashtag/darts?src=hash&amp;ref_src=twsrc%5Etfw"">#darts</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/rtl7darts?src=hash&amp;ref_src=twsrc%5Etfw"">#rtl7darts</a> <a href=""https://twitter.com/hashtag/darts?src=hash&amp;ref_src=twsrc%5Etfw"">#darts</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/rtl7darts?src=hash&amp;ref_src=twsrc%5Etfw"">#rtl7darts</a> <a href=""https://twitter.com/hashtag/darts?src=hash&amp;ref_src=twsrc%5Etfw"">#darts</a> <a href=""https://t.co/",[''],[],1,8,[],
seq108-0,small,"t. Gewoon in je eigen woonplaats gemaakt of misschien wel op honderden kilometers afstand. De grappigste, zonnigste of bijzonderste zomerfotos verschijnen in de krant. Alle inzenders maken kans op een mooie prijs.","t. Gewoon in je eigen woonplaats gemaakt of misschien wel op honderden kilometers afstand. De grappigste, zonnigste of bijzonderste zomerfotos verschijnen in de krant. Alle inzenders maken kans <extra_id_0>","t. Gewoon in je eigen woonplaats gemaakt of misschien wel op honderden kilometers afstand. De grappigste, zonnigste of bijzonderste zomerfotos verschijnen in de krant. Alle inzenders maken kans t.",['op een mooie prijs.'],['t.'],5,8,[0.9473684210526315],0.95
seq109-0,small,; Iedere week beschouwt verslaggever Maarten Venderbosch het nieuws van de voorbije dagen vanuit een persoonlijke blik. Vandaag:,; Iedere week beschouwt verslaggever Maarten Venderbosch het <extra_id_0> voorbije dagen vanuit een persoonlijke blik. Vandaag:,; Iedere week beschouwt verslaggever Maarten Venderbosch het het voorbije dagen vanuit een persoonlijke blik. Vandaag:,['nieuws van de'],['het'],3,8,[0.9230769230769231],0.92
seq110-0,small,"Advocaat Peter Schouten en misdaadverslaggever Peter R. de Vries staan klaar om kroongetuige Nabil B. bij te staan. Dat hebben zij vanmiddag bekendgemaakt tijdens een persconferentie. Nabil B., die getuigt tegen de liquidatiebende van Ridouan Taghi, zit op dit moment zonder juridische bijstand. Het OM verzet zich tegen de rol die De Vries wil spelen.","Advocaat Peter Schouten en misdaadverslaggever Peter R. de Vries staan klaar om kroongetuige Nabil B. bij te staan. Dat hebben zij vanmiddag bekendgemaakt tijdens een persconferentie. Nabil <extra_id_0> de liquidatiebende van Ridouan Taghi, zit op dit moment zonder juridische bijstand. Het OM verzet zich tegen de <extra_id_1> wil spelen.","Advocaat Peter Schouten en misdaadverslaggever Peter R. de Vries staan klaar om kroongetuige Nabil B. bij te staan. Dat hebben zij vanmiddag bekendgemaakt tijdens een persconferentie. Nabil B. bij de liquidatiebende van Ridouan Taghi, zit op dit moment zonder juridische bijstand. Het OM verzet zich tegen de op wil spelen.","['B.', 'die getuigt tegen', 'rol die De Vries']","['B. bij', 'op']",8,8,"[0.6666666666666666, 1.0]",0.83
seq111-0,small,Columniste Angela de Jong schrijft vijf keer per week een column over wat haar opvalt op televisie.,Columniste Angela de Jong schrijft <extra_id_0> week een column over wat haar opvalt op televisie.,Columniste Angela de Jong schrijft schrijft a week een column over wat haar opvalt op televisie.,['vijf keer per'],['schrijft a'],3,8,[0.9230769230769231],0.92
seq112-0,small,"Terwijl het voetbal in de Europese topcompetities weer volop bezig is, draait de transfergeruchtenmolen als nooit tevoren. In TransferTalk houden we alles bij in binnen- en buitenland, van done deals tot de transfergeruchten.","Terwijl het voetbal in de Europese topcompetities weer volop bezig is, draait de transfergeruchtenmolen als <extra_id_0> houden we alles bij in binnen- en buitenland, van done deals tot de transfergeruchten.","Terwijl het voetbal in de Europese topcompetities weer volop bezig is, draait de transfergeruchtenmolen als het houden we alles bij in binnen- en buitenland, van done deals tot de transfergeruchten.",['nooit tevoren. In TransferTalk'],['het'],5,8,[0.9666666666666667],0.97
seq113-0,small,"lockquote class=""twitter-tweet"" lang=""nl""><p lang=""nl"" dir=""ltr""><a href=""https://twitter.com/hashtag/","<extra_id_0> class=""twitter-tweet"" lang=""nl""><p lang=""nl"" dir=""ltr""><a href=""https://twitter.com/hashtag/",""" class=""twitter-tweet"" lang=""nl""><p lang=""nl"" dir=""ltr""><a href=""https://twitter.com/hashtag/",['lockquote'],"['""']",1,8,[1.0],1.0
seq114-0,small,. Ook vandaag houden we je in ons liveblog op de hoogte van het laatste coronanieuws. Lees hier het vorige liveblog terug.,. Ook vandaag houden we je in ons liveblog op de hoogte van het laatste coronanieuws. <extra_id_0> vorige liveblog terug.,. Ook vandaag houden we je in ons liveblog op de hoogte van het laatste coronanieuws. We je in ons vorige liveblog terug.,['Lees hier het'],['We je in ons'],3,8,[0.7692307692307693],0.77
seq115-0,small,"Om reacties te plaatsen en te bekijken, is Javascript nodig. Momenteel staat dit in je browser uitgeschakeld. Schakel Javascript in om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice","Om reacties te plaatsen en te bekijken, <extra_id_0> Momenteel staat dit in je browser <extra_id_1> in om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice","Om reacties te plaatsen en te bekijken, op op op. Momenteel staat dit in je browser op in om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice","['is Javascript nodig.', 'uitgeschakeld. Schakel Javascript']","['op op op.', 'op']",6,8,"[0.75, 0.9696969696969697]",0.86
seq116-0,small,april Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de regio Rivierenland. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de regio Rivierenland. Mist u iets? Tip de redactie: rl.redactie@ad.nl. 0,april Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen <extra_id_0> Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle <extra_id_1> in de regio Rivierenland. Mist u iets? Tip de redactie: rl.redactie@ad.nl. 0,april Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle het heeft in de regio Rivierenland. Mist u iets? Tip de redactie: rl.redactie@ad.nl. 0,"['voor de regio Rivierenland.', 'artikelen over het coronavirus']","['', 'het heeft']",8,8,"[1.0, 0.8666666666666667]",0.93
seq117-0,small,"<a href=""https://twitter.com/hashtag/AustrianGP?src=hash&ref_src=twsrc%5Etfw"">#AustrianGP</a>  <a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/AustrianGP?src=hash&ref_src=twsrc%5Etfw"">#AustrianGP</a> <a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/AustrianGP?src=hash&ref_src=twsrc%5Etfw"">#AustrianGP</a> <a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/",[''],[],1,8,[],
seq118-0,small,"i In de wekelijkse showrubriek Het Geheim Van... vragen we Nederlandse celebrities een boekje open te doen over hun verslavingen, gekke gewoontes en andere dingen die we nog niet van ze weten. Deze week","i In de wekelijkse showrubriek Het Geheim Van... vragen we Nederlandse <extra_id_0> te doen over hun verslavingen, gekke gewoontes en andere dingen die we nog niet van ze weten. Deze week","i In de wekelijkse showrubriek Het Geheim Van... vragen we Nederlandse showrubriek te doen over hun verslavingen, gekke gewoontes en andere dingen die we nog niet van ze weten. Deze week",['celebrities een boekje open'],['showrubriek'],5,8,[0.8888888888888888],0.89
seq119-0,small,"Terwijl het voetbal in de Europese topcompetities weer bezig is, draait de transfergeruchtenmolen als nooit tevoren. In TransferTalk houden we alles bij.","<extra_id_0> in de Europese topcompetities weer bezig is, draait de transfergeruchtenmolen als nooit tevoren. In TransferTalk houden we alles bij.","s in de Europese topcompetities weer bezig is, draait de transfergeruchtenmolen als nooit tevoren. In TransferTalk houden we alles bij.",['Terwijl het voetbal'],['s'],3,7,[1.0],1.0
seq120-0,small,"en onvoorspelbaar. Zo omschrijft een oudere broer Josef B. (58) met wie hij al tien jaar geen contact meer heeft. De zestiger is allerminst verbaasd over het drama in Ruinerwold. ,,Josef had een zeer sterke overredingskracht, zegt hij tegen deze krant.","en onvoorspelbaar. Zo omschrijft een oudere broer Josef B. (58) met wie <extra_id_0> jaar geen contact meer heeft. De zestiger is allerminst verbaasd over het drama in Ruinerwold. ,,Josef had een zeer sterke <extra_id_1> tegen deze krant.","en onvoorspelbaar. Zo omschrijft een oudere broer Josef B. (58) met wie l jaar geen contact meer heeft. De zestiger is allerminst verbaasd over het drama in Ruinerwold. ,,Josef had een zeer sterke er tegen deze krant.","['hij al tien', 'overredingskracht', 'zegt hij']","['l', 'er']",6,7,"[0.9090909090909091, 0.8823529411764706]",0.9
seq121-0,small,"Wat doet een...Wie ons banenlandschap bekijkt, ziet bijzondere functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:","Wat doet een...Wie ons banenlandschap bekijkt, ziet bijzondere functies <extra_id_0> service engineer, een lab <extra_id_1> assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:","Wat doet een...Wie ons banenlandschap bekijkt, ziet bijzondere functies service engineer, een lab assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:","['voorbijkomen. Een field', 'technician of een']","['', '']",6,7,"[1.0, 1.0]",1.0
seq122-0,small,Het is zomer. Dat betekent dat de redacties van AD De Dordtenaar en AD Rivierenland op zoek gaan naar de leukste en mooiste zomerfotos. Opnieuw kr,Het is zomer. Dat betekent dat de redacties van AD De Dordtenaar en AD Rivierenland op zoek gaan <extra_id_0> mooiste zomerfotos. Opnieuw kr,Het is zomer. Dat betekent dat de redacties van AD De Dordtenaar en AD Rivierenland op zoek gaan zomerfotos. Dat betekent dat de mooiste zomerfotos. Opnieuw kr,['naar de leukste en'],['zomerfotos. Dat betekent dat de'],4,7,[0.7741935483870968],0.77
seq123-0,small,"9,3 procent minder dan in 2018, blijkt uit een analyse van politiecijfers van de afgelopen twee jaar door adviesplatform Independer.","9,3 procent minder dan in 2018, blijkt uit een analyse <extra_id_0> de afgelopen twee jaar door adviesplatform Independer.","9,3 procent minder dan in 2018, blijkt uit een analyse r de afgelopen twee jaar door adviesplatform Independer.",['van politiecijfers van'],['r'],3,7,[0.9545454545454546],0.95
seq124-0,small,"De Koninklijke Nederlandse Redding Maatschappij heeft de zoektocht naar een 14-jarig meisje uit Duitsland, dat",De Koninklijke Nederlandse Redding Maatschappij heeft de zoektocht naar een 14-jarig meisje <extra_id_0> dat,De Koninklijke Nederlandse Redding Maatschappij heeft de zoektocht naar een 14-jarig meisje el dat,"['uit Duitsland,']",['el'],2,7,[0.9285714285714286],0.93
seq125-0,small,"<a href=""https://twitter.com/hashtag/Wilders?src=hash&amp;ref_src=twsrc%5Etfw"">#Wilders</a> <a href=""https://twitter.com/hashtag/","<a href=""https://twitter.com/hashtag/Wilders?src=hash&amp;ref_src=twsrc%5Etfw"">#Wilders</a> <a href=""https://twitter.com/hashtag/","<a href=""https://twitter.com/hashtag/Wilders?src=hash&amp;ref_src=twsrc%5Etfw"">#Wilders</a> <a href=""https://twitter.com/hashtag/",[''],[],1,7,[],
seq126-0,small,"estuurders van de Metropoolregio Rotterdam/Den Haag, de provincie Zuid-Holland en de gemeente Rotterdam","estuurders van de Metropoolregio Rotterdam/Den Haag, de provincie Zuid-Holland <extra_id_0> gemeente Rotterdam","estuurders van de Metropoolregio Rotterdam/Den Haag, de provincie Zuid-Holland de gemeente Rotterdam",['en de'],['de'],2,7,[0.6],0.6
seq127-0,small,Voor de rubriek De Gouden Pollepel bezoekt en beoordeelt het AD Rotterdams Dagblad wekelijks een restaurant in de regio. Deze week:,Voor de rubriek De Gouden Pollepel bezoekt en beoordeelt het AD Rotterdams <extra_id_0> restaurant in de regio. Deze week:,Voor de rubriek De Gouden Pollepel bezoekt en beoordeelt het AD Rotterdams a restaurant in de regio. Deze week:,['Dagblad wekelijks een'],['a'],3,7,[0.9523809523809523],0.95
seq128-0,small,| Ik heb geleefd | AD.nl Ik heb GeleefdAnnemarie Haverkamp praat met mensen over hun leven en het einde dat nadert.,| Ik heb geleefd <extra_id_0> heb GeleefdAnnemarie Haverkamp praat met mensen over hun leven en het einde dat nadert.,| Ik heb geleefd Annemarie Haverkamp | Ik heb GeleefdAnnemarie Haverkamp praat met mensen over hun leven en het einde dat nadert.,['| AD.nl Ik'],['Annemarie Haverkamp | Ik'],3,7,[0.8333333333333334],0.83
seq129-0,small,"boerenprotest in Groningen is Arjen Schuiling, een van de bekendste boerenactivisten van Nederland, vandaag betrokken geraakt bij een levensgevaarlijk incident. Schuiling zat als bijrijder in een tractor die diverse hekken omver ramde en bijna een fietser omver reed. De organisator van het Malieveldprotest betuigt spijt. ,,Ik had uit moeten stappen of eerder in moeten grijpen, zegt hij tegen deze nieuwssite.","boerenprotest in Groningen is <extra_id_0> van de bekendste boerenactivisten van Nederland, vandaag betrokken geraakt bij een levensgevaarlijk incident. Schuiling zat als bijrijder in een tractor die diverse hekken omver ramde en bijna een <extra_id_1> De organisator van het <extra_id_2> ,,Ik had uit moeten stappen of eerder in moeten grijpen, zegt hij tegen deze nieuwssite.","boerenprotest in Groningen is a van de bekendste boerenactivisten van Nederland, vandaag betrokken geraakt bij een levensgevaarlijk incident. Schuiling zat als bijrijder in een tractor die diverse hekken omver ramde en bijna een tractor. De organisator van het het ,,Ik had uit moeten stappen of eerder in moeten grijpen, zegt hij tegen deze nieuwssite.","['Arjen Schuiling', 'een', 'fietser omver reed.', 'Malieveldprotest betuigt spijt.']","['a', 'tractor.', 'het']",9,7,"[1.0, 1.0, 0.8947368421052632]",0.96
seq130-0,small,De knapste koppen van Nederland vertellen deze zomer over ontwikkelingen in hun vakgebied in de Zomeruniversiteit. Vandaag deel,De <extra_id_0> Nederland vertellen deze zomer over ontwikkelingen in hun vakgebied in de Zomeruniversiteit. Vandaag deel,De Zomeruniversititeit de Nederland vertellen deze zomer over ontwikkelingen in hun vakgebied in de Zomeruniversiteit. Vandaag deel,['knapste koppen van'],['Zomeruniversititeit de'],3,7,[0.9090909090909091],0.91
seq131-0,small,"De 44-jarige advocaat Derk Wiersum die vanochtend vlak voor zijn huis in Amsterdam is geliquideerd, is ten minste twee keer onder vuur genomen door een jongen met een hoodie. Dat zegt een buurtbewoner die vlakbij de plaats delict woont.","De 44-jarige advocaat Derk Wiersum <extra_id_0> voor zijn huis in Amsterdam is geliquideerd, is ten minste twee keer onder vuur genomen door een jongen met een hoodie. <extra_id_1> buurtbewoner die vlakbij de plaats delict woont.","De 44-jarige advocaat Derk Wiersum voor zijn huis in Amsterdam is geliquideerd, is ten minste twee keer onder vuur genomen door een jongen met een hoodie. De buurtbewoner die vlakbij de plaats delict woont.","['die vanochtend vlak', 'Dat zegt een']","['', 'De']",6,7,"[1.0, 0.8333333333333334]",0.92
