Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq161-0,base,"Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat: wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrities. Dit artikel wordt gedurende de dag vernieuwd. 1","Korte updates van <extra_id_0> Twitter, Instagram en Snapchat: wij smullen ervan. In de rubriek Showbytes struint de showredactie <extra_id_1> je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrities. Dit artikel wordt gedurende de dag vernieuwd. 1","Korte updates van Facebook, Twitter, Instagram en Snapchat: wij smullen ervan. In de rubriek Showbytes struint de showredactie van je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrities. Dit artikel wordt gedurende de dag vernieuwd. 1","['de sterren op Facebook,', 'het web voor']","['Facebook,', 'van']",7,7,"[0.6086956521739131, 0.9166666666666666]",0.76
seq162-0,base,"Pieter Hulst en Gijs Groenteman ontleden teksten van Nederlandstalige hits. Ze geven antwoorden op prangende vragen die de nummers oproepen. Komen ze er zelf niet uit, dan roepen ze de hulp in van de wetenschap. Vandaag","Pieter Hulst en Gijs Groenteman ontleden teksten van Nederlandstalige hits. Ze geven antwoorden op prangende vragen die de nummers <extra_id_0> zelf niet uit, dan roepen ze de hulp in van de wetenschap. Vandaag","Pieter Hulst en Gijs Groenteman ontleden teksten van Nederlandstalige hits. Ze geven antwoorden op prangende vragen die de nummers zijn zelf niet uit, dan roepen ze de hulp in van de wetenschap. Vandaag",['oproepen. Komen ze er'],['zijn'],5,7,[0.9523809523809523],0.95
seq163-0,base,In aanloop naar 75 jaar bevrijding blikt deze krant terug op gebeurtenissen uit de laatste maanden van de oorlog. Vandaag deel,In aanloop naar 75 <extra_id_0> deze krant terug op gebeurtenissen uit de laatste maanden van de oorlog. Vandaag deel,"In aanloop naar 75 m, deze krant terug op gebeurtenissen uit de laatste maanden van de oorlog. Vandaag deel",['jaar bevrijding blikt'],"['m,']",3,7,[1.0],1.0
seq164-0,base,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de regio Rivierenland. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de regio Rivierenland. Mist u iets? Tip de redactie: rl.redactie@ad.nl. 1,Het kabinet heeft in verband <extra_id_0> maatregelen genomen. Dit heeft ook gevolgen voor de regio Rivierenland. Volg de ontwikkelingen <extra_id_1> ons blog. In ons dossier vind je alle artikelen over het coronavirus in de regio Rivierenland. Mist u iets? Tip de redactie: rl.redactie@ad.nl. 1,Het kabinet heeft in verband voor maatregelen genomen. Dit heeft ook gevolgen voor de regio Rivierenland. Volg de ontwikkelingen in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de regio Rivierenland. Mist u iets? Tip de redactie: rl.redactie@ad.nl. 1,"['met het coronavirus drastische', 'in de regio in']","['voor', 'in']",8,7,"[0.9, 0.8571428571428571]",0.88
seq165-0,base,"Het voetbal in alle grote competities ligt dan wel stil, maar ondanks deze idiote periode gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij.","Het voetbal in alle grote <extra_id_0> stil, maar ondanks deze idiote periode gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij.","Het voetbal in alle grote en stil, maar ondanks deze idiote periode gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij.",['competities ligt dan wel'],['en'],5,7,[0.9166666666666666],0.92
seq166-0,base,Journalist Monica Beek (42) schrijft wekelijks voor Magazine over haar leven. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,Journalist Monica Beek <extra_id_0> Magazine over haar leven. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,Journalist Monica Beek man spoke to The New York Times Magazine over haar leven. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,['(42) schrijft wekelijks voor'],['man spoke to The New York Times'],4,7,[0.8387096774193549],0.84
seq167-0,base,Turkije stopt de komende vijf dagen met de opmars in Syri. De Turkse president Recep Erdogan en de Amerikaanse vicepresident Mike Pence zijn,Turkije <extra_id_0> vijf dagen met de opmars in Syri. De Turkse president Recep Erdogan en de Amerikaanse vicepresident Mike Pence zijn,Turkije en de Amerikaanse vijf dagen met de opmars in Syri. De Turkse president Recep Erdogan en de Amerikaanse vicepresident Mike Pence zijn,['stopt de komende'],['en de Amerikaanse'],3,7,[0.7647058823529411],0.76
seq168-0,base,De transfermarkt is halverwege weer een rumoerige periode. Nog ruim zes weken draait de carrousel op volle toeren. Mis in onze rubriek TransferTalk niets van alle geruchten en voltooide transfers.,De transfermarkt is halverwege weer een rumoerige periode. Nog ruim zes weken draait de carrousel op volle toeren. Mis in onze rubriek TransferTalk niets van alle <extra_id_0>,De transfermarkt is halverwege weer een rumoerige periode. Nog ruim zes weken draait de carrousel op volle toeren. Mis in onze rubriek TransferTalk niets van alle en.,['geruchten en voltooide transfers.'],['en.'],4,7,[0.9090909090909091],0.91
seq169-0,base,station scoort zwaar ondermaats en bungelt onderaan de lijst van stations in Nederland die goed scoren op het gebied van punctualiteit.,station scoort zwaar ondermaats en bungelt onderaan de <extra_id_0> in Nederland die goed scoren op het gebied van punctualiteit.,station scoort zwaar ondermaats en bungelt onderaan de station in Nederland die goed scoren op het gebied van punctualiteit.,['lijst van stations'],['station'],3,7,[0.6111111111111112],0.61
seq170-0,base,"De Chinese geheime dienst is betrokken bij het hacken van overheidsinstanties en bedrijven in Nederland. APT10, een hackersgroep gelinkt aan het Chinese ministerie voor Staatsveiligheid, wordt verantwoordelijk gehouden voor vele hackpogingen in een aantal westerse landen, waaronder Nederland.","<extra_id_0> dienst is betrokken bij het hacken van overheidsinstanties en bedrijven in Nederland. APT10, een hackersgroep gelinkt aan het <extra_id_1> Staatsveiligheid, wordt verantwoordelijk gehouden voor vele hackpogingen in een aantal westerse landen, waaronder Nederland.","een dienst is betrokken bij het hacken van overheidsinstanties en bedrijven in Nederland. APT10, een hackersgroep gelinkt aan het Nederlandische Staatsveiligheid, wordt verantwoordelijk gehouden voor vele hackpogingen in een aantal westerse landen, waaronder Nederland.","['De Chinese geheime', 'Chinese ministerie voor']","['een', 'Nederlandische']",6,7,"[0.8888888888888888, 0.782608695652174]",0.84
seq171-0,base,"De Rotterdamse trouwstoetmepper. Shahid B. (26) moet anderhalf jaar de cel in, waarvan een half jaar voorwaardelijk voor de poging tot zware mishandeling van politieman Ge",De Rotterdamse trouwstoetmepper. Shahid B. (26) moet anderhalf <extra_id_0> waarvan een half jaar voorwaardelijk voor de poging tot zware mishandeling van politieman Ge,De Rotterdamse trouwstoetmepper. Shahid B. (26) moet anderhalf jaar waarvan een half jaar voorwaardelijk voor de poging tot zware mishandeling van politieman Ge,"['jaar de cel in,']",['jaar'],4,7,[0.7333333333333333],0.73
seq172-0,base,In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op <extra_id_0> wordt gedurende de dag vernieuwd.,In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op de slechts wordt gedurende de dag vernieuwd.,['sociale media. Dit artikel'],['de slechts'],4,7,[0.8846153846153846],0.88
seq173-0,base,"Zieke mensen die bewusteloos op straat liggen, een ongeziene chaos in ziekenhuizen, hulpverleners in beschermende pakken die handen tekortkomen: de beelden die op sociale media circuleren van de toestand in de Chinese miljoenenstad Wuhan zijn zeer verontrustend. Het coronavirus heeft al 41 doden geist, meer dan 1300 mensen zijn besmet geraakt.","Zieke mensen die bewusteloos op straat liggen, een <extra_id_0> hulpverleners in beschermende pakken die handen tekortkomen: de beelden die op sociale media circuleren van de toestand in de Chinese miljoenenstad Wuhan zijn zeer verontrustend. Het coronavirus heeft al 41 doden <extra_id_1> mensen zijn besmet geraakt.","Zieke mensen die bewusteloos op straat liggen, een zoals hulpverleners in beschermende pakken die handen tekortkomen: de beelden die op sociale media circuleren van de toestand in de Chinese miljoenenstad Wuhan zijn zeer verontrustend. Het coronavirus heeft al 41 doden en de mensen zijn besmet geraakt.","['ongeziene chaos in ziekenhuizen,', 'geist', 'meer dan 1300']","['zoals', 'en de']",8,7,"[0.90625, 1.0]",0.95
seq174-0,base,". De leider van Forum voor Democratie heeft volgens critici de schijn tegen, mede door zijn flirts met extreemrechtse theorien.",". De leider <extra_id_0> Democratie heeft volgens critici de schijn tegen, mede door zijn flirts met extreemrechtse theorien.",". De leider een Democratie heeft volgens critici de schijn tegen, mede door zijn flirts met extreemrechtse theorien.",['van Forum voor'],['een'],3,7,[0.9285714285714286],0.93
seq175-0,base,Elk weekeinde bruist het van grote en kleine evenementen in stad en regio. In de rubriek Het was fantastisch! bezoeken we een van deze activiteiten. Deze,Elk weekeinde bruist het van <extra_id_0> in stad en regio. In de rubriek Het was fantastisch! bezoeken we een van deze activiteiten. Deze,Elk weekeinde bruist het van een elk in stad en regio. In de rubriek Het was fantastisch! bezoeken we een van deze activiteiten. Deze,['grote en kleine evenementen'],['een elk'],4,7,[0.8148148148148148],0.81
seq176-0,base,Voor de rubriek Mijn Allessie gaan verslaggever Anouk Mentink en fotograaf Daniella van Bergen langs bij bekende mensen en hun partner. Deze keer:,Voor de rubriek Mijn Allessie gaan verslaggever Anouk <extra_id_0> Daniella van Bergen langs bij bekende mensen en hun partner. Deze keer:,Voor de rubriek Mijn Allessie gaan verslaggever Anouk t Daniella van Bergen langs bij bekende mensen en hun partner. Deze keer:,['Mentink en fotograaf'],['t'],3,7,[0.95],0.95
seq177-0,base,"Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat - wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrity's. Dit artikel wordt gedurende de dag vernieuwd. 1","Korte updates van de sterren <extra_id_0> Instagram <extra_id_1> smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrity's. Dit artikel wordt gedurende de dag vernieuwd. 1","Korte updates van de sterren e Instagram s smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrity's. Dit artikel wordt gedurende de dag vernieuwd. 1","['op Facebook', 'Twitter,', 'en Snapchat - wij']","['e', 's']",7,7,"[0.9090909090909091, 1.0]",0.95
seq178-0,base,Een van de vermoedelijke moordmakelaars van Ridouan Taghi werkte aan een televisieprogramma voor RTL/Videoland,Een van de vermoedelijke moordmakelaars <extra_id_0> Taghi werkte aan een televisieprogramma voor RTL/Videoland,Een van de vermoedelijke moordmakelaars Taghi werkte aan een televisieprogramma voor RTL/Videoland,['van Ridouan'],[''],2,7,[1.0],1.0
seq179-0,base,ochtend overleden na een frontale botsing met een RET-bus aan de Vondelingenweg in Rotterdam-Pernis. De,ochtend overleden na een frontale botsing met een RET-bus <extra_id_0> Vondelingenweg in Rotterdam-Pernis. De,ochtend overleden na een frontale botsing met een RET-bus ter van Vondelingenweg in Rotterdam-Pernis. De,['aan de'],['ter van'],2,7,[0.8571428571428571],0.86
seq180-0,base,t vandaag voor de rechter voor onder meer het aanraden van vrouwenbesnijdenis. In Nederland is dat strafbaar. De Hagenaar (32) wordt door het Openbaar Ministerie vervolgd voor opruiing en aanzetten tot geweld tegen vrouwen.,t vandaag voor de rechter voor onder meer het aanraden van <extra_id_0> dat strafbaar. De Hagenaar (32) wordt door het Openbaar Ministerie vervolgd voor opruiing en aanzetten tot geweld tegen vrouwen.,t vandaag voor de rechter voor onder meer het aanraden van de rechter dat strafbaar. De Hagenaar (32) wordt door het Openbaar Ministerie vervolgd voor opruiing en aanzetten tot geweld tegen vrouwen.,['vrouwenbesnijdenis. In Nederland is'],['de rechter'],5,7,[0.8571428571428571],0.86
seq181-0,base,In iedere Rotterdammer schuilt een uniek relaas. Wekelijks tekent verslaggever Marcel Wijnstekers zon levensverhaal op.,In iedere Rotterdammer schuilt een uniek relaas. Wekelijks tekent verslaggever Marcel <extra_id_0> levensverhaal op.,In iedere Rotterdammer schuilt een uniek relaas. Wekelijks tekent verslaggever Marcel van levensverhaal op.,['Wijnstekers zon'],['van'],2,7,[0.9333333333333333],0.93
seq182-0,base,"<a href=""https://twitter.com/hashtag/Feyenoord?src=hash&amp;ref_src=twsrc%5Etfw"">#Feyenoord</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/Feyenoord?src=hash&amp;ref_src=twsrc%5Etfw"">#Feyenoord</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/Feyenoord?src=hash&amp;ref_src=twsrc%5Etfw"">#Feyenoord</a> <a href=""https://t.co/",[''],[],1,7,[],
seq183-0,base,Mag dat?Wat vertel je wel of niet aan je baas? Wat zijn je rechten als werknemer? Hoe los je lastige kwesties het beste op? In deze rubriek wekelijks advies bij dilemma's op de werkvloer. Aflevering,Mag dat?Wat vertel je wel of <extra_id_0> Wat zijn je rechten als werknemer? Hoe los je lastige kwesties het beste op? In deze rubriek wekelijks advies bij dilemma's op de werkvloer. Aflevering,Mag dat?Wat vertel je wel of Wat zijn je rechten als werknemer? Hoe los je lastige kwesties het beste op? In deze rubriek wekelijks advies bij dilemma's op de werkvloer. Aflevering,['niet aan je baas?'],[''],5,7,[1.0],1.0
seq184-0,base,"Nynke de Jong, Hanneke Hendrix en Alex van der Hulst schrijven per toerbeurt over zaken die het leven van jonge ouders gemakkelijker moeten maken. Hanneke","Nynke de Jong, Hanneke Hendrix en Alex van der Hulst schrijven per toerbeurt over zaken die het leven <extra_id_0> moeten maken. Hanneke","Nynke de Jong, Hanneke Hendrix en Alex van der Hulst schrijven per toerbeurt over zaken die het leven en moeten maken. Hanneke",['van jonge ouders gemakkelijker'],['en'],4,7,[0.9666666666666667],0.97
seq185-0,base,"l. Maar omdat er wel gegeten moet worden, doen we deze weken een beroep op keukens met bezorgservice.","l. Maar omdat er wel gegeten moet worden, doen we <extra_id_0> beroep op keukens met bezorgservice.","l. Maar omdat er wel gegeten moet worden, doen we l beroep op keukens met bezorgservice.",['deze weken een'],['l'],3,7,[1.0],1.0
seq186-0,base,"Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat: wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrities. Dit artikel wordt gedurende de dag vernieuwd.","Korte updates van de sterren <extra_id_0> Instagram en Snapchat: wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts <extra_id_1> Dit artikel wordt gedurende de dag vernieuwd.","Korte updates van de sterren e Instagram en Snapchat: wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts Dit artikel wordt gedurende de dag vernieuwd.","['op Facebook', 'Twitter,', '""van BN\'ers en celebrities.""']","['e', '']",7,7,"[0.9090909090909091, 1.0]",0.95
seq187-0,base,In de rubriek Hoe is het nu met? zoeken we mensen op die een rol speelden in het nieuws van een of meerdere jaren geleden. Hoe gaat het nu met ze? Vandaag:,In de rubriek Hoe is het nu met? zoeken we mensen op die een <extra_id_0> nieuws van een of meerdere jaren geleden. Hoe gaat het nu met ze? Vandaag:,In de rubriek Hoe is het nu met? zoeken we mensen op die een een nieuws van een of meerdere jaren geleden. Hoe gaat het nu met ze? Vandaag:,['rol speelden in het'],['een'],5,7,[0.8421052631578947],0.84
seq188-0,base,e. Een auto was via de middenberm op de verkeerde weghelft terechtgekomen en botste daar op tegemoetkomend verkeer. Aanvankelijk leek het erop dat er sprake was van een spookrijder.,e. Een auto was via de middenberm op de verkeerde weghelft terechtgekomen en botste daar op tegemoetkomend verkeer. Aanvankelijk leek het erop dat er <extra_id_0> spookrijder.,e. Een auto was via de middenberm op de verkeerde weghelft terechtgekomen en botste daar op tegemoetkomend verkeer. Aanvankelijk leek het erop dat er een spookrijder.,['sprake was van een'],['een'],4,7,[0.8333333333333334],0.83
seq189-0,base,"Tijdens de zomer is er overal in Zeeland van alles te doen, zien en beleven. Wij zetten elke dag een aantal tips voor je op een rij, met dank aan VVV Zeeland.","Tijdens de zomer is er overal in Zeeland van alles te doen, zien en beleven. Wij zetten elke dag een aantal tips <extra_id_0> rij, met dank aan VVV Zeeland.","Tijdens de zomer is er overal in Zeeland van alles te doen, zien en beleven. Wij zetten elke dag een aantal tips t rij, met dank aan VVV Zeeland.",['voor je op een'],['t'],5,7,[1.0],1.0
seq190-0,base,"Hoewel de sport steeds meer wordt opgestart, houdt het coronavirus een ijzeren greep op de sportwereld. In dit liveblog houden we al het nieuws gedurende dag bij.","Hoewel de sport steeds meer wordt opgestart, houdt het coronavirus een ijzeren greep op de sportwereld. In dit liveblog houden we al het nieuws <extra_id_0>","Hoewel de sport steeds meer wordt opgestart, houdt het coronavirus een ijzeren greep op de sportwereld. In dit liveblog houden we al het nieuws t steeds.",['gedurende dag bij.'],['steeds.'],4,7,[0.7777777777777778],0.78
seq191-0,base,Het is minister Sander Dekker een doorn in het oog dat veroordeelden zoals Volkert van der Graaf gemakkelijk onder voorwaarden vrij kunnen komen. Daarmee reageert hij op het nieuws dat Volkert niet is gemigreerd en ook geen plannen lijkt te hebben.,Het is minister Sander Dekker een doorn <extra_id_0> dat veroordeelden zoals Volkert van der Graaf gemakkelijk onder voorwaarden vrij <extra_id_1> reageert hij op het nieuws dat Volkert niet is gemigreerd en ook geen plannen lijkt te hebben.,Het is minister Sander Dekker een doorn werk dat veroordeelden zoals Volkert van der Graaf gemakkelijk onder voorwaarden vrij de Graaf. Dekker reageert hij op het nieuws dat Volkert niet is gemigreerd en ook geen plannen lijkt te hebben.,"['in het oog', 'kunnen komen. Daarmee']","['werk', 'de Graaf. Dekker']",6,7,"[0.9, 0.7142857142857143]",0.81
seq192-0,base,"De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma van de belangrijkste oefeninterlands. 17:","De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is <extra_id_0> League A <extra_id_1> deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma van de belangrijkste oefeninterlands. 17:","De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is de Nations League A vanzaal in deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma van de belangrijkste oefeninterlands. 17:","['het programma in', 'en League B van']","['de Nations', 'vanzaal in']",7,7,"[0.8125, 0.8]",0.81
seq193-0,base,"<a href=""https://twitter.com/hashtag/OnzeJacht?src=hash&amp;ref_src=twsrc%5Etfw"">#OnzeJacht</a> <a href=""https://t","<a href=""https://twitter.com/hashtag/OnzeJacht?src=hash&amp;ref_src=twsrc%5Etfw"">#OnzeJacht</a> <a href=""https://t","<a href=""https://twitter.com/hashtag/OnzeJacht?src=hash&amp;ref_src=twsrc%5Etfw"">#OnzeJacht</a> <a href=""https://t",[''],[],1,7,[],
seq194-0,base,chter de schermenHoofdredacteur Paul van den Bosch beschrijft elke week waar de AD-redacties mee bezig zijn.,chter <extra_id_0> Paul van den Bosch beschrijft elke week waar de AD-redacties mee bezig zijn.,chter zijn. Paul van den Bosch beschrijft elke week waar de AD-redacties mee bezig zijn.,['de schermenHoofdredacteur'],['zijn.'],2,7,[0.96],0.96
seq195-0,base,De transferperiode in Europa is alweer een dikke week geopend. Mis de komende maanden niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,De transferperiode in Europa is alweer een dikke week geopend. Mis de komende maanden niets <extra_id_0> voltooide transfers in onze dagelijkse rubriek TransferTalk.,De transferperiode in Europa is alweer een dikke week geopend. Mis de komende maanden niets een voltooide transfers in onze dagelijkse rubriek TransferTalk.,['van alle geruchten en'],['een'],4,7,[0.8571428571428571],0.86
seq196-0,base,"In de maand januari maken we een Frisse Start. Hierbij willen we bewuster eten, maar vooral blijven genieten. Test je kennis over voeding door onze Frisse Start-quizvragen te beantwoorden. Vandaag:","In de maand januari maken we een Frisse Start. Hierbij willen we bewuster eten, maar vooral blijven genieten. Test je kennis over voeding door <extra_id_0> beantwoorden. Vandaag:","In de maand januari maken we een Frisse Start. Hierbij willen we bewuster eten, maar vooral blijven genieten. Test je kennis over voeding door de beantwoorden. Vandaag:",['onze Frisse Start-quizvragen te'],['de'],4,7,[0.967741935483871],0.97
seq197-0,base,"twee weken opent de winterse transferperiode, maar al ver voor 1 januari is het spel op de wagen. Mis in onze dagelijkse rubriek TransferTalk tot en met de laatste dag van januari niets van alle geruchten en voltooide transfers.","twee weken opent de winterse transferperiode, maar <extra_id_0> 1 januari is het spel op de wagen. Mis in onze dagelijkse rubriek TransferTalk tot en met de laatste dag van januari niets van alle <extra_id_1> transfers.","twee weken opent de winterse transferperiode, maar de 1 januari is het spel op de wagen. Mis in onze dagelijkse rubriek TransferTalk tot en met de laatste dag van januari niets van alle en transfers.","['al ver voor', 'geruchten en voltooide']","['de', 'en']",6,7,"[0.9090909090909091, 0.9090909090909091]",0.91
seq198-0,base," la maison!, zegt hij. Ook wordt Nederlanders die per vliegtuig aankomen vanuit de Verenigde Staten gevraagd om vanaf nu twee weken in thuisquarantaine te gaan.","la maison!, zegt hij. Ook wordt Nederlanders die per vliegtuig <extra_id_0> Staten gevraagd om vanaf nu twee weken in thuisquarantaine te gaan.","la maison!, zegt hij. Ook wordt Nederlanders die per vliegtuig Staten gevraagd om vanaf nu twee weken in thuisquarantaine te gaan.",['aankomen vanuit de Verenigde'],[''],4,7,[1.0],1.0
seq199-0,base,In de rubriek Hoe is het nu met? zoeken we mensen op die een rol speelden in het nieuws van een of meerdere jaren geleden. Hoe gaat het nu met ze? Vandaag:,In de rubriek Hoe is het nu met? zoeken we mensen op die een rol speelden in het nieuws van een of meerdere jaren <extra_id_0> nu met ze? Vandaag:,In de rubriek Hoe is het nu met? zoeken we mensen op die een rol speelden in het nieuws van een of meerdere jaren Hoe is het nu met ze? Vandaag:,['geleden. Hoe gaat het'],['Hoe is het'],5,7,[0.6190476190476191],0.62
seq200-0,base,Columniste en journaliste Marieke Dubbelman schrijft op maandag en zaterdag over zaken in Utrecht of de regio die haar zijn opgevallen. Dit keer over,Columniste en journaliste Marieke Dubbelman schrijft op maandag en zaterdag over zaken in Utrecht of de regio <extra_id_0> Dit keer over,Columniste en journaliste Marieke Dubbelman schrijft op maandag en zaterdag over zaken in Utrecht of de regio Dit keer over,['die haar zijn opgevallen.'],[''],4,7,[1.0],1.0
seq201-0,base,"Ons panel van deskundigen beantwoordt al je persoonlijke vragen. Over lijf en leden, hart en ziel. Ook een vraag? Mail naar zo@dpgmedia.nl. Deze week antwoord op de vraag:","Ons panel van deskundigen beantwoordt al je persoonlijke vragen. Over lijf en leden, hart en ziel. Ook een <extra_id_0> Deze week antwoord op de vraag:","Ons panel van deskundigen beantwoordt al je persoonlijke vragen. Over lijf en leden, hart en ziel. Ook een vragen. Deze week antwoord op de vraag:",['vraag? Mail naar zo@dpgmedia.nl.'],['vragen.'],4,7,[0.78125],0.78
seq202-0,base,Ernest van der Kwast schrijft elke maand een ode aan gewone Rotterdammers die deze stad draaiende houden. Deze keer,Ernest van der Kwast schrijft <extra_id_0> ode aan gewone Rotterdammers die deze stad draaiende houden. Deze keer,Ernest van der Kwast schrijft e ode aan gewone Rotterdammers die deze stad draaiende houden. Deze keer,['elke maand een'],['e'],3,7,[0.9285714285714286],0.93
seq203-0,base,". <a href=""https://twitter.com/Politie_Adam?ref_src=twsrc%5Etfw"">@Politie_Adam</a> <a href=""https://t",". <a href=""https://twitter.com/Politie_Adam?ref_src=twsrc%5Etfw"">@Politie_Adam</a> <a href=""https://t",". <a href=""https://twitter.com/Politie_Adam?ref_src=twsrc%5Etfw"">@Politie_Adam</a> <a href=""https://t",[''],[],1,7,[],
seq204-0,base,"Nog een kleine twee weken en dan sluit de winterse transfermarkt alweer. Wie nog gaten moet dichten in de defensie of een goaltjesdief zoekt, moet stilaan haast maken. In TransferTalk houden we dagelijks alle geruchten en voltooide transfers bij.","<extra_id_0> twee weken en dan sluit de winterse transfermarkt alweer. Wie nog gaten moet dichten in de defensie of een goaltjesdief zoekt, moet stilaan haast maken. In TransferTalk houden we dagelijks alle <extra_id_1> transfers bij.","het twee weken en dan sluit de winterse transfermarkt alweer. Wie nog gaten moet dichten in de defensie of een goaltjesdief zoekt, moet stilaan haast maken. In TransferTalk houden we dagelijks alle enkele transfers bij.","['Nog een kleine', 'geruchten en voltooide']","['het', 'enkele']",6,7,"[0.9285714285714286, 0.7727272727272727]",0.85
seq205-0,base,"dagen... en dan zetten honderden Dordtenaren zich voor het vijfde jaar op rij in voor het goede doel, tijdens de Swim to Fight Cancer. AD De Dordtenaar telt af naar de eerste lustrumeditie van het evenement en stelt deelnemers vijf vragen. Vandaag:","dagen... en dan zetten honderden Dordtenaren zich voor het <extra_id_0> rij in voor het goede doel, tijdens de Swim to Fight Cancer. AD De Dordtenaar telt af naar de eerste lustrumeditie <extra_id_1> en stelt deelnemers vijf vragen. Vandaag:","dagen... en dan zetten honderden Dordtenaren zich voor het eerste rij in voor het goede doel, tijdens de Swim to Fight Cancer. AD De Dordtenaar telt af naar de eerste lustrumeditie en stelt deelnemers vijf vragen. Vandaag:","['vijfde jaar op', 'van het evenement']","['eerste', '']",6,7,"[0.8571428571428571, 1.0]",0.93
seq206-0,base,"Volkert van der Graaf, de moordenaar van Pim Fortuyn, is niet gemigreerd en leeft nog gewoon in Apeldoorn en Harderwijk. Hij lijkt ook geen concreet plan te hebben om naar het buitenland te vertrekken. Dat blijkt uit informatie van het Openbaar Ministerie en gesprekken die de Stentor de afgelopen maanden voerde met bekenden van Van der Graaf.","Volkert van der Graaf, de moordenaar van Pim Fortuyn, is niet gemigreerd en leeft nog <extra_id_0> en Harderwijk. Hij lijkt ook geen concreet plan te hebben om <extra_id_1> te vertrekken. Dat blijkt uit informatie van het Openbaar Ministerie en gesprekken die de Stentor de afgelopen maanden voerde met bekenden van <extra_id_2>","Volkert van der Graaf, de moordenaar van Pim Fortuyn, is niet gemigreerd en leeft nog een schoon en Harderwijk. Hij lijkt ook geen concreet plan te hebben om het moorden te vertrekken. Dat blijkt uit informatie van het Openbaar Ministerie en gesprekken die de Stentor de afgelopen maanden voerde met bekenden van het.","['gewoon in Apeldoorn', 'naar het buitenland', 'Van der Graaf.']","['een schoon', 'het moorden', 'het.']",9,7,"[0.6842105263157895, 0.7368421052631579, 0.8571428571428571]",0.76
seq207-0,base,Rob Acket (foto) en Marion van der Voort (tekst) spreken Amersfoorters die bekend zijn van hun jarenlange werk in de horeca. Vandaag:,Rob Acket (foto) en Marion <extra_id_0> (tekst) spreken Amersfoorters die bekend zijn van hun jarenlange werk in de horeca. Vandaag:,Rob Acket (foto) en Marion Dee (tekst) spreken Amersfoorters die bekend zijn van hun jarenlange werk in de horeca. Vandaag:,['van der Voort'],['Dee'],3,7,[0.9230769230769231],0.92
