Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq88-0,large,Het zicht van Amersfoort en omliggende plaatsen verandert. Ton Blom brengt die verandering in beeld met historische foto's uit zijn archief. Dit keer de,Het zicht van Amersfoort en omliggende plaatsen verandert. Ton Blom brengt die verandering in <extra_id_0> uit zijn archief. Dit keer de,Het zicht van Amersfoort en omliggende plaatsen verandert. Ton Blom brengt die verandering in om uit zijn archief. Dit keer de,"['""beeld met historische foto\'s""']",['om'],4,8,[0.9666666666666667],0.97
seq89-0,large,"Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug.","Het voetbal ligt op Duitsland <extra_id_0> competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de <extra_id_1> In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug.","Het voetbal ligt op Duitsland en competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de geruchten. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug.","['na in alle grote', 'transfergeruchten gewoon door.']","['en', 'geruchten.']",7,8,"[0.9375, 0.6666666666666666]",0.8
seq90-0,large,"</a> in <a href=""https://twitter.com/hashtag/Utrecht?src=hash&amp;ref_src=twsrc%5Etfw"">#Utrecht</a>","</a> in <a href=""https://twitter.com/hashtag/Utrecht?src=hash&amp;ref_src=twsrc%5Etfw"">#Utrecht</a>","</a> in <a href=""https://twitter.com/hashtag/Utrecht?src=hash&amp;ref_src=twsrc%5Etfw"">#Utrecht</a>",[''],[],1,8,[],
seq91-0,large,Elke straat heeft een verhaal. En iedere inwoner van het Waterweggebied ook. Ger van Veen belicht elke week een andere straat en haar bewoners.,Elke straat heeft een verhaal. En iedere inwoner <extra_id_0> Ger van Veen belicht elke week een andere straat en haar bewoners.,Elke straat heeft een verhaal. En iedere inwoner Ger van Veen belicht elke week een andere straat en haar bewoners.,['van het Waterweggebied ook.'],[''],4,8,[1.0],1.0
seq92-0,large,"Kaf & KorenWekelijks worden we bedolven onder de nieuwe films, boeken, muziek, festivals, dvds en games. Tijd om het kaf van het koren te scheiden. Met deze week:","Kaf & KorenWekelijks worden we bedolven onder de nieuwe films, boeken, muziek, festivals, dvds en games. Tijd om het kaf <extra_id_0> scheiden. Met deze week:","Kaf & KorenWekelijks worden we bedolven onder de nieuwe films, boeken, muziek, festivals, dvds en games. Tijd om het kaf te scheiden. Met deze week:",['van het koren te'],['te'],4,8,[0.875],0.88
seq93-0,large,Neuropsycholoog Chantal van der Leest bekijkt onze gedragingen op de werkvloer: wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:,Neuropsycholoog Chantal van der Leest bekijkt onze gedragingen <extra_id_0> wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:,"Neuropsycholoog Chantal van der Leest bekijkt onze gedragingen Vandaag: Wat, wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:",['op de werkvloer:'],"['Vandaag: Wat,']",3,8,[0.9375],0.94
seq94-0,large,"In de rubriek Jan en alleman maken bekende en onbekende Hagenaars zich op voor de komst van de nieuwe burgemeester Jan van Zanen, die op 1 juli zijn werk begint. Vandaag","In de rubriek Jan en alleman maken bekende en onbekende Hagenaars zich <extra_id_0> van de nieuwe burgemeester Jan van Zanen, die op 1 juli zijn werk begint. Vandaag","In de rubriek Jan en alleman maken bekende en onbekende Hagenaars zich de werk van de nieuwe burgemeester Jan van Zanen, die op 1 juli zijn werk begint. Vandaag",['op voor de komst'],['de werk'],5,8,[0.8125],0.81
seq95-0,large,Er komt geen extra onderzoek in de strafzaak tegen Geert Wilders rond zijn minder-Marokkanenuitspraken. Dat heeft het gerechtshof vanmorgen besloten. Daarmee komt er na zes jaar een einde aan de zaak. De PVV-leider kreeg het laatste woord.,Er komt geen extra <extra_id_0> strafzaak tegen Geert Wilders rond zijn <extra_id_1> het gerechtshof vanmorgen besloten. Daarmee komt er na zes jaar een einde aan de zaak. De PVV-leider kreeg het laatste woord.,Er komt geen extra aan de strafzaak tegen Geert Wilders rond zijn omgeving en het gerechtshof vanmorgen besloten. Daarmee komt er na zes jaar een einde aan de zaak. De PVV-leider kreeg het laatste woord.,"['onderzoek in de', 'minder-Marokkanenuitspraken. Dat heeft']","['aan de', 'omgeving en']",6,8,"[0.7333333333333333, 0.8421052631578947]",0.79
seq96-0,large,"Officieel is de transfermarkt in Nederland pas vanaf 1 juni open, maar veel clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs bij.",Officieel is de transfermarkt in Nederland pas vanaf 1 <extra_id_0> clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs bij.,"Officieel is de transfermarkt in Nederland pas vanaf 1 april, maar de clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs bij.","['juni open', 'maar veel']","['april, maar de']",5,8,[0.8571428571428571],0.86
seq97-0,large,Journaliste Lisanne van Sadelhoff schrijft elke vrijdag over haar leven in de stad Utrecht. Dit keer over,Journaliste Lisanne van Sadelhoff <extra_id_0> over haar leven in de stad Utrecht. Dit keer over,Journaliste Lisanne van Sadelhoff komt over haar leven in de stad Utrecht. Dit keer over,['schrijft elke vrijdag'],['komt'],3,8,[0.9523809523809523],0.95
seq98-0,large,"Het Zeeuwse nieuws van vandaag gemist? Geen probleem, wij zetten de belangrijkste onderwerpen nog even voor je op een rij. Dit was het nieuws van","Het Zeeuwse nieuws van vandaag gemist? Geen probleem, wij zetten de <extra_id_0> voor je op een rij. Dit was het nieuws van","Het Zeeuwse nieuws van vandaag gemist? Geen probleem, wij zetten de ze voor je op een rij. Dit was het nieuws van",['belangrijkste onderwerpen nog even'],['ze'],4,8,[0.9705882352941176],0.97
seq99-0,large,"In de interviewserie Vissen met Jan, praat verslaggever Jan Hoedeman elke week met een politicus over het leven en de politiek.","In <extra_id_0> met Jan, praat verslaggever Jan Hoedeman elke week met een politicus over het leven en de politiek.","In deze week met Jan, praat verslaggever Jan Hoedeman elke week met een politicus over het leven en de politiek.",['de interviewserie Vissen'],['deze week'],3,8,[0.75],0.75
seq100-0,large,"Het aantal coronabesmettingen in Nederland blijft maar stijgen. De afgelopen 24 uur telde het RIVM 601 nieuwe coronabesmettingen. Dat is een forse stijging ten opzichte van gisteren, toen het aantal positieve tests op 426 uitkwam.","Het aantal coronabesmettingen in Nederland blijft maar stijgen. De afgelopen 24 uur telde het RIVM 601 nieuwe coronabesmettingen. Dat is een forse stijging ten opzichte van gisteren, toen het aantal positieve <extra_id_0>","Het aantal coronabesmettingen in Nederland blijft maar stijgen. De afgelopen 24 uur telde het RIVM 601 nieuwe coronabesmettingen. Dat is een forse stijging ten opzichte van gisteren, toen het aantal positieve gisteren worden.",['tests op 426 uitkwam.'],['worden.'],5,8,[0.9047619047619048],0.9
seq101-0,large,Toen & NuElke week zet Paula Swieringa twee fotos naast elkaar: een van lang geleden en een recente foto. Wat is er in de tussentijd veranderd? Deze week: de,Toen & NuElke week zet Paula Swieringa twee fotos naast elkaar: een van lang geleden en een recente foto. Wat is er in de tussentijd <extra_id_0>,Toen & NuElke week zet Paula Swieringa twee fotos naast elkaar: een van lang geleden en een recente foto. Wat is er in de tussentijd,['veranderd? Deze week: de'],[''],4,8,[1.0],1.0
seq102-0,large,"Onze voetbalexpert Maarten Wijffels verkeert als jeugdspeler en journalist al bijna een leven lang in het Nederlandse profvoetbal. In Kijk op voetbal signaleert hij de laatste trends, ontwikkelingen en andere opmerkelijke zaken op de velden van wereldsport nummer 1. Vandaag:","Onze voetbalexpert Maarten <extra_id_0> jeugdspeler en journalist al bijna een leven lang in het Nederlandse profvoetbal. In Kijk op voetbal signaleert hij de laatste trends, ontwikkelingen <extra_id_1> zaken op de velden van wereldsport nummer 1. Vandaag:","Onze voetbalexpert Maarten van der Merwe is jeugdspeler en journalist al bijna een leven lang in het Nederlandse profvoetbal. In Kijk op voetbal signaleert hij de laatste trends, ontwikkelingen en zaken op de velden van wereldsport nummer 1. Vandaag:","['Wijffels verkeert als', 'en andere opmerkelijke']","['van der Merwe is', 'en']",6,8,"[0.6666666666666666, 0.9090909090909091]",0.79
seq103-0,large,". Om reacties te plaatsen en te bekijken, is Javascript nodig. Momenteel staat dit in je browser uitgeschakeld. Schakel Javascript in om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice",". Om reacties te plaatsen en te bekijken, <extra_id_0> Momenteel staat dit in je browser uitgeschakeld. Schakel <extra_id_1> een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice",". Om reacties te plaatsen en te bekijken, meld je reacties. Momenteel staat dit in je browser uitgeschakeld. Schakel je reacties om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice","['is Javascript nodig.', 'Javascript in om']","['meld je reacties.', 'je reacties om']",6,8,"[0.9, 0.75]",0.82
seq104-0,large,Sandra Phlippen is hoofd Nederland bij het economisch bureau van ABN Amro en universitair docent aan de Erasmus School of Economics.,Sandra Phlippen is hoofd Nederland <extra_id_0> bureau van ABN Amro en universitair docent aan de Erasmus School of Economics.,Sandra Phlippen is hoofd Nederland se bureau van ABN Amro en universitair docent aan de Erasmus School of Economics.,['bij het economisch'],['se'],3,8,[0.9444444444444444],0.94
seq105-0,large,"Wekelijks portretteren we iemand met een opmerkelijke passie, die verder gaat dan het traditionele postzegels verzamelen. Vandaag:","Wekelijks portretteren we iemand <extra_id_0> passie, die verder gaat dan het traditionele postzegels verzamelen. Vandaag:","Wekelijks portretteren we iemand een passie, die verder gaat dan het traditionele postzegels verzamelen. Vandaag:",['met een opmerkelijke'],['een'],3,8,[0.85],0.85
seq106-0,large,vele duizenden uren op internet aan het maken van een eigen evangelie. De inmiddels wereldberoemde,vele duizenden uren <extra_id_0> aan het maken van een eigen evangelie. De inmiddels wereldberoemde,vele duizenden uren en aan het maken van een eigen evangelie. De inmiddels wereldberoemde,['op internet'],['en'],2,8,[0.8181818181818182],0.82
seq107-0,large,"<a href=""https://twitter.com/hashtag/rtl7darts?src=hash&amp;ref_src=twsrc%5Etfw"">#rtl7darts</a> <a href=""https://twitter.com/hashtag/darts?src=hash&amp;ref_src=twsrc%5Etfw"">#darts</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/rtl7darts?src=hash&amp;ref_src=twsrc%5Etfw"">#rtl7darts</a> <a href=""https://twitter.com/hashtag/darts?src=hash&amp;ref_src=twsrc%5Etfw"">#darts</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/rtl7darts?src=hash&amp;ref_src=twsrc%5Etfw"">#rtl7darts</a> <a href=""https://twitter.com/hashtag/darts?src=hash&amp;ref_src=twsrc%5Etfw"">#darts</a> <a href=""https://t.co/",[''],[],1,8,[],
seq108-0,large,"t. Gewoon in je eigen woonplaats gemaakt of misschien wel op honderden kilometers afstand. De grappigste, zonnigste of bijzonderste zomerfotos verschijnen in de krant. Alle inzenders maken kans op een mooie prijs.","t. Gewoon in je eigen woonplaats gemaakt of misschien wel op honderden kilometers afstand. De grappigste, zonnigste of bijzonderste zomerfotos verschijnen in de krant. Alle inzenders maken kans <extra_id_0>","t. Gewoon in je eigen woonplaats gemaakt of misschien wel op honderden kilometers afstand. De grappigste, zonnigste of bijzonderste zomerfotos verschijnen in de krant. Alle inzenders maken kans en voor.",['op een mooie prijs.'],['voor.'],5,8,[0.7894736842105263],0.79
seq109-0,large,; Iedere week beschouwt verslaggever Maarten Venderbosch het nieuws van de voorbije dagen vanuit een persoonlijke blik. Vandaag:,; Iedere week beschouwt verslaggever Maarten Venderbosch het <extra_id_0> voorbije dagen vanuit een persoonlijke blik. Vandaag:,; Iedere week beschouwt verslaggever Maarten Venderbosch het eerste voorbije dagen vanuit een persoonlijke blik. Vandaag:,['nieuws van de'],['eerste'],3,8,[0.7692307692307693],0.77
seq110-0,large,"Advocaat Peter Schouten en misdaadverslaggever Peter R. de Vries staan klaar om kroongetuige Nabil B. bij te staan. Dat hebben zij vanmiddag bekendgemaakt tijdens een persconferentie. Nabil B., die getuigt tegen de liquidatiebende van Ridouan Taghi, zit op dit moment zonder juridische bijstand. Het OM verzet zich tegen de rol die De Vries wil spelen.","Advocaat Peter Schouten en misdaadverslaggever Peter R. de Vries staan klaar om kroongetuige Nabil B. bij te staan. Dat hebben zij vanmiddag bekendgemaakt tijdens een persconferentie. Nabil <extra_id_0> de liquidatiebende van Ridouan Taghi, zit op dit moment zonder juridische bijstand. Het OM verzet zich tegen de <extra_id_1> wil spelen.","Advocaat Peter Schouten en misdaadverslaggever Peter R. de Vries staan klaar om kroongetuige Nabil B. bij te staan. Dat hebben zij vanmiddag bekendgemaakt tijdens een persconferentie. Nabil B., de liquidatiebende van Ridouan Taghi, zit op dit moment zonder juridische bijstand. Het OM verzet zich tegen de rechten die Nabil wil spelen.","['B.', 'die getuigt tegen', 'rol die De Vries']","['B.,', 'rechten die Nabil']",8,8,"[0.3333333333333333, 0.8823529411764706]",0.61
seq111-0,large,Columniste Angela de Jong schrijft vijf keer per week een column over wat haar opvalt op televisie.,Columniste Angela de Jong schrijft <extra_id_0> week een column over wat haar opvalt op televisie.,Columniste Angela de Jong schrijft dan een week een column over wat haar opvalt op televisie.,['vijf keer per'],['dan een'],3,8,[0.7692307692307693],0.77
seq112-0,large,"Terwijl het voetbal in de Europese topcompetities weer volop bezig is, draait de transfergeruchtenmolen als nooit tevoren. In TransferTalk houden we alles bij in binnen- en buitenland, van done deals tot de transfergeruchten.","Terwijl het voetbal in de Europese topcompetities weer volop bezig is, draait de transfergeruchtenmolen als <extra_id_0> houden we alles bij in binnen- en buitenland, van done deals tot de transfergeruchten.","Terwijl het voetbal in de Europese topcompetities weer volop bezig is, draait de transfergeruchtenmolen als een voetbal. Hier houden we alles bij in binnen- en buitenland, van done deals tot de transfergeruchten.",['nooit tevoren. In TransferTalk'],['een voetbal. Hier'],5,8,[0.7666666666666667],0.77
seq113-0,large,"lockquote class=""twitter-tweet"" lang=""nl""><p lang=""nl"" dir=""ltr""><a href=""https://twitter.com/hashtag/","<extra_id_0> class=""twitter-tweet"" lang=""nl""><p lang=""nl"" dir=""ltr""><a href=""https://twitter.com/hashtag/","<unk>p class=""twitter-tweet"" lang=""nl""><p lang=""nl"" dir=""ltr""><a href=""https://twitter.com/hashtag/",['lockquote'],['<unk>p'],1,8,[0.8888888888888888],0.89
seq114-0,large,. Ook vandaag houden we je in ons liveblog op de hoogte van het laatste coronanieuws. Lees hier het vorige liveblog terug.,. Ook vandaag houden we je in ons liveblog op de hoogte van het laatste coronanieuws. <extra_id_0> vorige liveblog terug.,. Ook vandaag houden we je in ons liveblog op de hoogte van het laatste coronanieuws. Klik de vorige liveblog terug.,['Lees hier het'],['Klik de'],3,8,[0.7692307692307693],0.77
seq115-0,large,"Om reacties te plaatsen en te bekijken, is Javascript nodig. Momenteel staat dit in je browser uitgeschakeld. Schakel Javascript in om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice","Om reacties te plaatsen en te bekijken, <extra_id_0> Momenteel staat dit in je browser <extra_id_1> in om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice","Om reacties te plaatsen en te bekijken, meld je in. Momenteel staat dit in je browser Log in om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice","['is Javascript nodig.', 'uitgeschakeld. Schakel Javascript']","['meld je in.', 'Log']",6,8,"[0.85, 0.9696969696969697]",0.91
seq116-0,large,april Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de regio Rivierenland. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de regio Rivierenland. Mist u iets? Tip de redactie: rl.redactie@ad.nl. 0,april Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen <extra_id_0> Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle <extra_id_1> in de regio Rivierenland. Mist u iets? Tip de redactie: rl.redactie@ad.nl. 0,april Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle berichten in de regio Rivierenland. Mist u iets? Tip de redactie: rl.redactie@ad.nl. 0,"['voor de regio Rivierenland.', 'artikelen over het coronavirus']","['', 'berichten']",8,8,"[1.0, 0.8666666666666667]",0.93
seq117-0,large,"<a href=""https://twitter.com/hashtag/AustrianGP?src=hash&ref_src=twsrc%5Etfw"">#AustrianGP</a>  <a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/AustrianGP?src=hash&ref_src=twsrc%5Etfw"">#AustrianGP</a> <a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/AustrianGP?src=hash&ref_src=twsrc%5Etfw"">#AustrianGP</a> <a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/",[''],[],1,8,[],
seq118-0,large,"i In de wekelijkse showrubriek Het Geheim Van... vragen we Nederlandse celebrities een boekje open te doen over hun verslavingen, gekke gewoontes en andere dingen die we nog niet van ze weten. Deze week","i In de wekelijkse showrubriek Het Geheim Van... vragen we Nederlandse <extra_id_0> te doen over hun verslavingen, gekke gewoontes en andere dingen die we nog niet van ze weten. Deze week","i In de wekelijkse showrubriek Het Geheim Van... vragen we Nederlandse kunsten te doen over hun verslavingen, gekke gewoontes en andere dingen die we nog niet van ze weten. Deze week",['celebrities een boekje open'],['kunsten'],5,8,[0.8888888888888888],0.89
seq119-0,large,"Terwijl het voetbal in de Europese topcompetities weer bezig is, draait de transfergeruchtenmolen als nooit tevoren. In TransferTalk houden we alles bij.","<extra_id_0> in de Europese topcompetities weer bezig is, draait de transfergeruchtenmolen als nooit tevoren. In TransferTalk houden we alles bij.","en in de Europese topcompetities weer bezig is, draait de transfergeruchtenmolen als nooit tevoren. In TransferTalk houden we alles bij.",['Terwijl het voetbal'],['en'],3,7,[0.9473684210526315],0.95
seq120-0,large,"en onvoorspelbaar. Zo omschrijft een oudere broer Josef B. (58) met wie hij al tien jaar geen contact meer heeft. De zestiger is allerminst verbaasd over het drama in Ruinerwold. ,,Josef had een zeer sterke overredingskracht, zegt hij tegen deze krant.","en onvoorspelbaar. Zo omschrijft een oudere broer Josef B. (58) met wie <extra_id_0> jaar geen contact meer heeft. De zestiger is allerminst verbaasd over het drama in Ruinerwold. ,,Josef had een zeer sterke <extra_id_1> tegen deze krant.","en onvoorspelbaar. Zo omschrijft een oudere broer Josef B. (58) met wie l het eerste jaar geen contact meer heeft. De zestiger is allerminst verbaasd over het drama in Ruinerwold. ,,Josef had een zeer sterke afkomst tegen deze krant.","['hij al tien', 'overredingskracht', 'zegt hij']","['l het eerste', 'afkomst']",6,7,"[0.8333333333333334, 0.8823529411764706]",0.86
seq121-0,large,"Wat doet een...Wie ons banenlandschap bekijkt, ziet bijzondere functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:","Wat doet een...Wie ons banenlandschap bekijkt, ziet bijzondere functies <extra_id_0> service engineer, een lab <extra_id_1> assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:","Wat doet een...Wie ons banenlandschap bekijkt, ziet bijzondere functies Een service engineer, een lab technician, een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:","['voorbijkomen. Een field', 'technician of een']","['Een', 'technician, een']",6,7,"[0.8695652173913043, 0.17647058823529413]",0.52
seq122-0,large,Het is zomer. Dat betekent dat de redacties van AD De Dordtenaar en AD Rivierenland op zoek gaan naar de leukste en mooiste zomerfotos. Opnieuw kr,Het is zomer. Dat betekent dat de redacties van AD De Dordtenaar en AD Rivierenland op zoek gaan <extra_id_0> mooiste zomerfotos. Opnieuw kr,Het is zomer. Dat betekent dat de redacties van AD De Dordtenaar en AD Rivierenland op zoek gaan op de mooiste zomerfotos. Opnieuw kr,['naar de leukste en'],['op de'],4,7,[0.8333333333333334],0.83
seq123-0,large,"9,3 procent minder dan in 2018, blijkt uit een analyse van politiecijfers van de afgelopen twee jaar door adviesplatform Independer.","9,3 procent minder dan in 2018, blijkt uit een analyse <extra_id_0> de afgelopen twee jaar door adviesplatform Independer.","9,3 procent minder dan in 2018, blijkt uit een analyse van de afgelopen twee jaar door adviesplatform Independer.",['van politiecijfers van'],['van'],3,7,[0.8636363636363636],0.86
seq124-0,large,"De Koninklijke Nederlandse Redding Maatschappij heeft de zoektocht naar een 14-jarig meisje uit Duitsland, dat",De Koninklijke Nederlandse Redding Maatschappij heeft de zoektocht naar een 14-jarig meisje <extra_id_0> dat,De Koninklijke Nederlandse Redding Maatschappij heeft de zoektocht naar een 14-jarig meisje dat,"['uit Duitsland,']",[''],2,7,[1.0],1.0
seq125-0,large,"<a href=""https://twitter.com/hashtag/Wilders?src=hash&amp;ref_src=twsrc%5Etfw"">#Wilders</a> <a href=""https://twitter.com/hashtag/","<a href=""https://twitter.com/hashtag/Wilders?src=hash&amp;ref_src=twsrc%5Etfw"">#Wilders</a> <a href=""https://twitter.com/hashtag/","<a href=""https://twitter.com/hashtag/Wilders?src=hash&amp;ref_src=twsrc%5Etfw"">#Wilders</a> <a href=""https://twitter.com/hashtag/",[''],[],1,7,[],
seq126-0,large,"estuurders van de Metropoolregio Rotterdam/Den Haag, de provincie Zuid-Holland en de gemeente Rotterdam","estuurders van de Metropoolregio Rotterdam/Den Haag, de provincie Zuid-Holland <extra_id_0> gemeente Rotterdam","estuurders van de Metropoolregio Rotterdam/Den Haag, de provincie Zuid-Holland en de gemeente Rotterdam",['en de'],['en de'],2,7,[0.0],0.0
seq127-0,large,Voor de rubriek De Gouden Pollepel bezoekt en beoordeelt het AD Rotterdams Dagblad wekelijks een restaurant in de regio. Deze week:,Voor de rubriek De Gouden Pollepel bezoekt en beoordeelt het AD Rotterdams <extra_id_0> restaurant in de regio. Deze week:,Voor de rubriek De Gouden Pollepel bezoekt en beoordeelt het AD Rotterdams eerste restaurant in de regio. Deze week:,['Dagblad wekelijks een'],['eerste'],3,7,[0.8095238095238095],0.81
seq128-0,large,| Ik heb geleefd | AD.nl Ik heb GeleefdAnnemarie Haverkamp praat met mensen over hun leven en het einde dat nadert.,| Ik heb geleefd <extra_id_0> heb GeleefdAnnemarie Haverkamp praat met mensen over hun leven en het einde dat nadert.,| Ik heb geleefd Ik heb GeleefdAnnemarie Haverkamp praat met mensen over hun leven en het einde dat nadert.,['| AD.nl Ik'],['Ik'],3,7,[0.8],0.8
seq129-0,large,"boerenprotest in Groningen is Arjen Schuiling, een van de bekendste boerenactivisten van Nederland, vandaag betrokken geraakt bij een levensgevaarlijk incident. Schuiling zat als bijrijder in een tractor die diverse hekken omver ramde en bijna een fietser omver reed. De organisator van het Malieveldprotest betuigt spijt. ,,Ik had uit moeten stappen of eerder in moeten grijpen, zegt hij tegen deze nieuwssite.","boerenprotest in Groningen is <extra_id_0> van de bekendste boerenactivisten van Nederland, vandaag betrokken geraakt bij een levensgevaarlijk incident. Schuiling zat als bijrijder in een tractor die diverse hekken omver ramde en bijna een <extra_id_1> De organisator van het <extra_id_2> ,,Ik had uit moeten stappen of eerder in moeten grijpen, zegt hij tegen deze nieuwssite.","boerenprotest in Groningen is een van de bekendste boerenactivisten van Nederland, vandaag betrokken geraakt bij een levensgevaarlijk incident. Schuiling zat als bijrijder in een tractor die diverse hekken omver ramde en bijna een huis. De organisator van het protest heeft ,,Ik had uit moeten stappen of eerder in moeten grijpen, zegt hij tegen deze nieuwssite.","['Arjen Schuiling', 'een', 'fietser omver reed.', 'Malieveldprotest betuigt spijt.']","['een', 'huis.', 'protest heeft']",9,7,"[0.8666666666666667, 1.0, 0.7368421052631579]",0.87
seq130-0,large,De knapste koppen van Nederland vertellen deze zomer over ontwikkelingen in hun vakgebied in de Zomeruniversiteit. Vandaag deel,De <extra_id_0> Nederland vertellen deze zomer over ontwikkelingen in hun vakgebied in de Zomeruniversiteit. Vandaag deel,De Zomeruniversiteit Nederland vertellen deze zomer over ontwikkelingen in hun vakgebied in de Zomeruniversiteit. Vandaag deel,['knapste koppen van'],['Zomeruniversiteit'],3,7,[1.0],1.0
seq131-0,large,"De 44-jarige advocaat Derk Wiersum die vanochtend vlak voor zijn huis in Amsterdam is geliquideerd, is ten minste twee keer onder vuur genomen door een jongen met een hoodie. Dat zegt een buurtbewoner die vlakbij de plaats delict woont.","De 44-jarige advocaat Derk Wiersum <extra_id_0> voor zijn huis in Amsterdam is geliquideerd, is ten minste twee keer onder vuur genomen door een jongen met een hoodie. <extra_id_1> buurtbewoner die vlakbij de plaats delict woont.","De 44-jarige advocaat Derk Wiersum die voor zijn huis in Amsterdam is geliquideerd, is ten minste twee keer onder vuur genomen door een jongen met een hoodie. Het is een buurtbewoner die vlakbij de plaats delict woont.","['die vanochtend vlak', 'Dat zegt een']","['die', 'Het is een']",6,7,"[0.8421052631578947, 0.5]",0.67
seq132-0,large,Angela de Jong is al jaren fan van Boer zoekt Vrouw en schrijft elke week een column over de aflevering van zondagavond.,Angela de Jong is al jaren fan van Boer zoekt Vrouw en schrijft elke week een column <extra_id_0> van zondagavond.,Angela de Jong is al jaren fan van Boer zoekt Vrouw en schrijft elke week een column voor de afgelopen en snel van zondagavond.,['over de aflevering'],['voor de afgelopen en snel'],3,7,[0.56],0.56
seq133-0,large,"i Het Formule 1-seizoen telt dit jaar 21 grands prix, n meer dan vorig jaar, en de starttijden van veel races zijn veranderd. In dit overzicht ziet u precies wanneer u de wekker moet zetten of juist lekker uitgebreid kan lunchen.","i Het Formule 1-seizoen telt <extra_id_0> grands prix, n meer dan vorig jaar, en de starttijden van veel races zijn veranderd. In <extra_id_1> u precies wanneer u de wekker moet zetten of juist lekker uitgebreid kan lunchen.","i Het Formule 1-seizoen telt een hele grond van grands prix, n meer dan vorig jaar, en de starttijden van veel races zijn veranderd. In deze artikel vindt u precies wanneer u de wekker moet zetten of juist lekker uitgebreid kan lunchen.","['dit jaar 21', 'dit overzicht ziet']","['een hele grond van', 'deze artikel vindt']",6,7,"[0.8333333333333334, 0.7222222222222222]",0.78
seq134-0,large,Fotograaf Daniella van Bergen en verslaggever Anouk Mentink lopen wekelijks iemand tegen het lijf. Deze week is dat,Fotograaf Daniella van Bergen en verslaggever Anouk Mentink lopen wekelijks <extra_id_0> lijf. Deze week is dat,Fotograaf Daniella van Bergen en verslaggever Anouk Mentink lopen wekelijks een lijf. Deze week is dat,['iemand tegen het'],['een'],3,7,[0.8125],0.81
