Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig <extra_id_0> Taliban vrouwenrechten drastisch beperkten. Vermindering <extra_id_1> hulp zal dezelfde <extra_id_2> we hopen te steunen alleen maar meer laten lijden.,"['hulp omdat de', 'van de internationale', 'Afghaanse vrouwen die']",9,25.0,1
"Een jong meisje werd door drie jongens meegenomen naar een huis en daar de hele nacht misbruikt. Maar het beeld van deze zaak, die eerst helder leek, begon te kantelen toen de politie de telefoons doorzocht.","Een jong <extra_id_0> drie jongens meegenomen naar <extra_id_1> daar de hele <extra_id_2> het beeld van deze zaak, die eerst helder leek, begon te kantelen toen de politie de telefoons doorzocht.","['meisje werd door', 'een huis en', 'nacht misbruikt. Maar']",9,25.0,1
"Het rioolwater van huishoudens en bedrijven is een complexe cocktail van medicijnresten, cosmetische producten en chemische stoffen. Zuiveringsinstallaties krijgen het moeilijk weer schoon. Daarom moet het systeem op de schop, vindt de Europese Unie.","<extra_id_0> huishoudens en bedrijven is een complexe cocktail van medicijnresten, cosmetische producten en chemische <extra_id_1> het moeilijk weer schoon. <extra_id_2> het systeem op de schop, vindt de Europese Unie.","['Het rioolwater van', 'stoffen. Zuiveringsinstallaties krijgen', 'Daarom moet']",8,25.0,1
Een wetsvoorstel moet gegevensuitwisselingen tussen de overheidsdiensten en onder meer banken legaliseren. Tegenstanders van het voorstel vrezen een herhaling van de Toeslagenaffaire. Dinsdag buigt de Eerste Kamer zich erover.,Een wetsvoorstel moet gegevensuitwisselingen tussen de overheidsdiensten en onder meer banken legaliseren. Tegenstanders van het voorstel vrezen een <extra_id_0> Dinsdag buigt de <extra_id_1> erover.,"['herhaling van de Toeslagenaffaire.', 'Eerste Kamer zich']",7,25.0,1
"Voor het eerst in de geschiedenis is er tijdens het aardbeienfeest geen koningin, maar een koning. Hein Gommers (22) is de trotse koning tijdens de veertigste editie van het aardbeienfeest in Zundert. ,,Ik heb het altijd heel leuk gevonden.","Voor <extra_id_0> de geschiedenis is er tijdens het aardbeienfeest geen <extra_id_1> Hein Gommers (22) is de trotse koning tijdens de veertigste editie van het <extra_id_2> ,,Ik heb het altijd heel leuk gevonden.","['het eerst in', 'koningin, maar een koning.', 'aardbeienfeest in Zundert.']",10,25.0,1
Ook op studie- en schoolboeken gaat de btw omhoog. Scholen en universiteiten reageren teleurgesteld,Ook op studie- <extra_id_0> btw omhoog. Scholen en universiteiten reageren teleurgesteld,['en schoolboeken gaat de'],4,25.0,1
"Als het aan Componist des Vaderlands Anne-Maartje Lemereis ligt, wordt muziekonderwijs toegankelijk voor elk kind in Nederland: Onderwijs in muziek kan een kind creatiever, slimmer en gelukkiger maken.","Als het aan Componist des Vaderlands Anne-Maartje Lemereis ligt, wordt <extra_id_0> elk kind in Nederland: Onderwijs in <extra_id_1> creatiever, slimmer en gelukkiger maken.","['muziekonderwijs toegankelijk voor', 'muziek kan een kind']",7,25.0,1
"Lieke Martens kon met een overwinning afscheid van het thuispubliek. Maar ze laat een kwetsbaar team achter, waarvan niemand vooralsnog kan inschatten waartoe het in staat is.","Lieke <extra_id_0> overwinning afscheid van het thuispubliek. Maar ze laat een kwetsbaar team achter, waarvan niemand vooralsnog kan inschatten waartoe <extra_id_1> is.","['Martens kon met een', 'het in staat']",7,25.0,1
Planbureau voor de Leefomgeving Het PBL roept provincies en Rijk op meer samen te werken om het nieuwe nationaal omgevingsbeleid van de grond te krijgen. En daarnaast schiet de uitvoeringscapaciteit enorm tekort.,Planbureau voor de Leefomgeving Het PBL roept provincies en Rijk op meer samen te werken om het nieuwe nationaal omgevingsbeleid <extra_id_0> te krijgen. <extra_id_1> schiet <extra_id_2> tekort.,"['van de grond', 'En daarnaast', 'de uitvoeringscapaciteit enorm']",8,25.0,1
"Door middel van misleiding kunnen legers zich groter maken dan ze zijn. Het concept was bij het Westen wat uit de gratie geraakt, maar is door de oorlog in Oekrane weer terug.","Door middel van misleiding kunnen <extra_id_0> groter maken dan ze zijn. Het concept was bij het Westen wat <extra_id_1> geraakt, maar <extra_id_2> oorlog in Oekrane weer terug.","['legers zich', 'uit de gratie', 'is door de']",8,25.0,1
"India zucht onder de extreme hitte. Maar klimaatverandering was nauwelijks een thema bij de verkiezingen, waarvan dinsdag de uitslag wordt verwacht.","India zucht onder de extreme hitte. Maar klimaatverandering was nauwelijks <extra_id_0> bij de verkiezingen, waarvan <extra_id_1> wordt verwacht.","['een thema', 'dinsdag de uitslag']",5,25.0,1
Musicalactrice Bettina Holwerda moest leren dat afzeggen niet zwak is en overstemt het geadem van haar man met het gezoem van een ventilator.,Musicalactrice Bettina <extra_id_0> dat afzeggen niet zwak is en overstemt <extra_id_1> haar man met het gezoem van een ventilator.,"['Holwerda moest leren', 'het geadem van']",6,25.0,1
"De kandidaat van regeringspartij Morena kan, op basis van de eerste resultaten, rekenen op zon 60 procent van de stemmen. Sheinbaum lijkt daarmee de eerste vrouwelijke president van Mexico te worden.","De kandidaat van regeringspartij Morena kan, op basis van de eerste resultaten, rekenen op zon 60 <extra_id_0> stemmen. Sheinbaum lijkt daarmee de eerste <extra_id_1> van <extra_id_2>","['procent van de', 'vrouwelijke president', 'Mexico te worden.']",8,25.0,1
"NS-personeel krijgt steeds vaker met scheldpartijen en geweld te maken. Vooral reizigers zonder-zonder (geen kaartje, geen ID) zijn berucht. Na de recente mishandeling van een conducteur staat het ov zaterdag drie minuten stil.","NS-personeel krijgt steeds vaker met scheldpartijen en geweld te maken. Vooral reizigers zonder-zonder (geen kaartje, geen ID) zijn berucht. <extra_id_0> mishandeling van een <extra_id_1> het ov zaterdag <extra_id_2>","['Na de recente', 'conducteur staat', 'drie minuten stil.']",8,25.0,1
Vier grote zonnepanelenbedrijven van Booking.com-miljonair Kees Koolen zijn failliet. Dat heeft grote gevolgen voor duizenden klanten. Hoe heeft dit kunnen gebeuren?,Vier grote zonnepanelenbedrijven van Booking.com-miljonair Kees Koolen zijn failliet. Dat <extra_id_0> gevolgen voor duizenden klanten. Hoe <extra_id_1> gebeuren?,"['heeft grote', 'heeft dit kunnen']",5,25.0,1
"Uit vrees voor escalatie verbood Washington Kyiv de inzet van zijn wapens tegen doelen in Rusland. Nu krijgt het de vrije hand, althans in de belegerde regio rond de stad Charkiv.","Uit vrees voor escalatie verbood Washington Kyiv de inzet van zijn wapens tegen <extra_id_0> Nu krijgt het de vrije hand, <extra_id_1> de <extra_id_2> de stad Charkiv.","['doelen in Rusland.', 'althans in', 'belegerde regio rond']",8,25.0,1
"Met eenderde van het aantal lidstaten en eenvijfde deel van het electoraat, oefenen de Centraal- en Oost-Europese lidstaten een aanmerkelijke invloed uit op de uitkomst van de Europese verkiezingen.","Met eenderde van het aantal <extra_id_0> van het electoraat, oefenen <extra_id_1> Oost-Europese lidstaten een aanmerkelijke invloed uit op de uitkomst van de Europese verkiezingen.","['lidstaten en eenvijfde deel', 'de Centraal- en']",7,25.0,1
Het Belgische cordon sanitaire staat al meer dan dertig jaar als een huis. Is dat bij de komende verkiezingen  de extreem-rechtse partij Vlaams Belang is grootste in de peilingen  nog wel vol te houden? Ze halen hun neus op voor de wens van het volk.,Het Belgische cordon sanitaire staat al meer dan dertig jaar als een huis. Is dat <extra_id_0> verkiezingen de extreem-rechtse partij Vlaams Belang is grootste in <extra_id_1> nog wel vol te houden? Ze halen hun <extra_id_2> de wens <extra_id_3>,"['bij de komende', 'de peilingen', 'neus op voor', 'van het volk.']",11,25.0,1
Amsterdammers mogen donderdag behalve voor het Europees Parlement ook stemmen over groen in hun stad.,Amsterdammers mogen donderdag behalve voor <extra_id_0> stemmen over groen in hun stad.,['het Europees Parlement ook'],4,25.0,1
Shona Shukrula is voorbestemd om de eerste vrouwelijke scheidsrechter in het betaald mannenvoetbal te worden. Ze deelt die ambitie met de KNVB en vindt het heel mooi om uithangbord te zijn.,Shona Shukrula is voorbestemd <extra_id_0> vrouwelijke scheidsrechter <extra_id_1> mannenvoetbal <extra_id_2> Ze deelt die ambitie met de KNVB en vindt het heel mooi om uithangbord te zijn.,"['om de eerste', 'in het betaald', 'te worden.']",8,25.0,1
"De Poolse titelverdediger Iga Swiatek wint voor de derde keer op een rij Roland Garros. Voor de 23-jarige Swiatek, vooraf de grote favoriete voor de eindzege, is het haar vijfde grandslamtitel.",De Poolse titelverdediger Iga Swiatek wint voor de derde keer op een rij Roland Garros. Voor de <extra_id_0> de grote favoriete <extra_id_1> is het haar <extra_id_2>,"['23-jarige Swiatek, vooraf', 'voor de eindzege,', 'vijfde grandslamtitel.']",8,25.0,1
"Armoedebestrijding loopt vaak stuk op verkeerde aannames van mensen met geld, zegt Tim S Jongers, zelf opgegroeid in armoede.","Armoedebestrijding <extra_id_0> stuk op verkeerde aannames van mensen met geld, zegt Tim S Jongers, <extra_id_1> armoede.","['loopt vaak', 'zelf opgegroeid in']",5,25.0,1
"De voetbalwereld rolde over haar heen en ze kreeg doodsbedreigingen, toen ze zich uitliet over de situatie bij Ajax. Toch zet psycholoog Annemieke Griffin-Zijerveld haar werk in de sport voort. Ook tijdens het EK zal ze individuele profs begeleiden, onder wie spelers van Oranje.","De voetbalwereld rolde over haar heen en ze kreeg doodsbedreigingen, toen ze zich uitliet over de <extra_id_0> Toch zet psycholoog Annemieke Griffin-Zijerveld haar werk in <extra_id_1> voort. Ook tijdens het EK <extra_id_2> profs begeleiden, <extra_id_3> van Oranje.","['situatie bij Ajax.', 'de sport', 'zal ze individuele', 'onder wie spelers']",11,25.0,1
"Musicalactrice Bettina Holwerda moest leren dat afzeggen niet zwak is en overstemt het geadem van haar man met het gezoem van een ventilator. Ik heb misofonie, ben heel gevoelig voor geluid. In de Mezza-rubriek Hemd van het Lijf vertellen BNrs over hun gezondheid.","Musicalactrice Bettina Holwerda moest leren dat afzeggen niet zwak is en overstemt het geadem van haar man met het gezoem <extra_id_0> Ik heb misofonie, ben heel <extra_id_1> In de Mezza-rubriek Hemd van <extra_id_2> BNrs over <extra_id_3>","['van een ventilator.', 'gevoelig voor geluid.', 'het Lijf vertellen', 'hun gezondheid.']",11,25.0,1
"Huisfeestje, de samenwerking tussen Roxy Dekker en jongensgroep Bankzitters, is anderhalve dag na lancering al een hit op de streamingdiensten. Op Spotify kwam het nummer zelfs dicht bij een record.","Huisfeestje, de samenwerking tussen Roxy Dekker en jongensgroep Bankzitters, is anderhalve dag na lancering al een hit op de <extra_id_0> Spotify kwam <extra_id_1> dicht <extra_id_2>","['streamingdiensten. Op', 'het nummer zelfs', 'bij een record.']",8,25.0,1
Shona Shukrula is voorbestemd om de eerste vrouwelijke scheidsrechter in het betaald mannenvoetbal te worden. Ze deelt die ambitie met de KNVB en vindt het heel mooi om uithangbord te zijn.,Shona Shukrula is voorbestemd om de eerste vrouwelijke scheidsrechter in het <extra_id_0> worden. Ze deelt die <extra_id_1> KNVB en vindt het heel mooi om <extra_id_2> zijn.,"['betaald mannenvoetbal te', 'ambitie met de', 'uithangbord te']",8,25.0,1
"De Amsterdamse burgemeester Halsema wilde in gesprek met pro-Palestijnse demonstranten, die dat aangrepen als een nieuwe kans om te demonsteren. Halsema prees hun engagement: Het ontroert me dat de studenten zo betrokken zijn bij internationale politiek.","De Amsterdamse burgemeester Halsema wilde in gesprek met pro-Palestijnse demonstranten, die dat aangrepen als een nieuwe kans om te demonsteren. Halsema <extra_id_0> Het ontroert me <extra_id_1> zo betrokken <extra_id_2> politiek.","['prees hun engagement:', 'dat de studenten', 'zijn bij internationale']",9,25.0,1
"Een kaalslag dreigt onder installateurs van zonnepanelen in Nederland. Niet alleen zijn de energieprijzen gezakt, ook de lucratieve salderingsregeling heeft haar langste tijd gehad. Wat blijft er over van de stralende toekomst van zonne-energie in Nederland?","Een kaalslag dreigt onder installateurs van zonnepanelen in Nederland. Niet alleen zijn de energieprijzen gezakt, ook de lucratieve salderingsregeling heeft haar langste <extra_id_0> blijft er over <extra_id_1> toekomst <extra_id_2> Nederland?","['tijd gehad. Wat', 'van de stralende', 'van zonne-energie in']",9,25.0,1
Na uit de hand gelopen protesten werd de campus van de Universiteit van Amsterdam voor twee dagen ten dele gesloten. Nu lijkt de rust terug te keren. Met de tentamens voor de deur hopen studenten en docenten rustig aan de bak te kunnen.,Na uit de hand gelopen protesten werd de campus van de Universiteit van Amsterdam voor twee dagen ten dele gesloten. Nu lijkt <extra_id_0> terug te keren. Met de <extra_id_1> deur hopen <extra_id_2> rustig <extra_id_3> te kunnen.,"['de rust', 'tentamens voor de', 'studenten en docenten', 'aan de bak']",11,25.0,1
Is dit fascisme? Het is de vraag die telkens terugkomt. Baudets opmerking over homeopathische verdunning: is dit fascisme? De bestorming van het Capitool: is dit fascisme? Poetins strijd tegen -lhbti-activisten: is dit fascisme?,Is dit fascisme? Het is de vraag <extra_id_0> terugkomt. Baudets opmerking over homeopathische verdunning: <extra_id_1> De bestorming van het Capitool: is dit <extra_id_2> tegen -lhbti-activisten: is dit fascisme?,"['die telkens', 'is dit fascisme?', 'fascisme? Poetins strijd']",8,25.0,1
"De rectores magnifici van vijftien Nederlandse universiteiten schrijven de banden met Isralische universiteiten niet te willen verbreken. Op die manier kan de dialoog met de partners in Isral beter gevoerd worden, ook als dat schuurt met onze en andermans diepste overtuiging, schrijven ze in een open brief.","De rectores magnifici van vijftien Nederlandse universiteiten schrijven de banden met Isralische universiteiten <extra_id_0> verbreken. Op die manier kan de dialoog met de partners in <extra_id_1> worden, ook als dat <extra_id_2> en andermans diepste <extra_id_3> in een open brief.","['niet te willen', 'Isral beter gevoerd', 'schuurt met onze', 'overtuiging, schrijven ze']",12,25.0,1
"Met AI Overview, een nieuwe manier van Google om te zoeken, zouden consumenten kwalitatief hoogwaardige antwoorden op hun vragen moeten krijgen. Maar de zoekmachine blijkt soms verbijsterende blunders te maken.","Met AI Overview, een nieuwe manier van Google om te zoeken, zouden consumenten kwalitatief <extra_id_0> hun vragen <extra_id_1> Maar de zoekmachine blijkt <extra_id_2> te maken.","['hoogwaardige antwoorden op', 'moeten krijgen.', 'soms verbijsterende blunders']",8,25.0,1
"Zelden won een renner een van de drie grote rondes met zo veel overmacht als Tadej Pogacar de Giro dItalia van 2024. Dat is grotendeels zijn verdienste, maar de Sloveen trof ook tegenstanders die al in de tweede etappe het hoofd in de schoot legden.","Zelden won <extra_id_0> van de drie grote rondes met zo veel overmacht als Tadej Pogacar <extra_id_1> van 2024. Dat is grotendeels zijn verdienste, <extra_id_2> trof ook tegenstanders die al <extra_id_3> tweede etappe het hoofd in de schoot legden.","['een renner een', 'de Giro dItalia', 'maar de Sloveen', 'in de']",11,25.0,1
De van televisie bekende Henritte Momma is eind vorige maand op 90-jarige leeftijd overleden. Miljoenen Nederlanders leerden haar de afgelopen jaren kennen als de liefdevolle en zorgzame moeder van de autistische kunstenaar Kees Momma.,De van televisie bekende Henritte Momma is eind vorige maand <extra_id_0> leeftijd overleden. Miljoenen Nederlanders leerden haar de afgelopen jaren kennen als de liefdevolle en <extra_id_1> de autistische <extra_id_2>,"['op 90-jarige', 'zorgzame moeder van', 'kunstenaar Kees Momma.']",8,25.0,1
"De laatste verkeerstuin van Nederland in zijn soort dreigt te verdwijnen nu de gemeente Utrecht de subsidie stopzet. Eeuwig zonde, vinden de vrijwilligers.","De laatste verkeerstuin van Nederland in zijn <extra_id_0> verdwijnen nu <extra_id_1> de subsidie stopzet. Eeuwig zonde, vinden de vrijwilligers.","['soort dreigt te', 'de gemeente Utrecht']",6,25.0,1
"Nog nooit kregen zo weinig babys borstvoeding. Er wordt te weinig ruimte voor gegeven, zeggen jonge moeders in Lelystad.",Nog nooit kregen zo weinig babys borstvoeding. Er wordt te weinig ruimte voor <extra_id_0> jonge <extra_id_1>,"['gegeven, zeggen', 'moeders in Lelystad.']",5,25.0,1
"Londen is onvoldoende voorbereid op de gevolgen van klimaatverandering. Zo moet de waterkering Thames Barrier, die veel meer gebruikt wordt dan gedacht, eerder worden vervangen.","Londen is onvoldoende voorbereid op de gevolgen van klimaatverandering. Zo moet <extra_id_0> Barrier, <extra_id_1> gebruikt wordt dan gedacht, eerder worden vervangen.","['de waterkering Thames', 'die veel meer']",6,25.0,1
