text,text_count
"De Chinese geheime dienst is betrokken bij het hacken van overheidsinstanties en bedrijven in Nederland. APT10, een hackersgroep gelinkt aan het Chinese ministerie voor Staatsveiligheid, wordt verantwoordelijk gehouden voor vele hackpogingen in een aantal westerse landen, waaronder Nederland.",7
"De Rotterdamse ‘trouwstoetmepper’. Shahid B. (26) moet anderhalf jaar de cel in, waarvan een half jaar voorwaardelijk voor de poging tot zware mishandeling van politieman Ge",7
In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken én delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,7
"Zieke mensen die bewusteloos op straat liggen, een ongeziene chaos in ziekenhuizen, hulpverleners in beschermende pakken die handen tekortkomen: de beelden die op sociale media circuleren van de toestand in de Chinese miljoenenstad Wuhan zijn zeer verontrustend. Het coronavirus heeft al 41 doden geëist, meer dan 1300 mensen zijn besmet geraakt.",7
". De leider van Forum voor Democratie heeft volgens critici de schijn tegen, mede door zijn flirts met extreemrechtse theorieën.",7
Elk weekeinde bruist het van grote en kleine evenementen in stad en regio. In de rubriek ‘Het was fantastisch!’ bezoeken we een van deze activiteiten. Deze,7
Voor de rubriek Mijn Allessie gaan verslaggever Anouk Mentink en fotograaf Daniella van Bergen langs bij bekende mensen en hun partner. Deze keer:,7
"Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat - wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrity's. Dit artikel wordt gedurende de dag vernieuwd. 1",7
Een van de vermoedelijke moordmakelaars van Ridouan Taghi werkte aan een televisieprogramma voor RTL/Videoland,7
ochtend overleden na een frontale botsing met een RET-bus aan de Vondelingenweg in Rotterdam-Pernis. De,7
t vandaag voor de rechter voor onder meer het aanraden van vrouwenbesnijdenis. In Nederland is dat strafbaar. De Hagenaar (32) wordt door het Openbaar Ministerie vervolgd voor opruiing en aanzetten tot geweld tegen vrouwen.,7
In iedere Rotterdammer schuilt een uniek relaas. Wekelijks tekent verslaggever Marcel Wijnstekers zo’n levensverhaal op.,7
"<a href=""https://twitter.com/hashtag/burgemeesterundercover?src=hash&amp;ref_src=twsrc%5Etfw"">#burgemeesterundercover</a>",7
"<a href=""https://twitter.com/hashtag/Feyenoord?src=hash&amp;ref_src=twsrc%5Etfw"">#Feyenoord</a> <a href=""https://t.co/",7
Mag dat?Wat vertel je wel of niet aan je baas? Wat zijn je rechten als werknemer? Hoe los je lastige kwesties het beste op? In deze rubriek wekelijks advies bij dilemma's op de werkvloer. Aflevering,7
"Nynke de Jong, Hanneke Hendrix en Alex van der Hulst schrijven per toerbeurt over zaken die het leven van jonge ouders gemakkelijker moeten maken. Hanneke",7
"l. Maar omdat er wel gegeten moet worden, doen we deze weken een beroep op keukens met bezorgservice.",7
"Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat: wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrities. Dit artikel wordt gedurende de dag vernieuwd.",7
In de rubriek Hoe is het nu met? zoeken we mensen op die een rol speelden in het nieuws van een of meerdere jaren geleden. Hoe gaat het nu met ze? Vandaag:,7
e. Een auto was via de middenberm op de verkeerde weghelft terechtgekomen en botste daar op tegemoetkomend verkeer. Aanvankelijk leek het erop dat er sprake was van een spookrijder.,7
"Tijdens de zomer is er overal in Zeeland van alles te doen, zien en beleven. Wij zetten elke dag een aantal tips voor je op een rij, met dank aan VVV Zeeland.",7
"Hoewel de sport steeds meer wordt opgestart, houdt het coronavirus een ijzeren greep op de sportwereld. In dit liveblog houden we al het nieuws gedurende dag bij.",7
Het is minister Sander Dekker een doorn in het oog dat veroordeelden zoals Volkert van der Graaf gemakkelijk onder voorwaarden vrij kunnen komen. Daarmee reageert hij op het nieuws dat Volkert niet is geëmigreerd en ook geen plannen lijkt te hebben.,7
"De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand én het programma van de belangrijkste oefeninterlands. 17:",7
"<a href=""https://twitter.com/hashtag/OnzeJacht?src=hash&amp;ref_src=twsrc%5Etfw"">#OnzeJacht</a> <a href=""https://t",7
chter de schermenHoofdredacteur Paul van den Bosch beschrijft elke week waar de AD-redacties mee bezig zijn.,7
De transferperiode in Europa is alweer een dikke week geopend. Mis de komende maanden niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,7
"In de maand januari maken we een Frisse Start. Hierbij willen we bewuster eten, maar vooral blijven genieten. Test je kennis over voeding door onze Frisse Start-quizvragen te beantwoorden. Vandaag:",7
"twee weken opent de winterse transferperiode, maar al ver voor 1 januari is het spel op de wagen. Mis in onze dagelijkse rubriek TransferTalk tot en met de laatste dag van januari niets van alle geruchten en voltooide transfers.",7
"à la maison!”, zegt hij. Ook wordt Nederlanders die per vliegtuig aankomen vanuit de Verenigde Staten gevraagd om vanaf nu twee weken in thuisquarantaine te gaan.",7
In de rubriek Hoe is het nu met? zoeken we mensen op die een rol speelden in het nieuws van een of meerdere jaren geleden. Hoe gaat het nu met ze? Vandaag:,7
Columniste en journaliste Marieke Dubbelman schrijft op maandag en zaterdag over zaken in Utrecht of de regio die haar zijn opgevallen. Dit keer over,7
"Ons panel van deskundigen beantwoordt al je persoonlijke vragen. Over lijf en leden, hart en ziel. Ook een vraag? Mail naar zo@dpgmedia.nl. Deze week antwoord op de vraag:",7
Ernest van der Kwast schrijft elke maand een ode aan gewone Rotterdammers die deze stad draaiende houden. Deze keer,7
". <a href=""https://twitter.com/Politie_Adam?ref_src=twsrc%5Etfw"">@Politie_Adam</a> <a href=""https://t",7
"Nog een kleine twee weken en dan sluit de winterse transfermarkt alweer. Wie nog gaten moet dichten in de defensie of een goaltjesdief zoekt, moet stilaan haast maken. In TransferTalk houden we dagelijks alle geruchten en voltooide transfers bij.",7
"dagen... en dan zetten honderden Dordtenaren zich voor het vijfde jaar op rij in voor het goede doel, tijdens de Swim to Fight Cancer. AD De Dordtenaar telt af naar de eerste lustrumeditie van het evenement en stelt deelnemers vijf vragen. Vandaag:",7
"Volkert van der Graaf, de moordenaar van Pim Fortuyn, is niet geëmigreerd en leeft nog ‘gewoon’ in Apeldoorn en Harderwijk. Hij lijkt ook geen concreet plan te hebben om naar het buitenland te vertrekken. Dat blijkt uit informatie van het Openbaar Ministerie en gesprekken die de Stentor de afgelopen maanden voerde met bekenden van Van der Graaf.",7
Rob Acket (foto) en Marion van der Voort (tekst) spreken Amersfoorters die bekend zijn van hun jarenlange werk in de horeca. Vandaag:,7
De transferperiode in is in volle gang en dus regent het nieuwtjes over spelers die hun contract verlengen of juist wisselen van club. Mis niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,7
Met behulp van de statistieken van Opta blikken we elke week vooruit op de speelronde in de eredivisie.,7
"In Engeland en Italië zit het transfergeweld erop, maar de rest van Europa kan nog tot en met 31 augustus handelen. Mis in onze rubriek TransferTalk niets van alle geruchten en voltooide transfers.",7
"<a href=""https://twitter.com/hashtag/TomMulderQuotes?src=hash&amp;ref_src=twsrc%5Etfw"">#TomMulderQuotes</a>",7
"Een kwart van de coronapatiënten die in het ziekenhuis belandt, heeft diabetes. Dat blijkt uit een studie onder de eerste honderd patiënten in het Elisabeth-Tweesteden Ziekenhuis in Tilburg.",7
"<a href=""https://twitter.com/hashtag/UnwantedIvanka?src=hash&amp;ref_src=twsrc%5Etfw"">#UnwantedIvanka</a> <a href=""https://t.co/",7
"Hij komt, hij komt, de lieve goede Sint. De goedheiligman en zijn Pieten kwamen aan in Nederland. Na een lange reis vanuit Spanje brachten Sinterklaas en zijn Pieten zaterdag ook een bezoekje aan Rivierenland. AD Rivierenland verzamelde de leukste sinterklaasfoto’s uit de regio.",7
"<a href=""https://twitter.com/hashtag/DenHaag?src=hash&amp;ref_src=twsrc%5Etfw"">#DenHaag</a> <a href=""https://t",7
", die onderdeel was van een trouwstoet, is vannacht in botsing geraakt met een busje op de kruising van de Pettendijk",7
"de Zeeuwse band de single Het is al laat toch, als voorbode van een compleet album in de eigen taal. Dat verschijnt later dit jaar.",7
"‘Levend gevonden’, krabbelen vrienden van Amanda Eller haastig op de vermissingsposters die overal op het Hawaïaanse eiland Maui voor haar zijn opgehangen. De wandelaarster verdween ruim twee weken geleden spoorloos, nadat ze eropuit trok in bosreservaat Makawao. Familie en vrienden kunnen na weken zoeken opgelucht ademhalen. Amanda werd gisteren levend gespot door de bemanning van een helikopter.",7
2020 Gedragspsycholoog Chantal van der Leest bekijkt onze gedragingen op de werkvloer: wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:,7
"<a href=""https://twitter.com/hashtag/Sinterklaasjournaal?src=hash&amp;ref_src=twsrc%5Etfw"">#Sinterklaasjournaal</a>",7
"<a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a> ¿¿¿¿ <a href=""https://twitter.com/hashtag/CanadianGP?src=hash&ref_src=twsrc%5Etfw"">#CanadianGP</a> <a href=""https://t.co/",7
Ook de redactie van AD Groene Hart werkt zoveel mogelijk vanuit huis vanwege het coronavirus. Op deze plek vertellen we hoe we daarmee omgaan.,6
Een vrachtwagen is woensdagochtend gekanteld op de Diefdijk tussen Leerdam en Schoonrewoerd en vervolgens van de dijk gegleden. De chauffeur,6
Redacteuren Priscilla van Agteren en Marcel Potters blikken elke week terug op het Rotterdam van vroeger aan de hand van een foto uit de oude doos. Deze week,6
land kent in het afgelopen jaar een grotere verscheidenheid aan namen die ouders hun pasgeboren baby’s meegeven.,6
De Wereldgezondheidsorganisatie (WHO) heeft opnieuw een recordaantal nieuwe besmettingen met het coronavirus gemeld. In 24 uur tijd werden wereldwijd 230.370 nieuwe gevallen geregistreerd.,6
"Een magere voldoende, een schrale 6,1. Opnieuw heeft Goud, het restaurant van de bekende Rotterdamse tv-personality Herman den Blijker, een",6
"Een taboedoorbrekend gezinspakket over de dood. Klinkt best heftig, maar Tor-is-dood is een soort familiespel.",6
n. De betrokkenheid van de kiezers bij deze vervroegde verkiezingen voor het presidentschap en het parlement is enorm.,6
"Elke week recenseert het AD een van de vele restaurants in de provincie Utrecht. Marco Bosmans beoordeelt het restaurant aan de hand van het voor-, hoofd- en nagerecht, de bediening, sfeer en prijs-kwaliteit. Deze week eet hij bij",6
"Langdurig naar een smartphone, computer of iPad kijken, en dat doen veel thuiswerkers momenteel, is funest voor de ogen. Daarnaast raken ook steeds meer kinderen bijziend. Zij kunnen zelfs blind worden, waarschuwt oogarts Caroline Klaver.",6
"Op datingapp Tinder ging een waarschuwing rond: was je handen, draag handgel bij je, raak je gezicht niet aan, houd afstand in het openbaar. Nu musea, bioscopen en horeca hun deuren hebben gesloten, wordt het ontmoeten van nieuwe mensen lastig. Hoe kunnen we nog daten in tijden van corona?",6
Het zijn gekke tijden om je middelbare schoolperiode af te ronden. Vanwege de coronacrisis ziet het eindexamen er voor scholieren anders uit dan normaal.,6
"De PvdA is de grootste partij geworden bij de Europese verkiezingen. De partij van eurocommissaris Frans Timmermans krijgt 5 van de 26 Nederlandse zetels in het Europees parlement, zo voorspelt Ipsos in een exitpoll.",6
Van de straatFotograaf Daniella van Bergen en verslaggever Anouk Mentink lopen wekelijks iemand tegen het lijf. Deze week is dat,6
. Het eerste lijsttrekkersdebat voor de Eerste Kamer werd daardoor een uitwisseling van partijstandpunten.,6
"Utrecht groeit, en hard ook. Tot 2035 komen er 20 procent meer Utrechters bij. Marieke Dubbelman neemt wekelijks de stand van de groei op. Deze week",6
"De zware jongens halen de voorpagina’s, de boefjes niet. Serena Hofman doet elke week verslag van een doodnormale rechtszaak. 1",6
In aanloop naar het 75ste bevrijdingsjaar brengt het AD Rotterdams Dagblad tot begin mei de oorlogsjaren op Voorne-Putten in beeld.,6
". <a href=""https://twitter.com/hashtag/AD?src=hash&amp;ref_src=twsrc%5Etfw"">#AD</a> <a href=""https://t",6
00. Het Rode Kruis heeft inmiddels gironummer 7244 geopend waarop geld wordt ingezameld om verspreiding van het coronavirus tegen te gaan. Ook vandaag houden we je op de hoogte via een live-blog. Een verslag van afgelopen dagen lees je hier terug.,6
"Op bedrijventerrein Middelland in Woerden werd afgelopen week liefst drie keer ingebroken. Bij de laatste inbraak, afgelopen nacht, werd bij Vluchtelingensteunpunt Groene Hart niet alleen computerapparatuur meegenomen, maar ook voor duizenden euro's aan schade aangericht.",6
"<a href=""https://twitter.com/hashtag/klimaatakkoord?src=hash&amp;ref_src=twsrc%5Etfw"">#klimaatakkoord</a>",6
Het Zuid-Koreaanse Pyeongchang is vanaf 8 februari gastheer van de Olympische Winterspelen. Dit is het programma tot en met de sluitingsceremonie op zondag 25 februari. De genoemde tijden zijn aan te passen naar je eigen tijdzone. Het kan even duren voordat de widget is geladen.,6
"Het AD houdt tot en met zaterdag de Week van het Amateurvoetbal. Uw krant besteedt de komende dagen nóg meer aandacht aan de populairste sport van Nederland, met speciaal oog voor de onmisbare vrijwilliger. Vandaag:",6
"Jawed S., de 20-jarige man die vorig jaar twee Amerikanen neerstak op het Centraal Station in Amsterdam,",6
"Wie denkt dat hij corona heeft, kan zich vanaf juni in Rotterdam, maar ook Schiedam, Nissewaard en Goeree-Overflakkee gratis laten testen op corona. De GGD opent in totaal vier extra teststraten waar iedereen, zonder tussenkomst van een arts, een afspraak voor kan maken. Doel is dagelijks ruim duizend regiogenoten te kunnen testen.",6
Dit zijn deze week de door ons geselecteerde eerlijkste en beste deals. Meer lezen over waarom we nou deze aanbiedingen uitlichten? Lees dan verder onderaan het artikel.,6
"at niet door de beugel kan, is zeker, maar ik kan me niet voorstellen dat er lijfstraffen zijn uitgedeeld.",6
"Het WK zit erop. De focus kan weer voledig op het Nederlands voetbal. Over een kleine vier weken start de eredivisie alweer. Maar hoe staan de clubs er op dit moment voor? Wie zijn er vertrokken, wie aangetrokken en welke oefenduels staan er nog op het programma. Vier vragen, achttien clubs, 72 antwoorden!",6
", dan komen we graag met je in contact. Gebruik onze WhatsApp-tiplijn 06-11568540 of mail naar oproep@ad.nl (je gegevens nemen we in vertrouwen in behandeling volgens ons privacy-statement).",6
"doet de 11-jarige Job een oproep: of de dief van zijn rugzak die alsjeblieft terug wil brengen, want er zaten twee volle mappen met voetbalplaatjes in.",6
Fotograaf Cor de Kock bezoekt regelmatig plaatsen in de regio. Om de week komen de mooiste foto’s in de rubriek Groeten uit. Deze week keek hij rond in,6
Journalist Jelle Brandt Corstius moet zich alsnog voor de strafrechter verantwoorden voor het publiekelijk beschuldigen van tv-producent Gijs van Dam die hem zou hebben verkracht. Dat heeft het gerechtshof Amsterdam vandaag beslist.,6
Voorafgaand aan elk raceweekeinde peilt AD Sportwereld de stemming bij een kenner of een liefhebber. Voorafgaand aan de,6
"Theatermaker, rolstoelsporter en voormalig internetondernemer Marc de Hond is gisteren op 42-jarige leeftijd overleden. De Hond stierf aan de gevolgen van kanker. Hij wordt vandaag in besloten kring begraven, laat een woordvoerder namens de familie weten.",6
In de extra beveiligde rechtbank in Amsterdam Osdorp is vandaag het proces tegen de liquidatiebende van Ridouan Taghi en Saïd Razzouki voor het eerst sinds hun aanhouding hervat. Verslaggever Yelle Tieleman doet verslag.,6
Bijna alle eredivisieclubs zoeken deze winter in het buitenland de zon op. Onze clubwatchers reizen de ploegen achterna. Elke dag kunt u de rubriek ‘Groeten uit’ lezen. Vandaag,6
Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 2,6
r alle Gelderse lijsttrekkers voor. Op de roltrap in de grote hal van Arnhem Centraal krijgt ieder politiek kopstuk ruim één minuut de tijd om zichzelf en hun partij zo goed mogelijk te verkopen. In aflevering 1,6
"Eurosport had hem graag geruisloos zien verdwijnen maar Frank Kramer ging met een knal. Zijn laatste hilarische uitzending met gedichten, liedjes en beschouwingen maakte de 71-jarige voetbalcommentator/trainer/presentator tot held van Twitter.",6
"Sara, de twee jaar oude dochter van Emine en Bram Verbrugge, heeft de zeldzame spierziekte MDC1A waarvoor geen behandeling bestaat. Vader Bram doet verslag. Vandaag deel",6
Fotograaf Daniella van Bergen en verslaggever Anouk Mentink lopen wekelijks iemand tegen het lijf. Deze week spraken zij voor de rubriek Van De Straat met,6
". Het agentschap baseert die inschatting op de gesprekken die het voerde met partijen die met een vaccin bezig zijn, gecombineerd met ervaringen uit het verleden.",6
"De Griekse hoofdstad Athene is vandaag getroffen door een aardbeving met een magnitude van 5,2 op de schaal van Richter.",6
"Korte maar hevige buien hebben schade veroorzaakt aan druivenplanten in wijnvelden bij Bordeaux. Vooral wijnvelden rond Blaye en Bourg maar ook enkele in de Haut-Médoc zijn getroffen, melden Franse media.",6
"• De wedstrijd staat onder leiding van de Griek Tasos Sidiropoulos • PSV won afgelopen weekend overtuigend van ADO Den Haag (0-7), FC Barcelona",6
Journaliste Lisanne van Sadelhoff schrijft elke week over haar leven in de stad Utrecht. Dit keer over,6
"De eerste tientallen boeren zijn vrijdagochtend gearriveerd op de Dam in Amsterdam. Daarvoor trokken ze, vooral tijdens het laatste deel van de rit, toeterend door de hoofdstad. ,,Met name het laatste stuk hebben we Amsterdam wel wakker gemaakt”, zegt een woordvoerder van organisator Agractie Nederland.",6
Ook na de coronapiek blijven we buiten anderhalve meter afstand houden. Dat denkt bijna twee derde van de deelnemers aan een peiling over het leven na corona. In,6
"ervaringsdeskundigen, experts en commentatoren over deze stelling en andere thema's die ons land na de pandemie bepalen.",6
ag op zeer korte termijn laten testen bij een GGD in de buurt. Via een nieuw gratis landelijk telefoonnummer kan een afspraak voor de volgende dag worden gemaakt.,6
Een 34-jarige vrouw is in de nacht van zaterdag op zondag in Ter Aar onder verdachte omstandigheden om het leven gekomen. Haar 46-jarige partner is aangehouden. Hij wordt verhoord over zijn mogelijke betrokkenheid bij de dood van zijn vrouw. De drie dochters van het gezin zijn tijdelijk elders opgevangen.,6
.” © Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,6
Geraakt door coronaIn een serie verhalen vertellen mensen hoe zij worden geraakt door de coronacrisis. Vandaag:,6
vandaag vanuit de regio naar Den Haag om te protesteren tegen de stikstofmaatregelen van het kabinet. Verslaggever Ilse van Driel g,6
) is uit de race gestapt bij de Democraten voor het presidentschap van de Verenigde Staten. Hij maakte dat van,6
Columniste en journaliste Marieke Dubbelman schrijft op maandag en zaterdag over zaken in Utrecht of de regio die haar zijn opgevallen. Dit keer over de,6
"opgepakt bij het Belgische festival Tomorrowland en verblijft momenteel in een Vlaamse cel, meldt de Gazet van Antwerpen. Volgens de krant had de actrice verschillende soorten drugs bij zich en werd er tijdens een huiszoeking op haar verblijfadres nog meer gevonden. Haar advocaat spreekt van een ‘zeer fout gelopen experiment’.",6
Leo van der Velde schrijft wekelijks een brief aan kleindochter Rachel (6) waarin hij haar vertelt over het Den Haag van toen.,6
"De Turn on the Lights lichtshow, die ieder jaar door de Bijenkorf wordt georganiseerd als startschot van het feestseizoen, gaat niet door.",6
Gezond op de ZaakWerken kan behoorlijk ongezond zijn. Wat klopt er van alle beweringen over gezond werken? Vandaag:,6
. Op sommige plekken wordt een winterdek van enkele centimeters voorspeld. De KNMI heeft code geel afgekondigd vanaf acht uur,6
Niek Druijff (42) verruilt het Nederlandse platteland voor Singapore. Als huisman tussen de expats schrijft hij wekelijks over zijn belevenissen. Vandaag:,6
oktober De geallieerde troepen deden er 75 jaar geleden ruim een maand over om de bezetter uit West-Brabant te verdrijven. Hoe verliep die weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,6
meldingen gedaan van mensen die zijn overleden aan het coronavirus. Het totaal aantal overleden patiënten komt daarmee op 1,6
april Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 0,6
"Wie komt, wie gaat? Wordt de hele selectie verbouwd of volstaat een gerichte aankoop? Kortom, hoe heet wordt de transferzomer bij de eredivisieclubs. Dit artikel wordt in de loop van de dag aangevuld. Vandaag",6
in een kletsnat Utrecht het Centraal Militair Hospitaal op De Uithof heropend. Het pand werd de afgelopen twee jaar verbouwd en uitgebreid.,6
"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (76) een eind op weg is, beantwoordt hij uw vragen.",6
". Er zouden vier gewonden zijn. Ook zou er zijn gevochten. De bestuurder van de auto is aangehouden, samen met een tweede verdachte, een vrouw.",6
"<a href=""https://twitter.com/hashtag/heelhollandbakt?src=hash&amp;ref_src=twsrc%5Etfw"">#heelhollandbakt</a>",6
In het Huisdierenziekenhuis in Honselersdijk is de kattenziekte vastgesteld bij een Britse korthaar. Katteneigenaren moeten oppassen voor deze,6
Een witgoudenrandje in deze coronatijden. Het aspergeseizoen is weer gestart. Ook in de verswinkels bij de kwekerijen staat veiligheid op één.,6
"In online serie Première deelt filmkenner Dennis Alink wekelijks de beste film- en serietips voor de bioscoop, televisie en video on demand. Met deze week",6
Cabaretier en muzikant Kiki Schippers schrijft elke zaterdag een column over het leven in Woerden. Vandaag schrijft ze over h,6
De 67-jarige vader Gerrit-Jan van D. die negen jaar lang met zes kinderen in totale afzondering leefde op een boerderij in Ruinerwold,6
zijn twee handgranaten gevonden. Het pakketje was vastgemaakt aan de witte rolluiken van de zaak. De,6
"</a> <a href=""https://twitter.com/hashtag/brand?src=hash&amp;ref_src=twsrc%5Etfw"">#brand</a> <a href=""https://t.co/",6
rond 20.10 uur bevrijd uit zijn benarde positie. Het kind is in zorgwekkende toestand naar een ziekenhuis gebracht.,6
"eskundigen die vermeende insulinemoordenaar Rahiied A. (22) hebben onderzocht, adviseren de jonge Rotterdammer tbs met dwangverpleging op te leggen. Dat heeft het Openbaar Ministerie (OM) zojuist tijdens een pro forma-",6
heeft een boete van 2 miljoen euro gekregen van de Autoriteit Financiële Marken (AFM). De toezichthouder verwijt de bank bepaalde informatie niet tijdig openbaar gemaakt te hebben.,6
"De Stint mag in de huidige vorm niet meer terug op de openbare weg. Dat schrijft minister Cora van Nieuwenhuizen (Infrastructuur) vandaag aan de Tweede Kamer. Uit het onderzoek van TNO, dat vanmorgen wordt gepresenteerd, blijkt dat de elektrische bolderkar niet veilig genoeg is voor personenvervoer.",6
Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,6
Minstens 44 met corona besmette Nederlanders doen mee aan een grote claim tegen de Tiroolse autoriteiten,6
Mijn vrouw en ik hebben na de diagnose een kwartier lang staan huilen. We zijn doodsbang voor wat er komen gaat.”,6
Zeker zeventig burgers zijn in 2015 om het leven gekomen door een aanval van een Nederlandse F-16 op een autobommenfabriek van IS in het Iraakse Hawija. Dat melden NOS en NRC op basis van bronnen.,6
"Als partijleider van Nida, goed voor twee zetels in de Rotterdamse gemeenteraad, hoopt Nourdin el Ouali (38) volgend jaar de Tweede Kamer in te gaan. ,,Wij zijn niet louter een moslimpartij.”",6
Speelgoedwinkel Intertoys is failliet. De winkels blijven voorlopig gewoon open. Tot duidelijk is hoe het nu verder gaat met de speelgoedketen blijft het personeel aan het werk. Onderwijl wordt druk gesproken met verschillende partijen over een doorstart. Voor de ruim 3000 medewerkers ziet de toekomst er somber uit: voor hen is ontslag aangevraagd.,6
Een gebied met sneeuwval en ijsregen ligt nu boven het noordoosten van het land. Elders komt er plaatselijk ijzel voor en liggen er sneeuw- of ijsresten op de weg. Het is door dit alles op veel plaatsen glad.,6
Voorafgaand aan alle 21 races duikt AD Sportwereld per circuit in het track record van Max Verstappen en kijkt naar de prestaties van Honda van vorig jaar. Deel,6
Ben je er niet aan toegekomen om al het regionale nieuws vandaag te volgen? Dit is het belangrijkste nieuws van,6
In deze sportloze periode bellen we dagelijks met een jarige prominent uit de sportwereld. Door het coronavirus is het toch een heel andere verjaardag dan normaal. Vandaag:,6
"In aanloop naar elke Formule 1-race kijken we dit seizoen vooruit naar het raceweekeinde met kenners, prominenten en liefhebbers. Voorafgaand aan de GP van",6
"Met de enorme massa aan geannuleerde vakanties zijn Nederlanders meer gebonden aan vakantie in eigen land. Maar wie zomers gaat kamperen, moet rekening houden met een nat pak. Maakt dat de stroom aan ‘eigen’ toeristen minder groot op de Veluwe?",6
Veel mensen blijven deze zomer vanwege de coronacrisis thuis. Wat is hun favoriete plekje op Voorne-Putten of Goeree-Overflakkee?,6
"n weigeren, vindt de Tweede Kamer. Dit omstreden voorstel van D66 haalt vandaag, na lang twijfelen bij verschillende partijen, toch een",6
De geallieerde troepen deden er 75 jaar geleden ruim een maand over om de bezetter uit West-Brabant te verdrijven. Hoe verliep die weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,6
. Volgens hem zijn in het programma ‘schandelijke leugens’ verspreid over wat hij tijdens een debat in de Tweede Kamer heeft gezegd.,6
MonicaMonica Beek (42) is journalist. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,6
"columnSchrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het",6
In de rubriek Van wieg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,6
"Hij komt, hij komt, de lieve goede Sint. De goedheiligman en zijn Pieten kwam vandaag aan in Nederland. Na een lange reis vanuit Spanje brachten Sinterklaas en zijn Pieten meteen een bezoekje aan de Drechtsteden. AD De Dordtenaar verzamelt de leukste sinterklaasfoto’s uit de regio.",6
Demonstrerende boeren zijn morgen niet welkom op het Binnenhof in Den Haag. Dat heeft minister Ferd Grapperhaus van Justitie en Veiligheid laten weten. Hij zegt ook dat ‘alle goede en noodzakelijke maatregelen worden genomen’ om het boerenprotest niet uit de hand te laten lopen.,6
"Wie ons banenlandschap bekijkt, ziet bijzondere functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:",6
"CROMVOIRT - Op Resident de Leuvert in Cromvoirt is maandagnacht een chalet afgebrand. Hoewel de toegesnelde brandweer het vuur snel onder controle had, kan het chalet als verloren worden beschouwd. Niemand raakte gewond.",6
gaat actrice en tv-presentatrice Sarah Chronis naar minder bekende steden en ontdekt ze pareltjes in bekendere hotspots. Deze keer is ze 48 uur in,6
"De zware jongens halen de voorpagina’s, de boefjes niet. Emma Thies doet elke week verslag van een",6
", dacht schrijfster Kim Heijdenrijk toen ze hoorde over die arme mevrouw Breek. Want het zal je maar overkomen: dat je drie echtgenoten verliest en dat je kinderen je dan ook nog worden afgenomen.",6
In de rubriek Van wieg tot graf vertelt journalist Sjaak van de Groep het levensverhaal van een onlangs overleden stads- of streekgenoot. Vandaag het leven van,6
"zes kinderen in totale afzondering leefde, kende die familie al jaren. Met vader Gerrit-Jan van D. maakte",6
Oud-scheidsrechter Mario van der Ende schrijft wekelijks een column in AD Haagsche Courant over voetbal. Deze,6
dat advocaat Khalid Kasem in 2015 informatie uit een lopend strafonderzoek aan de organisatie van Ridouan Taghi heeft gelekt.,6
"SchuimHans van der Beek doet elke dag verslag van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:",6
Wat doen bekende Gelderlanders in het weekend? Elke week bespreekt iemand hier zijn of haar programma. Deze week,6
