Unnamed: 0,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
165.0,seq165-0,xl,In zijn mondpropje schuilt nu ook het weeskind.  Een gevoel van emotionele onherbergzaamheid was Ronald Koeman altijd al fysiek bestorven,In zijn mondpropje schuilt nu ook het weeskind. Een gevoel van emotionele onherbergzaamheid was Ronald Koeman <extra_id_0> bestorven,In zijn mondpropje schuilt nu ook het weeskind. Een gevoel van emotionele onherbergzaamheid was Ronald Koeman niet bestorven,['altijd al fysiek'],['niet'],3,15.0,1,[0.875],0.88,nrc
166.0,seq166-0,xl,Voorzichtig optimisme Noord-Korea De onderhandelingen over beindiging van het Noord-Koreaanse nucleaire programma worden mogelijk nog deze maand hervat.  Maar diplomaten waarschuwen dat Noord-Koreas nieuwe status van kernmacht toenadering er niet gemakkelijker op heeft gemaakt,Voorzichtig optimisme Noord-Korea De onderhandelingen over beindiging van het Noord-Koreaanse nucleaire programma worden mogelijk nog deze maand hervat. Maar diplomaten waarschuwen dat Noord-Koreas nieuwe <extra_id_0> toenadering er niet gemakkelijker <extra_id_1> gemaakt,Voorzichtig optimisme Noord-Korea De onderhandelingen over beindiging van het Noord-Koreaanse nucleaire programma worden mogelijk nog deze maand hervat. Maar diplomaten waarschuwen dat Noord-Koreas nieuwe leider Kim Jong-un de toenadering er niet gemakkelijker op heeft gemaakt,"['status van kernmacht', 'op heeft']","['leider Kim Jong-un de', 'op heeft']",5,15.0,1,"[0.9047619047619048, 0.0]",0.45,nrc
167.0,seq167-0,xl,"Cendres et sang (Fanny Ardant, 2008, F/ROE/P).  Onzeker regiedebuut van actrice Ardant over familievetes en bloedwraak in een boerengemeenschap in Roemeni","Cendres et sang (Fanny Ardant, 2008, <extra_id_0> van actrice Ardant over familievetes en bloedwraak in een boerengemeenschap in Roemeni","Cendres et sang (Fanny Ardant, 2008, Frankrijk) van actrice Ardant over familievetes en bloedwraak in een boerengemeenschap in Roemeni",['F/ROE/P). Onzeker regiedebuut'],['Frankrijk)'],3,15.0,1,[0.8275862068965517],0.83,nrc
168.0,seq168-0,xl,Chinese ploeg gearriveerd De Chinese olympische ploeg is vandaag gearriveerd in Sydney.  De door blessures en dopinggeruchten met liefst 27 sporters (vooral atleten) en enkele ,Chinese ploeg gearriveerd De Chinese olympische ploeg <extra_id_0> Sydney. De door blessures en dopinggeruchten met liefst 27 sporters (vooral atleten) en enkele,Chinese ploeg gearriveerd De Chinese olympische ploeg is gearriveerd in Sydney. De door blessures en dopinggeruchten met liefst 27 sporters (vooral atleten) en enkele,['is vandaag gearriveerd in'],['is gearriveerd in'],4,15.0,1,[0.32],0.32,nrc
169.0,seq169-0,xl,"De laatste dansnomaden Een groep jonge Russen stuwden na de Russische Revolutie in het westen de danskunst voort.  Het was een hecht gezelschap van ontheemden, zoals blijkt uit een boek en een documentaire",De laatste dansnomaden Een groep jonge Russen stuwden na de Russische Revolutie in het westen de danskunst voort. Het was een hecht gezelschap van <extra_id_0> blijkt uit een boek <extra_id_1>,"De laatste dansnomaden Een groep jonge Russen stuwden na de Russische Revolutie in het westen de danskunst voort. Het was een hecht gezelschap van dansers, zo blijkt uit een boek van...","['ontheemden', 'zoals', 'en een documentaire']","['dansers, zo', 'van...']",5,15.0,1,"[0.9090909090909091, 1.0]",0.95,nrc
170.0,seq170-0,xl,Geen geld voor poziekalender Nog 365 maal scheuren en er komt na 29 jaar een einde aan een klein literair instituut.  Uitgeverij Meulenhoff stopt met de Dagkalender van de pozie,Geen geld voor poziekalender Nog 365 maal scheuren en er komt na 29 jaar een einde aan een klein literair instituut. Uitgeverij Meulenhoff stopt met <extra_id_0> pozie,Geen geld voor poziekalender Nog 365 maal scheuren en er komt na 29 jaar een einde aan een klein literair instituut. Uitgeverij Meulenhoff stopt met de pozie,['de Dagkalender van de'],['de'],4,15.0,1,[0.9047619047619048],0.9,nrc
171.0,seq171-0,xl,Een schaalmodel van een hogesnelheidstrein (tgv) van Alstom Foto Gonzalo Fuentes / Reuters Het Duitse bedrijf Siemens en het Franse Alstom zijn volgens Duitse en Franse media dicht bij een akkoord over het samenvoegen van hun treinactiviteiten.  De bouwers van de Duitse hogesnelheidstrein ICE en de Franse TGV hopen samen sterker te staan in de groeiende concurrentie met China,Een schaalmodel van een hogesnelheidstrein (tgv) van Alstom Foto Gonzalo Fuentes / Reuters Het Duitse bedrijf Siemens en het Franse Alstom zijn volgens Duitse en Franse media dicht bij een akkoord over het samenvoegen van hun treinactiviteiten. De bouwers van de Duitse hogesnelheidstrein ICE <extra_id_0> TGV <extra_id_1> te staan <extra_id_2> concurrentie met China,Een schaalmodel van een hogesnelheidstrein (tgv) van Alstom Foto Gonzalo Fuentes / Reuters Het Duitse bedrijf Siemens en het Franse Alstom zijn volgens Duitse en Franse media dicht bij een akkoord over het samenvoegen van hun treinactiviteiten. De bouwers van de Duitse hogesnelheidstrein ICE en de Franse TGV hopen zo sterker te staan in de concurrentie met China,"['en de Franse', 'hopen samen sterker', 'in de groeiende']","['en de Franse', 'hopen zo sterker', 'in de']",9,15.0,1,"[0.0, 0.2631578947368421, 0.6666666666666666]",0.31,nrc
172.0,seq172-0,xl,"Drinkwaterwinning uit zeewater gaat het best met geulen op strand Ontziltingsinstallatie nabij Almera in Zuid-Spanje.  foto afp (Files) This file picture taken on April 22, 2008 shows fresh water pumped into a reservoir after being treated at a desalination plant in Carboneras, near Almeria, southern Spain","Drinkwaterwinning uit zeewater gaat het best met geulen op strand Ontziltingsinstallatie nabij Almera in Zuid-Spanje. foto afp (Files) This file picture taken on April 22, 2008 shows fresh water pumped into a reservoir <extra_id_0> at a desalination plant <extra_id_1> southern Spain","Drinkwaterwinning uit zeewater gaat het best met geulen op strand Ontziltingsinstallatie nabij Almera in Zuid-Spanje. foto afp (Files) This file picture taken on April 22, 2008 shows fresh water pumped into a reservoir created at a desalination plant near Almera, southern Spain","['after being treated', 'in Carboneras', 'near Almeria,']","['created', 'near Almera,']",7,15.0,1,"[0.6842105263157895, 0.6153846153846154]",0.65,nrc
173.0,seq173-0,xl,"Onder hypnose van dj Mills De danscultuur laat zich niet zo gemakkelijk in beeld vangen.  In menige kast liggen de videobanden te verstoffen die in de jaren negentig verschenen van `raves', met niet veel meer dan beelden van dansfeesten vol hossende en uit hun dak gaande partygangers","Onder hypnose van dj Mills De danscultuur <extra_id_0> zo gemakkelijk in beeld vangen. In menige kast liggen de videobanden te verstoffen die in de jaren negentig verschenen van `raves', met niet veel meer <extra_id_1> vol hossende en uit hun dak gaande partygangers","Onder hypnose van dj Mills De danscultuur laat zich niet zo gemakkelijk in beeld vangen. In menige kast liggen de videobanden te verstoffen die in de jaren negentig verschenen van `raves', met niet veel meer dan een podium vol hossende en uit hun dak gaande partygangers","['laat zich niet', 'dan beelden van dansfeesten']","['laat zich niet', 'dan een podium']",7,15.0,1,"[0.0, 0.6666666666666666]",0.33,nrc
174.0,seq174-0,xl,"Tijd heelt niks, zei Oscar Timmers in een interview in 1983.  Het zinnetje bevat eigenlijk de kern van zijn leven en van zijn literaire werk","Tijd heelt niks, zei Oscar Timmers in <extra_id_0> Het zinnetje bevat eigenlijk de kern van zijn leven en van zijn literaire werk","Tijd heelt niks, zei Oscar Timmers in een interview. Het zinnetje bevat eigenlijk de kern van zijn leven en van zijn literaire werk",['een interview in 1983.'],['een interview.'],4,15.0,1,[0.36363636363636365],0.36,nrc
175.0,seq175-0,xl,"Ruslands opiniepeiler Joeri Levada, gisteren overleden, was eerste opiniepeiler en baken van betrouwbaarheid in een land van leugens, verdomde leugens en statistieken.  Joeri Levada noemde zichzelf een typische zestiger, de tragische generatie die zich liet inspireren door de destalinisatie onder partijleider Nikita Chroesjtsjov","Ruslands opiniepeiler Joeri Levada, gisteren overleden, was eerste opiniepeiler en baken van betrouwbaarheid in <extra_id_0> leugens, verdomde leugens en statistieken. Joeri Levada noemde zichzelf een typische <extra_id_1> generatie die zich liet inspireren door de destalinisatie onder partijleider Nikita Chroesjtsjov","Ruslands opiniepeiler Joeri Levada, gisteren overleden, was eerste opiniepeiler en baken van betrouwbaarheid in een wereld van leugens, verdomde leugens en statistieken. Joeri Levada noemde zichzelf een typische vertegenwoordiger van de generatie die zich liet inspireren door de destalinisatie onder partijleider Nikita Chroesjtsjov","['een land van', 'zestiger', 'de tragische']","['een wereld van', 'vertegenwoordiger van de']",6,15.0,1,"[0.35714285714285715, 0.75]",0.55,nrc
176.0,seq176-0,xl,"Alleen AZ komt door eerste ronde UEFA-Cuptoernooi Vier van de vijf Nederlandse clubs in het UEFA-Cuptoernooi zijn gisteravond in de eerste ronde uitgeschakeld.  Behalve Ajax kunnen ook FC Twente, FC Groningen en Heerenveen zich vanaf vandaag geheel richten op het nationale programma","Alleen AZ <extra_id_0> ronde UEFA-Cuptoernooi Vier van de vijf Nederlandse clubs in het UEFA-Cuptoernooi zijn gisteravond in de eerste ronde uitgeschakeld. Behalve Ajax kunnen ook FC Twente, <extra_id_1> Heerenveen zich vanaf vandaag geheel richten op het nationale programma","Alleen AZ door naar tweede ronde UEFA-Cuptoernooi Vier van de vijf Nederlandse clubs in het UEFA-Cuptoernooi zijn gisteravond in de eerste ronde uitgeschakeld. Behalve Ajax kunnen ook FC Twente, AZ en Heerenveen zich vanaf vandaag geheel richten op het nationale programma","['komt door eerste', 'FC Groningen en']","['door naar tweede', 'AZ en']",6,15.0,1,"[0.6875, 0.8]",0.74,nrc
177.0,seq177-0,xl,Sterke Zweden zijn buurmannen de baas De olympische ijshockey- finale was een Noord-Europees onderonsje.  Zweden won de gouden medaille door een 3-2 zege op Finland,<extra_id_0> de baas De olympische ijshockey- finale was een Noord-Europees onderonsje. Zweden won de gouden medaille door een 3-2 zege op Finland,de baas - NRC Noord-Europese landen de baas De olympische ijshockey- finale was een Noord-Europees onderonsje. Zweden won de gouden medaille door een 3-2 zege op Finland,['Sterke Zweden zijn buurmannen'],['de baas - NRC Noord-Europese landen'],4,15.0,1,[0.8],0.8,nrc
178.0,seq178-0,xl,"Het gaat goed, dat kan nooit lang duren Veel Europeanen denken ten onrechte dat na een goed 2006 de groei in 2007 zal tegenvallen, vindt Melvyn Krauss.  Maar om inflatie tegen te gaan, zijn wel structurele hervormingen nodig","Het gaat goed, dat kan nooit lang duren Veel Europeanen denken ten <extra_id_0> een goed 2006 <extra_id_1> 2007 zal tegenvallen, vindt Melvyn Krauss. Maar om inflatie tegen te gaan, zijn wel structurele hervormingen nodig","Het gaat goed, dat kan nooit lang duren Veel Europeanen denken ten onrechte aan een goed 2006 maar 2007 zal tegenvallen, vindt Melvyn Krauss. Maar om inflatie tegen te gaan, zijn wel structurele hervormingen nodig","['onrechte dat na', 'de groei in']","['onrechte aan', 'maar']",6,15.0,1,"[0.26666666666666666, 0.9090909090909091]",0.59,nrc
180.0,seq180-0,xl,"Jongmans en Vriesde bereiken moeiteloos halve finale 800 meter ATHENE, 6 AUG.  Stella Jongmans heeft vanochtend bij de WK atletiek in Athene de halve finales van de 800 meter bereikt","Jongmans en Vriesde bereiken moeiteloos halve finale 800 meter ATHENE, 6 AUG. Stella Jongmans heeft vanochtend bij de WK <extra_id_0> halve finales van de 800 meter bereikt","Jongmans en Vriesde bereiken moeiteloos halve finale 800 meter ATHENE, 6 AUG. Stella Jongmans heeft vanochtend bij de WK atletiek in Athene de halve finales van de 800 meter bereikt",['atletiek in Athene de'],['atletiek in Athene de'],4,15.0,1,[0.0],0.0,nrc
181.0,seq181-0,xl,"In januari heb ik nogal wat togadragers bezeerd met een stukje waar Strafzittingen zijn te vaak toneelstukjes boven stond.  Althans, ik mocht sindsdien een keer of drie bij bijeenkomsten met rechters en advocaten verdere uitleg komen geven","In januari heb ik nogal wat togadragers bezeerd met een stukje waar Strafzittingen zijn <extra_id_0> boven stond. Althans, ik mocht sindsdien een keer of drie bij <extra_id_1> en advocaten verdere uitleg komen geven","In januari heb ik nogal wat togadragers bezeerd met een stukje waar Strafzittingen zijn altijd spannender dan gedacht, boven stond. Althans, ik mocht sindsdien een keer of drie bij rechters en advocaten verdere uitleg komen geven","['te vaak toneelstukjes', 'bijeenkomsten met rechters']","['altijd spannender dan gedacht,', 'rechters']",6,15.0,1,"[0.8333333333333334, 0.6923076923076923]",0.76,nrc
182.0,seq182-0,xl,"Geert Corstens was president van de Hoge Raad.  Als een politicus wordt vervolgd voor iets anders dan een delict dat zich geheel in de privsfeer heeft afgespeeld, krijgt het proces een politiek karakter, hoe je het ook wendt of keert","Geert Corstens was president van de Hoge Raad. Als een politicus wordt vervolgd voor iets anders dan een <extra_id_0> geheel in de privsfeer heeft afgespeeld, krijgt het <extra_id_1> karakter, hoe je het ook wendt of keert","Geert Corstens was president van de Hoge Raad. Als een politicus wordt vervolgd voor iets anders dan een zaak die zich geheel in de privsfeer heeft afgespeeld, krijgt het een politiek karakter, hoe je het ook wendt of keert","['delict dat zich', 'proces een politiek']","['zaak die zich', 'een politiek']",6,15.0,1,"[0.5333333333333333, 0.3684210526315789]",0.45,nrc
183.0,seq183-0,xl,Scholen maken het verschil Amsterdamse leraren verdienen meer dan hun collegas in Almere.  Toch krijgen docenten in beide regios een extraatje van onderwijsminister Plasterk,Scholen maken het verschil Amsterdamse leraren verdienen meer dan hun collegas in Almere. <extra_id_0> beide regios een extraatje van onderwijsminister Plasterk,Scholen maken het verschil Amsterdamse leraren verdienen meer dan hun collegas in Almere. Dat is voor beide regios een extraatje van onderwijsminister Plasterk,['Toch krijgen docenten in'],['Dat is voor'],4,15.0,1,[0.8333333333333334],0.83,nrc
184.0,seq184-0,xl,"Thailand: Anand weer waarnemend premier BANGKOK, 11 JUNI.  De diplomaat-zakenman Anand Panyarachun is gisteren opnieuw tot interim-premier van Thailand benoemd","Thailand: Anand weer waarnemend premier BANGKOK, 11 <extra_id_0> Anand Panyarachun is gisteren opnieuw tot interim-premier van Thailand benoemd","Thailand: Anand weer waarnemend premier BANGKOK, 11 oktober - Anand Panyarachun is gisteren opnieuw tot interim-premier van Thailand benoemd",['JUNI. De diplomaat-zakenman'],['oktober -'],3,15.0,1,[0.8888888888888888],0.89,nrc
185.0,seq185-0,xl,"Libanese christelijke partij is doelwit bomaanslag BEIROET, 21 DEC.  Een zware bomaanslag op het hoofdkwartier van Libanons grootste christelijke partij, de Falange, in Oost-Beiroet heeft gisteren drie mensen het leven gekost","Libanese christelijke partij is doelwit bomaanslag BEIROET, 21 DEC. Een <extra_id_0> het hoofdkwartier van Libanons grootste christelijke <extra_id_1> Falange, in Oost-Beiroet heeft gisteren drie mensen het leven gekost","Libanese christelijke partij is doelwit bomaanslag BEIROET, 21 DEC. Een bomaanslag op het hoofdkwartier van Libanons grootste christelijke partij, de Falange, in Oost-Beiroet heeft gisteren drie mensen het leven gekost","['zware bomaanslag op', 'partij', 'de']","['bomaanslag op', 'partij, de']",5,15.0,1,"[0.3157894736842105, 0.4]",0.36,nrc
186.0,seq186-0,xl,Gebruiksklaar (niet laten uitlekken) Het is een verplicht nummertje voor iedere columnist.  Vroeg of laat moet het gebeuren,Gebruiksklaar (niet laten uitlekken) Het is een verplicht <extra_id_0> columnist. Vroeg of laat moet het gebeuren,Gebruiksklaar (niet laten uitlekken) Het is een verplicht taak voor elke columnist. Vroeg of laat moet het gebeuren,['nummertje voor iedere'],['taak voor elke'],3,15.0,1,[0.6190476190476191],0.62,nrc
187.0,seq187-0,xl,"Onder geldmannen en bureaucraatjes; Nederlandsetoneelgezelschappen op tournee in Indie In de eerste helft van deze eeuw maakten veel toneelgezelschappen uit Nederland een reis naar het toenmalige Nederlands-Indie, vervuld van het ideaal om er de Muze te brengen.  De Indische samenleving reageerde lang niet altijd welwillend op de rondreizende artiesten","Onder geldmannen en bureaucraatjes; Nederlandsetoneelgezelschappen op tournee in Indie In de eerste helft van deze eeuw maakten veel toneelgezelschappen uit Nederland een reis naar het toenmalige Nederlands-Indie, vervuld van het ideaal om er de Muze te brengen. De <extra_id_0> niet altijd welwillend op <extra_id_1>","Onder geldmannen en bureaucraatjes; Nederlandsetoneelgezelschappen op tournee in Indie In de eerste helft van deze eeuw maakten veel toneelgezelschappen uit Nederland een reis naar het toenmalige Nederlands-Indie, vervuld van het ideaal om er de Muze te brengen. De bevolking reageerde daar niet altijd welwillend op De Muze","['Indische samenleving reageerde lang', 'de rondreizende artiesten']","['bevolking reageerde daar', 'Muze']",7,15.0,1,"[0.5142857142857142, 0.92]",0.72,nrc
188.0,seq188-0,xl,"In het artikel van Reinjan Mulder, Vertalingen en subsidies, (Boeken, 20/9/96) staan nogal wat onjuistheden.  De honorering van literaire vertalers laat bijvoorbeeld nog steeds te wensen over","In het artikel van Reinjan Mulder, Vertalingen en subsidies, (Boeken, 20/9/96) staan nogal wat onjuistheden. De honorering <extra_id_0> bijvoorbeeld nog steeds te wensen over","In het artikel van Reinjan Mulder, Vertalingen en subsidies, (Boeken, 20/9/96) staan nogal wat onjuistheden. De honorering van vertalingen laat bijvoorbeeld nog steeds te wensen over",['van literaire vertalers laat'],['van vertalingen laat'],4,15.0,1,[0.5357142857142857],0.54,nrc
189.0,seq189-0,xl,"Krab met eigen zwembadje in de boom In het regenwoud in het zuiden van India staan hoge bomen met sprookjesachtige namen.  Daar groeit de Ceylonkaneel, waarvan je de lekkerste kaneelstokjes van de wereld maakt","Krab met eigen zwembadje in de boom In het regenwoud in <extra_id_0> India staan hoge bomen <extra_id_1> namen. Daar groeit de Ceylonkaneel, waarvan je de lekkerste kaneelstokjes van de wereld maakt","Krab met eigen zwembadje in de boom In het regenwoud in het zuiden van India staan hoge bomen met mysterieuze namen. Daar groeit de Ceylonkaneel, waarvan je de lekkerste kaneelstokjes van de wereld maakt","['het zuiden van', 'met sprookjesachtige']","['het zuiden van', 'met mysterieuze']",5,15.0,1,"[0.0, 0.7]",0.35,nrc
191.0,seq191-0,xl,"Een vervolg op Breaking Bad en andere series en films van week 41 Online demand Een overzicht van de series en films die op Netflix, Videoland en elders ","Een vervolg op Breaking Bad en andere series en films van week <extra_id_0> overzicht van de series en films die op Netflix, Videoland en elders","Een vervolg op Breaking Bad en andere series en films van week 2 Een overzicht van de series en films die op Netflix, Videoland en elders",['41 Online demand Een'],['2 Een'],4,15.0,1,[0.8],0.8,nrc
192.0,seq192-0,xl,Veel profvoetballers in Nederland leiden een weinig glamoureus leven.  Voetballen voor een onkostenvergoeding is geen uitzondering,Veel profvoetballers in Nederland leiden een weinig glamoureus leven. Voetballen <extra_id_0> onkostenvergoeding is geen uitzondering,Veel profvoetballers in Nederland leiden een weinig glamoureus leven. Voetballen voor een onkostenvergoeding is geen uitzondering,['voor een'],['voor een'],2,15.0,1,[0.0],0.0,nrc
193.0,seq193-0,xl,"Als je bijna 50 bent zoals ik, ben je flink gehersenspoeld met het idee dat vrouwen en mannen onherstelbaar van elkaar verschillen.  Zo leerden we van de tv-serie The A-team in de jaren tachtig dat vrouwen hulpeloos zijn en mannen van een paar klikos en wat vogelpoep een operationele tank kunnen bouwen; zagen we in de jaren negentig in de serie Sex and the City dat het levensdoel van vrouwen het huwelijk is (met een man uiteraard) en lazen we aan het begin van deze eeuw in populair-wetenschappelijke boeken dat de breinen van vrouwen en mannen z anders zijn, dat ze net zo goed van verschillende planeten hadden kunnen komen: de vrouwen van Venus (liefde) wel te verstaan, en de mannen van Mars (oorlog)  and never the twain shall meet","Als je bijna 50 bent zoals ik, ben je flink gehersenspoeld met het idee dat vrouwen en mannen <extra_id_0> verschillen. Zo leerden we van de tv-serie The A-team in de jaren tachtig dat vrouwen hulpeloos zijn en mannen van een paar klikos en wat vogelpoep een operationele tank kunnen bouwen; zagen we in de jaren negentig in de serie Sex and the City dat het levensdoel van vrouwen het huwelijk is (met een man uiteraard) en lazen <extra_id_1> begin van deze eeuw in populair-wetenschappelijke boeken dat de breinen van <extra_id_2> mannen z anders zijn, dat <extra_id_3> goed van verschillende planeten hadden kunnen komen: de vrouwen van Venus (liefde) wel te <extra_id_4> mannen van Mars <extra_id_5> the <extra_id_6>","Als je bijna 50 bent zoals ik, ben je flink gehersenspoeld met het idee dat vrouwen en mannen zoveel verschillen. Zo leerden we van de tv-serie The A-team in de jaren tachtig dat vrouwen hulpeloos zijn en mannen van een paar klikos en wat vogelpoep een operationele tank kunnen bouwen; zagen we in de jaren negentig in de serie Sex and the City dat het levensdoel van vrouwen het huwelijk is (met een man uiteraard) en lazen we in het begin van deze eeuw in populair-wetenschappelijke boeken dat de breinen van vrouwen en mannen z anders zijn, dat ze net zo goed van verschillende planeten hadden kunnen komen: de vrouwen van Venus (liefde) wel te verstaan, de mannen van Mars (oorlog) niet. Posted by the Dutch at","['onherstelbaar van elkaar', 'we aan het', 'vrouwen en', 'ze net zo', 'verstaan', 'en de', '(oorlog) and never', 'twain shall meet']","['zoveel', 'we in het', 'vrouwen en', 'ze net zo', 'verstaan, de', '(oorlog) niet. Posted by', 'at']",20,15.0,1,"[0.875, 0.2, 0.0, 0.0, 0.3333333333333333, 0.875, 0.9444444444444444]",0.46,nrc
194.0,seq194-0,xl,"`Lef' is een frisse, sympathieke komedie Tijdens de 19-jarige geschiedenis van het Nederlands Filmfestival werden meerdere malen debuutfilms van ongesubsidieerde, onafhankelijke producties ter plekke ontdekt, zoals Zusje van Robert-Jan Westdijk of Lger van Theo van Gogh.  Dit jaar zou Ron Termaats Lef in die categorie kunnen vallen, geproduceerd volgens de vennoten-constructie van Zusje, en genomineerd (met The Delivery en Abeltje) voor de Grolsch-publieksprijs","`Lef' is een frisse, sympathieke komedie Tijdens de 19-jarige geschiedenis van het Nederlands Filmfestival werden meerdere malen debuutfilms van ongesubsidieerde, onafhankelijke producties ter plekke ontdekt, zoals Zusje van Robert-Jan Westdijk of Lger van Theo van Gogh. Dit jaar zou Ron Termaats Lef in die categorie <extra_id_0> volgens de vennoten-constructie van Zusje, en genomineerd (met <extra_id_1> Abeltje) <extra_id_2>","`Lef' is een frisse, sympathieke komedie Tijdens de 19-jarige geschiedenis van het Nederlands Filmfestival werden meerdere malen debuutfilms van ongesubsidieerde, onafhankelijke producties ter plekke ontdekt, zoals Zusje van Robert-Jan Westdijk of Lger van Theo van Gogh. Dit jaar zou Ron Termaats Lef in die categorie worden geselecteerd volgens de vennoten-constructie van Zusje, en genomineerd (met de film Abeltje) voor de beste Nederlandse film.","['kunnen vallen', 'geproduceerd', 'The Delivery en', 'voor de Grolsch-publieksprijs']","['worden geselecteerd', 'de film', 'film.']",9,15.0,1,"[0.7368421052631579, 0.9166666666666666, 0.9333333333333333]",0.86,nrc
195.0,seq195-0,xl,Trippend richting het hiernamaals De Franse Gaspar No maakte met Enter the Void een ambitieuze drugsfilm.  Na een prikkelend begin verzandt de film in een sufmakende loomheid,Trippend <extra_id_0> Franse Gaspar No maakte met Enter the Void een ambitieuze drugsfilm. Na een prikkelend begin verzandt de film in een sufmakende loomheid,Trippend slecht De Franse Gaspar No maakte met Enter the Void een ambitieuze drugsfilm. Na een prikkelend begin verzandt de film in een sufmakende loomheid,['richting het hiernamaals De'],['slecht De'],4,15.0,1,[0.8148148148148148],0.81,nrc
196.0,seq196-0,xl,"Andere aandelen profiteerden van teruggelopen renteverwachtingen, nadat de `kerninflatie' over juli slechts 2,2 procent bleek te bedragen.  Het is daardoor volgens analisten minder aannemelijk geworden dat de Bank of England doorgaat met haar serie renteverhogingen","Andere aandelen profiteerden van teruggelopen renteverwachtingen, nadat de <extra_id_0> slechts <extra_id_1> bleek te bedragen. Het is daardoor volgens analisten minder aannemelijk geworden dat de Bank of England doorgaat met haar serie renteverhogingen","Andere aandelen profiteerden van teruggelopen renteverwachtingen, nadat de verwachte groei slechts 2% bleek te bedragen. Het is daardoor volgens analisten minder aannemelijk geworden dat de Bank of England doorgaat met haar serie renteverhogingen","['""`kerninflatie\' over juli""', '2,2 procent']","['verwachte groei', '2%']",5,15.0,1,"[0.7307692307692307, 0.9090909090909091]",0.82,nrc
197.0,seq197-0,xl,"CDA wil minder sex en meer moraal Het CDA vindt dat het kabinet te weinig morele grenzen stelt.  ,,Nederland wordt teveel een land waar alles moet kunnen'', zei fractieleider De Hoop Scheffer vanmorgen bij de algemene beschouwingen in de Tweede Kamer","CDA wil minder sex en meer moraal Het CDA vindt dat het kabinet te weinig morele grenzen stelt. ,,Nederland wordt teveel een land waar alles <extra_id_0> fractieleider De Hoop Scheffer vanmorgen <extra_id_1> beschouwingen in de Tweede Kamer","CDA wil minder sex en meer moraal Het CDA vindt dat het kabinet te weinig morele grenzen stelt. ,,Nederland wordt teveel een land waar alles kan'', zei fractieleider De Hoop Scheffer vanmorgen bij de jaarlijkse beschouwingen in de Tweede Kamer","['""moet kunnen', 'zei""', 'bij de algemene']","[""kan'', zei"", 'bij de jaarlijkse']",6,15.0,1,"[0.9166666666666666, 0.8823529411764706]",0.9,nrc
198.0,seq198-0,xl,"Wie was de echte Will.  Het blijft ongelofelijk, in ieder geval een nooit opdrogende bron van verwondering, zoveel nieuwe boeken als er ieder jaar verschijnen over Shakespeare en het toneel waar hij in werkte","Wie was de echte Will. Het blijft ongelofelijk, <extra_id_0> een nooit opdrogende bron van verwondering, zoveel nieuwe boeken als er ieder jaar <extra_id_1> Shakespeare en het toneel waar hij in werkte","Wie was de echte Will. Het blijft ongelofelijk, en een nooit opdrogende bron van verwondering, zoveel nieuwe boeken als er ieder jaar verschijnen over Shakespeare en het toneel waar hij in werkte","['in ieder geval', 'verschijnen over']","['en', 'verschijnen over']",5,15.0,1,"[0.9285714285714286, 0.0]",0.46,nrc
199.0,seq199-0,xl,"De albumtour van dj Kozes laatste wapenfeit Knock Knock bleek zondagavond een dj-set en geen live-optreden.  Was je over die initile teleurstelling heen, dan moest je ook nog even geduld hebben als bezoeker want Stefan Kozallas set kwam traag op gang","De albumtour van dj <extra_id_0> Knock Knock bleek zondagavond een dj-set en geen live-optreden. Was je over die initile teleurstelling heen, <extra_id_1> ook nog even geduld hebben als bezoeker want Stefan Kozallas set kwam traag op gang","De albumtour van dj Knock Knock bleek zondagavond een dj-set en geen live-optreden. Was je over die initile teleurstelling heen, dan moet je ook nog even geduld hebben als bezoeker want Stefan Kozallas set kwam traag op gang","['Kozes laatste wapenfeit', 'dan moest je']","['', 'dan moet je']",6,15.0,1,"[1.0, 0.08333333333333333]",0.54,nrc
200.0,seq200-0,xl,Natte festivalgangers vrijdag bij de opening van het driedaagse Pinkpop in Zuid-Limburg.  Er waren optredens van onder meer de Britse rockgroep Muse (linksonder) en Paloma Faith (rechtsonder),Natte festivalgangers vrijdag bij de opening van het driedaagse Pinkpop in Zuid-Limburg. Er waren optredens van onder meer de Britse <extra_id_0> Paloma Faith (rechtsonder),Natte festivalgangers vrijdag bij de opening van het driedaagse Pinkpop in Zuid-Limburg. Er waren optredens van onder meer de Britse zangeres Paloma Faith (rechtsonder),['rockgroep Muse (linksonder) en'],['zangeres'],4,15.0,1,[0.8666666666666667],0.87,nrc
