,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
71,seq71-0,base,"Oekrane wijst wapenstilstand af Zwangere vrouwen in een schuilkelder van een ziekenhuis in Donetsk, in het oosten van Oekrane, waar hevig wordt gevochten.  Foto AFP Het Oekraense leger heeft een voorstel voor een wapenstilstand van de separatisten gisteren afgewezen","Oekrane wijst wapenstilstand af Zwangere vrouwen in een schuilkelder van een ziekenhuis <extra_id_0> het oosten van Oekrane, waar hevig wordt gevochten. Foto AFP <extra_id_1> heeft een voorstel voor een wapenstilstand van de separatisten gisteren afgewezen","Oekrane wijst wapenstilstand af Zwangere vrouwen in een schuilkelder van een ziekenhuis in het oosten van Oekrane, waar hevig wordt gevochten. Foto AFP Oekrane heeft een voorstel voor een wapenstilstand van de separatisten gisteren afgewezen","['in Donetsk', 'in', 'Het Oekraense leger']","['in', 'Oekrane']",6,15.0,1,"[0.8, 0.8571428571428571]",0.83
72,seq72-0,base,"Het Amerikaanse leger en Irak betwisten de omvang van het geweld in het land.  De Amerikanen ontkenden gisteren dat juli de dodelijkste maand in Irak in ruim twee jaar was, zoals Bagdad had verklaard","Het Amerikaanse leger en Irak betwisten de omvang van <extra_id_0> het land. <extra_id_1> ontkenden gisteren dat juli de dodelijkste maand in Irak in ruim twee jaar was, zoals Bagdad had verklaard","Het Amerikaanse leger en Irak betwisten de omvang van de oorlog in het land. De landen ontkenden gisteren dat juli de dodelijkste maand in Irak in ruim twee jaar was, zoals Bagdad had verklaard","['het geweld in', 'De Amerikanen']","['de oorlog in', 'De landen']",5,15.0,1,"[0.6153846153846154, 0.5384615384615384]",0.58
73,seq73-0,base,"Unilever in oorlog om wasmiddelen in Turkije ISTANBUL, 20 JUNI.  Er woedt een wasmiddelen-oorlog in Turkije",Unilever in oorlog om wasmiddelen in Turkije <extra_id_0> JUNI. Er woedt een wasmiddelen-oorlog in Turkije,Unilever in oorlog om wasmiddelen in Turkije JUNI. Er woedt een wasmiddelen-oorlog in Turkije,"['ISTANBUL', '20']",[''],2,15.0,1,[1.0],1.0
74,seq74-0,base,Geloof is sport De Ronde van Frankrijk kent maar n geletruiwinnaar.  Toch bereiden 180 wielrenners zich voor op die wekenlange fietstocht,Geloof is sport De Ronde van Frankrijk <extra_id_0> geletruiwinnaar. Toch bereiden 180 wielrenners zich voor op die wekenlange fietstocht,Geloof is sport De Ronde van Frankrijk is geen geletruiwinnaar. Toch bereiden 180 wielrenners zich voor op die wekenlange fietstocht,['kent maar n'],['is geen'],3,15.0,1,[0.8181818181818182],0.82
75,seq75-0,base,"Grote kaalslag in Molire's komedie 'De ingebeelde zieke'; Leukdoenerij met overgave Voorstelling: De ingebeelde zieke door Het Gevolg, vanaf 8 jaar.  Tekst naar Molire en regie: Ignace Cornelissen","Grote kaalslag in Molire's komedie 'De ingebeelde zieke'; Leukdoenerij met overgave Voorstelling: De ingebeelde zieke door Het Gevolg, vanaf 8 <extra_id_0> en regie: Ignace Cornelissen","Grote kaalslag in Molire's komedie 'De ingebeelde zieke'; Leukdoenerij met overgave Voorstelling: De ingebeelde zieke door Het Gevolg, vanaf 8 november 2017, tekst en regie: Ignace Cornelissen",['jaar. Tekst naar Molire'],"['november 2017, tekst']",4,15.0,1,[0.9130434782608695],0.91
77,seq77-0,base,Luis Surez is terug na zijn maandenlange schorsing wegens bijten.  Foto AP In zijn tienerjaren in Montevideo rende hij eens vijftig meter het veld over om de scheids een kopstoot te geven,Luis Surez is terug na zijn maandenlange schorsing wegens bijten. Foto AP In zijn tienerjaren in Montevideo <extra_id_0> eens vijftig meter het veld <extra_id_1> scheids een kopstoot te geven,Luis Surez is terug na zijn maandenlange schorsing wegens bijten. Foto AP In zijn tienerjaren in Montevideo liep hij eens vijftig meter het veld om zijn scheids een kopstoot te geven,"['rende hij', 'over om de']","['liep hij', 'om zijn']",5,15.0,1,"[0.5555555555555556, 0.8]",0.68
78,seq78-0,base,Het rechterschap is meer dan een baan: het kruipt onder je huid Zit er ook een rechter in u.  Strafrechter Jacco Janssen ontdekt op de voetbaltribune dat hij anders naar een incident kijkt dan de andere supporters,Het rechterschap is <extra_id_0> baan: het kruipt onder je huid <extra_id_1> een rechter in u. Strafrechter Jacco Janssen ontdekt op de voetbaltribune dat hij anders naar een incident kijkt dan de andere supporters,Het rechterschap is een andere baan: het kruipt onder je huid rechter en een rechter in u. Strafrechter Jacco Janssen ontdekt op de voetbaltribune dat hij anders naar een incident kijkt dan de andere supporters,"['meer dan een', 'Zit er ook']","['een andere', 'rechter en']",6,15.0,1,"[0.5, 0.8]",0.65
79,seq79-0,base,HILVERSUM.  De muziekensembles van het Muziekcentrum van de Omroep (MCO) mogen in Hilversum gevestigd blijven,HILVERSUM. De <extra_id_0> het Muziekcentrum van de Omroep (MCO) mogen in Hilversum gevestigd blijven,HILVERSUM. De medewerkers van het Muziekcentrum van de Omroep (MCO) mogen in Hilversum gevestigd blijven,['muziekensembles van'],['medewerkers van'],2,15.0,1,[0.5263157894736842],0.53
80,seq80-0,base,"Koopkrachtverlies toch meer dan verwacht - ook lagere inkomens worden getroffen DEN HAAG - Door alle bezuinigingen hebben de burgers steeds minder geld te besteden.  ANP XTRA LEX VAN LIESHOUT Foto ANP / Lex van Lieshout Niet alleen hoge inkomens, maar ook sommige groepen met lagere inkomens gaan er door het regeerakkoord op achteruit","Koopkrachtverlies toch meer dan verwacht - ook <extra_id_0> getroffen DEN HAAG - Door alle bezuinigingen hebben de burgers steeds minder geld te besteden. ANP XTRA LEX VAN LIESHOUT Foto ANP / Lex van <extra_id_1> alleen hoge inkomens, maar ook sommige groepen met lagere inkomens gaan <extra_id_2> regeerakkoord op achteruit","Koopkrachtverlies toch meer dan verwacht - ook jongeren getroffen DEN HAAG - Door alle bezuinigingen hebben de burgers steeds minder geld te besteden. ANP XTRA LEX VAN LIESHOUT Foto ANP / Lex van Lieshout Niet alleen hoge inkomens, maar ook sommige groepen met lagere inkomens gaan in het regeerakkoord op achteruit","['lagere inkomens worden', 'Lieshout Niet', 'er door het']","['jongeren', 'Lieshout Niet', 'in het']",8,15.0,1,"[0.7727272727272727, 0.0, 0.6363636363636364]",0.47
82,seq82-0,base,"Cannes, Sarko, Wolfo en een antihomofobiedag 1 Donderdag is Hemelvaartsdag.  Jezus voer nadat hij niet meer dood was ten hemel en wij hebben een dagje vrij","Cannes, Sarko, Wolfo en een antihomofobiedag 1 <extra_id_0> voer nadat hij niet meer dood was ten hemel en wij hebben een dagje vrij","Cannes, Sarko, Wolfo en een antihomofobiedag 1 oktober. De voer nadat hij niet meer dood was ten hemel en wij hebben een dagje vrij",['Donderdag is Hemelvaartsdag. Jezus'],['oktober. De'],4,15.0,1,[0.8235294117647058],0.82
83,seq83-0,base,Vaticaan sticht bisdommen in Rusland De rooms-katholieke kerk heeft gisteren aangekondigd vier Russische bisdommen op te richten.  De Russisch-orthodoxe kerk reageert woedend en dreigt de betrekkingen met het Vaticaan op te schorten,Vaticaan sticht bisdommen in Rusland De rooms-katholieke kerk heeft <extra_id_0> Russische bisdommen <extra_id_1> richten. De Russisch-orthodoxe kerk reageert woedend en dreigt de betrekkingen met het Vaticaan op te schorten,Vaticaan sticht bisdommen in Rusland De rooms-katholieke kerk heeft besloten de Russische bisdommen in te richten. De Russisch-orthodoxe kerk reageert woedend en dreigt de betrekkingen met het Vaticaan op te schorten,"['gisteren aangekondigd vier', 'op te']","['besloten de', 'in te']",5,15.0,1,"[0.7692307692307693, 0.4]",0.58
85,seq85-0,base,Arcams ruimtelijke oase aan het IJ Ze zijn zeldzaam: bouwwerken die de liefdevolle concentratie prijsgeven waarmee zij zijn ontworpen.  Het nieuwe onderkomen van het Architectuur Centrum Amsterdam (Arcam) is zo'n bouwwerk,Arcams ruimtelijke oase aan het IJ Ze zijn zeldzaam: bouwwerken die de liefdevolle concentratie prijsgeven waarmee zij <extra_id_0> Het nieuwe onderkomen van <extra_id_1> Amsterdam (Arcam) is zo'n bouwwerk,Arcams ruimtelijke oase aan het IJ Ze zijn zeldzaam: bouwwerken die de liefdevolle concentratie prijsgeven waarmee zij zich bekend maken. Het nieuwe onderkomen van het Museum Amsterdam (Arcam) is zo'n bouwwerk,"['zijn ontworpen.', 'het Architectuur Centrum']","['zich bekend maken.', 'het Museum']",5,15.0,1,"[0.6111111111111112, 0.6666666666666666]",0.64
87,seq87-0,base,"Niet doen, zegt Marcel Warnaar, wetenschappelijk medewerker bij het Nationaal Instituut voor Budgetvoorlichtig (Nibud).  Een lening kan de vriendschap in de weg gaan staan","Niet doen, zegt Marcel <extra_id_0> het Nationaal Instituut voor Budgetvoorlichtig (Nibud). Een lening kan de vriendschap in de weg gaan staan","Niet doen, zegt Marcel van het Nationaal Instituut voor Budgetvoorlichtig (Nibud). Een lening kan de vriendschap in de weg gaan staan","['Warnaar', 'wetenschappelijk medewerker bij']",['van'],4,15.0,1,[0.7142857142857143],0.71
88,seq88-0,base,"Betogingen Venezuela om nieuwe schoolwet Duizenden Venezolanen hebben zaterdag in de hoofdstad Caracas met twee afzonderlijke betogingen zowel voor als tegen een eerder deze maand ingevoerde nieuwe onderwijswet gedemonstreerd.  De oproerpolitie zette traangas, waterkannonen en rubberkogels in tegen de tegenbetogers",Betogingen Venezuela om nieuwe schoolwet Duizenden Venezolanen hebben zaterdag in <extra_id_0> met twee afzonderlijke betogingen zowel voor als tegen een eerder deze maand ingevoerde nieuwe onderwijswet gedemonstreerd. De oproerpolitie <extra_id_1> en rubberkogels in tegen de tegenbetogers,Betogingen Venezuela om nieuwe schoolwet Duizenden Venezolanen hebben zaterdag in Caracas met twee afzonderlijke betogingen zowel voor als tegen een eerder deze maand ingevoerde nieuwe onderwijswet gedemonstreerd. De oproerpolitie zet wapens en rubberkogels in tegen de tegenbetogers,"['de hoofdstad Caracas', 'zette traangas', 'waterkannonen']","['Caracas', 'zet wapens']",6,15.0,1,"[0.65, 0.5714285714285714]",0.61
89,seq89-0,base,"Slopen, bouwen, spreiden In steden door heel het land worden de komende jaren massaal goedkope woningen gesloopt en vervangen door duurdere.  Het lijkt het laatste redmiddel voor de steden, die hun middenklasse zien vertrekken","Slopen, bouwen, spreiden In steden door heel het land worden de komende jaren massaal <extra_id_0> en vervangen door <extra_id_1> lijkt het laatste redmiddel voor de steden, die hun middenklasse zien vertrekken","Slopen, bouwen, spreiden In steden door heel het land worden de komende jaren massaal slopen en vervangen door woningen. Dat lijkt het laatste redmiddel voor de steden, die hun middenklasse zien vertrekken","['goedkope woningen gesloopt', 'duurdere. Het']","['slopen', 'woningen. Dat']",5,15.0,1,"[0.8461538461538461, 0.7692307692307693]",0.81
90,seq90-0,base,"KPN verhoogt ambitie voor schuldafbouw KPN scherpt zijn doelstelling aan om de schulden van het bedrijf te verminderen.  Het telecombedrijf streeft ernaar om de schuld eind dit jaar terug te brengen tot 13,9 miljard euro in plaats van 14,5 miljard","KPN verhoogt ambitie voor schuldafbouw KPN scherpt zijn doelstelling aan om de <extra_id_0> bedrijf te verminderen. Het telecombedrijf streeft <extra_id_1> schuld eind dit jaar terug te brengen tot 13,9 miljard euro in plaats van 14,5 miljard","KPN verhoogt ambitie voor schuldafbouw KPN scherpt zijn doelstelling aan om de schuld van het bedrijf te verminderen. Het telecombedrijf streeft ernaar de schuld eind dit jaar terug te brengen tot 13,9 miljard euro in plaats van 14,5 miljard","['schulden van het', 'ernaar om de']","['schuld van het', 'ernaar de']",6,15.0,1,"[0.125, 0.25]",0.19
91,seq91-0,base,Onder de drie miljoen Turken in Duitsland groeien de spanningen.  Duitse politici willen niet dat de Turkse binnenlandse strijd overslaat,Onder de drie miljoen Turken in Duitsland groeien de spanningen. Duitse <extra_id_0> dat de Turkse binnenlandse strijd overslaat,Onder de drie miljoen Turken in Duitsland groeien de spanningen. Duitse media melden dat de Turkse binnenlandse strijd overslaat,['politici willen niet'],['media melden'],3,15.0,1,[0.75],0.75
92,seq92-0,base,Opwarming aarde is geen aanjager klimaatoorlogen De oorlog in Soedan is geen klimaatoorlog maar een etnisch-religieus conflict waarin toegang tot oliebronnen een belangrijke rol speelt.  Foto AP Terug bij af,Opwarming aarde is geen aanjager klimaatoorlogen De oorlog in Soedan is geen klimaatoorlog maar <extra_id_0> toegang tot oliebronnen een belangrijke rol speelt. Foto AP Terug bij af,Opwarming aarde is geen aanjager klimaatoorlogen De oorlog in Soedan is geen klimaatoorlog maar een oorlog die de toegang tot oliebronnen een belangrijke rol speelt. Foto AP Terug bij af,['een etnisch-religieus conflict waarin'],['een oorlog die de'],4,15.0,1,[0.7297297297297297],0.73
93,seq93-0,base,"Mooie actie.  Maar het kan geen kwaad dat Leon de Winter erop gewezen heeft dat ook (of juist) in Nederland de wereld gewoon doordraait wanneer er mensen 'als beesten' worden afgemaakt (NRC Handelsblad, 25 oktober)",Mooie actie. Maar het kan geen kwaad dat Leon de Winter erop <extra_id_0> dat ook (of juist) in Nederland de wereld gewoon doordraait wanneer er mensen 'als beesten' worden afgemaakt <extra_id_1> oktober),Mooie actie. Maar het kan geen kwaad dat Leon de Winter erop komt te merken dat ook (of juist) in Nederland de wereld gewoon doordraait wanneer er mensen 'als beesten' worden afgemaakt ( oktober),"['gewezen heeft', '(NRC Handelsblad', '25']","['komt te merken', '(']",5,15.0,1,"[0.8571428571428571, 0.9375]",0.9
94,seq94-0,base,"De coronamaatregelen mogen dan tot steeds meer chagrijn leiden, Jan Rotmans houdt de moed erin.  De crisis is een blessing in disguise, zei de hoogleraar duurzaamheid en transities deze week in Trouw","De coronamaatregelen mogen dan tot steeds meer chagrijn leiden, Jan Rotmans houdt de <extra_id_0> crisis is een blessing in disguise, <extra_id_1> hoogleraar duurzaamheid en transities deze week in Trouw","De coronamaatregelen mogen dan tot steeds meer chagrijn leiden, Jan Rotmans houdt de crisis in de gaten. De crisis is een blessing in disguise, stelt hoogleraar duurzaamheid en transities deze week in Trouw","['moed erin. De', 'zei de']","['crisis in de gaten. De', 'stelt']",5,15.0,1,"[0.6818181818181818, 1.0]",0.84
95,seq95-0,base,"Advocaten Amsterdam dreigen met prikacties AMSTERDAM, 9 mei - De Amsterdamse advocaten zullen prikacties houden als het ministerie van justitie niet voor 1 september toezegt dat de vergoedingen in de gefinancierde rechtshulp zullen worden verhoogd.  Volgens de deken van de orde van advocaten in het arrondissement Amsterdam - waar 1","Advocaten Amsterdam dreigen met prikacties AMSTERDAM, 9 mei <extra_id_0> advocaten zullen prikacties houden als het ministerie van justitie niet voor 1 september toezegt dat de vergoedingen in de gefinancierde rechtshulp zullen worden verhoogd. Volgens de <extra_id_1> de orde van <extra_id_2> arrondissement Amsterdam - waar 1","Advocaten Amsterdam dreigen met prikacties AMSTERDAM, 9 mei - De advocaten zullen prikacties houden als het ministerie van justitie niet voor 1 september toezegt dat de vergoedingen in de gefinancierde rechtshulp zullen worden verhoogd. Volgens de rechterlijke organisatie van de orde van het arrondissement Amsterdam - waar 1","['- De Amsterdamse', 'deken van', 'advocaten in het']","['- De', 'rechterlijke organisatie van', 'het']",8,15.0,1,"[0.75, 0.7142857142857143, 0.8125]",0.76
96,seq96-0,base,En nieuw nummer is wat mager voor Zweedse Ghost Het Zweedse Ghost was donderdag uitstekend in Amsterdam.  Maar het optreden was helaas vrijwel identiek aan eerdere ,En nieuw nummer is <extra_id_0> Ghost Het Zweedse Ghost was donderdag uitstekend in Amsterdam. Maar het optreden was helaas vrijwel identiek aan eerdere,En nieuw nummer is bekend bij Ghost Het Zweedse Ghost was donderdag uitstekend in Amsterdam. Maar het optreden was helaas vrijwel identiek aan eerdere,['wat mager voor Zweedse'],['bekend bij'],4,15.0,1,[0.9090909090909091],0.91
97,seq97-0,base,Een glimp van een beschaving Na negentig jaar is het Mesopotamische woordenboek voltooid.  Het telt Engelstalige beschrijvingen van 28,Een <extra_id_0> beschaving Na negentig jaar is het Mesopotamische woordenboek voltooid. Het telt Engelstalige beschrijvingen van 28,Een geschiedenis van de beschaving Na negentig jaar is het Mesopotamische woordenboek voltooid. Het telt Engelstalige beschrijvingen van 28,['glimp van een'],['geschiedenis van de'],3,15.0,1,[0.631578947368421],0.63
98,seq98-0,base,"Dat betoogt Geoffrey Robertson, auteur van Crimes Against Humanity (uitgeverij Penguin), vandaag in de Britse krant The Independent.  De wetenschap dat de operatie in het Pakistaanse huis van de Al Qaeda-leider was bedoeld ","Dat betoogt Geoffrey Robertson, auteur van Crimes Against Humanity (uitgeverij Penguin), vandaag in de Britse <extra_id_0> De <extra_id_1> de operatie in het Pakistaanse huis van de Al Qaeda-leider was bedoeld","Dat betoogt Geoffrey Robertson, auteur van Crimes Against Humanity (uitgeverij Penguin), vandaag in de Britse media. De auteur zegt dat de operatie in het Pakistaanse huis van de Al Qaeda-leider was bedoeld","['krant The Independent.', 'wetenschap dat']","['media.', 'auteur zegt dat']",5,15.0,1,"[0.8636363636363636, 0.6]",0.73
99,seq99-0,base,"Afgelopen donderdag mij enigszins verbolgen uitgelaten over het feit dat wijn nog geen tenminste houdbaar tot-datum kent of een bij voorkeur te drinken voor advies.  En dat terwijl het gros van de wijnen op dronk in de schappen beland en niet gebaat is bij langdurig stof happen in wijnrekken, kruipruimtes of kelders",Afgelopen donderdag mij enigszins verbolgen <extra_id_0> feit dat wijn nog geen tenminste houdbaar tot-datum kent of een bij voorkeur te drinken voor advies. En dat terwijl het gros van de wijnen op dronk <extra_id_1> schappen beland en niet gebaat is bij langdurig stof <extra_id_2> kruipruimtes of kelders,Afgelopen donderdag mij enigszins verbolgen door het feit dat wijn nog geen tenminste houdbaar tot-datum kent of een bij voorkeur te drinken voor advies. En dat terwijl het gros van de wijnen op dronk schappen beland en niet gebaat is bij langdurig stof in kruipruimtes of kelders,"['uitgelaten over het', 'in de', 'happen in wijnrekken,']","['door het', '', 'in']",8,15.0,1,"[0.6842105263157895, 1.0, 0.9047619047619048]",0.86
100,seq100-0,base,"Sneller straffen ja, maar liever na vonnis De bewindslieden op Justitie verkennen de rechtsgrenzen.  Kan de rechter al optreden voordat hij vonnist","Sneller straffen ja, maar liever na vonnis De bewindslieden op Justitie verkennen <extra_id_0> de rechter al optreden voordat hij vonnist","Sneller straffen ja, maar liever na vonnis De bewindslieden op Justitie verkennen de situatie: kan de rechter al optreden voordat hij vonnist",['de rechtsgrenzen. Kan'],['de situatie: kan'],3,15.0,1,[0.6190476190476191],0.62
101,seq101-0,base,"Politie slaat terug met civiele procedure Een kaakslag, een gebroken neus, een hoofdwond en flinke frustratie.  Dat is de meest recente oogst van de Rotterdamse politie","<extra_id_0> civiele procedure Een kaakslag, een gebroken neus, een hoofdwond en flinke frustratie. Dat is de meest recente oogst van de Rotterdamse politie","in de civiele procedure Een kaakslag, een gebroken neus, een hoofdwond en flinke frustratie. Dat is de meest recente oogst van de Rotterdamse politie",['Politie slaat terug met'],['in de'],4,15.0,1,[0.8695652173913043],0.87
102,seq102-0,base,"Caption: FILE - In this Nov.  21, 2011 file picture taken with a fisheye lens, flames from a fire set alight in a container by activists of the Frankfurt Occupy movement are seen in front of the European Central Bank and a sculpture of the euro symbol in Frankfurt, Germany","Caption: FILE - In this Nov. 21, 2011 file picture taken with a fisheye lens, flames from <extra_id_0> alight in a container by activists of the Frankfurt Occupy movement are seen <extra_id_1> the European Central Bank and a sculpture of the <extra_id_2> in Frankfurt, Germany","Caption: FILE - In this Nov. 21, 2011 file picture taken with a fisheye lens, flames from a container alight in a container by activists of the Frankfurt Occupy movement are seen behind the European Central Bank and a sculpture of the Occupy Museum in Frankfurt, Germany","['a fire set', 'in front of', 'euro symbol']","['a container', 'behind', 'Occupy Museum']",8,15.0,1,"[0.7272727272727273, 0.9090909090909091, 0.8461538461538461]",0.83
103,seq103-0,base,"Agent die schiet is toch anders dan een burger die schiet Hoe streng moet de rechter zijn tegen een agent die een beroepsfout maakt, waardoor net geen dodelijk slachtoffer viel.  De rechter in Maastricht veroordeelde vrijdag een lid van een arrestatie-eenheid tot twee jaar cel en een schadevergoeding",Agent die schiet is toch anders dan een burger die schiet Hoe streng moet <extra_id_0> tegen een agent die een beroepsfout <extra_id_1> dodelijk slachtoffer viel. De rechter in Maastricht veroordeelde vrijdag een lid van een arrestatie-eenheid tot twee jaar cel en een schadevergoeding,Agent die schiet is toch anders dan een burger die schiet Hoe streng moet de rechter worden tegen een agent die een beroepsfout maakte en een dodelijk slachtoffer viel. De rechter in Maastricht veroordeelde vrijdag een lid van een arrestatie-eenheid tot twee jaar cel en een schadevergoeding,"['de rechter zijn', 'maakt', 'waardoor net geen']","['de rechter worden', 'maakte en een']",7,15.0,1,"[0.29411764705882354, 0.6153846153846154]",0.45
104,seq104-0,base,"De EU is verdeeld, nu ook in conflict Georgi De EU-landen kwamen gisteren in Brussel bijeen voor spoedoverleg over de crisis tussen Rusland en Georgi.  Moeilijk: hoe om te gaan met het machtige Rusland","De EU is verdeeld, nu ook in conflict Georgi De EU-landen kwamen gisteren <extra_id_0> voor spoedoverleg over de crisis tussen Rusland en Georgi. Moeilijk: hoe <extra_id_1> gaan met het machtige Rusland","De EU is verdeeld, nu ook in conflict Georgi De EU-landen kwamen gisteren in Brussel voor spoedoverleg over de crisis tussen Rusland en Georgi. Moeilijk: hoe het moet gaan met het machtige Rusland","['in Brussel bijeen', 'om te']","['in Brussel', 'het moet']",5,15.0,1,"[0.4117647058823529, 0.75]",0.58
105,seq105-0,base,"Jean-Auguste-Dominique Ingres zag het schilderen van portretten, als een minder genre  historische taferelen was waar men beroemd mee diende te worden.  Zijn portretten, nu te zien in het Metropolitan Museum, laten dan ook zien tot welke hoogte hij steeg als hij niet 100 procent op zijn hoede was en zijn best deed","Jean-Auguste-Dominique Ingres zag het schilderen <extra_id_0> een minder genre historische taferelen <extra_id_1> men beroemd mee diende te worden. Zijn portretten, nu te zien in het Metropolitan Museum, laten <extra_id_2> tot welke hoogte hij steeg als hij niet 100 procent op zijn hoede was en zijn best deed","Jean-Auguste-Dominique Ingres zag het schilderen als een minder genre historische taferelen waar men beroemd mee diende te worden. Zijn portretten, nu te zien in het Metropolitan Museum, laten zien tot welke hoogte hij steeg als hij niet 100 procent op zijn hoede was en zijn best deed","['van portretten', 'als', 'was waar', 'dan ook zien']","['als', 'waar', 'zien']",8,15.0,1,"[0.9285714285714286, 0.75, 1.0]",0.89
106,seq106-0,base,Donald Trumps Kremlin-connecties Relatie VS-Rusland De FBI onderzoekt de banden van Trumps entourage met Rusland en de Russische inmenging in de Amerikaanse verkiezingen.  Hoe lopen de lijnen tussen Trumps inner circle en die van Poetin,Donald Trumps Kremlin-connecties Relatie VS-Rusland De FBI onderzoekt de banden van Trumps entourage met Rusland en de Russische inmenging <extra_id_0> verkiezingen. Hoe lopen <extra_id_1> tussen Trumps inner circle en die van Poetin,Donald Trumps Kremlin-connecties Relatie VS-Rusland De FBI onderzoekt de banden van Trumps entourage met Rusland en de Russische inmenging in de verkiezingen. Hoe lopen de banden tussen Trumps inner circle en die van Poetin,"['in de Amerikaanse', 'de lijnen']","['in de', 'de banden']",5,15.0,1,"[0.7058823529411765, 0.4444444444444444]",0.58
107,seq107-0,base,"De `sitcom about nothing', verzonnen door Jerry Seinfeld en Larry Davids vertelt het semi-autobiografische verhaal van de stand-up comedian Jerry Seinfeld en zijn vrienden: ex-minnares Elaine Benes (Julia Louis-Dreyfus), de blunderende Cosmo Kramer (Michael Richards) met ","De `sitcom about nothing', verzonnen door Jerry Seinfeld en Larry Davids <extra_id_0> verhaal van de stand-up comedian Jerry Seinfeld en zijn vrienden: ex-minnares Elaine Benes (Julia Louis-Dreyfus), de blunderende Cosmo Kramer (Michael <extra_id_1>","De `sitcom about nothing', verzonnen door Jerry Seinfeld en Larry Davids is het verhaal van de stand-up comedian Jerry Seinfeld en zijn vrienden: ex-minnares Elaine Benes (Julia Louis-Dreyfus), de blunderende Cosmo Kramer (Michael Bloomberg) en...","['vertelt het semi-autobiografische', 'Richards) met']","['is het', 'en...']",5,15.0,1,"[0.8787878787878788, 1.0]",0.94
108,seq108-0,base,"Kleindochter Christine Koenigs van de beroemde kunstverzamelaar Franz Koenigs wil dat directeur Sjarel Ex van Museum Boijmans van Beuningen per direct twee tekeningen van Jeroen Bosch van de muur haalt.  Dat schrijft zij in een boze brief aan Ex en curator Jonathan Bober van de National Gallery of Art in Washington, waar ze nu hangen","Kleindochter Christine Koenigs van de beroemde kunstverzamelaar Franz Koenigs wil dat directeur Sjarel Ex van Museum Boijmans <extra_id_0> per direct twee tekeningen <extra_id_1> van de muur haalt. Dat schrijft zij in een boze brief aan Ex en curator Jonathan Bober van <extra_id_2> of Art in Washington, waar ze nu hangen","Kleindochter Christine Koenigs van de beroemde kunstverzamelaar Franz Koenigs wil dat directeur Sjarel Ex van Museum Boijmans van Beuningen per direct twee tekeningen van Koenigs van de muur haalt. Dat schrijft zij in een boze brief aan Ex en curator Jonathan Bober van het Museum of Art in Washington, waar ze nu hangen","['van Beuningen', 'van Jeroen Bosch', 'de National Gallery']","['van Beuningen', 'van Koenigs', 'het Museum']",8,15.0,1,"[0.0, 0.5, 0.7894736842105263]",0.43
109,seq109-0,base,"VS voeren druk op Iran verder op De Amerikaanse regering heeft gisteren nieuwe, harde strafmaatregelen tegen Iran, Iraanse banken en de Iraanse strijdkrachten afgekondigd.  Washington beschuldigt een onderdeel van de Iraanse Revolutionaire Garde ervan terrorisme te ondersteunen","VS voeren druk op Iran <extra_id_0> Amerikaanse regering heeft gisteren nieuwe, harde <extra_id_1> Iraanse banken en de Iraanse strijdkrachten afgekondigd. Washington beschuldigt een onderdeel van de Iraanse Revolutionaire Garde ervan terrorisme te ondersteunen","VS voeren druk op Iran uit De Amerikaanse regering heeft gisteren nieuwe, harde maatregelen tegen de Iraanse banken en de Iraanse strijdkrachten afgekondigd. Washington beschuldigt een onderdeel van de Iraanse Revolutionaire Garde ervan terrorisme te ondersteunen","['verder op De', 'strafmaatregelen tegen Iran,']","['uit De', 'maatregelen tegen de']",6,15.0,1,"[0.75, 0.35714285714285715]",0.55
110,seq110-0,base,Kabinet met D66 en ChristenUnie onmogelijk of slechts onwenselijk.  De Haagse Stemming Vandaag is dag 64 van de formatie,Kabinet met D66 en <extra_id_0> slechts onwenselijk. De Haagse Stemming Vandaag is dag 64 van de formatie,Kabinet met D66 en GroenLinks is slechts onwenselijk. De Haagse Stemming Vandaag is dag 64 van de formatie,['ChristenUnie onmogelijk of'],['GroenLinks is'],3,15.0,1,[0.7692307692307693],0.77
111,seq111-0,base,Yara (Wies Fest) and Philippe (Egbert-Jan Weeber) zijn twee naar zingeving zoekende millennials.  Regie: Hanna van Niekerk,Yara (Wies Fest) and Philippe (Egbert-Jan Weeber) zijn <extra_id_0> zoekende millennials. Regie: Hanna van Niekerk,Yara (Wies Fest) and Philippe (Egbert-Jan Weeber) zijn de zoekende millennials. Regie: Hanna van Niekerk,['twee naar zingeving'],['de'],3,15.0,1,[0.9473684210526315],0.95
112,seq112-0,base,"De stemming is verre van uitbundig op Temper The Wind To The Shorn Lamb, de tweede cd van de Vlissingse groep This Beautiful Mess.  De kale boom in een mistig landschap op de hoes staat model voor de sfeervolle, herfstige en van melancholie druipende muziek","De stemming is verre van uitbundig op Temper The Wind To The Shorn Lamb, de tweede cd van de Vlissingse groep This Beautiful Mess. De kale boom in een mistig landschap op de hoes staat <extra_id_0> herfstige en van <extra_id_1>","De stemming is verre van uitbundig op Temper The Wind To The Shorn Lamb, de tweede cd van de Vlissingse groep This Beautiful Mess. De kale boom in een mistig landschap op de hoes staat een herfstige en van zeer mooie...","['model voor de sfeervolle,', 'melancholie druipende muziek']","['een', 'mooie...']",7,15.0,1,"[0.92, 0.8571428571428571]",0.89
