,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
73,seq73-0,small,"Unilever in oorlog om wasmiddelen in Turkije ISTANBUL, 20 JUNI.  Er woedt een wasmiddelen-oorlog in Turkije",Unilever in oorlog om wasmiddelen in Turkije <extra_id_0> JUNI. Er woedt een wasmiddelen-oorlog in Turkije,Unilever in oorlog om wasmiddelen in Turkije JUNI. Er woedt een wasmiddelen-oorlog in Turkije,"['ISTANBUL', '20']",[''],2,15.0,1,[1.0],1.0
74,seq74-0,small,Geloof is sport De Ronde van Frankrijk kent maar n geletruiwinnaar.  Toch bereiden 180 wielrenners zich voor op die wekenlange fietstocht,Geloof is sport De Ronde van Frankrijk <extra_id_0> geletruiwinnaar. Toch bereiden 180 wielrenners zich voor op die wekenlange fietstocht,Geloof is sport De Ronde van Frankrijk is geletruiwinnaar. Toch bereiden 180 wielrenners zich voor op die wekenlange fietstocht,['kent maar n'],['is'],3,15.0,1,[1.0],1.0
75,seq75-0,small,"Grote kaalslag in Molire's komedie 'De ingebeelde zieke'; Leukdoenerij met overgave Voorstelling: De ingebeelde zieke door Het Gevolg, vanaf 8 jaar.  Tekst naar Molire en regie: Ignace Cornelissen","Grote kaalslag in Molire's komedie 'De ingebeelde zieke'; Leukdoenerij met overgave Voorstelling: De ingebeelde zieke door Het Gevolg, vanaf 8 <extra_id_0> en regie: Ignace Cornelissen","Grote kaalslag in Molire's komedie 'De ingebeelde zieke'; Leukdoenerij met overgave Voorstelling: De ingebeelde zieke door Het Gevolg, vanaf 8 oktober 2014 Producent en regie: Ignace Cornelissen",['jaar. Tekst naar Molire'],['oktober 2014 Producent'],4,15.0,1,[0.9130434782608695],0.91
77,seq77-0,small,Luis Surez is terug na zijn maandenlange schorsing wegens bijten.  Foto AP In zijn tienerjaren in Montevideo rende hij eens vijftig meter het veld over om de scheids een kopstoot te geven,Luis Surez is terug na zijn maandenlange schorsing wegens bijten. Foto AP In zijn tienerjaren in Montevideo <extra_id_0> eens vijftig meter het veld <extra_id_1> scheids een kopstoot te geven,Luis Surez is terug na zijn maandenlange schorsing wegens bijten. Foto AP In zijn tienerjaren in Montevideo wist hij eens vijftig meter het veld van scheids een kopstoot te geven,"['rende hij', 'over om de']","['wist hij', 'van']",5,15.0,1,"[0.5555555555555556, 0.9]",0.73
78,seq78-0,small,Het rechterschap is meer dan een baan: het kruipt onder je huid Zit er ook een rechter in u.  Strafrechter Jacco Janssen ontdekt op de voetbaltribune dat hij anders naar een incident kijkt dan de andere supporters,Het rechterschap is <extra_id_0> baan: het kruipt onder je huid <extra_id_1> een rechter in u. Strafrechter Jacco Janssen ontdekt op de voetbaltribune dat hij anders naar een incident kijkt dan de andere supporters,Het rechterschap is een baan: het kruipt onder je huid rechterschap en een rechter in u. Strafrechter Jacco Janssen ontdekt op de voetbaltribune dat hij anders naar een incident kijkt dan de andere supporters,"['meer dan een', 'Zit er ook']","['een', 'rechterschap en']",6,15.0,1,"[0.75, 0.8666666666666667]",0.81
79,seq79-0,small,HILVERSUM.  De muziekensembles van het Muziekcentrum van de Omroep (MCO) mogen in Hilversum gevestigd blijven,HILVERSUM. De <extra_id_0> het Muziekcentrum van de Omroep (MCO) mogen in Hilversum gevestigd blijven,HILVERSUM. De kantoren van het Muziekcentrum van de Omroep (MCO) mogen in Hilversum gevestigd blijven,['muziekensembles van'],['kantoren van'],2,15.0,1,[0.631578947368421],0.63
80,seq80-0,small,"Koopkrachtverlies toch meer dan verwacht - ook lagere inkomens worden getroffen DEN HAAG - Door alle bezuinigingen hebben de burgers steeds minder geld te besteden.  ANP XTRA LEX VAN LIESHOUT Foto ANP / Lex van Lieshout Niet alleen hoge inkomens, maar ook sommige groepen met lagere inkomens gaan er door het regeerakkoord op achteruit","Koopkrachtverlies toch meer dan verwacht - ook <extra_id_0> getroffen DEN HAAG - Door alle bezuinigingen hebben de burgers steeds minder geld te besteden. ANP XTRA LEX VAN LIESHOUT Foto ANP / Lex van <extra_id_1> alleen hoge inkomens, maar ook sommige groepen met lagere inkomens gaan <extra_id_2> regeerakkoord op achteruit","Koopkrachtverlies toch meer dan verwacht - ook minder getroffen DEN HAAG - Door alle bezuinigingen hebben de burgers steeds minder geld te besteden. ANP XTRA LEX VAN LIESHOUT Foto ANP / Lex van Lieshout Niet alleen hoge inkomens, maar ook sommige groepen met lagere inkomens gaan het regeerakkoord op achteruit","['lagere inkomens worden', 'Lieshout Niet', 'er door het']","['minder', 'Lieshout Niet', 'het']",8,15.0,1,"[0.8181818181818182, 0.0, 0.7272727272727273]",0.52
82,seq82-0,small,"Cannes, Sarko, Wolfo en een antihomofobiedag 1 Donderdag is Hemelvaartsdag.  Jezus voer nadat hij niet meer dood was ten hemel en wij hebben een dagje vrij","Cannes, Sarko, Wolfo en een antihomofobiedag 1 <extra_id_0> voer nadat hij niet meer dood was ten hemel en wij hebben een dagje vrij","Cannes, Sarko, Wolfo en een antihomofobiedag 1 voer nadat hij niet meer dood was ten hemel en wij hebben een dagje vrij",['Donderdag is Hemelvaartsdag. Jezus'],[''],4,15.0,1,[1.0],1.0
83,seq83-0,small,Vaticaan sticht bisdommen in Rusland De rooms-katholieke kerk heeft gisteren aangekondigd vier Russische bisdommen op te richten.  De Russisch-orthodoxe kerk reageert woedend en dreigt de betrekkingen met het Vaticaan op te schorten,Vaticaan sticht bisdommen in Rusland De rooms-katholieke kerk heeft <extra_id_0> Russische bisdommen <extra_id_1> richten. De Russisch-orthodoxe kerk reageert woedend en dreigt de betrekkingen met het Vaticaan op te schorten,Vaticaan sticht bisdommen in Rusland De rooms-katholieke kerk heeft de Russische bisdommen in Rusland te richten. De Russisch-orthodoxe kerk reageert woedend en dreigt de betrekkingen met het Vaticaan op te schorten,"['gisteren aangekondigd vier', 'op te']","['de', 'in Rusland te']",5,15.0,1,"[0.9230769230769231, 0.7692307692307693]",0.85
85,seq85-0,small,Arcams ruimtelijke oase aan het IJ Ze zijn zeldzaam: bouwwerken die de liefdevolle concentratie prijsgeven waarmee zij zijn ontworpen.  Het nieuwe onderkomen van het Architectuur Centrum Amsterdam (Arcam) is zo'n bouwwerk,Arcams ruimtelijke oase aan het IJ Ze zijn zeldzaam: bouwwerken die de liefdevolle concentratie prijsgeven waarmee zij <extra_id_0> Het nieuwe onderkomen van <extra_id_1> Amsterdam (Arcam) is zo'n bouwwerk,Arcams ruimtelijke oase aan het IJ Ze zijn zeldzaam: bouwwerken die de liefdevolle concentratie prijsgeven waarmee zij zich moet richten. Het nieuwe onderkomen van het Gemeentemuseum Amsterdam (Arcam) is zo'n bouwwerk,"['zijn ontworpen.', 'het Architectuur Centrum']","['zich moet richten.', 'het Gemeentemuseum']",5,15.0,1,"[0.5555555555555556, 0.625]",0.59
87,seq87-0,small,"Niet doen, zegt Marcel Warnaar, wetenschappelijk medewerker bij het Nationaal Instituut voor Budgetvoorlichtig (Nibud).  Een lening kan de vriendschap in de weg gaan staan","Niet doen, zegt Marcel <extra_id_0> het Nationaal Instituut voor Budgetvoorlichtig (Nibud). Een lening kan de vriendschap in de weg gaan staan","Niet doen, zegt Marcel van der Linden, directeur het Nationaal Instituut voor Budgetvoorlichtig (Nibud). Een lening kan de vriendschap in de weg gaan staan","['Warnaar', 'wetenschappelijk medewerker bij']","['van der Linden, directeur']",4,15.0,1,[0.84],0.84
88,seq88-0,small,"Betogingen Venezuela om nieuwe schoolwet Duizenden Venezolanen hebben zaterdag in de hoofdstad Caracas met twee afzonderlijke betogingen zowel voor als tegen een eerder deze maand ingevoerde nieuwe onderwijswet gedemonstreerd.  De oproerpolitie zette traangas, waterkannonen en rubberkogels in tegen de tegenbetogers",Betogingen Venezuela om nieuwe schoolwet Duizenden Venezolanen hebben zaterdag in <extra_id_0> met twee afzonderlijke betogingen zowel voor als tegen een eerder deze maand ingevoerde nieuwe onderwijswet gedemonstreerd. De oproerpolitie <extra_id_1> en rubberkogels in tegen de tegenbetogers,Betogingen Venezuela om nieuwe schoolwet Duizenden Venezolanen hebben zaterdag in verband met twee afzonderlijke betogingen zowel voor als tegen een eerder deze maand ingevoerde nieuwe onderwijswet gedemonstreerd. De oproerpolitie zet rubberen schoenen en rubberkogels in tegen de tegenbetogers,"['de hoofdstad Caracas', 'zette traangas', 'waterkannonen']","['verband', 'zet rubberen schoenen']",6,15.0,1,"[0.9, 0.7619047619047619]",0.83
89,seq89-0,small,"Slopen, bouwen, spreiden In steden door heel het land worden de komende jaren massaal goedkope woningen gesloopt en vervangen door duurdere.  Het lijkt het laatste redmiddel voor de steden, die hun middenklasse zien vertrekken","Slopen, bouwen, spreiden In steden door heel het land worden de komende jaren massaal <extra_id_0> en vervangen door <extra_id_1> lijkt het laatste redmiddel voor de steden, die hun middenklasse zien vertrekken","Slopen, bouwen, spreiden In steden door heel het land worden de komende jaren massaal gebouwd en vervangen door steden lijkt het laatste redmiddel voor de steden, die hun middenklasse zien vertrekken","['goedkope woningen gesloopt', 'duurdere. Het']","['gebouwd', 'steden']",5,15.0,1,"[0.8461538461538461, 0.8461538461538461]",0.85
90,seq90-0,small,"KPN verhoogt ambitie voor schuldafbouw KPN scherpt zijn doelstelling aan om de schulden van het bedrijf te verminderen.  Het telecombedrijf streeft ernaar om de schuld eind dit jaar terug te brengen tot 13,9 miljard euro in plaats van 14,5 miljard","KPN verhoogt ambitie voor schuldafbouw KPN scherpt zijn doelstelling aan om de <extra_id_0> bedrijf te verminderen. Het telecombedrijf streeft <extra_id_1> schuld eind dit jaar terug te brengen tot 13,9 miljard euro in plaats van 14,5 miljard","KPN verhoogt ambitie voor schuldafbouw KPN scherpt zijn doelstelling aan om de schulden van het bedrijf te verminderen. Het telecombedrijf streeft zich op om zijn schuld eind dit jaar terug te brengen tot 13,9 miljard euro in plaats van 14,5 miljard","['schulden van het', 'ernaar om de']","['schulden van het', 'zich op om zijn']",6,15.0,1,"[0.0, 0.7333333333333333]",0.37
91,seq91-0,small,Onder de drie miljoen Turken in Duitsland groeien de spanningen.  Duitse politici willen niet dat de Turkse binnenlandse strijd overslaat,Onder de drie miljoen Turken in Duitsland groeien de spanningen. Duitse <extra_id_0> dat de Turkse binnenlandse strijd overslaat,Onder de drie miljoen Turken in Duitsland groeien de spanningen. Duitse media melden dat de Turkse binnenlandse strijd overslaat,['politici willen niet'],['media melden'],3,15.0,1,[0.75],0.75
92,seq92-0,small,Opwarming aarde is geen aanjager klimaatoorlogen De oorlog in Soedan is geen klimaatoorlog maar een etnisch-religieus conflict waarin toegang tot oliebronnen een belangrijke rol speelt.  Foto AP Terug bij af,Opwarming aarde is geen aanjager klimaatoorlogen De oorlog in Soedan is geen klimaatoorlog maar <extra_id_0> toegang tot oliebronnen een belangrijke rol speelt. Foto AP Terug bij af,Opwarming aarde is geen aanjager klimaatoorlogen De oorlog in Soedan is geen klimaatoorlog maar dat toegang tot oliebronnen een belangrijke rol speelt. Foto AP Terug bij af,['een etnisch-religieus conflict waarin'],['dat'],4,15.0,1,[0.972972972972973],0.97
93,seq93-0,small,"Mooie actie.  Maar het kan geen kwaad dat Leon de Winter erop gewezen heeft dat ook (of juist) in Nederland de wereld gewoon doordraait wanneer er mensen 'als beesten' worden afgemaakt (NRC Handelsblad, 25 oktober)",Mooie actie. Maar het kan geen kwaad dat Leon de Winter erop <extra_id_0> dat ook (of juist) in Nederland de wereld gewoon doordraait wanneer er mensen 'als beesten' worden afgemaakt <extra_id_1> oktober),Mooie actie. Maar het kan geen kwaad dat Leon de Winter erop gaat dat dat ook (of juist) in Nederland de wereld gewoon doordraait wanneer er mensen 'als beesten' worden afgemaakt (Update: 1 oktober),"['gewezen heeft', '(NRC Handelsblad', '25']","['gaat dat', '(Update: 1']",5,15.0,1,"[0.7692307692307693, 0.8125]",0.79
94,seq94-0,small,"De coronamaatregelen mogen dan tot steeds meer chagrijn leiden, Jan Rotmans houdt de moed erin.  De crisis is een blessing in disguise, zei de hoogleraar duurzaamheid en transities deze week in Trouw","De coronamaatregelen mogen dan tot steeds meer chagrijn leiden, Jan Rotmans houdt de <extra_id_0> crisis is een blessing in disguise, <extra_id_1> hoogleraar duurzaamheid en transities deze week in Trouw","De coronamaatregelen mogen dan tot steeds meer chagrijn leiden, Jan Rotmans houdt de zaak. De crisis is een blessing in disguise, aldus hoogleraar duurzaamheid en transities deze week in Trouw","['moed erin. De', 'zei de']","['zaak. De', 'aldus']",5,15.0,1,"[0.6923076923076923, 1.0]",0.85
95,seq95-0,small,"Advocaten Amsterdam dreigen met prikacties AMSTERDAM, 9 mei - De Amsterdamse advocaten zullen prikacties houden als het ministerie van justitie niet voor 1 september toezegt dat de vergoedingen in de gefinancierde rechtshulp zullen worden verhoogd.  Volgens de deken van de orde van advocaten in het arrondissement Amsterdam - waar 1","Advocaten Amsterdam dreigen met prikacties AMSTERDAM, 9 mei <extra_id_0> advocaten zullen prikacties houden als het ministerie van justitie niet voor 1 september toezegt dat de vergoedingen in de gefinancierde rechtshulp zullen worden verhoogd. Volgens de <extra_id_1> de orde van <extra_id_2> arrondissement Amsterdam - waar 1","Advocaten Amsterdam dreigen met prikacties AMSTERDAM, 9 mei - advocaten zullen prikacties houden als het ministerie van justitie niet voor 1 september toezegt dat de vergoedingen in de gefinancierde rechtshulp zullen worden verhoogd. Volgens de regeling is de orde van de zaak in het arrondissement Amsterdam - waar 1","['- De Amsterdamse', 'deken van', 'advocaten in het']","['-', 'regeling is', 'de zaak in het']",8,15.0,1,"[0.9375, 0.7272727272727273, 0.4375]",0.7
96,seq96-0,small,En nieuw nummer is wat mager voor Zweedse Ghost Het Zweedse Ghost was donderdag uitstekend in Amsterdam.  Maar het optreden was helaas vrijwel identiek aan eerdere ,En nieuw nummer is <extra_id_0> Ghost Het Zweedse Ghost was donderdag uitstekend in Amsterdam. Maar het optreden was helaas vrijwel identiek aan eerdere,En nieuw nummer is het Zweedse Ghost Het Zweedse Ghost was donderdag uitstekend in Amsterdam. Maar het optreden was helaas vrijwel identiek aan eerdere,['wat mager voor Zweedse'],['het Zweedse'],4,15.0,1,[0.5909090909090909],0.59
97,seq97-0,small,Een glimp van een beschaving Na negentig jaar is het Mesopotamische woordenboek voltooid.  Het telt Engelstalige beschrijvingen van 28,Een <extra_id_0> beschaving Na negentig jaar is het Mesopotamische woordenboek voltooid. Het telt Engelstalige beschrijvingen van 28,Een nieuwe beschaving Na negentig jaar is het Mesopotamische woordenboek voltooid. Het telt Engelstalige beschrijvingen van 28,['glimp van een'],['nieuwe'],3,15.0,1,[0.8461538461538461],0.85
98,seq98-0,small,"Dat betoogt Geoffrey Robertson, auteur van Crimes Against Humanity (uitgeverij Penguin), vandaag in de Britse krant The Independent.  De wetenschap dat de operatie in het Pakistaanse huis van de Al Qaeda-leider was bedoeld ","Dat betoogt Geoffrey Robertson, auteur van Crimes Against Humanity (uitgeverij Penguin), vandaag in de Britse <extra_id_0> De <extra_id_1> de operatie in het Pakistaanse huis van de Al Qaeda-leider was bedoeld","Dat betoogt Geoffrey Robertson, auteur van Crimes Against Humanity (uitgeverij Penguin), vandaag in de Britse universiteit. De eerste de operatie in het Pakistaanse huis van de Al Qaeda-leider was bedoeld","['krant The Independent.', 'wetenschap dat']","['universiteit.', 'eerste']",5,15.0,1,"[0.7727272727272727, 0.7857142857142857]",0.78
99,seq99-0,small,"Afgelopen donderdag mij enigszins verbolgen uitgelaten over het feit dat wijn nog geen tenminste houdbaar tot-datum kent of een bij voorkeur te drinken voor advies.  En dat terwijl het gros van de wijnen op dronk in de schappen beland en niet gebaat is bij langdurig stof happen in wijnrekken, kruipruimtes of kelders",Afgelopen donderdag mij enigszins verbolgen <extra_id_0> feit dat wijn nog geen tenminste houdbaar tot-datum kent of een bij voorkeur te drinken voor advies. En dat terwijl het gros van de wijnen op dronk <extra_id_1> schappen beland en niet gebaat is bij langdurig stof <extra_id_2> kruipruimtes of kelders,Afgelopen donderdag mij enigszins verbolgen maakt van het feit dat wijn nog geen tenminste houdbaar tot-datum kent of een bij voorkeur te drinken voor advies. En dat terwijl het gros van de wijnen op dronk en schappen beland en niet gebaat is bij langdurig stof in kruipruimtes of kelders,"['uitgelaten over het', 'in de', 'happen in wijnrekken,']","['maakt van het', 'en', 'in']",8,15.0,1,"[0.631578947368421, 0.8, 0.9047619047619048]",0.78
100,seq100-0,small,"Sneller straffen ja, maar liever na vonnis De bewindslieden op Justitie verkennen de rechtsgrenzen.  Kan de rechter al optreden voordat hij vonnist","Sneller straffen ja, maar liever na vonnis De bewindslieden op Justitie verkennen <extra_id_0> de rechter al optreden voordat hij vonnist","Sneller straffen ja, maar liever na vonnis De bewindslieden op Justitie verkennen moet de rechter al optreden voordat hij vonnist",['de rechtsgrenzen. Kan'],['moet'],3,15.0,1,[0.9047619047619048],0.9
101,seq101-0,small,"Politie slaat terug met civiele procedure Een kaakslag, een gebroken neus, een hoofdwond en flinke frustratie.  Dat is de meest recente oogst van de Rotterdamse politie","<extra_id_0> civiele procedure Een kaakslag, een gebroken neus, een hoofdwond en flinke frustratie. Dat is de meest recente oogst van de Rotterdamse politie","civiele procedure Een kaakslag, een gebroken neus, een hoofdwond en flinke frustratie. Dat is de meest recente oogst van de Rotterdamse politie",['Politie slaat terug met'],[''],4,15.0,1,[1.0],1.0
102,seq102-0,small,"Caption: FILE - In this Nov.  21, 2011 file picture taken with a fisheye lens, flames from a fire set alight in a container by activists of the Frankfurt Occupy movement are seen in front of the European Central Bank and a sculpture of the euro symbol in Frankfurt, Germany","Caption: FILE - In this Nov. 21, 2011 file picture taken with a fisheye lens, flames from <extra_id_0> alight in a container by activists of the Frankfurt Occupy movement are seen <extra_id_1> the European Central Bank and a sculpture of the <extra_id_2> in Frankfurt, Germany","Caption: FILE - In this Nov. 21, 2011 file picture taken with a fisheye lens, flames from the alight in a container by activists of the Frankfurt Occupy movement are seen by the European Central Bank and a sculpture of the Holocaust in Frankfurt, Germany","['a fire set', 'in front of', 'euro symbol']","['the', 'by', 'Holocaust']",8,15.0,1,"[0.9, 1.0, 0.9090909090909091]",0.94
103,seq103-0,small,"Agent die schiet is toch anders dan een burger die schiet Hoe streng moet de rechter zijn tegen een agent die een beroepsfout maakt, waardoor net geen dodelijk slachtoffer viel.  De rechter in Maastricht veroordeelde vrijdag een lid van een arrestatie-eenheid tot twee jaar cel en een schadevergoeding",Agent die schiet is toch anders dan een burger die schiet Hoe streng moet <extra_id_0> tegen een agent die een beroepsfout <extra_id_1> dodelijk slachtoffer viel. De rechter in Maastricht veroordeelde vrijdag een lid van een arrestatie-eenheid tot twee jaar cel en een schadevergoeding,Agent die schiet is toch anders dan een burger die schiet Hoe streng moet we tegen een agent die een beroepsfout als dodelijk slachtoffer viel. De rechter in Maastricht veroordeelde vrijdag een lid van een arrestatie-eenheid tot twee jaar cel en een schadevergoeding,"['de rechter zijn', 'maakt', 'waardoor net geen']","['we', 'als']",7,15.0,1,"[0.9333333333333333, 0.8]",0.87
104,seq104-0,small,"De EU is verdeeld, nu ook in conflict Georgi De EU-landen kwamen gisteren in Brussel bijeen voor spoedoverleg over de crisis tussen Rusland en Georgi.  Moeilijk: hoe om te gaan met het machtige Rusland","De EU is verdeeld, nu ook in conflict Georgi De EU-landen kwamen gisteren <extra_id_0> voor spoedoverleg over de crisis tussen Rusland en Georgi. Moeilijk: hoe <extra_id_1> gaan met het machtige Rusland","De EU is verdeeld, nu ook in conflict Georgi De EU-landen kwamen gisteren in de problemen voor spoedoverleg over de crisis tussen Rusland en Georgi. Moeilijk: hoe zou het gaan met het machtige Rusland","['in Brussel bijeen', 'om te']","['in de problemen', 'zou het']",5,15.0,1,"[0.6470588235294118, 0.5714285714285714]",0.61
105,seq105-0,small,"Jean-Auguste-Dominique Ingres zag het schilderen van portretten, als een minder genre  historische taferelen was waar men beroemd mee diende te worden.  Zijn portretten, nu te zien in het Metropolitan Museum, laten dan ook zien tot welke hoogte hij steeg als hij niet 100 procent op zijn hoede was en zijn best deed","Jean-Auguste-Dominique Ingres zag het schilderen <extra_id_0> een minder genre historische taferelen <extra_id_1> men beroemd mee diende te worden. Zijn portretten, nu te zien in het Metropolitan Museum, laten <extra_id_2> tot welke hoogte hij steeg als hij niet 100 procent op zijn hoede was en zijn best deed","Jean-Auguste-Dominique Ingres zag het schilderen in een minder genre historische taferelen waar men beroemd mee diende te worden. Zijn portretten, nu te zien in het Metropolitan Museum, laten zien tot welke hoogte hij steeg als hij niet 100 procent op zijn hoede was en zijn best deed","['van portretten', 'als', 'was waar', 'dan ook zien']","['in', 'waar', 'zien']",8,15.0,1,"[0.9285714285714286, 0.75, 1.0]",0.89
106,seq106-0,small,Donald Trumps Kremlin-connecties Relatie VS-Rusland De FBI onderzoekt de banden van Trumps entourage met Rusland en de Russische inmenging in de Amerikaanse verkiezingen.  Hoe lopen de lijnen tussen Trumps inner circle en die van Poetin,Donald Trumps Kremlin-connecties Relatie VS-Rusland De FBI onderzoekt de banden van Trumps entourage met Rusland en de Russische inmenging <extra_id_0> verkiezingen. Hoe lopen <extra_id_1> tussen Trumps inner circle en die van Poetin,Donald Trumps Kremlin-connecties Relatie VS-Rusland De FBI onderzoekt de banden van Trumps entourage met Rusland en de Russische inmenging bij de verkiezingen. Hoe lopen de banden tussen Trumps inner circle en die van Poetin,"['in de Amerikaanse', 'de lijnen']","['bij de', 'de banden']",5,15.0,1,"[0.8235294117647058, 0.4444444444444444]",0.63
107,seq107-0,small,"De `sitcom about nothing', verzonnen door Jerry Seinfeld en Larry Davids vertelt het semi-autobiografische verhaal van de stand-up comedian Jerry Seinfeld en zijn vrienden: ex-minnares Elaine Benes (Julia Louis-Dreyfus), de blunderende Cosmo Kramer (Michael Richards) met ","De `sitcom about nothing', verzonnen door Jerry Seinfeld en Larry Davids <extra_id_0> verhaal van de stand-up comedian Jerry Seinfeld en zijn vrienden: ex-minnares Elaine Benes (Julia Louis-Dreyfus), de blunderende Cosmo Kramer (Michael <extra_id_1>","De `sitcom about nothing', verzonnen door Jerry Seinfeld en Larry Davids is het verhaal van de stand-up comedian Jerry Seinfeld en zijn vrienden: ex-minnares Elaine Benes (Julia Louis-Dreyfus), de blunderende Cosmo Kramer (Michael Jackson) en Larry Davids.","['vertelt het semi-autobiografische', 'Richards) met']","['is het', 'Davids.']",5,15.0,1,"[0.8787878787878788, 0.8461538461538461]",0.86
108,seq108-0,small,"Kleindochter Christine Koenigs van de beroemde kunstverzamelaar Franz Koenigs wil dat directeur Sjarel Ex van Museum Boijmans van Beuningen per direct twee tekeningen van Jeroen Bosch van de muur haalt.  Dat schrijft zij in een boze brief aan Ex en curator Jonathan Bober van de National Gallery of Art in Washington, waar ze nu hangen","Kleindochter Christine Koenigs van de beroemde kunstverzamelaar Franz Koenigs wil dat directeur Sjarel Ex van Museum Boijmans <extra_id_0> per direct twee tekeningen <extra_id_1> van de muur haalt. Dat schrijft zij in een boze brief aan Ex en curator Jonathan Bober van <extra_id_2> of Art in Washington, waar ze nu hangen","Kleindochter Christine Koenigs van de beroemde kunstverzamelaar Franz Koenigs wil dat directeur Sjarel Ex van Museum Boijmans in Amsterdam per direct twee tekeningen uit de muren van de muur haalt. Dat schrijft zij in een boze brief aan Ex en curator Jonathan Bober van Museum of Art in Washington, waar ze nu hangen","['van Beuningen', 'van Jeroen Bosch', 'de National Gallery']","['in Amsterdam', 'uit de muren', 'Museum']",8,15.0,1,"[0.8461538461538461, 0.8125, 0.9473684210526315]",0.87
109,seq109-0,small,"VS voeren druk op Iran verder op De Amerikaanse regering heeft gisteren nieuwe, harde strafmaatregelen tegen Iran, Iraanse banken en de Iraanse strijdkrachten afgekondigd.  Washington beschuldigt een onderdeel van de Iraanse Revolutionaire Garde ervan terrorisme te ondersteunen","VS voeren druk op Iran <extra_id_0> Amerikaanse regering heeft gisteren nieuwe, harde <extra_id_1> Iraanse banken en de Iraanse strijdkrachten afgekondigd. Washington beschuldigt een onderdeel van de Iraanse Revolutionaire Garde ervan terrorisme te ondersteunen","VS voeren druk op Iran De Amerikaanse regering heeft gisteren nieuwe, harde acties van de Iraanse banken en de Iraanse strijdkrachten afgekondigd. Washington beschuldigt een onderdeel van de Iraanse Revolutionaire Garde ervan terrorisme te ondersteunen","['verder op De', 'strafmaatregelen tegen Iran,']","['De', 'acties van de']",6,15.0,1,"[0.8333333333333334, 0.7857142857142857]",0.81
110,seq110-0,small,Kabinet met D66 en ChristenUnie onmogelijk of slechts onwenselijk.  De Haagse Stemming Vandaag is dag 64 van de formatie,Kabinet met D66 en <extra_id_0> slechts onwenselijk. De Haagse Stemming Vandaag is dag 64 van de formatie,Kabinet met D66 en D66 is slechts onwenselijk. De Haagse Stemming Vandaag is dag 64 van de formatie,['ChristenUnie onmogelijk of'],['D66 is'],3,15.0,1,[0.9230769230769231],0.92
111,seq111-0,small,Yara (Wies Fest) and Philippe (Egbert-Jan Weeber) zijn twee naar zingeving zoekende millennials.  Regie: Hanna van Niekerk,Yara (Wies Fest) and Philippe (Egbert-Jan Weeber) zijn <extra_id_0> zoekende millennials. Regie: Hanna van Niekerk,Yara (Wies Fest) and Philippe (Egbert-Jan Weeber) zijn de zoekende millennials. Regie: Hanna van Niekerk,['twee naar zingeving'],['de'],3,15.0,1,[0.9473684210526315],0.95
112,seq112-0,small,"De stemming is verre van uitbundig op Temper The Wind To The Shorn Lamb, de tweede cd van de Vlissingse groep This Beautiful Mess.  De kale boom in een mistig landschap op de hoes staat model voor de sfeervolle, herfstige en van melancholie druipende muziek","De stemming is verre van uitbundig op Temper The Wind To The Shorn Lamb, de tweede cd van de Vlissingse groep This Beautiful Mess. De kale boom in een mistig landschap op de hoes staat <extra_id_0> herfstige en van <extra_id_1>","De stemming is verre van uitbundig op Temper The Wind To The Shorn Lamb, de tweede cd van de Vlissingse groep This Beautiful Mess. De kale boom in een mistig landschap op de hoes staat in een herfstige en van een mooie sfeer.","['model voor de sfeervolle,', 'melancholie druipende muziek']","['in een', 'sfeer.']",7,15.0,1,"[0.88, 0.9285714285714286]",0.9
113,seq113-0,small,"Recessie bedreigt herverkiezing Bush WASHINGTON, 19 OKT.  Het loopt tegen verkiezingstijd en niemand heeft geld","Recessie <extra_id_0> Bush WASHINGTON, 19 OKT. Het loopt tegen verkiezingstijd en niemand heeft geld","Recessie tegen Bush WASHINGTON, 19 OKT. Het loopt tegen verkiezingstijd en niemand heeft geld",['bedreigt herverkiezing'],['tegen'],2,15.0,1,[0.8181818181818182],0.82
115,seq115-0,small,"Geen gedwee typje ,,Momentje, ik leg even de hoorn neer, er worden bloemen gebracht'', zegt juriste Medy van der Laan (34).  De telefoon staat niet stil","<extra_id_0> ik leg even de hoorn neer, er worden bloemen gebracht'', zegt juriste Medy van der Laan (34). De telefoon staat niet stil","ik leg even de hoorn neer, er worden bloemen gebracht'', zegt juriste Medy van der Laan (34). De telefoon staat niet stil","['Geen gedwee typje ,,Momentje,']",[''],4,15.0,1,[1.0],1.0
