Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"Duurzaamheid KLM adverteert veel over de eigen duurzaamheid, met het gebruik van biobrandstof als n van de pijlers.  In werkelijkheid is ","Duurzaamheid KLM adverteert veel <extra_id_0> duurzaamheid, met het gebruik van biobrandstof <extra_id_1> de pijlers. In werkelijkheid is","['over de eigen', 'als n van']",6,30.0,1
"Nieuwe toepassingen kloontechniek De techniek van het klonen ontwikkelt zich snel.  Biotechbedrijven zijn opgetogen, maar de techniek veroorzaakt veel opschudding",Nieuwe toepassingen kloontechniek De techniek van het klonen ontwikkelt zich snel. Biotechbedrijven zijn <extra_id_0> techniek <extra_id_1>,"['opgetogen, maar de', 'veroorzaakt veel opschudding']",6,30.0,1
Vliegramp Athene kost 121 inzittenden het leven Alle 121 inzittenden zijn om het leven gekomen bij een crash van een Cyprisch vliegtuig in Griekenland.  Luchtvaartdeskundigen puzzelen over de mogelijke oorzaak van de crash waarbij gistermiddag een Cyprisch verkeersvliegtuig neerstortte en in brand vloog,Vliegramp <extra_id_0> inzittenden het leven Alle 121 <extra_id_1> het leven gekomen bij een crash van een Cyprisch vliegtuig in Griekenland. Luchtvaartdeskundigen puzzelen over de mogelijke oorzaak van de <extra_id_2> een Cyprisch <extra_id_3> brand vloog,"['Athene kost 121', 'inzittenden zijn om', 'crash waarbij gistermiddag', 'verkeersvliegtuig neerstortte en in']",13,30.0,1
Macron ook bovenaan in definitieve uitslag Het is nu zeker dat de En Marche. -leider op 7 mei met Marine Le Pen gaat strijden om het presidentschap,Macron ook bovenaan in definitieve <extra_id_0> nu zeker dat <extra_id_1> Marche. -leider op 7 mei met Marine Le Pen gaat strijden <extra_id_2>,"['uitslag Het is', 'de En', 'om het presidentschap']",8,30.0,1
"Het lijden van het Hazara-volk BAMIAN - In het midden van Afghanistan woont het Hazara-volk, een bevolkingsgroep van Mongoolse afstamming die zwaar te lijden heeft onder de burgeroorlog die Afghanistan teistert.  Maar door de slechte toegankelijkheid van het door hoge bergketens omgeven gebied, dringt maar weinig van hun ontberingen naar de buitenwereld door","Het lijden van het Hazara-volk BAMIAN - In het midden van Afghanistan <extra_id_0> een bevolkingsgroep van Mongoolse afstamming die zwaar te <extra_id_1> de burgeroorlog die Afghanistan teistert. Maar door de slechte <extra_id_2> door hoge bergketens omgeven gebied, dringt <extra_id_3> hun ontberingen <extra_id_4>","['woont het Hazara-volk,', 'lijden heeft onder', 'toegankelijkheid van het', 'maar weinig van', 'naar de buitenwereld door']",16,30.0,1
Hasna El Maroudi (19) en haar moeder voelen zich niet langer veilig.  De bekorte jongerencolumn van Spunk,Hasna El Maroudi (19) en haar moeder voelen zich niet <extra_id_0> De bekorte <extra_id_1>,"['langer veilig.', 'jongerencolumn van Spunk']",5,30.0,1
De Haagse Stemming Vandaag is dag 181 van de formatie.  Schrijf je in om de Haagse Stemming elke dag als nieuwsbrief te ontvangen,De Haagse Stemming Vandaag is dag 181 van de formatie. Schrijf <extra_id_0> Haagse Stemming elke dag als <extra_id_1>,"['je in om de', 'nieuwsbrief te ontvangen']",7,30.0,1
"Oekrane wijst wapenstilstand af Zwangere vrouwen in een schuilkelder van een ziekenhuis in Donetsk, in het oosten van Oekrane, waar hevig wordt gevochten.  Foto AFP Het Oekraense leger heeft een voorstel voor een wapenstilstand van de separatisten gisteren afgewezen","Oekrane wijst wapenstilstand <extra_id_0> in een schuilkelder van een ziekenhuis in Donetsk, in <extra_id_1> Oekrane, waar hevig wordt gevochten. Foto AFP Het Oekraense leger heeft een <extra_id_2> wapenstilstand van <extra_id_3> afgewezen","['af Zwangere vrouwen', 'het oosten van', 'voorstel voor een', 'de separatisten gisteren']",12,30.0,1
"Het Amerikaanse leger en Irak betwisten de omvang van het geweld in het land.  De Amerikanen ontkenden gisteren dat juli de dodelijkste maand in Irak in ruim twee jaar was, zoals Bagdad had verklaard","Het Amerikaanse leger en Irak betwisten de omvang <extra_id_0> in <extra_id_1> ontkenden gisteren dat <extra_id_2> maand in Irak in ruim twee jaar was, zoals Bagdad had verklaard","['van het geweld', 'het land. De Amerikanen', 'juli de dodelijkste']",10,30.0,1
"Unilever in oorlog om wasmiddelen in Turkije ISTANBUL, 20 JUNI.  Er woedt een wasmiddelen-oorlog in Turkije","Unilever in oorlog <extra_id_0> in Turkije ISTANBUL, 20 JUNI. Er woedt <extra_id_1> Turkije","['om wasmiddelen', 'een wasmiddelen-oorlog in']",5,30.0,1
Geloof is sport De Ronde van Frankrijk kent maar n geletruiwinnaar.  Toch bereiden 180 wielrenners zich voor op die wekenlange fietstocht,Geloof is <extra_id_0> van Frankrijk kent maar n geletruiwinnaar. Toch bereiden <extra_id_1> voor op die wekenlange fietstocht,"['sport De Ronde', '180 wielrenners zich']",6,30.0,1
"Grote kaalslag in Molire's komedie 'De ingebeelde zieke'; Leukdoenerij met overgave Voorstelling: De ingebeelde zieke door Het Gevolg, vanaf 8 jaar.  Tekst naar Molire en regie: Ignace Cornelissen","Grote kaalslag in Molire's komedie 'De <extra_id_0> met overgave <extra_id_1> ingebeelde zieke door Het Gevolg, vanaf 8 jaar. Tekst naar Molire <extra_id_2> Cornelissen","[""ingebeelde zieke'; Leukdoenerij"", 'Voorstelling: De', 'en regie: Ignace']",8,30.0,1
Luis Surez is terug na zijn maandenlange schorsing wegens bijten.  Foto AP In zijn tienerjaren in Montevideo rende hij eens vijftig meter het veld over om de scheids een kopstoot te geven,Luis Surez is terug <extra_id_0> schorsing wegens bijten. Foto AP In zijn tienerjaren in Montevideo rende hij eens vijftig meter het veld <extra_id_1> scheids <extra_id_2>,"['na zijn maandenlange', 'over om de', 'een kopstoot te geven']",10,30.0,1
Het rechterschap is meer dan een baan: het kruipt onder je huid Zit er ook een rechter in u.  Strafrechter Jacco Janssen ontdekt op de voetbaltribune dat hij anders naar een incident kijkt dan de andere supporters,Het rechterschap is meer dan <extra_id_0> het kruipt onder je huid Zit er ook een rechter in u. Strafrechter Jacco Janssen ontdekt op <extra_id_1> hij anders naar <extra_id_2> dan <extra_id_3>,"['een baan:', 'de voetbaltribune dat', 'een incident kijkt', 'de andere supporters']",11,30.0,1
HILVERSUM.  De muziekensembles van het Muziekcentrum van de Omroep (MCO) mogen in Hilversum gevestigd blijven,HILVERSUM. De muziekensembles van het Muziekcentrum van de <extra_id_0> Hilversum gevestigd blijven,['Omroep (MCO) mogen in'],4,30.0,1
"Koopkrachtverlies toch meer dan verwacht - ook lagere inkomens worden getroffen DEN HAAG - Door alle bezuinigingen hebben de burgers steeds minder geld te besteden.  ANP XTRA LEX VAN LIESHOUT Foto ANP / Lex van Lieshout Niet alleen hoge inkomens, maar ook sommige groepen met lagere inkomens gaan er door het regeerakkoord op achteruit","<extra_id_0> verwacht - ook lagere inkomens worden getroffen DEN HAAG - Door alle bezuinigingen hebben de burgers steeds minder geld te besteden. <extra_id_1> VAN LIESHOUT Foto ANP <extra_id_2> Lieshout Niet alleen hoge inkomens, maar ook <extra_id_3> lagere inkomens gaan er <extra_id_4> op achteruit","['Koopkrachtverlies toch meer dan', 'ANP XTRA LEX', '/ Lex van', 'sommige groepen met', 'door het regeerakkoord']",16,30.0,1
"Cannes, Sarko, Wolfo en een antihomofobiedag 1 Donderdag is Hemelvaartsdag.  Jezus voer nadat hij niet meer dood was ten hemel en wij hebben een dagje vrij","Cannes, Sarko, Wolfo <extra_id_0> 1 Donderdag is Hemelvaartsdag. Jezus voer nadat <extra_id_1> meer dood was ten hemel en wij <extra_id_2> vrij","['en een antihomofobiedag', 'hij niet', 'hebben een dagje']",8,30.0,1
Vaticaan sticht bisdommen in Rusland De rooms-katholieke kerk heeft gisteren aangekondigd vier Russische bisdommen op te richten.  De Russisch-orthodoxe kerk reageert woedend en dreigt de betrekkingen met het Vaticaan op te schorten,Vaticaan sticht bisdommen in Rusland <extra_id_0> gisteren aangekondigd vier Russische bisdommen op te richten. De Russisch-orthodoxe kerk reageert woedend en dreigt de <extra_id_1> Vaticaan <extra_id_2>,"['De rooms-katholieke kerk heeft', 'betrekkingen met het', 'op te schorten']",10,30.0,1
Arcams ruimtelijke oase aan het IJ Ze zijn zeldzaam: bouwwerken die de liefdevolle concentratie prijsgeven waarmee zij zijn ontworpen.  Het nieuwe onderkomen van het Architectuur Centrum Amsterdam (Arcam) is zo'n bouwwerk,Arcams <extra_id_0> het IJ Ze zijn zeldzaam: bouwwerken <extra_id_1> concentratie <extra_id_2> zijn ontworpen. Het nieuwe onderkomen van het Architectuur Centrum Amsterdam (Arcam) is zo'n bouwwerk,"['ruimtelijke oase aan', 'die de liefdevolle', 'prijsgeven waarmee zij']",9,30.0,1
"Niet doen, zegt Marcel Warnaar, wetenschappelijk medewerker bij het Nationaal Instituut voor Budgetvoorlichtig (Nibud).  Een lening kan de vriendschap in de weg gaan staan",Niet <extra_id_0> wetenschappelijk medewerker bij het Nationaal Instituut voor Budgetvoorlichtig (Nibud). Een lening kan <extra_id_1> de weg gaan staan,"['doen, zegt Marcel Warnaar,', 'de vriendschap in']",7,30.0,1
"Betogingen Venezuela om nieuwe schoolwet Duizenden Venezolanen hebben zaterdag in de hoofdstad Caracas met twee afzonderlijke betogingen zowel voor als tegen een eerder deze maand ingevoerde nieuwe onderwijswet gedemonstreerd.  De oproerpolitie zette traangas, waterkannonen en rubberkogels in tegen de tegenbetogers","<extra_id_0> nieuwe schoolwet Duizenden Venezolanen hebben zaterdag <extra_id_1> Caracas met twee afzonderlijke <extra_id_2> als tegen een eerder deze maand ingevoerde nieuwe onderwijswet <extra_id_3> zette traangas, waterkannonen en rubberkogels in tegen de tegenbetogers","['Betogingen Venezuela om', 'in de hoofdstad', 'betogingen zowel voor', 'gedemonstreerd. De oproerpolitie']",12,30.0,1
"Slopen, bouwen, spreiden In steden door heel het land worden de komende jaren massaal goedkope woningen gesloopt en vervangen door duurdere.  Het lijkt het laatste redmiddel voor de steden, die hun middenklasse zien vertrekken","Slopen, bouwen, spreiden <extra_id_0> heel het land worden de komende jaren massaal goedkope woningen gesloopt en vervangen door duurdere. Het lijkt het laatste redmiddel <extra_id_1> die <extra_id_2>","['In steden door', 'voor de steden,', 'hun middenklasse zien vertrekken']",10,30.0,1
"KPN verhoogt ambitie voor schuldafbouw KPN scherpt zijn doelstelling aan om de schulden van het bedrijf te verminderen.  Het telecombedrijf streeft ernaar om de schuld eind dit jaar terug te brengen tot 13,9 miljard euro in plaats van 14,5 miljard","KPN verhoogt ambitie voor schuldafbouw KPN scherpt <extra_id_0> om de schulden van het bedrijf te verminderen. Het telecombedrijf <extra_id_1> de schuld eind dit jaar terug <extra_id_2> 13,9 miljard euro <extra_id_3> 14,5 miljard","['zijn doelstelling aan', 'streeft ernaar om', 'te brengen tot', 'in plaats van']",12,30.0,1
Onder de drie miljoen Turken in Duitsland groeien de spanningen.  Duitse politici willen niet dat de Turkse binnenlandse strijd overslaat,Onder <extra_id_0> Turken in Duitsland <extra_id_1> Duitse politici willen niet dat de Turkse binnenlandse strijd overslaat,"['de drie miljoen', 'groeien de spanningen.']",6,30.0,1
Opwarming aarde is geen aanjager klimaatoorlogen De oorlog in Soedan is geen klimaatoorlog maar een etnisch-religieus conflict waarin toegang tot oliebronnen een belangrijke rol speelt.  Foto AP Terug bij af,Opwarming aarde is geen <extra_id_0> oorlog in Soedan is geen klimaatoorlog maar een <extra_id_1> toegang tot oliebronnen <extra_id_2> speelt. Foto AP Terug bij af,"['aanjager klimaatoorlogen De', 'etnisch-religieus conflict waarin', 'een belangrijke rol']",9,30.0,1
"Mooie actie.  Maar het kan geen kwaad dat Leon de Winter erop gewezen heeft dat ook (of juist) in Nederland de wereld gewoon doordraait wanneer er mensen 'als beesten' worden afgemaakt (NRC Handelsblad, 25 oktober)",Mooie actie. Maar het kan geen kwaad dat Leon de Winter erop gewezen heeft dat ook (of juist) in Nederland de wereld <extra_id_0> er mensen <extra_id_1> (NRC <extra_id_2>,"['gewoon doordraait wanneer', ""'als beesten' worden afgemaakt"", 'Handelsblad, 25 oktober)']",10,30.0,1
"De coronamaatregelen mogen dan tot steeds meer chagrijn leiden, Jan Rotmans houdt de moed erin.  De crisis is een blessing in disguise, zei de hoogleraar duurzaamheid en transities deze week in Trouw","De coronamaatregelen mogen dan tot steeds meer chagrijn leiden, Jan Rotmans <extra_id_0> erin. De crisis <extra_id_1> in disguise, zei de hoogleraar duurzaamheid <extra_id_2> in Trouw","['houdt de moed', 'is een blessing', 'en transities deze week']",10,30.0,1
"Advocaten Amsterdam dreigen met prikacties AMSTERDAM, 9 mei - De Amsterdamse advocaten zullen prikacties houden als het ministerie van justitie niet voor 1 september toezegt dat de vergoedingen in de gefinancierde rechtshulp zullen worden verhoogd.  Volgens de deken van de orde van advocaten in het arrondissement Amsterdam - waar 1",Advocaten Amsterdam dreigen met <extra_id_0> mei - De Amsterdamse advocaten zullen prikacties houden als het ministerie van justitie niet <extra_id_1> toezegt dat <extra_id_2> de gefinancierde rechtshulp zullen worden verhoogd. Volgens de <extra_id_3> orde van advocaten in het arrondissement <extra_id_4> 1,"['prikacties AMSTERDAM, 9', 'voor 1 september', 'de vergoedingen in', 'deken van de', 'Amsterdam - waar']",15,30.0,1
En nieuw nummer is wat mager voor Zweedse Ghost Het Zweedse Ghost was donderdag uitstekend in Amsterdam.  Maar het optreden was helaas vrijwel identiek aan eerdere ,En nieuw nummer is wat mager voor Zweedse Ghost Het <extra_id_0> donderdag uitstekend in <extra_id_1> optreden <extra_id_2> vrijwel identiek aan eerdere,"['Zweedse Ghost was', 'Amsterdam. Maar het', 'was helaas']",8,30.0,1
Een glimp van een beschaving Na negentig jaar is het Mesopotamische woordenboek voltooid.  Het telt Engelstalige beschrijvingen van 28,Een glimp van een <extra_id_0> jaar is het Mesopotamische woordenboek voltooid. <extra_id_1> beschrijvingen van 28,"['beschaving Na negentig', 'Het telt Engelstalige']",6,30.0,1
"Dat betoogt Geoffrey Robertson, auteur van Crimes Against Humanity (uitgeverij Penguin), vandaag in de Britse krant The Independent.  De wetenschap dat de operatie in het Pakistaanse huis van de Al Qaeda-leider was bedoeld ","Dat betoogt Geoffrey Robertson, auteur van Crimes Against Humanity (uitgeverij Penguin), vandaag <extra_id_0> krant The Independent. De wetenschap dat de operatie in het <extra_id_1> Al <extra_id_2>","['in de Britse', 'Pakistaanse huis van de', 'Qaeda-leider was bedoeld']",10,30.0,1
"Afgelopen donderdag mij enigszins verbolgen uitgelaten over het feit dat wijn nog geen tenminste houdbaar tot-datum kent of een bij voorkeur te drinken voor advies.  En dat terwijl het gros van de wijnen op dronk in de schappen beland en niet gebaat is bij langdurig stof happen in wijnrekken, kruipruimtes of kelders","Afgelopen donderdag mij enigszins verbolgen uitgelaten over het feit dat wijn nog geen tenminste houdbaar tot-datum kent of een bij voorkeur te drinken voor advies. En dat terwijl <extra_id_0> wijnen <extra_id_1> de schappen beland <extra_id_2> is bij langdurig <extra_id_3> wijnrekken, <extra_id_4>","['het gros van de', 'op dronk in', 'en niet gebaat', 'stof happen in', 'kruipruimtes of kelders']",16,30.0,1
"Sneller straffen ja, maar liever na vonnis De bewindslieden op Justitie verkennen de rechtsgrenzen.  Kan de rechter al optreden voordat hij vonnist","Sneller straffen ja, maar liever na vonnis De bewindslieden op <extra_id_0> Kan de rechter <extra_id_1> hij vonnist","['Justitie verkennen de rechtsgrenzen.', 'al optreden voordat']",7,30.0,1
"Politie slaat terug met civiele procedure Een kaakslag, een gebroken neus, een hoofdwond en flinke frustratie.  Dat is de meest recente oogst van de Rotterdamse politie","Politie slaat terug met civiele procedure Een kaakslag, een <extra_id_0> een hoofdwond en flinke frustratie. Dat <extra_id_1> recente oogst <extra_id_2> politie","['gebroken neus,', 'is de meest', 'van de Rotterdamse']",8,30.0,1
"Caption: FILE - In this Nov.  21, 2011 file picture taken with a fisheye lens, flames from a fire set alight in a container by activists of the Frankfurt Occupy movement are seen in front of the European Central Bank and a sculpture of the euro symbol in Frankfurt, Germany","Caption: FILE - In this Nov. 21, 2011 file picture taken with a fisheye lens, <extra_id_0> fire set alight in a container by activists <extra_id_1> Occupy movement are seen in front of the <extra_id_2> and a <extra_id_3> euro <extra_id_4> Germany","['flames from a', 'of the Frankfurt', 'European Central Bank', 'sculpture of the', 'symbol in Frankfurt,']",15,30.0,1
"Agent die schiet is toch anders dan een burger die schiet Hoe streng moet de rechter zijn tegen een agent die een beroepsfout maakt, waardoor net geen dodelijk slachtoffer viel.  De rechter in Maastricht veroordeelde vrijdag een lid van een arrestatie-eenheid tot twee jaar cel en een schadevergoeding","Agent die schiet is toch anders dan een burger die <extra_id_0> streng moet de rechter zijn <extra_id_1> die een beroepsfout maakt, waardoor net geen dodelijk slachtoffer viel. <extra_id_2> Maastricht veroordeelde vrijdag een <extra_id_3> arrestatie-eenheid tot twee jaar cel <extra_id_4>","['schiet Hoe', 'tegen een agent', 'De rechter in', 'lid van een', 'en een schadevergoeding']",14,30.0,1
"De EU is verdeeld, nu ook in conflict Georgi De EU-landen kwamen gisteren in Brussel bijeen voor spoedoverleg over de crisis tussen Rusland en Georgi.  Moeilijk: hoe om te gaan met het machtige Rusland","De EU is verdeeld, nu ook in conflict Georgi De EU-landen kwamen gisteren in Brussel bijeen voor spoedoverleg <extra_id_0> tussen Rusland en Georgi. <extra_id_1> gaan met <extra_id_2>","['over de crisis', 'Moeilijk: hoe om te', 'het machtige Rusland']",10,30.0,1
"Jean-Auguste-Dominique Ingres zag het schilderen van portretten, als een minder genre  historische taferelen was waar men beroemd mee diende te worden.  Zijn portretten, nu te zien in het Metropolitan Museum, laten dan ook zien tot welke hoogte hij steeg als hij niet 100 procent op zijn hoede was en zijn best deed","Jean-Auguste-Dominique Ingres zag het schilderen van portretten, als een minder genre historische taferelen was waar <extra_id_0> diende te worden. Zijn portretten, nu te <extra_id_1> Metropolitan Museum, laten dan ook zien tot welke <extra_id_2> als hij niet 100 <extra_id_3> was <extra_id_4> deed","['men beroemd mee', 'zien in het', 'hoogte hij steeg', 'procent op zijn hoede', 'en zijn best']",16,30.0,1
Donald Trumps Kremlin-connecties Relatie VS-Rusland De FBI onderzoekt de banden van Trumps entourage met Rusland en de Russische inmenging in de Amerikaanse verkiezingen.  Hoe lopen de lijnen tussen Trumps inner circle en die van Poetin,Donald Trumps Kremlin-connecties Relatie VS-Rusland De FBI onderzoekt de banden van Trumps entourage met Rusland en de <extra_id_0> Amerikaanse verkiezingen. Hoe lopen de lijnen tussen <extra_id_1> en <extra_id_2>,"['Russische inmenging in de', 'Trumps inner circle', 'die van Poetin']",10,30.0,1
"De `sitcom about nothing', verzonnen door Jerry Seinfeld en Larry Davids vertelt het semi-autobiografische verhaal van de stand-up comedian Jerry Seinfeld en zijn vrienden: ex-minnares Elaine Benes (Julia Louis-Dreyfus), de blunderende Cosmo Kramer (Michael Richards) met ","De `sitcom about nothing', verzonnen door Jerry Seinfeld <extra_id_0> vertelt het semi-autobiografische <extra_id_1> de stand-up comedian Jerry Seinfeld en zijn vrienden: ex-minnares Elaine Benes (Julia Louis-Dreyfus), <extra_id_2> Kramer <extra_id_3>","['en Larry Davids', 'verhaal van', 'de blunderende Cosmo', '(Michael Richards) met']",11,30.0,1
"Kleindochter Christine Koenigs van de beroemde kunstverzamelaar Franz Koenigs wil dat directeur Sjarel Ex van Museum Boijmans van Beuningen per direct twee tekeningen van Jeroen Bosch van de muur haalt.  Dat schrijft zij in een boze brief aan Ex en curator Jonathan Bober van de National Gallery of Art in Washington, waar ze nu hangen","Kleindochter Christine Koenigs van de beroemde kunstverzamelaar <extra_id_0> dat directeur Sjarel Ex van Museum Boijmans van <extra_id_1> tekeningen van Jeroen Bosch van de muur haalt. <extra_id_2> in een boze brief aan Ex en curator Jonathan Bober van de <extra_id_3> Art in Washington, waar <extra_id_4>","['Franz Koenigs wil', 'Beuningen per direct twee', 'Dat schrijft zij', 'National Gallery of', 'ze nu hangen']",16,30.0,1
"VS voeren druk op Iran verder op De Amerikaanse regering heeft gisteren nieuwe, harde strafmaatregelen tegen Iran, Iraanse banken en de Iraanse strijdkrachten afgekondigd.  Washington beschuldigt een onderdeel van de Iraanse Revolutionaire Garde ervan terrorisme te ondersteunen","VS voeren druk op Iran verder op De Amerikaanse regering heeft <extra_id_0> strafmaatregelen tegen Iran, Iraanse <extra_id_1> de Iraanse strijdkrachten <extra_id_2> een onderdeel van de Iraanse Revolutionaire <extra_id_3> te ondersteunen","['gisteren nieuwe, harde', 'banken en', 'afgekondigd. Washington beschuldigt', 'Garde ervan terrorisme']",11,30.0,1
Kabinet met D66 en ChristenUnie onmogelijk of slechts onwenselijk.  De Haagse Stemming Vandaag is dag 64 van de formatie,Kabinet met D66 <extra_id_0> of slechts onwenselijk. De Haagse Stemming Vandaag is dag <extra_id_1> formatie,"['en ChristenUnie onmogelijk', '64 van de']",6,30.0,1
Yara (Wies Fest) and Philippe (Egbert-Jan Weeber) zijn twee naar zingeving zoekende millennials.  Regie: Hanna van Niekerk,Yara (Wies Fest) and Philippe (Egbert-Jan Weeber) zijn twee naar <extra_id_0> millennials. <extra_id_1> Niekerk,"['zingeving zoekende', 'Regie: Hanna van']",5,30.0,1
"De stemming is verre van uitbundig op Temper The Wind To The Shorn Lamb, de tweede cd van de Vlissingse groep This Beautiful Mess.  De kale boom in een mistig landschap op de hoes staat model voor de sfeervolle, herfstige en van melancholie druipende muziek","De stemming is verre van uitbundig op Temper The Wind To The Shorn <extra_id_0> cd van <extra_id_1> This Beautiful Mess. <extra_id_2> boom in een mistig <extra_id_3> hoes staat <extra_id_4> sfeervolle, herfstige en van melancholie druipende muziek","['Lamb, de tweede', 'de Vlissingse groep', 'De kale', 'landschap op de', 'model voor de']",14,30.0,1
"Recessie bedreigt herverkiezing Bush WASHINGTON, 19 OKT.  Het loopt tegen verkiezingstijd en niemand heeft geld","Recessie bedreigt herverkiezing Bush WASHINGTON, 19 <extra_id_0> verkiezingstijd en niemand heeft geld",['OKT. Het loopt tegen'],4,30.0,1
"Geen gedwee typje ,,Momentje, ik leg even de hoorn neer, er worden bloemen gebracht'', zegt juriste Medy van der Laan (34).  De telefoon staat niet stil","Geen <extra_id_0> ik leg even de hoorn neer, er worden bloemen <extra_id_1> Medy van der Laan (34). De telefoon staat <extra_id_2>","['gedwee typje ,,Momentje,', ""gebracht'', zegt juriste"", 'niet stil']",8,30.0,1
"Regisseur Michael Cimino (Deer Hunter) overleden Cimino (77) won vijf Oscars met zijn film The Deer Hunter, maar kon het succes in zijn carrire niet meer oppakken na het geflopte Heavens Gate.  Archiefbeeld van Cimino uit 2012 Foto: Gabriel Bouys / AFP Regisseur Michael Cimino, bekend van films als The Deer Hunter en Heavens Gate, ","Regisseur Michael Cimino (Deer Hunter) overleden Cimino (77) won vijf Oscars met zijn film <extra_id_0> maar kon het succes in zijn carrire niet meer <extra_id_1> Heavens Gate. Archiefbeeld van Cimino uit 2012 Foto: Gabriel Bouys <extra_id_2> Michael Cimino, bekend van <extra_id_3> Deer Hunter <extra_id_4>","['The Deer Hunter,', 'oppakken na het geflopte', '/ AFP Regisseur', 'films als The', 'en Heavens Gate,']",16,30.0,1
"U wist dat Shell toestemming voor de deal nodig had.  Corruptiezaak De eerste verdachte in de corruptiezaak rond een Nigeriaans olieveld waar Shell bij betrokken is, werd stevig verhoord door de Italiaanse aanklager Fabio de Pasquale","U wist dat Shell toestemming voor <extra_id_0> had. Corruptiezaak De eerste verdachte in de corruptiezaak <extra_id_1> olieveld waar Shell bij betrokken is, werd stevig <extra_id_2> de <extra_id_3> de Pasquale","['de deal nodig', 'rond een Nigeriaans', 'verhoord door', 'Italiaanse aanklager Fabio']",11,30.0,1
"Kinderbijslag intact Een meerderheid in de Tweede Kamer ziet niets in het voorstel van staatssecretaris Van Hoof (Sociale Zaken, VVD) om ouders van schoolverlaters te korten op de kinderbijslag.  Dat bleek gisteren tijdens het wekelijkse vragenuur in de Kamer","Kinderbijslag intact Een meerderheid in de Tweede Kamer ziet niets in het voorstel van staatssecretaris Van Hoof (Sociale Zaken, VVD) <extra_id_0> schoolverlaters te <extra_id_1> kinderbijslag. Dat <extra_id_2> het wekelijkse vragenuur <extra_id_3>","['om ouders van', 'korten op de', 'bleek gisteren tijdens', 'in de Kamer']",12,30.0,1
"Bij een bloedbad in het noorden van Mexico zijn maandag zeker zes kinderen en drie vrouwen op brute wijze vermoord.  De slachtoffers maken allen deel uit van een bekende mormoonse sekte die oorspronkelijk uit de VS komt, maar al decennia aan de Mexicaanse kant van de grens woont","Bij een bloedbad in het noorden van <extra_id_0> zeker zes kinderen en drie vrouwen <extra_id_1> wijze vermoord. De slachtoffers maken allen deel uit van <extra_id_2> sekte die oorspronkelijk uit de VS komt, maar al <extra_id_3> Mexicaanse <extra_id_4> grens woont","['Mexico zijn maandag', 'op brute', 'een bekende mormoonse', 'decennia aan de', 'kant van de']",14,30.0,1
"De komende dagen zal het s ochtends vaak nevelig en mistig zijn, maar breekt vooral in de middag de zon af en toe door.  ","De <extra_id_0> het s <extra_id_1> mistig zijn, maar breekt vooral in de middag de zon af en toe door.","['komende dagen zal', 'ochtends vaak nevelig en']",7,30.0,1
40 banen weg bij ANWB-winkels vanwege reorganisatie De winkels en ondersteunende diensten draaien zon 25 miljoen euro verlies.  Daarom wil ANWB de snijden in de personeelskosten,40 banen <extra_id_0> vanwege reorganisatie De winkels en ondersteunende diensten draaien zon <extra_id_1> euro verlies. Daarom wil ANWB de snijden <extra_id_2>,"['weg bij ANWB-winkels', '25 miljoen', 'in de personeelskosten']",8,30.0,1
Presidentskandidaat Bob Dole wil 'gewoon' zijn land dienen; Een machinist zonder programma Na een reeks mislukkingen krijgt de republikein Robert J. Dole (72) dit jaar zijn laatste kans op het Witte Huis,Presidentskandidaat Bob Dole wil 'gewoon' zijn land <extra_id_0> zonder programma Na een reeks mislukkingen krijgt de republikein Robert <extra_id_1> jaar zijn <extra_id_2> het Witte Huis,"['dienen; Een machinist', 'J. Dole (72) dit', 'laatste kans op']",10,30.0,1
"Twee nominaties NRC voor journalistieke prijs De Loep NRC is samen met de NOS en Nieuwsuur genomineerd voor De Loep, de prijs voor de beste onderzoeksjournalistiek van Nederland en Vlaanderen.  De Vereniging voor Onderzoeksjournalisten reikt De Loep jaarlijks uit","Twee nominaties <extra_id_0> prijs De Loep NRC is samen met <extra_id_1> Nieuwsuur genomineerd voor De Loep, de prijs voor de beste onderzoeksjournalistiek van Nederland en Vlaanderen. De Vereniging <extra_id_2> De <extra_id_3>","['NRC voor journalistieke', 'de NOS en', 'voor Onderzoeksjournalisten reikt', 'Loep jaarlijks uit']",12,30.0,1
Zet dt eens op de cover De covers van Nature en Science zijn zelden artistiek.  Nederlandse fysici boden een cartoon aan Nature aan,Zet dt <extra_id_0> De covers van Nature en Science zijn zelden artistiek. Nederlandse fysici boden <extra_id_1> Nature aan,"['eens op de cover', 'een cartoon aan']",7,30.0,1
Diafragma's De ING-bank in Kortrijk pakt uit met een grote tentoonstelling van de eigen collectie met werk van topfotografen.  Sebastio Salgado doet zijn - fenomenale - kunstje op maar liefst veertien foto's van mensen die als mieren ,Diafragma's De ING-bank <extra_id_0> uit met een grote tentoonstelling van de eigen collectie met werk van <extra_id_1> doet zijn <extra_id_2> - kunstje op <extra_id_3> foto's van mensen die als mieren,"['in Kortrijk pakt', 'topfotografen. Sebastio Salgado', '- fenomenale', 'maar liefst veertien']",11,30.0,1
