Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq49-0,large,"AZ en Ajax verkleinen achterstand AZ is dankzij een gemakkelijke overwinning op FC Twente dit weekeinde twee punten ingelopen op lijstaanvoerder PSV, dat gelijkspeelde bij Feyenoord.  De Alkmaarse voetbalploeg, tweede in de competitie, wist zoals zo vaak dit seizoen ","AZ en Ajax verkleinen achterstand AZ <extra_id_0> overwinning op FC Twente dit weekeinde twee punten <extra_id_1> PSV, dat gelijkspeelde bij <extra_id_2> voetbalploeg, tweede in de competitie, wist zoals zo vaak dit seizoen","AZ en Ajax verkleinen achterstand AZ haalde met de overwinning op FC Twente dit weekeinde twee punten van PSV, dat gelijkspeelde bij Ajax. De voetbalploeg, tweede in de competitie, wist zoals zo vaak dit seizoen","['is dankzij een gemakkelijke', 'ingelopen op lijstaanvoerder', 'Feyenoord. De Alkmaarse']","['haalde met de', 'van', 'Ajax. De']",10,25,1,"[0.7777777777777778, 0.9285714285714286, 0.8260869565217391]",0.84,nrc
seq50-0,large,Endemol lijft weer tv-maker in VS in Endemol breidt opnieuw uit in de Verenigde Staten.  Het Nederlandse mediabedrijf nam gisteren Authentic Entertainment over,Endemol lijft weer tv-maker in VS <extra_id_0> opnieuw uit in <extra_id_1> Het Nederlandse mediabedrijf nam gisteren Authentic Entertainment over,Endemol lijft weer tv-maker in VS Endemol breidt opnieuw uit in de VS. Het Nederlandse mediabedrijf nam gisteren Authentic Entertainment over,"['in Endemol breidt', 'de Verenigde Staten.']","['Endemol breidt', 'de VS.']",6,25,1,"[0.17647058823529413, 0.7]",0.44,nrc
seq51-0,large,"De chaos op de grond zal er niet meteen door verdwijnen, maar al bij al stemt de resolutie tot enig optimisme.  Ze biedt het Iraakse volk de mogelijkheid een staat op te bouwen, vermindert de overheersende invloed van de Amerikaanse militairen en geeft de internationale troepenmacht de gelegenheid zich sterker dan voorheen te ontplooien als de vredes- en ordehandhavers die ze behoren te zijn","De chaos op de grond zal <extra_id_0> door verdwijnen, maar al bij al <extra_id_1> tot enig optimisme. Ze biedt het Iraakse volk de mogelijkheid een staat op te bouwen, vermindert de <extra_id_2> de Amerikaanse militairen en geeft de internationale troepenmacht de gelegenheid zich sterker dan voorheen te <extra_id_3> vredes- <extra_id_4> behoren te zijn","De chaos op de grond zal niet door verdwijnen, maar al bij al roept de nieuwe situatie tot enig optimisme. Ze biedt het Iraakse volk de mogelijkheid een staat op te bouwen, vermindert de druk op de Amerikaanse militairen en geeft de internationale troepenmacht de gelegenheid zich sterker dan voorheen te maken. Zoals vredes- behoren te zijn","['er niet meteen', 'stemt de resolutie', 'overheersende invloed van', 'ontplooien als de', 'en ordehandhavers die ze']","['niet', 'roept de nieuwe situatie', 'druk op', 'maken. Zoals', '']",16,25,1,"[0.7142857142857143, 0.5, 0.88, 0.8235294117647058, 1.0]",0.78,nrc
seq52-0,large,"Alle zeilers met een kite Katja Roose (31), kitesurfster, nummer n van de wereldranglijst course racing, dat over vier jaar olympisch is: Kitesurfen is in de toekomst alleen maar belangrijker.  Ik denk zelfs dat het grootste deel van de zeilklassen dan is overgegaan op kites","<extra_id_0> een kite Katja Roose (31), kitesurfster, nummer n van de wereldranglijst course racing, dat over vier jaar <extra_id_1> Kitesurfen is in de toekomst alleen maar belangrijker. Ik denk zelfs dat het grootste deel <extra_id_2> dan <extra_id_3> kites","met een kite Katja Roose (31), kitesurfster, nummer n van de wereldranglijst course racing, dat over vier jaar Kitesurfen is in de toekomst alleen maar belangrijker. Ik denk zelfs dat het grootste deel van de kitesurfers dan ook kites","['Alle zeilers met', 'olympisch is:', 'van de zeilklassen', 'is overgegaan op']","['met', '', 'van de kitesurfers', 'ook']",11,25,1,"[0.8125, 1.0, 0.5555555555555556, 0.875]",0.81,nrc
seq53-0,large,"Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig caf Scheltema bezocht, toen het nog een journalistencaf was en de Nieuwezijds Voorburgwal de Fleetstreet van Amsterdam.  Het was een leuke, dwarse man, wars van elke politieke correctheid, die dan ook, geheel tegen de tijdgeest in, op een dag besloot op de Boerenpartij te gaan stemmen","Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig <extra_id_0> toen <extra_id_1> journalistencaf was en de Nieuwezijds Voorburgwal de Fleetstreet <extra_id_2> was een leuke, dwarse man, wars <extra_id_3> correctheid, die dan ook, geheel tegen de tijdgeest in, op een dag <extra_id_4> Boerenpartij te gaan stemmen","Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig kwam toen hij in het journalistencaf was en de Nieuwezijds Voorburgwal de Fleetstreet heette. Hij was een leuke, dwarse man, wars van politieke correctheid, die dan ook, geheel tegen de tijdgeest in, op een dag besloot op de Boerenpartij te gaan stemmen","['caf Scheltema bezocht,', 'het nog een', 'van Amsterdam. Het', 'van elke politieke', 'besloot op de']","['kwam', 'hij in het', 'heette. Hij', 'van politieke', 'besloot op de']",15,25,1,"[0.9545454545454546, 0.6363636363636364, 0.7222222222222222, 0.2777777777777778, 0.0]",0.52,nrc
seq54-0,large,Taboe op discriminatie MINDERHEDENBELEID heet nu investeren in een interculturele samenleving.  Zo wil het nieuwe regeerakkoord het tenminste,Taboe <extra_id_0> nu investeren in een interculturele samenleving. Zo wil het nieuwe regeerakkoord het tenminste,Taboe En nu investeren in een interculturele samenleving. Zo wil het nieuwe regeerakkoord het tenminste,['op discriminatie MINDERHEDENBELEID heet'],['En'],4,25,1,[0.9743589743589743],0.97,nrc
seq55-0,large,Twee genocideverdachten toch uitgeleverd aan Rwanda De uitleveringszaak sleept al jaren voort.  Nu worden de twee aan Rwanda overgedragen,Twee genocideverdachten toch uitgeleverd aan Rwanda De uitleveringszaak sleept al jaren <extra_id_0> de twee aan <extra_id_1>,Twee genocideverdachten toch uitgeleverd aan Rwanda De uitleveringszaak sleept al jaren de twee aan,"['voort. Nu worden', 'Rwanda overgedragen']","['', '']",5,25,1,"[1.0, 1.0]",1.0,nrc
seq56-0,large,"Duurzaamheid KLM adverteert veel over de eigen duurzaamheid, met het gebruik van biobrandstof als n van de pijlers.  In werkelijkheid is ","Duurzaamheid KLM adverteert veel over de eigen duurzaamheid, met het gebruik van biobrandstof als <extra_id_0> de pijlers. <extra_id_1>","Duurzaamheid KLM adverteert veel over de eigen duurzaamheid, met het gebruik van biobrandstof als een van de pijlers. KLM KLM","['n van', 'In werkelijkheid is']","['een van', 'KLM']",5,25,1,"[0.2857142857142857, 1.0]",0.64,nrc
seq57-0,large,"Nieuwe toepassingen kloontechniek De techniek van het klonen ontwikkelt zich snel.  Biotechbedrijven zijn opgetogen, maar de techniek veroorzaakt veel opschudding","Nieuwe toepassingen kloontechniek De techniek van het klonen ontwikkelt zich snel. Biotechbedrijven zijn opgetogen, <extra_id_0> techniek <extra_id_1>","Nieuwe toepassingen kloontechniek De techniek van het klonen ontwikkelt zich snel. Biotechbedrijven zijn opgetogen, want de techniek is...","['maar de', 'veroorzaakt veel opschudding']","['want de', 'is...']",5,25,1,"[0.42857142857142855, 0.9642857142857143]",0.7,nrc
seq58-0,large,Vliegramp Athene kost 121 inzittenden het leven Alle 121 inzittenden zijn om het leven gekomen bij een crash van een Cyprisch vliegtuig in Griekenland.  Luchtvaartdeskundigen puzzelen over de mogelijke oorzaak van de crash waarbij gistermiddag een Cyprisch verkeersvliegtuig neerstortte en in brand vloog,Vliegramp Athene kost 121 inzittenden het leven Alle 121 inzittenden zijn om het leven gekomen <extra_id_0> van een Cyprisch vliegtuig in Griekenland. <extra_id_1> de mogelijke oorzaak van de <extra_id_2> een Cyprisch verkeersvliegtuig neerstortte en in <extra_id_3>,Vliegramp Athene kost 121 inzittenden het leven Alle 121 inzittenden zijn om het leven gekomen bij de crash van een Cyprisch vliegtuig in Griekenland. Het is de mogelijke oorzaak van de crash dat een Cyprisch verkeersvliegtuig neerstortte en in de lucht viel.,"['bij een crash', 'Luchtvaartdeskundigen puzzelen over', 'crash waarbij gistermiddag', 'brand vloog']","['bij de crash', 'Het is', 'crash dat', 'viel.']",11,25,1,"[0.15384615384615385, 0.9428571428571428, 0.6923076923076923, 0.9090909090909091]",0.67,nrc
seq59-0,large,Macron ook bovenaan in definitieve uitslag Het is nu zeker dat de En Marche. -leider op 7 mei met Marine Le Pen gaat strijden om het presidentschap,Macron ook bovenaan in definitieve uitslag Het is nu zeker dat de En Marche. -leider <extra_id_0> met Marine Le <extra_id_1> het presidentschap,Macron ook bovenaan in definitieve uitslag Het is nu zeker dat de En Marche. -leider samen met Marine Le Pen voor het presidentschap,"['op 7 mei', 'Pen gaat strijden om']","['samen', 'Pen voor']",7,25,1,"[0.75, 0.75]",0.75,nrc
seq60-0,large,"Het lijden van het Hazara-volk BAMIAN - In het midden van Afghanistan woont het Hazara-volk, een bevolkingsgroep van Mongoolse afstamming die zwaar te lijden heeft onder de burgeroorlog die Afghanistan teistert.  Maar door de slechte toegankelijkheid van het door hoge bergketens omgeven gebied, dringt maar weinig van hun ontberingen naar de buitenwereld door","Het lijden van het Hazara-volk <extra_id_0> midden van Afghanistan woont het Hazara-volk, een bevolkingsgroep van Mongoolse afstamming die zwaar te lijden heeft onder de burgeroorlog die Afghanistan teistert. Maar <extra_id_1> toegankelijkheid <extra_id_2> hoge <extra_id_3> dringt maar weinig van hun ontberingen naar de buitenwereld door","Het lijden van het Hazara-volk In het midden van Afghanistan woont het Hazara-volk, een bevolkingsgroep van Mongoolse afstamming die zwaar te lijden heeft onder de burgeroorlog die Afghanistan teistert. Maar door de toegankelijkheid van hun hoge huizen dringt maar weinig van hun ontberingen naar de buitenwereld door","['BAMIAN - In het', 'door de slechte', 'van het door', 'bergketens omgeven gebied,']","['In het', 'door de', 'van hun', 'huizen']",13,25,1,"[0.6, 0.5333333333333333, 0.5833333333333334, 0.9230769230769231]",0.66,nrc
seq61-0,large,Hasna El Maroudi (19) en haar moeder voelen zich niet langer veilig.  De bekorte jongerencolumn van Spunk,Hasna El Maroudi (19) <extra_id_0> zich niet langer veilig. De bekorte jongerencolumn van Spunk,Hasna El Maroudi (19) voelt zich niet langer veilig. De bekorte jongerencolumn van Spunk,['en haar moeder voelen'],['voelt'],4,25,1,[0.8095238095238095],0.81,nrc
seq62-0,large,De Haagse Stemming Vandaag is dag 181 van de formatie.  Schrijf je in om de Haagse Stemming elke dag als nieuwsbrief te ontvangen,De Haagse Stemming Vandaag is dag 181 van de formatie. Schrijf je in om de Haagse <extra_id_0> als <extra_id_1>,De Haagse Stemming Vandaag is dag 181 van de formatie. Schrijf je in om de Haagse Stemming als eerste.,"['Stemming elke dag', 'nieuwsbrief te ontvangen']","['Stemming', 'eerste.']",6,25,1,"[0.5294117647058824, 0.8333333333333334]",0.68,nrc
seq63-0,large,"Oekrane wijst wapenstilstand af Zwangere vrouwen in een schuilkelder van een ziekenhuis in Donetsk, in het oosten van Oekrane, waar hevig wordt gevochten.  Foto AFP Het Oekraense leger heeft een voorstel voor een wapenstilstand van de separatisten gisteren afgewezen","Oekrane wijst wapenstilstand af Zwangere vrouwen in een schuilkelder van een ziekenhuis in Donetsk, in <extra_id_0> Oekrane, waar hevig wordt <extra_id_1> Oekraense leger heeft een voorstel voor een wapenstilstand van <extra_id_2> afgewezen","Oekrane wijst wapenstilstand af Zwangere vrouwen in een schuilkelder van een ziekenhuis in Donetsk, in de oorlogsstad Oekrane, waar hevig wordt gevecht. Het Oekraense leger heeft een voorstel voor een wapenstilstand van de Russische regering afgewezen","['het oosten van', 'gevochten. Foto AFP Het', 'de separatisten gisteren']","['de oorlogsstad', 'gevecht. Het', 'de Russische regering']",10,25,1,"[0.7142857142857143, 0.5217391304347826, 0.6666666666666666]",0.63,nrc
seq64-0,large,"Het Amerikaanse leger en Irak betwisten de omvang van het geweld in het land.  De Amerikanen ontkenden gisteren dat juli de dodelijkste maand in Irak in ruim twee jaar was, zoals Bagdad had verklaard",Het Amerikaanse leger en Irak betwisten de omvang van het geweld in het land. De Amerikanen ontkenden gisteren <extra_id_0> dodelijkste <extra_id_1> Irak in ruim <extra_id_2> zoals Bagdad had verklaard,"Het Amerikaanse leger en Irak betwisten de omvang van het geweld in het land. De Amerikanen ontkenden gisteren de dodelijkste aanval op Irak in ruim tien jaar, zoals Bagdad had verklaard","['dat juli de', 'maand in', 'twee jaar was,']","['de', 'aanval op', 'tien jaar,']",8,25,1,"[0.8181818181818182, 0.6666666666666666, 0.42857142857142855]",0.64,nrc
seq65-0,large,"Unilever in oorlog om wasmiddelen in Turkije ISTANBUL, 20 JUNI.  Er woedt een wasmiddelen-oorlog in Turkije","Unilever in oorlog <extra_id_0> ISTANBUL, 20 JUNI. Er woedt een wasmiddelen-oorlog in Turkije","Unilever in oorlog met Turkije ISTANBUL, 20 JUNI. Er woedt een wasmiddelen-oorlog in Turkije",['om wasmiddelen in Turkije'],['met Turkije'],4,25,1,[0.6],0.6,nrc
seq66-0,large,Geloof is sport De Ronde van Frankrijk kent maar n geletruiwinnaar.  Toch bereiden 180 wielrenners zich voor op die wekenlange fietstocht,Geloof is sport De <extra_id_0> Frankrijk kent <extra_id_1> Toch bereiden 180 wielrenners zich voor op die wekenlange fietstocht,Geloof is sport De tocht naar Frankrijk kent geen echte hindernissen. Toch bereiden 180 wielrenners zich voor op die wekenlange fietstocht,"['Ronde van', 'maar n geletruiwinnaar.']","['tocht naar', 'geen echte hindernissen.']",5,25,1,"[0.7, 0.8333333333333334]",0.77,nrc
seq67-0,large,"Grote kaalslag in Molire's komedie 'De ingebeelde zieke'; Leukdoenerij met overgave Voorstelling: De ingebeelde zieke door Het Gevolg, vanaf 8 jaar.  Tekst naar Molire en regie: Ignace Cornelissen","<extra_id_0> Molire's komedie 'De ingebeelde zieke'; Leukdoenerij met overgave Voorstelling: De ingebeelde zieke door Het Gevolg, vanaf 8 jaar. Tekst naar <extra_id_1> Cornelissen","naar Molire's komedie 'De ingebeelde zieke'; Leukdoenerij met overgave Voorstelling: De ingebeelde zieke door Het Gevolg, vanaf 8 jaar. Tekst naar Molire door Willem Cornelissen","['Grote kaalslag in', 'Molire en regie: Ignace']","['naar', 'Molire door Willem']",7,25,1,"[0.8823529411764706, 0.6086956521739131]",0.75,nrc
seq68-0,large,Luis Surez is terug na zijn maandenlange schorsing wegens bijten.  Foto AP In zijn tienerjaren in Montevideo rende hij eens vijftig meter het veld over om de scheids een kopstoot te geven,Luis <extra_id_0> na zijn maandenlange schorsing wegens bijten. Foto AP In <extra_id_1> in Montevideo rende hij eens vijftig meter het <extra_id_2> de scheids een kopstoot te geven,Luis Alberto na zijn maandenlange schorsing wegens bijten. Foto AP In zijn eerste wedstrijd in Montevideo rende hij eens vijftig meter het veld op door de scheids een kopstoot te geven,"['Surez is terug', 'zijn tienerjaren', 'veld over om']","['Alberto', 'zijn eerste wedstrijd', 'veld op door']",8,25,1,"[0.8571428571428571, 0.6190476190476191, 0.4166666666666667]",0.63,nrc
seq69-0,large,Het rechterschap is meer dan een baan: het kruipt onder je huid Zit er ook een rechter in u.  Strafrechter Jacco Janssen ontdekt op de voetbaltribune dat hij anders naar een incident kijkt dan de andere supporters,Het rechterschap is meer dan een baan: het kruipt onder je huid <extra_id_0> een rechter in <extra_id_1> Janssen ontdekt op de voetbaltribune dat hij anders naar <extra_id_2> dan de andere supporters,Het rechterschap is meer dan een baan: het kruipt onder je huid Als een rechter in de rechterskamer. Janssen ontdekt op de voetbaltribune dat hij anders naar de wedstrijden kijkt dan de andere supporters,"['Zit er ook', 'u. Strafrechter Jacco', 'een incident kijkt']","['Als', 'de rechterskamer.', 'de wedstrijden kijkt']",9,25,1,"[1.0, 0.6190476190476191, 0.5]",0.71,nrc
seq70-0,large,HILVERSUM.  De muziekensembles van het Muziekcentrum van de Omroep (MCO) mogen in Hilversum gevestigd blijven,HILVERSUM. De muziekensembles van <extra_id_0> Omroep (MCO) mogen in Hilversum gevestigd blijven,HILVERSUM. De muziekensembles van de Nieuwe Omroep (MCO) mogen in Hilversum gevestigd blijven,['het Muziekcentrum van de'],['de Nieuwe'],4,25,1,[0.75],0.75,nrc
seq71-0,large,"Koopkrachtverlies toch meer dan verwacht - ook lagere inkomens worden getroffen DEN HAAG - Door alle bezuinigingen hebben de burgers steeds minder geld te besteden.  ANP XTRA LEX VAN LIESHOUT Foto ANP / Lex van Lieshout Niet alleen hoge inkomens, maar ook sommige groepen met lagere inkomens gaan er door het regeerakkoord op achteruit","Koopkrachtverlies toch meer dan <extra_id_0> lagere inkomens worden getroffen DEN HAAG - Door alle bezuinigingen hebben de burgers steeds minder geld te besteden. ANP XTRA LEX <extra_id_1> ANP / Lex van <extra_id_2> hoge inkomens, maar ook sommige groepen met lagere <extra_id_3> door het regeerakkoord <extra_id_4>","Koopkrachtverlies toch meer dan verwacht, lagere inkomens worden getroffen DEN HAAG - Door alle bezuinigingen hebben de burgers steeds minder geld te besteden. ANP XTRA LEX ANP / Lex van der Laan De hoge inkomens, maar ook sommige groepen met lagere inkomens worden door het regeerakkoord","['verwacht - ook', 'VAN LIESHOUT Foto', 'Lieshout Niet alleen', 'inkomens gaan er', 'op achteruit']","['verwacht,', '', 'der Laan De', 'inkomens worden', '']",14,25,1,"[0.42857142857142855, 1.0, 0.8, 0.375, 1.0]",0.72,nrc
seq72-0,large,"Cannes, Sarko, Wolfo en een antihomofobiedag 1 Donderdag is Hemelvaartsdag.  Jezus voer nadat hij niet meer dood was ten hemel en wij hebben een dagje vrij","Cannes, Sarko, Wolfo en een antihomofobiedag 1 Donderdag is <extra_id_0> nadat hij niet meer dood was ten hemel <extra_id_1> een dagje vrij","Cannes, Sarko, Wolfo en een antihomofobiedag 1 Donderdag is de koning nadat hij niet meer dood was ten hemel opgestaan. Met een dagje vrij","['Hemelvaartsdag. Jezus voer', 'en wij hebben']","['de koning', 'opgestaan. Met']",6,25,1,"[0.9230769230769231, 0.9285714285714286]",0.93,nrc
seq73-0,large,Vaticaan sticht bisdommen in Rusland De rooms-katholieke kerk heeft gisteren aangekondigd vier Russische bisdommen op te richten.  De Russisch-orthodoxe kerk reageert woedend en dreigt de betrekkingen met het Vaticaan op te schorten,Vaticaan sticht bisdommen in Rusland De rooms-katholieke kerk heeft gisteren aangekondigd vier Russische bisdommen op te richten. De Russisch-orthodoxe kerk <extra_id_0> en dreigt de <extra_id_1> Vaticaan <extra_id_2>,Vaticaan sticht bisdommen in Rusland De rooms-katholieke kerk heeft gisteren aangekondigd vier Russische bisdommen op te richten. De Russisch-orthodoxe kerk is tegen en dreigt de steun van het Vaticaan te verliezen.,"['reageert woedend', 'betrekkingen met het', 'op te schorten']","['is tegen', 'steun van het', 'verliezen.']",8,25,1,"[0.75, 0.6, 0.8571428571428571]",0.74,nrc
seq74-0,large,Arcams ruimtelijke oase aan het IJ Ze zijn zeldzaam: bouwwerken die de liefdevolle concentratie prijsgeven waarmee zij zijn ontworpen.  Het nieuwe onderkomen van het Architectuur Centrum Amsterdam (Arcam) is zo'n bouwwerk,Arcams ruimtelijke oase aan <extra_id_0> Ze zijn <extra_id_1> de liefdevolle concentratie prijsgeven <extra_id_2> ontworpen. Het nieuwe onderkomen van het Architectuur Centrum Amsterdam (Arcam) is zo'n bouwwerk,Arcams ruimtelijke oase aan Ze zijn altijd de liefdevolle concentratie prijsgeven ontworpen. Het nieuwe onderkomen van het Architectuur Centrum Amsterdam (Arcam) is zo'n bouwwerk,"['het IJ', 'zeldzaam: bouwwerken die', 'waarmee zij zijn']","['', 'altijd', '']",8,25,1,"[1.0, 0.9166666666666666, 1.0]",0.97,nrc
seq75-0,large,"Niet doen, zegt Marcel Warnaar, wetenschappelijk medewerker bij het Nationaal Instituut voor Budgetvoorlichtig (Nibud).  Een lening kan de vriendschap in de weg gaan staan","<extra_id_0> Marcel Warnaar, wetenschappelijk medewerker bij het Nationaal Instituut voor Budgetvoorlichtig (Nibud). Een lening kan <extra_id_1> de weg gaan staan","aldus Marcel Warnaar, wetenschappelijk medewerker bij het Nationaal Instituut voor Budgetvoorlichtig (Nibud). Een lening kan in de weg gaan staan","['Niet doen', 'zegt', 'de vriendschap in']","['aldus', 'in']",6,25,1,"[0.8888888888888888, 1.0]",0.94,nrc
seq76-0,large,"Betogingen Venezuela om nieuwe schoolwet Duizenden Venezolanen hebben zaterdag in de hoofdstad Caracas met twee afzonderlijke betogingen zowel voor als tegen een eerder deze maand ingevoerde nieuwe onderwijswet gedemonstreerd.  De oproerpolitie zette traangas, waterkannonen en rubberkogels in tegen de tegenbetogers","Betogingen Venezuela om <extra_id_0> Venezolanen hebben zaterdag in de hoofdstad Caracas met twee afzonderlijke betogingen zowel voor als tegen <extra_id_1> maand ingevoerde nieuwe <extra_id_2> zette traangas, waterkannonen en rubberkogels in tegen de tegenbetogers","Betogingen Venezuela om nieuwe grondwet Venezolanen hebben zaterdag in de hoofdstad Caracas met twee afzonderlijke betogingen zowel voor als tegen de vorige maand ingevoerde nieuwe grondwet geprotesteerd. De eerste groep zette traangas, waterkannonen en rubberkogels in tegen de tegenbetogers","['nieuwe schoolwet Duizenden', 'een eerder deze', 'onderwijswet gedemonstreerd. De oproerpolitie']","['nieuwe grondwet', 'de vorige', 'grondwet geprotesteerd. De eerste groep']",10,25,1,"[0.5769230769230769, 0.7333333333333333, 0.5777777777777777]",0.63,nrc
seq77-0,large,"Slopen, bouwen, spreiden In steden door heel het land worden de komende jaren massaal goedkope woningen gesloopt en vervangen door duurdere.  Het lijkt het laatste redmiddel voor de steden, die hun middenklasse zien vertrekken","Slopen, bouwen, spreiden In steden door heel het land worden de <extra_id_0> goedkope woningen gesloopt en <extra_id_1> Het lijkt het laatste redmiddel voor <extra_id_2> die hun middenklasse zien vertrekken","Slopen, bouwen, spreiden In steden door heel het land worden de oude goedkope woningen gesloopt en verbouwd. Het lijkt het laatste redmiddel voor de jongeren die hun middenklasse zien vertrekken","['komende jaren massaal', 'vervangen door duurdere.', 'de steden,']","['oude', 'verbouwd.', 'de jongeren']",8,25,1,"[0.8571428571428571, 0.7083333333333334, 0.5454545454545454]",0.7,nrc
seq78-0,large,"KPN verhoogt ambitie voor schuldafbouw KPN scherpt zijn doelstelling aan om de schulden van het bedrijf te verminderen.  Het telecombedrijf streeft ernaar om de schuld eind dit jaar terug te brengen tot 13,9 miljard euro in plaats van 14,5 miljard","KPN verhoogt ambitie voor schuldafbouw KPN scherpt zijn doelstelling aan om de schulden <extra_id_0> verminderen. Het telecombedrijf streeft ernaar om de schuld eind <extra_id_1> te <extra_id_2> miljard euro in plaats van 14,5 miljard","KPN verhoogt ambitie voor schuldafbouw KPN scherpt zijn doelstelling aan om de schulden te verminderen. Het telecombedrijf streeft ernaar om de schuld eind 2020 te beperken tot 13,8 miljard euro in plaats van 14,5 miljard","['van het bedrijf te', 'dit jaar terug', 'brengen tot 13,9']","['te', '2020', 'beperken tot 13,8']",10,25,1,"[0.8888888888888888, 1.0, 0.29411764705882354]",0.73,nrc
seq79-0,large,Onder de drie miljoen Turken in Duitsland groeien de spanningen.  Duitse politici willen niet dat de Turkse binnenlandse strijd overslaat,Onder de drie miljoen Turken in Duitsland groeien de spanningen. Duitse <extra_id_0> dat <extra_id_1> binnenlandse strijd overslaat,Onder de drie miljoen Turken in Duitsland groeien de spanningen. Duitse leiders eisen dat de binnenlandse strijd overslaat,"['politici willen niet', 'de Turkse']","['leiders eisen', 'de']",5,25,1,"[0.75, 0.7777777777777778]",0.76,nrc
seq80-0,large,Opwarming aarde is geen aanjager klimaatoorlogen De oorlog in Soedan is geen klimaatoorlog maar een etnisch-religieus conflict waarin toegang tot oliebronnen een belangrijke rol speelt.  Foto AP Terug bij af,Opwarming aarde is geen aanjager klimaatoorlogen De oorlog in Soedan is geen klimaatoorlog maar een etnisch-religieus <extra_id_0> toegang tot oliebronnen een <extra_id_1> Foto AP <extra_id_2>,Opwarming aarde is geen aanjager klimaatoorlogen De oorlog in Soedan is geen klimaatoorlog maar een etnisch-religieus conflict om toegang tot oliebronnen een te geven. Foto AP Photo,"['conflict waarin', 'belangrijke rol speelt.', 'Terug bij af']","['conflict om', 'te geven.', 'Photo']",8,25,1,"[0.4, 0.782608695652174, 1.0]",0.73,nrc
seq81-0,large,"Mooie actie.  Maar het kan geen kwaad dat Leon de Winter erop gewezen heeft dat ook (of juist) in Nederland de wereld gewoon doordraait wanneer er mensen 'als beesten' worden afgemaakt (NRC Handelsblad, 25 oktober)","Mooie actie. Maar het kan geen kwaad dat Leon de Winter <extra_id_0> dat ook (of juist) in Nederland de wereld <extra_id_1> er mensen 'als <extra_id_2> (NRC Handelsblad, 25 oktober)","Mooie actie. Maar het kan geen kwaad dat Leon de Winter weet dat ook (of juist) in Nederland de wereld draait en dat er mensen 'als hij' zijn. (NRC Handelsblad, 25 oktober)","['erop gewezen heeft', 'gewoon doordraait wanneer', '""beesten\' worden afgemaakt""']","['weet', 'draait en dat', ""hij' zijn.""]",9,25,1,"[0.7777777777777778, 0.68, 0.8888888888888888]",0.78,nrc
seq82-0,large,"De coronamaatregelen mogen dan tot steeds meer chagrijn leiden, Jan Rotmans houdt de moed erin.  De crisis is een blessing in disguise, zei de hoogleraar duurzaamheid en transities deze week in Trouw","De coronamaatregelen mogen <extra_id_0> steeds meer chagrijn leiden, Jan Rotmans houdt de moed erin. De crisis is een blessing in disguise, zei de <extra_id_1> transities <extra_id_2> Trouw","De coronamaatregelen mogen tot steeds meer chagrijn leiden, Jan Rotmans houdt de moed erin. De crisis is een blessing in disguise, zei de schrijver van de transities Trouw","['dan tot', 'hoogleraar duurzaamheid en', 'deze week in']","['tot', 'schrijver van de', '']",8,25,1,"[0.5714285714285714, 0.8076923076923077, 1.0]",0.79,nrc
seq83-0,large,"Advocaten Amsterdam dreigen met prikacties AMSTERDAM, 9 mei - De Amsterdamse advocaten zullen prikacties houden als het ministerie van justitie niet voor 1 september toezegt dat de vergoedingen in de gefinancierde rechtshulp zullen worden verhoogd.  Volgens de deken van de orde van advocaten in het arrondissement Amsterdam - waar 1","Advocaten Amsterdam dreigen met prikacties AMSTERDAM, 9 mei - De Amsterdamse advocaten zullen prikacties houden als het ministerie van justitie niet voor 1 september toezegt <extra_id_0> in de gefinancierde rechtshulp zullen worden verhoogd. Volgens de <extra_id_1> orde van <extra_id_2> arrondissement <extra_id_3> 1","Advocaten Amsterdam dreigen met prikacties AMSTERDAM, 9 mei - De Amsterdamse advocaten zullen prikacties houden als het ministerie van justitie niet voor 1 september toezegt dat de kosten in de gefinancierde rechtshulp zullen worden verhoogd. Volgens de advocaten in de orde van het arrondissement 1","['dat de vergoedingen', 'deken van de', 'advocaten in het', 'Amsterdam - waar']","['dat de kosten', 'advocaten in de', 'het', '']",12,25,1,"[0.47368421052631576, 0.5333333333333333, 0.8125, 1.0]",0.7,nrc
seq84-0,large,En nieuw nummer is wat mager voor Zweedse Ghost Het Zweedse Ghost was donderdag uitstekend in Amsterdam.  Maar het optreden was helaas vrijwel identiek aan eerdere ,En nieuw nummer is wat mager voor Zweedse Ghost Het Zweedse Ghost was donderdag uitstekend <extra_id_0> het optreden <extra_id_1> identiek aan eerdere,En nieuw nummer is wat mager voor Zweedse Ghost Het Zweedse Ghost was donderdag uitstekend het optreden was identiek aan eerdere,"['in Amsterdam. Maar', 'was helaas vrijwel']","['', 'was']",6,25,1,"[1.0, 0.8333333333333334]",0.92,nrc
