Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
Aan een nieuwe woning toe? Of wil je juist gunstig verkopen? Bekijk hier hoeveel het modale huis in jouw woonplaats kostte in het,Aan een nieuwe woning toe? Of wil je juist gunstig verkopen? Bekijk hier hoeveel <extra_id_0> jouw <extra_id_1> het,"['het modale huis in', 'woonplaats kostte in']",7,30.0,7
' (+) Welke rol speelt afkomst in Nederland? Dat onderzoekt Robert Vuijsje in een reeks interviews.,<extra_id_0> Welke rol speelt afkomst in Nederland? Dat onderzoekt Robert Vuijsje <extra_id_1> interviews.,"[""' (+)"", 'in een reeks']",5,30.0,7
"Berichten verspreiden zich dankzij internet vaak razendsnel, of ze nu kloppen of niet. De Volkskrant gaat op zoek naar hele en halve onwaarheden en probeert de zin van de onzin te scheiden.","Berichten verspreiden zich dankzij internet vaak razendsnel, of ze nu kloppen of niet. De Volkskrant <extra_id_0> naar hele en halve onwaarheden en <extra_id_1> van <extra_id_2>","['gaat op zoek', 'probeert de zin', 'de onzin te scheiden.']",10,30.0,7
ste aflevering van een serie over honderd belangrijke Nederlanders van deze eeuw. De volgorde is chronologisch (op basis van geboortedatum). Onder het kopje Gepasseerd staan de namen van tijdgenoten die de tophonderd niet hebben bereikt.,ste <extra_id_0> over honderd belangrijke Nederlanders van deze eeuw. De volgorde is chronologisch (op basis van geboortedatum). Onder het <extra_id_1> de namen van <extra_id_2> tophonderd niet hebben bereikt.,"['aflevering van een serie', 'kopje Gepasseerd staan', 'tijdgenoten die de']",10,30.0,7
en Jeanne Prisser bericht over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,en Jeanne Prisser bericht over wat zich afspeelt in de voorhoede <extra_id_0> kunst. <extra_id_1>,"['van de beeldende', 'Deze week:']",5,30.0,7
"0 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","0 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we <extra_id_0> een interessant, bekend <extra_id_1> nieuws van <extra_id_2>","['iedere dag met', 'persoon het', 'de dag door.']",8,30.0,7
"oud-gevechtsvlieger Dieter Dengler ontmoette, wist hij meteen dat hij een film over hem zou maken. Het werden er twee:","oud-gevechtsvlieger Dieter Dengler ontmoette, wist hij meteen dat hij een film over <extra_id_0> Het <extra_id_1>","['hem zou maken.', 'werden er twee:']",6,30.0,7
"Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of <extra_id_0> de zin van de onzin <extra_id_1>","['niet. Wij proberen', 'te scheiden. Vandaag:']",6,30.0,7
"i; di t/m zo 11-17u. Tel. 013-5438300 (www.depont.nl). Utrecht, Centraal Museum (Nicolaaskerkhof 10):",i; di t/m zo 11-17u. Tel. 013-5438300 <extra_id_0> (Nicolaaskerkhof 10):,"['(www.depont.nl). Utrecht, Centraal Museum']",4,30.0,7
"Omdat in de zomer de onbedwingbare behoefte ontstaat het water in te gaan, van pierenbad tot diepzee, peilt","Omdat in <extra_id_0> onbedwingbare behoefte ontstaat het water in te <extra_id_1> pierenbad tot diepzee, peilt","['de zomer de', 'gaan, van']",5,30.0,7
"XXste Eeuw, kunst uit de twintigste eeuw met werken van Toorop en Mondriaan, Andy Warhol en Donald Judd tot Jrg Immendorf","XXste Eeuw, kunst uit de twintigste eeuw met <extra_id_0> en Mondriaan, Andy Warhol en Donald <extra_id_1> Immendorf","['werken van Toorop', 'Judd tot Jrg']",6,30.0,7
Jaarlijks publiceren Nederlandse wetenschappers 172 duizend onderzoeken. In deze rubriek een greep uit die onderzoeken die bijna onopgemerkt waren gebleven.,Jaarlijks publiceren Nederlandse wetenschappers 172 <extra_id_0> deze rubriek een greep uit die <extra_id_1> onopgemerkt waren gebleven.,"['duizend onderzoeken. In', 'onderzoeken die bijna']",6,30.0,7
"; dagelijks 10-17u do vr tot 21u. Tel. 020-5516500 (www.foam.nl). Den Haag, Fotomuseum (Stadhouderslaan 43):",; dagelijks 10-17u do vr tot 21u. Tel. 020-5516500 <extra_id_0> (Stadhouderslaan 43):,"['(www.foam.nl). Den Haag, Fotomuseum']",4,30.0,7
. Breaking the Waves (Lars von Trier). Hartverscheurend melodrama in een Schotse kustplaats. Grillige Deense regisseur speelt met emoties in verhaal van onvoorwaardelijke liefde.,. Breaking the Waves (Lars von Trier). Hartverscheurend <extra_id_0> Schotse kustplaats. Grillige Deense regisseur speelt <extra_id_1> van onvoorwaardelijke liefde.,"['melodrama in een', 'met emoties in verhaal']",7,30.0,7
"scherpste observaties vanaf het Binnenhof, waargenomen en opgetekend door de verslaggevers van onze parlementaire redactie.","scherpste observaties vanaf het Binnenhof, waargenomen en opgetekend door <extra_id_0> parlementaire redactie.",['de verslaggevers van onze'],4,30.0,7
"Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:",Berichten verspreiden <extra_id_0> of ze nu kloppen of niet. Wij proberen de zin van de onzin <extra_id_1>,"['zich vaak razendsnel,', 'te scheiden. Deze week:']",7,30.0,7
". Over het meisje dat zo graag vies wil zijn, naar het boek van Annie M.G. Schmidt en Fiep Westendorp.",". Over het meisje dat <extra_id_0> wil zijn, naar het boek van Annie M.G. Schmidt <extra_id_1>","['zo graag vies', 'en Fiep Westendorp.']",6,30.0,7
"). Nesjomme van Het Internationaal Danstheater is een rondgang door de Joodse dans- en muziekcultuur, dans rond klezmer en kippensoep. Met 22 dansers, een orkest en Heddy Lester in de hoofdrol. Vanavond in","). Nesjomme van Het <extra_id_0> een rondgang door de Joodse dans- en muziekcultuur, dans rond klezmer en kippensoep. Met 22 dansers, een orkest <extra_id_1> de <extra_id_2>","['Internationaal Danstheater is', 'en Heddy Lester in', 'hoofdrol. Vanavond in']",10,30.0,7
"Rotterdam, Boijmans Van Beuningen (010-4419400): De collectie. Duitse kunst van Kiefer tot Henning, dwarsdoorsnede van na-oorlogse Duitse schilderkunst","Rotterdam, Boijmans Van Beuningen (010-4419400): De collectie. Duitse kunst van <extra_id_0> Henning, dwarsdoorsnede van <extra_id_1>","['Kiefer tot', 'na-oorlogse Duitse schilderkunst']",5,30.0,7
De rubriek Beeldvormers onderzoekt hoe een foto onze kijk op de werkelijkheid bepaalt. Deze week: de,De rubriek Beeldvormers onderzoekt hoe een <extra_id_0> op de werkelijkheid bepaalt. Deze <extra_id_1>,"['foto onze kijk', 'week: de']",5,30.0,7
en Je gaat het pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,en Je gaat het pas zien als je <extra_id_0> Zeil over opmerkelijke en veelbetekenende <extra_id_1> beeldende kunst. Deze week:,"['het doorhebt.* Wieteke van', 'bijzaken in de']",7,30.0,7
Wat houdt de literaire wereld in het buitenland bezig? Onze correspondenten houden het bij. Deze week Patrick van IJzendoorn over,Wat <extra_id_0> wereld in het buitenland bezig? Onze correspondenten houden het bij. <extra_id_1> van IJzendoorn over,"['houdt de literaire', 'Deze week Patrick']",6,30.0,7
"In maart wordt voor de negende keer de Volkskrant Beeldende Kunst Prijs uitgereikt aan jong talent (van na 1980). De Volkskrant presenteert alvast de vijf kanshebbers, wier werk vanaf vrijdag in Schiedam te zien is. In dit profiel:",In maart wordt voor de negende keer de <extra_id_0> Prijs uitgereikt aan jong talent (van na 1980). De Volkskrant presenteert alvast <extra_id_1> wier werk vanaf vrijdag in <extra_id_2> is. In <extra_id_3>,"['Volkskrant Beeldende Kunst', 'de vijf kanshebbers,', 'Schiedam te zien', 'dit profiel:']",11,30.0,7
In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of binnenstebuiten gekeerd. De,In <extra_id_0> wekelijks een actuele kwestie ondersteboven gehouden of binnenstebuiten gekeerd. De,['De andere kant wordt'],4,30.0,7
"8 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","8 van de <extra_id_0> Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon <extra_id_1> de <extra_id_2>","['dagelijkse 4 Uur', 'het nieuws van', 'dag door.']",8,30.0,7
"Opvoeden kan een mijnenveld zijn. Zoveel meningen, zoveel twijfel. Anna van den Breemer schrijft elke w","Opvoeden kan <extra_id_0> Zoveel meningen, zoveel twijfel. Anna van den Breemer <extra_id_1> w","['een mijnenveld zijn.', 'schrijft elke']",5,30.0,7
van de dagelijkse 4 uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,van de dagelijkse 4 uur Nieuwsbreak. In deze rubriek <extra_id_0> een interessant persoon <extra_id_1> de dag door.,"['nemen we met', 'het nieuws van']",6,30.0,7
(vier sterren) De Volkskrant luistert naar (nieuwe) podcasts en bespreekt er elke week een. Vandaag:,(vier sterren) De <extra_id_0> podcasts en bespreekt er elke week een. Vandaag:,['Volkskrant luistert naar (nieuwe)'],4,30.0,7
"Nederland leidt in de zomer een heel ander leven; werk en school maken plaats voor serieuze ontspanning. De Volkskrant onderzoekt in elke provincie hoe dat verloopt. We marsjeren, naar een gedicht van de Vlaming Paul van Ostaijen, d","Nederland leidt in de zomer een heel ander leven; werk <extra_id_0> plaats voor serieuze ontspanning. De Volkskrant onderzoekt in elke provincie <extra_id_1> We marsjeren, naar een gedicht van <extra_id_2> Paul <extra_id_3>","['en school maken', 'hoe dat verloopt.', 'de Vlaming', 'van Ostaijen, d']",11,30.0,7
"kunst, pozie, kalligrafie, muziek, kleding en dans tonen de culturele diversiteit van Iran. Rondleidingen op wo","kunst, pozie, kalligrafie, muziek, kleding en dans tonen de culturele <extra_id_0> Iran. <extra_id_1>","['diversiteit van', 'Rondleidingen op wo']",5,30.0,7
a gefingeerd. Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,a gefingeerd. Ook genterviewd worden over liefde en lust? <extra_id_0> naar lust@volkskrant.nl,['Mail een korte toelichting'],4,30.0,7
"en  Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","en <extra_id_0> Berichten verspreiden zich vaak razendsnel, of ze <extra_id_1> niet. Wij proberen de zin van de <extra_id_2> scheiden. Vandaag:","['Klopt dit wel?', 'nu kloppen of', 'onzin te']",8,30.0,7
Dagkoersen is de politieke nieuwsbrief van de Volkskrant. Vragen of opmerkingen? Mail naar haag@volkskrant.nl. Deze nieuwsbrief,Dagkoersen is de politieke nieuwsbrief van <extra_id_0> of <extra_id_1> naar haag@volkskrant.nl. Deze nieuwsbrief,"['de Volkskrant. Vragen', 'opmerkingen? Mail']",5,30.0,7
"Zonder muziek, maar met het minimalistische geluidsdecor en de briljante montage, ontstonden een paar van de spannendste scnes uit h","Zonder muziek, maar met het minimalistische geluidsdecor en de briljante montage, ontstonden <extra_id_0> de spannendste <extra_id_1>","['een paar van', 'scnes uit h']",6,30.0,7
Iedere week beantwoordt de Volkskrant een beloningsvraag van een lezer in de rubriek Verdien ik wel genoeg. Deze week de,Iedere week beantwoordt de Volkskrant een beloningsvraag van <extra_id_0> de rubriek Verdien <extra_id_1> Deze week de,"['een lezer in', 'ik wel genoeg.']",6,30.0,7
"). Sonata, choreografie van Stephen Shropshire door Station Zuid. Jussi Nousiainen danst zes solos op muziek van Bach en Anne Parlevliet, live begeleid door de pianiste Anny Tseng.","). Sonata, choreografie van Stephen Shropshire door Station Zuid. <extra_id_0> danst zes solos op muziek van Bach en Anne <extra_id_1> door <extra_id_2> Tseng.","['Jussi Nousiainen', 'Parlevliet, live begeleid', 'de pianiste Anny']",8,30.0,7
"- Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","- Klopt dit wel? Berichten <extra_id_0> razendsnel, of ze nu kloppen of niet. <extra_id_1> zin van de onzin <extra_id_2> Vandaag:","['verspreiden zich vaak', 'Wij proberen de', 'te scheiden.']",8,30.0,7
Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. Dit moet u,Elke dag tipt de <extra_id_0> Volkskrant de beste programma's en films op televisie. <extra_id_1> u,"['redactie van de', 'Dit moet']",5,30.0,7
"Armand Bouten (1893-1965), t/m 1 maart; di t/m zo 10-17u vr tot 22u. Tel. 0900-8212132. www.groningermuseum.nl","Armand Bouten (1893-1965), t/m 1 maart; di t/m zo <extra_id_0> 22u. <extra_id_1> www.groningermuseum.nl","['10-17u vr tot', 'Tel. 0900-8212132.']",5,30.0,7
". Maria Stuart van Schiller door het Nationale Toneel, met Mirjam Stolwijk als de strijdlustige Schotse koningin en Will van Kralingen als",". Maria Stuart van Schiller door het Nationale Toneel, met Mirjam <extra_id_0> strijdlustige Schotse <extra_id_1> Kralingen als","['Stolwijk als de', 'koningin en Will van']",7,30.0,7
"de aandacht drie uur lang vasthoudt met smakelijke dialogen, galgenhumor en fabuleus georkestreerd geweld.",de aandacht drie uur lang vasthoudt met <extra_id_0> fabuleus georkestreerd geweld.,"['smakelijke dialogen, galgenhumor en']",4,30.0,7
Wat zullen we eens eten vanavond? Elke dag in de Volkskrant een verrassend en smakelijk recept. Vandaag:,Wat zullen we eens eten vanavond? Elke dag in de <extra_id_0> verrassend en <extra_id_1>,"['Volkskrant een', 'smakelijk recept. Vandaag:']",5,30.0,7
Welke rol speelt afkomst in Nederland? Dat onderzoekt de Volkskrant in een reeks interviews. Ondernemer,Welke rol speelt afkomst in Nederland? Dat onderzoekt de <extra_id_0> interviews. Ondernemer,['Volkskrant in een reeks'],4,30.0,7
dat een ja-stem 'een keuze voor verandering en omvorming van het bestuurssysteem' is. Welke veranderingen bedoelt hij hiermee,dat een ja-stem 'een keuze voor verandering <extra_id_0> van het bestuurssysteem' <extra_id_1> bedoelt hij hiermee,"['en omvorming', 'is. Welke veranderingen']",5,30.0,7
In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of binnenstebuiten gekeerd. Vandaag:,In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden <extra_id_0>,['of binnenstebuiten gekeerd. Vandaag:'],4,30.0,7
". Als lijsttrekker van de Single Issue Partij blogt journalist, radiomaker en ervaringsdeskundige Maartje Duin over hun leven.",". Als lijsttrekker van de Single Issue <extra_id_0> journalist, radiomaker en ervaringsdeskundige <extra_id_1> hun leven.","['Partij blogt', 'Maartje Duin over']",5,30.0,7
| De Volkskrant Jeanne Prisser bericht over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,| De <extra_id_0> bericht over <extra_id_1> in de voorhoede van de beeldende kunst. Deze week:,"['Volkskrant Jeanne Prisser', 'wat zich afspeelt']",6,30.0,7
Dagkoersen is de politieke nieuwsbrief van de Volkskrant. Onze politieke redactie neemt u elke middag rond 17.00 uur mee naar het Binnenhof. De Haagse vierkante kilometer is een snelkookpan waarin een tweet in de ochtend kan uitgroeien tot een Kamerdebat in de middag en een crisis in de avond. U leest het in Dagkoersen.,Dagkoersen is de politieke nieuwsbrief van de Volkskrant. Onze politieke redactie neemt u elke middag rond 17.00 uur <extra_id_0> Binnenhof. De Haagse vierkante <extra_id_1> snelkookpan waarin een <extra_id_2> ochtend kan uitgroeien tot een Kamerdebat in <extra_id_3> crisis in de <extra_id_4> het in Dagkoersen.,"['mee naar het', 'kilometer is een', 'tweet in de', 'de middag en een', 'avond. U leest']",16,30.0,7
"de vluchtelingencrisis in Europa. Wie zijn die vluchtelingen, wat zijn de gevolgen van hun komst en hoe kan het anders?","de vluchtelingencrisis in <extra_id_0> die vluchtelingen, wat zijn de gevolgen van hun <extra_id_1> kan het anders?","['Europa. Wie zijn', 'komst en hoe']",6,30.0,6
Nederlandse commando's van het KCT (Korps Commando Troepen) tijdens een patrouille richting de stad,Nederlandse commando's van het KCT (Korps <extra_id_0> patrouille richting de stad,['Commando Troepen) tijdens een'],4,30.0,6
Donald Trump heeft vrijdag niet de vereiste driemaandelijke presidentile handtekening gezet onder het nucleaire akkoord met Iran.,<extra_id_0> vrijdag niet de vereiste driemaandelijke presidentile handtekening gezet onder het <extra_id_1> met Iran.,"['Donald Trump heeft', 'nucleaire akkoord']",5,30.0,6
"voor iedereen die een relatie heeft, er eentje heeft gehad of graag zou willen. Regie: Jrgen Tjon A Fon. Muziek: Jay.Soul & Perquisite. V","voor iedereen die een relatie heeft, er <extra_id_0> graag <extra_id_1> Jrgen Tjon A Fon. Muziek: Jay.Soul & Perquisite. V","['eentje heeft gehad of', 'zou willen. Regie:']",7,30.0,6
). Ciske de Rat met Danny de Munk als de volwassen Cis die terugblikt op zijn roerige leven. Vanavond t/m,). Ciske de Rat met Danny de Munk als de volwassen Cis die <extra_id_0> roerige <extra_id_1>,"['terugblikt op zijn', 'leven. Vanavond t/m']",6,30.0,6
"), Lucas van Esch (artdirector V), Erik d'Ailly, Thijs Balder, Joke Buijs, Annemieke Jansen, Koos Jeremiasse,","), Lucas van Esch (artdirector V), Erik d'Ailly, <extra_id_0> Joke Buijs, Annemieke <extra_id_1>","['Thijs Balder,', 'Jansen, Koos Jeremiasse,']",5,30.0,6
"Amsterdam, Van Gogh Museum (020-5705252): Dreams of nature, symbolistisch landschap met zeventig werken van Van Gogh, Munch tot Kandinksy, t/m 17/6","Amsterdam, Van Gogh Museum (020-5705252): <extra_id_0> symbolistisch landschap met zeventig werken van Van <extra_id_1> Kandinksy, t/m 17/6","['Dreams of nature,', 'Gogh, Munch tot']",6,30.0,6
"circa vijftig schilderijen en dertig tekeningen van Willem Maris (1844-1910), t/m 9/4; De Ouborg Prijs 2011,",circa vijftig schilderijen en dertig tekeningen van Willem <extra_id_0> 9/4; De Ouborg <extra_id_1>,"['Maris (1844-1910), t/m', 'Prijs 2011,']",5,30.0,6
"Jouw perspectief!?, abstract grote getallen teruggebracht naar menselijke maat in visualisaties, t/m 18/3","Jouw perspectief!?, abstract grote getallen teruggebracht <extra_id_0> visualisaties, t/m 18/3",['naar menselijke maat in'],4,30.0,6
Wekelijks selecteert de Volkskrant films die u niet mag missen. En een aantal die u met gerust hart kunt overslaan. Deze week:,Wekelijks <extra_id_0> die u niet mag missen. <extra_id_1> die u met gerust hart kunt overslaan. Deze week:,"['selecteert de Volkskrant films', 'En een aantal']",7,30.0,6
Een omslag kan een boek maken of breken. Zes ontwerpers over hun vak en het geheim van een goede cover. Vandaag:,Een omslag kan een boek maken of breken. Zes ontwerpers over hun <extra_id_0> geheim van <extra_id_1> Vandaag:,"['vak en het', 'een goede cover.']",6,30.0,6
"Never Mind That Noise You Heard, recente videos en installaties van kunstenaarsduo Allora & Calzadilla","Never Mind That Noise You Heard, recente videos <extra_id_0> Allora & Calzadilla",['en installaties van kunstenaarsduo'],4,30.0,6
". Amsterdam, Museum het Rembrandthuis (Jodenbreestraat 4): Vrouwenlevens tussen kunst en wetenschap,",". Amsterdam, Museum <extra_id_0> Vrouwenlevens tussen kunst en wetenschap,",['het Rembrandthuis (Jodenbreestraat 4):'],4,30.0,6
Zo'n driehonderd mensen demonstreren met witte paraplu's bij het Grensdetentiecentrum om aandacht te vragen voor vluchtelingen die na aankomst op Schiphol gelijk in detentie worden gezet,Zo'n driehonderd mensen demonstreren met witte paraplu's bij het Grensdetentiecentrum <extra_id_0> te vragen voor vluchtelingen die na <extra_id_1> gelijk in <extra_id_2>,"['om aandacht', 'aankomst op Schiphol', 'detentie worden gezet']",8,30.0,6
Hoe kan het dat deze grote vervuiler bij alle internationale klimaatakkoorden altijd buiten schot blijft?,Hoe kan het <extra_id_0> bij alle internationale klimaatakkoorden altijd buiten schot blijft?,['dat deze grote vervuiler'],4,30.0,6
". Liaisons dangereuses van Christopher Hampton naar het boek van Choderlos de Laclos, met Ariane Schluter en Gijs Scholten van Aschat als het perverse paar dat een gevaarlijk spel speelt. Johan Doesburg regisseert deze voorstelling van het Nationale Toneel. Vanavond",". Liaisons dangereuses van Christopher Hampton naar het boek van Choderlos de Laclos, met Ariane <extra_id_0> Scholten <extra_id_1> het <extra_id_2> een gevaarlijk spel speelt. Johan Doesburg regisseert deze voorstelling van het <extra_id_3>","['Schluter en Gijs', 'van Aschat als', 'perverse paar dat', 'Nationale Toneel. Vanavond']",12,30.0,6
"Route 66 is een roadmusical, bedacht door Harry Kies en geschreven door Dick van den Heuvel en Stan Lapinski.","Route <extra_id_0> roadmusical, bedacht door Harry Kies en geschreven door Dick van den <extra_id_1> Lapinski.","['66 is een', 'Heuvel en Stan']",6,30.0,6
"). Bloedband, muziektheater over de schoonheid van het alledaagse en het geluk dat voor het grijpen ligt. Door Orkater, met muziek van Beppe Costa en tekst van Leopold Witte en Geert Lageveen. V","). Bloedband, muziektheater over de schoonheid van het alledaagse en <extra_id_0> voor het grijpen ligt. Door Orkater, met muziek van <extra_id_1> tekst van <extra_id_2> Lageveen. V","['het geluk dat', 'Beppe Costa en', 'Leopold Witte en Geert']",10,30.0,6
"In Pyeongchang hebben meer landen hun Kramer; een man, vrouw of ploeg die het als zijn plicht beschouwt om te winnen in de sport van zijn geboorteland. Niet de strijd telt, maar de triomf. Die ambitie wordt vaak versterkt door de verwachtingen in eigen land.","In Pyeongchang hebben meer landen hun Kramer; een man, vrouw of ploeg die het <extra_id_0> beschouwt om <extra_id_1> de sport van <extra_id_2> de strijd telt, maar de triomf. Die ambitie wordt vaak <extra_id_3> verwachtingen in <extra_id_4>","['als zijn plicht', 'te winnen in', 'zijn geboorteland. Niet', 'versterkt door de', 'eigen land.']",14,30.0,6
de keer de Volkskrant Top 200 van invloedrijkste Nederlanders. Hoe wordt die ranglijst samengesteld?,de keer de Volkskrant Top 200 <extra_id_0> wordt die ranglijst samengesteld?,['van invloedrijkste Nederlanders. Hoe'],4,30.0,6
". Colette, solo van Jose Ruiter over de beroemde en ooit omstreden Franse schrijfster Colette (1873-1954), die een intense relatie had met haar moeder en haar eigen dochter aan",". Colette, <extra_id_0> Ruiter over de beroemde en ooit omstreden Franse schrijfster Colette (1873-1954), die een intense relatie <extra_id_1> moeder en haar <extra_id_2>","['solo van Jose', 'had met haar', 'eigen dochter aan']",9,30.0,6
"uit werken die de choreografen Marco Goecke, Georg Reischl, Stephen Shropshire, Andr Gingras, Jaakko Toivonen en Ed Wubbe eerder voor","uit <extra_id_0> choreografen Marco Goecke, Georg Reischl, Stephen Shropshire, Andr Gingras, <extra_id_1> Ed Wubbe eerder voor","['werken die de', 'Jaakko Toivonen en']",6,30.0,6
"Iklimler (Nuri Bilge Ceylan). Turkse variatie op Scnes uit een huwelijk. Terwijl de seizoenen voorbijgaan, focust","Iklimler <extra_id_0> Turkse variatie op Scnes uit een <extra_id_1> de seizoenen voorbijgaan, focust","['(Nuri Bilge Ceylan).', 'huwelijk. Terwijl']",5,30.0,6
Je gaat het pas zien als je het doorhebt. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je gaat het pas zien als je het doorhebt. Wieteke van Zeil over opmerkelijke en <extra_id_0> de <extra_id_1>,"['veelbetekenende bijzaken in', 'beeldende kunst. Deze week:']",7,30.0,6
"Sander Donkers ging er altijd gedachteloos vanuit dat hij veel gemeen heeft met actrice Anousha Nzume, die hij al kent van toen ze nog Anna heette. Niet echt, blijkt als hij haar spreek","<extra_id_0> er altijd gedachteloos vanuit dat hij veel gemeen heeft met <extra_id_1> hij al kent van toen ze nog <extra_id_2> echt, blijkt als hij haar spreek","['Sander Donkers ging', 'actrice Anousha Nzume, die', 'Anna heette. Niet']",10,30.0,6
"| De Volkskrant Kookboekenmaker, kok en illustrator Yvette van Boven maakt elke week een gerecht in de oven. Deze week:",| <extra_id_0> kok en illustrator Yvette van Boven maakt elke <extra_id_1> in de oven. Deze week:,"['De Volkskrant Kookboekenmaker,', 'week een gerecht']",6,30.0,6
". Ze zijn terughoudend met schokkende beelden: in plaats daarvan zie je vooral de sprekers achter de computer, blauw flikkerend licht op hun gezicht, de ogen aan het scherm gekleefd.",". Ze zijn terughoudend met schokkende <extra_id_0> daarvan zie je vooral de sprekers achter de computer, blauw <extra_id_1> hun gezicht, <extra_id_2> het scherm gekleefd.","['beelden: in plaats', 'flikkerend licht op', 'de ogen aan']",9,30.0,6
"Amsterdam, Joods Historisch Museum (Nieuwe Amstelstraat 1): Art of the State, hedendaagse fotografie en videokunst van zestien Isralische kunstenaars; voorts De Blauwe Schuit, voorstudies van Hendrik Werkman (1882-1945) v","Amsterdam, Joods Historisch Museum (Nieuwe Amstelstraat 1): Art of the State, hedendaagse fotografie en videokunst van <extra_id_0> voorts De Blauwe <extra_id_1> Hendrik <extra_id_2>","['zestien Isralische kunstenaars;', 'Schuit, voorstudies van', 'Werkman (1882-1945) v']",9,30.0,6
"Blik test autos, signaleert opvallende autozaken en doet daarvan elke twee weken verslag. Vandaag de","Blik test autos, signaleert opvallende autozaken en <extra_id_0> weken verslag. Vandaag de",['doet daarvan elke twee'],4,30.0,6
voorstelling uit 2004. Het doorleefde danserslichaam van Jacob Flier en de jonge mimespeelster Schweigman ontmoeten elkaar op muziek van,voorstelling uit 2004. Het doorleefde danserslichaam <extra_id_0> en de <extra_id_1> ontmoeten elkaar op muziek van,"['van Jacob Flier', 'jonge mimespeelster Schweigman']",6,30.0,6
De vraag lijkt simpel: wilt u dat Nederland een online-surveillancestaat wordt? Maar zo simpel is het niet.,De vraag <extra_id_0> wilt u dat Nederland <extra_id_1> Maar zo simpel is het niet.,"['lijkt simpel:', 'een online-surveillancestaat wordt?']",5,30.0,6
". Bonnefantenmuseum: Rondom Drer schetst met vijftig tekeningen en zo'n driehonderd prenten een beeld van de periode uit de Renaissance waarin tekenaar en graficus Albrecht Drer een sleutelrol speelde, t/m 11 juni;",". Bonnefantenmuseum: Rondom Drer schetst met vijftig tekeningen en zo'n driehonderd prenten een beeld <extra_id_0> uit de Renaissance <extra_id_1> Albrecht Drer een sleutelrol speelde, <extra_id_2>","['van de periode', 'waarin tekenaar en graficus', 't/m 11 juni;']",10,30.0,6
"(David Fincher). De maker van Se7en en Fight Club richt zich op een waar gebeurde moordzaak in Amerika die nooit werd opgelost. Niet de moordenaar speelt de hoofdrol, maar de mannen die hem proberen te ontmaskeren.",(David Fincher). De maker van Se7en en Fight Club richt <extra_id_0> waar gebeurde moordzaak in Amerika die nooit werd opgelost. <extra_id_1> speelt <extra_id_2> maar de <extra_id_3> proberen te ontmaskeren.,"['zich op een', 'Niet de moordenaar', 'de hoofdrol,', 'mannen die hem']",11,30.0,6
r De rubriek Beeldvormers onderzoekt hoe een foto onze kijk op de werkelijkheid bepaalt. Deze week:,r De <extra_id_0> hoe een <extra_id_1> kijk op de werkelijkheid bepaalt. Deze week:,"['rubriek Beeldvormers onderzoekt', 'foto onze']",5,30.0,6
"Wat kwam er de laatste dagen weer voor moois bij in het cultuuraanbod? De Volkskrant-specialisten kiezen hun favorieten, van een",Wat kwam er de laatste dagen weer voor moois <extra_id_0> cultuuraanbod? De Volkskrant-specialisten kiezen <extra_id_1> een,"['bij in het', 'hun favorieten, van']",6,30.0,6
