,text,text_count,link,paywall
275,"De Amsterdamse burgemeester Halsema wilde in gesprek met pro-Palestijnse demonstranten, die dat aangrepen als een nieuwe kans om te demonsteren. Halsema prees hun engagement: ‘Het ontroert me dat de studenten zo betrokken zijn bij internationale politiek.’",1,https://www.nrc.nl/nieuws/2024/05/28/melinda-french-gates-schenkt-1-miljard-dollar-aan-vrouwenrechtenorganisaties-a4200221,ja 
276,"Een kaalslag dreigt onder installateurs van zonnepanelen in Nederland. Niet alleen zijn de energieprijzen gezakt, ook de lucratieve salderingsregeling heeft haar langste tijd gehad. Wat blijft er over van de stralende toekomst van zonne-energie in Nederland?",1,https://www.nrc.nl/nieuws/2024/06/01/hoe-zijden-opblaastanks-ervoor-zorgden-dat-misleiding-terugkeerde-in-de-westerse-oorlogsvoering-a4200687,ja 
282,Na uit de hand gelopen protesten werd de campus van de Universiteit van Amsterdam voor twee dagen ten dele gesloten. Nu lijkt de rust terug te keren. Met de tentamens voor de deur hopen studenten en docenten ‘rustig’ aan de bak te kunnen.,1,https://www.nrc.nl/nieuws/2024/06/02/vredesplan-vs-voor-gaza-conflict-stuit-op-verzet-a4200715,ja 
284,Is dit fascisme? Het is de vraag die telkens terugkomt. Baudets opmerking over homeopathische verdunning: is dit fascisme? De bestorming van het Capitool: is dit fascisme? Poetins strijd tegen -lhbti-activisten: is dit fascisme?,1,https://www.nrc.nl/nieuws/2024/05/27/de-octopus-is-het-bio-industrievarken-van-de-toekomst-a4200091,ja 
286,"De rectores magnifici van vijftien Nederlandse universiteiten schrijven de banden met Israëlische universiteiten niet te willen verbreken. Op die manier kan de dialoog met de partners in Israël beter gevoerd worden, „ook als dat schuurt met onze en andermans diepste overtuiging”, schrijven ze in een open brief.",1,"Vicky Krieps heeft geen roem en glorie nodig: ‘Als niemand me meer wil inhuren, blijf ik hetzelfde doen’ - NRC",ja 
287,"Met AI Overview, een nieuwe manier van Google om te zoeken, zouden consumenten kwalitatief hoogwaardige antwoorden op hun vragen moeten krijgen. Maar de zoekmachine blijkt soms verbijsterende blunders te maken.",1,Initiatiefnemers van Amsterdams referendum vrezen dat de gemeente het laatste groen verkwanselt: ‘In de berm kun je niet voetballen’ - NRC,ja 
288,"Zelden won een renner een van de drie grote rondes met zo veel overmacht als Tadej Pogacar de Giro d’Italia van 2024. Dat is grotendeels zijn verdienste, maar de Sloveen trof ook tegenstanders die al in de tweede etappe het hoofd in de schoot legden.",1,Net als mijnwerkers kunnen planten nikkel uit de grond halen – en zo meewerken aan de energietransitie - NRC,ja 
292,De van televisie bekende Henriëtte Momma is eind vorige maand op 90-jarige leeftijd overleden. Miljoenen Nederlanders leerden haar de afgelopen jaren kennen als de liefdevolle en zorgzame moeder van de autistische kunstenaar Kees Momma.,1,Column | Fascisme als zinloos etiket - NRC,ja 
295,"De laatste verkeerstuin van Nederland in zijn soort dreigt te verdwijnen nu de gemeente Utrecht de subsidie stopzet. Eeuwig zonde, vinden de vrijwilligers.",1,https://www.nrc.nl/nieuws/2024/05/28/spaarmarkt-vertoont-tekenen-van-kartel-zegt-acm-van-concurrentie-op-rente-is-bij-banken-amper-sprake-a4200217,ja 
297,"Nog nooit kregen zo weinig baby’s borstvoeding. Er wordt te weinig ruimte voor gegeven, zeggen jonge moeders in Lelystad.",1,OM vordert mails aan De Telegraaf met vermeende moordbekentenis - NRC,ja 
299,"Londen is onvoldoende voorbereid op de gevolgen van klimaatverandering. Zo moet de waterkering Thames Barrier, die veel meer gebruikt wordt dan gedacht, eerder worden vervangen.",1,Greenpeace verliest kort geding tegen staat over snellere stikstofreductie - NRC,ja 
