,text,text_count,link,paywall
247,"De Poolse titelverdediger Iga Swiatek wint voor de derde keer op een rij Roland Garros. Voor de 23-jarige Swiatek, vooraf de grote favoriete voor de eindzege, is het haar vijfde grandslamtitel.",1,Utrechtse politiek pleit voor erkenning Palestijnse staat: ‘Draagt bij aan vrede en stabiliteit’ | Utrecht | AD.nl,ja
248,Er komt een nieuwe verplichte verzekering tegen arbeidsongeschiktheid voor zelfstandigen. De verzekering gaat 195 euro per maand aan premie kosten. De uitkering is maximaal gelijk aan het minimumloon.,1,https://www.ad.nl/buitenland/naomi-7-kwam-gebroken-ter-wereld-en-werd-verstopt-nu-is-ze-de-trots-van-het-dorp~a1363c30/,ja
258,"Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie precies en hoeveel is een modaal inkomen?",1,Hoestje dat maar niet weg wil: jaarlijks krijgen zo’n 300.000 Nederlanders acute bronchitis | arts legt uit | AD.nl,ja
262,"Premier Sunak ziet graag de dienstplicht terug, ziet Annemarie Kas. Critici noemen het „jarenvijftignostalgie”.",1,Calvé-pindakaas en M&M’s worden lekkerder omdat het nu in Argentinië regent: ‘Superoogst’ | Economie | AD.nl,ja
266,"Dick Schoof (67) moet leiding geven aan het kabinet dat ‘het strengste asielbeleid ooit’ belooft. Als voormalig baas van de IND, in een tijd die opvallende parallellen vertoont met nu, weet de beoogde premier als geen ander hoe weerbarstig dat dossier is.",1,https://www.ad.nl/economie/eindhoven-krijgt-1-7-miljard-versus-een-in-de-steek-gelaten-emmen-niet-iedereen-hoeft-de-coolste-te-zijn~a83d27ed6/,ja
268,"Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie precies en hoeveel is een modaal inkomen?",1,https://www.ad.nl/economie/veel-stations-zijn-er-nog-niet-maar-de-techniek-werkt-binnen-paar-minuten-lege-batterijen-wisselen-voor-volle~a35d43f1/,ja
269,"NRC bespreekt deze weken de eindexamens met deskundigen. Voormalige voetbaltrainer Foppe de Haan, een geboren Fries, boog zich over het havo-examen Fries.",1,Complotdenker die zei dat bloedbad op Amerikaanse school in scène was gezet moet al zijn bezittingen verkopen | Buitenland | AD.nl,ja
274,"Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste plekken van het land zijn, en ik kijk door de lens van de camera van een professional, die allerlei lenzen tevoorschijn kan toveren.",1,https://www.ad.nl/wetenschap/nederlanders-zijn-langer-dan-alles-en-iedereen-en-wel-hierdoor~a09c354c/,ja
279,"Iedereen was enthousiast over de methode-Laurentien voor de compensatie van toeslagenouders, totdat de uitgekeerde bedragen bekend werden − gemiddeld ruim 120 duizend euro per gedupeerde. Vrijdag moet blijken hoe het verdergaat.",1,DHL-bezorger gooit het pakketje van Jolanda zo over de schutting: ‘Was 100 euro waard!’ | Binnenland | AD.nl,ja
280,"Armoedebestrijding loopt vaak stuk op verkeerde aannames van mensen met geld, zegt Tim ‘S Jongers, zelf opgegroeid in armoede.",1,https://www.ad.nl/buitenland/vlucht-na-vakantie-op-mallorca-verloopt-onstuimig-neus-van-airbus-weggevaagd-we-vlogen-door-een-stormfront-br~aeb890d7/,ja
283,"Na de dood van de achttienjarige Ryan al Najjar kregen De Telegraaf en Leeuwarder Courant mails namens de vader, waarin de moord werd bekend.",1,https://www.ad.nl/economie/vattenfall-sluit-veel-minder-mensen-aan-op-warmtenet-kabinetsplan-acuut-in-gevaar~a4bbf792/,ja
285,"Eieren op de voorruit, afgebroken ruitenwissers, krassen in de lak. Wie vliegt vanaf Rotterdam en gratis parkeert in de wijken dichtbij moet maar afwachten of zijn auto heel blijft.",1,https://www.ad.nl/economie/robots-bouwen-huizen-sneller-en-goedkoper-voor-dit-werk-hadden-we-normaal-1350-bouwvakkers-nodig~a902182e/,ja
291,"De liberaal-conservatieve Nieuw-Vlaamse Alliantie (N-VA) blijft de grootste partij in het Vlaams Parlement (25,2 procent). Dat melden Belgische media op basis van de helft van de getelde stemmen van de regionale verkiezingen, die vandaag tegelijk met de Europese en landelijke verkiezingen plaatsvonden.",1,🎧 Mark Rutte is al begonnen om zichzelf in Nederland uit te gummen: ‘Hij wil echt de schaduw in’ | Politiek | AD.nl,ja
293,Het Openbaar Ministerie heeft een nieuwe kroongetuige gepresenteerd. Het gaat om de 29-jarige Dominique K. Hij heeft openheid van zaken gegeven over moorden en geweldszaken in Amsterdam en Rotterdam uit 2020 en 2021.,1,https://www.ad.nl/buitenland/goed-kijken-en-vroeg-opstaan-planetenparade-nog-enkele-dagen-te-zien~ac4fe6b7/,ja
298,"Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg ook Salesforce Marketing Cloud Developer – een bullshitbaan?",1,https://www.ad.nl/binnenland/ten-onrechte-als-crimineel-weggezet-op-tv-zelfs-mijn-kinderen-worden-erop-aangesproken~a9e8b252/,ja
