text,text_count,link,paywall
Inwoners van het Friese Waadhoeke hebben tot maandochtend moeten wachten op de verkiezingsuitslag van de Europese verkiezingen. Die lag veilig opgeborgen in een kluis in het gemeentehuis waar in het weekend een tijdslot op zit.,1,https://www.ad.nl/binnenland/tijdslot-kluis-en-onderbezetting-vertragen-uitslag-eu-verkiezingen-in-friese-en-groningse-gemeente~a0c986bb/,ja
Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek van het hooikoortsseizoen zitten is dat goed nieuws voor hooikoortspatiënten.,1,https://www.ad.nl/binnenland/het-is-wisselvallig-deze-week-en-dat-is-goed-nieuws-voor-hooikoortspatienten-weg-met-de-pollen~a75f2264/,ja
"‘Wil je me even bellen?’ Het is donderdagochtend 2 mei 08.15 uur als Sander Huls uit Doetinchem een berichtje krijgt van zijn ex-vrouw. Hij belt direct terug. ,,Je bent gisteravond op tv geweest’’, zegt zijn ex. ,,Bij 112 Vandaag van RTL5. Je wordt gezocht voor een misdrijf, een mishandeling met ernstig letsel.”",1,https://www.ad.nl/binnenland/ten-onrechte-als-crimineel-weggezet-op-tv-zelfs-mijn-kinderen-worden-erop-aangesproken~a9e8b252/,ja
Nederlanders vertrekken volgend weekend massaal naar Duitsland voor het EK voetbal. Vooral in Montfoort is Oranje populair. Nergens in het land kochten mensen relatief gezien zoveel wedstrijdkaartjes als hier. En dat verbaast de mensen in Montfoort zelf helemaal niets.,1,https://www.ad.nl/ek-voetbal/nergens-is-het-nederlands-elftal-zo-populair-als-in-dit-stadje-oranjefans-gaan-massaal-naar-ek-in-duitsland~a6e3ea29/,ja
"De totale waarde van de export van ‘Made in Holland’-producten is vorig jaar met ruim 5 procent gedaald ten opzichte van 2022. Er werd voor 19 miljard euro minder aan Nederlandse producten uitgevoerd dan een jaar eerder, meldt het Centraal Bureau voor de Statistiek (CBS).",1,https://www.ad.nl/economie/waarde-van-export-nederlandse-goederen-was-vorig-jaar-vijf-procent-lager-productie-industrie-blijft-dalen~aaa1661d/,ja
"In de steden duiken cokelabs op in appartementen, garageboxen of zelfs boven een kinderdagverblijf. Midden in de dichtbevolkte wijken, zoals in Rotterdam waar een flat explodeerde. In de cokelabs wordt gegoocheld met chemicaliën, maar ook met ontwormingsmiddel. Hoe werkt het precies en waarom is het zo link?",1,https://www.ad.nl/binnenland/knoeien-met-nagellakremover-en-ontwormingsmiddel-cokelabs-zijn-tikkende-tijdbommen~a23c52a5/,ja
"De terugroepactie van bakfietsfabrikant Babboe verloopt uiterst moeizaam. Van de 22.000 onveilige bakfietsen zijn er slechts 6000 opgehaald, waarvan ruim de helft in ons land. Pas 500 gedupeerde eigenaren ontvingen een nieuw exemplaar. Nog tienduizenden inspecties aan mogelijk onveilige bakfietsen moeten worden uitgevoerd. Babboe erkent alle problemen.",1,https://www.ad.nl/binnenland/babboe-terugroep-loopt-spaak-ze-spammen-me-al-jaren-maar-mijn-bakfiets-is-onbekend-bij-ze~a967def3/,ja
Er komt een nieuwe verplichte verzekering tegen arbeidsongeschiktheid voor zelfstandigen. De verzekering gaat 195 euro per maand aan premie kosten. De uitkering is maximaal gelijk aan het minimumloon.,1,https://www.ad.nl/economie/nieuwe-verzekering-tegen-arbeidsongeschiktheid-voor-zelfstandigen-is-betaalbaar-maar-sober~a0244d46/,ja
"Vattenfall verwacht de komende jaren veel minder mensen op het warmtenet aan te sluiten dan aanvankelijk het plan was. Het energiebedrijf heeft zijn doelstelling gehalveerd tot tussen de 6000 en 7000 nieuwe aansluitingen per jaar, uit onzekerheid over de markt en het beleid van de overheid.",1,https://www.ad.nl/economie/vattenfall-sluit-veel-minder-mensen-aan-op-warmtenet-kabinetsplan-acuut-in-gevaar~a4bbf792/,ja
"Wil je jezelf met je partner, gezin of huisgenoten of - als je single bent - in je eentje terugzien in ons weekendmagazine Mezza en op deze site? Vertel voor onze rubriek Geld & Geluk hoe het reilt en zeilt bij jou thuis. Laat hieronder je gegevens achter en dan nemen wij contact met je op.",1,https://www.ad.nl/geld/doe-ook-mee-aan-de-rubriek-geld-en-geluk-in-ons-magazine-mezza~aec4dee9/,ja
Anne-Marije Buckens heeft ruim tien jaar een bedrijf waarmee ze 50-plussers aan werk helpt. Deze week over generatiemanagement: een goede samenwerking tussen verschillende generaties op de werkvloer,1,https://www.ad.nl/economie/verschillende-generaties-op-de-werkvloer-denk-wel-eens-dat-ik-tussen-stel-dinos-terecht-ben-gekomen~a578d1be/,ja
",,Laat ik niet nu instorten’’, pepte Faiza Oulahsen zichzelf op, na weken in een kille cel met ratten te hebben doorgebracht. ,,Dat kan altijd nog, als ik straks vijftien jaar moet zitten.” De spannende BBC-documentaire On Thin Ice - Putin versus Greenpeace brengt heftige herinneringen boven bij de klimaatactivist. Maar ook hoe ze ondanks alles overeind bleef. Deze site sprak haar: ,,De eenzaamheid vond ik het zwaarst. Mijn cel was misschien 2 bij 4 meter. Smerig. Met een klein, kapot raam.”",1,https://www.ad.nl/buitenland/faiza-zat-vast-in-russische-cel-licht-ging-nooit-uit-en-er-klonk-altijd-harde-muziek-zodat-je-wakker-bleef~ad97378e/,ja
"Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie precies en hoeveel is een modaal inkomen?",1,https://www.ad.nl/geld/koopkracht-inflatie-modaal-inkomen-wat-betekenen-al-deze-termen~a2616e8f/,ja
"De voorgenomen verhoging van de belasting toegevoegde waarde (btw) op cultuur, recreatie, boeken en periodieken maakt veel los bij de lezers. Vooral de hogere belasting op sportclubs en sportscholen roept veel vragen op. Economieredacteur Peet Vogels geeft antwoord.",1,https://www.ad.nl/economie/lezersvragen-over-btw-verhoging-beantwoord-waarom-btw-op-sport-omhoog-gaat-is-een-raadsel~a4166211/,ja
"De Duitse witgoedproducent Miele is van plan tot 1300 banen te schrappen in Duitsland als gevolg van een zwakkere vraag naar zijn wasmachines, vaatwassers, stofzuigers, koelkasten, drogers en andere huishoudelijke apparatuur. Ook wijst het bedrijf op hogere kosten voor materialen, energie en lonen.",1,https://www.ad.nl/economie/witgoedproducent-miele-schrapt-1300-banen-in-duitsland~aa36ed54/,ja
"Een ontbijtafspraak in Amsterdam en een gespannen sollicitant: zo begon het avontuur van topvrouw Saskia Egas Reparaz bij Hema, die het oer-Hollandse warenhuis weer winstgevend maakte. En vooral haar ziel teruggaf, met meegroeirompertjes, doorgeefjassen en verbeterde kaasschaven. Hoe deed ze dat? In gesprek met mensen die nauw met haar samenwerken: ,,Saskia en Hema zijn een soort van symbiose.’’",1,https://www.ad.nl/economie/van-200-miljoen-verlies-naar-61-miljoen-winst-hema-kon-niet-blijven-teren-op-tompouce-en-rookworst~a677020d/,ja
"De Oranjekoorts heeft Nederland nog niet in zijn greep, de oranje vlaggetjes wapperen nog maar in enkele straten. Toch pakken supermarkten komend EK groots uit, Albert Heijn voorop. De supermarktketen presenteerde donderdag zijn EK-campagne in de verwachting dat het allemaal goed gaat komen in Duitsland.",1,https://www.ad.nl/economie/ah-met-spelerskaarten-en-juichhamster-vol-vertrouwen-ek-in-belangrijk-dat-eerste-wedstrijd-wordt-gewonnen~ae53a447/,ja
"Steenrijk worden door een plaatje te posten op X. Dat kan als je Keith Gill bent, beter bekend als Roaring Kitty, de schrik van de speculanten op Wall Street. Drie jaar geleden bezorgde het ‘brullende katje’, ook bekend als Deep Fucking Value, de speculanten een miljardenverlies. En vorige maand was hij na een afwezigheid van drie jaar weer terug. De gekte sloeg meteen weer toe.",1,https://www.ad.nl/economie/op-wall-street-gaan-alle-alarmbellen-af-bij-het-horen-van-de-naam-roaring-kitty~a16bb2df/,ja
"De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande dominantie van de markt van kunstmatige intelligentie (AI). Dat meldt de Amerikaanse krant The New York Times donderdag.",1,https://www.ad.nl/economie/vs-doet-onderzoek-naar-nvidia-microsoft-en-openai-vanwege-mogelijk-te-grote-marktdominantie~a00c20b6/,ja
"Veel stations zijn er nog niet, maar de techniek werkt: binnen paar minuten lege batterijen wisselen voor volle",1,https://www.ad.nl/economie/veel-stations-zijn-er-nog-niet-maar-de-techniek-werkt-binnen-paar-minuten-lege-batterijen-wisselen-voor-volle~a35d43f1/,ja
"Op amper 3 minuten van de grens bij Enschede, in Gronau, runt Gerhard Becker (58) zijn nieuwe winkel Tabak XXL. Een paradijs voor rokers die hoge accijnzen willen ontwijken. Twentse supermarkten balen, Duitse ondernemers profiteren. „Ze halen winkelkarren vol shag.”",1,https://www.ad.nl/binnenland/geen-27-maar-12-euro-voor-een-pak-shag-nederlanders-halen-net-over-de-grens-winkelkarren-vol-tabak~a763b60d/,ja
"De prijzen van woningen in Nederland zullen tot en met 2026 jaarlijks met 4 procent stijgen. Dat meldt De Nederlandsche Bank (DNB) bij de presentatie van de Voorjaarsramingen, de halfjaarlijkse voorspellingen voor de Nederlandse economie. DNB waarschuwt daarnaast dat het begrotingstekort volgend jaar al flink boven de EU-norm ligt door plannen van de nieuwe coalitie.",1,https://www.ad.nl/economie/dnb-somber-huizenprijzen-stijgen-tot-en-met-2026-jaarlijks-minstens-4-procent-begrotingstekort-loopt-fors-op~abb8fec6/,ja
"Hoe weet je of je bij de groep hoort die te veel betaalt voor een zorgverzekering? Meer dan de helft van de Nederlanders betaalt namelijk onnodig veel, blijkt uit onderzoek. Wat kun je hier tegen doen? Vijf veelgestelde vragen en antwoorden. ,,Veel mensen kiezen voor gemak en komen dan op een dure polis uit. Ze denken misschien dat duurder beter is, of dat ze dan beter of sneller geholpen worden, maar dat is een onterecht idee.”",1,https://www.ad.nl/geld/waarom-meer-dan-de-helft-van-nederland-te-veel-betaalt-voor-een-zorgverzekering-regel-meer-online~a25c755c/,ja
"Fans van het Nederlands Elftal hopen vurig dat Nederland Europees kampioen voetbal wordt, maar vergeleken met fans in andere landen geven we er liever niet al te veel geld aan uit. Qua zuinigheid zijn we de ongeslagen Europees kampioen.",1,https://www.ad.nl/binnenland/qua-zuinigheid-is-de-oranjefan-al-ongeslagen-europees-kampioen~a76910f7/,ja
Donderdag stemmen we voor het Europees Parlement. Maar wat hebben Nederlandse Europarlementariërs de afgelopen vijf jaar eigenlijk voor elkaar gekregen? Dit zijn de successen van (onbekende) Nederlandse Europarlementariërs. En er zijn er ook die niks voor elkaar kregen.,1,https://www.ad.nl/buitenland/de-ene-nederlander-kreeg-de-afgelopen-vijf-jaar-echt-iets-voor-elkaar-in-brussel-de-ander-helemaal-niks~a5be61fd/,ja
"Restaurantketen La Place koppelt zich los van Jumbo, maar de supermarkt blijft vooralsnog wel verbonden als aandeelhouder. Ook producten van La Place blijven te koop in de supermarkt.",1,https://www.ad.nl/economie/la-place-gaat-alleen-verder-jumbo-blijft-aandeelhouder~ad024dd1/,ja
"De overheid pompt 1,7 miljard euro in Eindhoven om het leefklimaat daar nog verder te verbeteren. Een stad als Emmen, een stad die symbool staat voor regio’s die zich in de steek gelaten voelen, zou dat ook wel willen. Wat kunnen andere regio’s leren van het Eindhovense succes? ,,Met een evenementenpark kun je niet een hele regio uit het slop trekken.”",1,https://www.ad.nl/economie/eindhoven-krijgt-1-7-miljard-versus-een-in-de-steek-gelaten-emmen-niet-iedereen-hoeft-de-coolste-te-zijn~a83d27ed6/,ja
Anne-Marije Buckens heeft ruim tien jaar een bedrijf waarmee ze 50-plussers aan werk helpt. Deze week over Jorg die zijn baan als directeur opzegde om op de ambulance te gaan werken.,1,https://www.ad.nl/economie/jorg-was-directeur-bij-het-familiebedrijf-maar-stopte-om-te-doen-wat-hij-eigenlijk-zijn-hele-leven-al-wil~ad3f6822/,ja
"De prijs voor Hollandse garnalen is zo hoog opgelopen dat restaurants garnalencocktails en kroketten van de menukaart halen. Het is exemplarisch voor de situatie van de Nederlandse visserij. De sector maakte in 2023 een verlies van 3,1 miljoen euro, aldus onderzoekers van Universiteit Wageningen.",1,https://www.ad.nl/economie/garnalenprijs-op-recordhoogte-wie-koopt-er-een-broodje-garnalen-voor-8-50-euro~a9bdef06/,ja
"Supermarkteigenaar Edward Koornneef gaat niet alleen in Naaldwijk, maar ook in Monster de verscherpte tabakswet omzeilen. Supermarkten mogen vanaf 1 juli geen tabakswaren meer verkopen, maar Koornneef gaat dat tóch doen. De Gezondheidsfondsen voor Rookvrij, waar onder meer KWF Kankerbestrijding onder valt, noemen het ‘stuitend’.",1,https://www.ad.nl/westland/jumbo-ondernemer-gaat-ook-bij-tweede-vestiging-verbod-op-tabaksverkoop-omzeilen-stuitend~a3c6f021/,ja
Tweehonderd jaar geleden waren Nederlanders gemiddeld nog een van de kleinste volkeren van Europa. Inmiddels zijn wij officieel het langste volk ter wereld. De consumptie van melk speelt daarin een cruciale rol.,1,https://www.ad.nl/wetenschap/nederlanders-zijn-langer-dan-alles-en-iedereen-en-wel-hierdoor~a09c354c/,ja
Het gonsde al een tijdje rond: maandag zouden voor zonsopgang maar liefst zes planeten in een rechte lijn zichtbaar zijn aan de hemel. Dat viel wat tegen. Uiteindelijk kon je met het blote oog slechts twee planeten zien. Maar er is goed nieuws voor de fans van de planetenparade.,1,https://www.ad.nl/buitenland/goed-kijken-en-vroeg-opstaan-planetenparade-nog-enkele-dagen-te-zien~ac4fe6b7/,ja
