text,text_count,link,paywall
Na eerdere problemen rond de vergunning mag de bouw van een boorplatform in de Noordzee worden hervat. Milieuorganisaties hadden een rechtszaak aangespannen om de bouw tegen te houden.,1,https://www.nrc.nl/nieuws/2024/05/29/bouw-boorplatform-bij-schiermonnikoog-kan-worden-hervat-a4200388,ja 
"Eerder deze maand kondigde French Gates aan dat ze de Bill & Melinda Gates Foundation (BMGF) ging verlaten. Ze zei al dat ze actief wilde blijven als filantroop, maar dat ze later zou aankondigen op welke manier.",1,https://www.nrc.nl/nieuws/2024/05/28/melinda-french-gates-schenkt-1-miljard-dollar-aan-vrouwenrechtenorganisaties-a4200221,ja 
"Omdat grote banken nauwelijks met elkaar hoeven concurreren om spaarders, ontvangen klanten te lage rentes, concludeert ACM. De toezichthouder stelt onder meer het opzetten van een onafhankelijke vergelijkingssite voor.",1,https://www.nrc.nl/nieuws/2024/05/28/spaarmarkt-vertoont-tekenen-van-kartel-zegt-acm-van-concurrentie-op-rente-is-bij-banken-amper-sprake-a4200217,ja 
Het coalitieakkoord haalt definitief een streep door het Nationaal Groeifonds. Maar ook een nieuw kabinet zal moeten nadenken over hoe de Nederlandse economie in de toekomst weerbaar blijft. De WRR trekt lessen uit het fonds.,1,https://www.nrc.nl/nieuws/2024/05/27/er-mankeerde-veel-aan-het-nationaal-groeifonds-maar-de-richting-was-goed-zegt-de-wrr-a4200122,ja 
De Chinese president Xi Jinping doet een nieuwe poging om minder afhankelijk te worden van de Verenigde Staten en zijn bondgenoten. De VS willen op hun beurt juist voorkomen dat China zelfstandiger wordt als het om chips gaat.,1,https://www.nrc.nl/nieuws/2024/05/27/china-wil-niet-afhankelijk-zijn-van-de-vs-en-steekt-daarom-opnieuw-tientallen-miljarden-in-zijn-chipsector-a4200097,ja 
"Binnenkort komt octopus mogelijk uit een kwekerij, net als zalm. De hoop is dat er dan minder octopus uit de oceaan gevist hoeft te worden. Critici vrezen dat dit weekdier te slim is voor een gelukkig leven in een kweekbassin.",1,https://www.nrc.nl/nieuws/2024/05/27/de-octopus-is-het-bio-industrievarken-van-de-toekomst-a4200091,ja 
China dreigt met hogere importheffingen in antwoord op Europees onderzoek naar ongeoorloofde staatssteun voor fabrikanten van elektrische auto’s. Ook begint het land mogelijk een onderzoek naar Europese steun voor varkensvlees.,1,https://nrc.nl/nieuws/2024/05/27/china-dreigt-met-wraakmaatregelen-door-europees-staatssteunonderzoek-a4200086,ja 
"Vlak voor Karien van Gennip afzwaait als minister, kondigt ze een aantal maatregelen af die arbeidsmigranten beter moeten beschermen. „De cowboys moeten zich netter gedragen.”",1,https://www.nrc.nl/nieuws/2024/05/27/echte-boeven-zullen-straks-geen-uitzendbureau-meer-kunnen-runnen-a4200012,ja 
De komende coalitie wil landbouwers steunen door brandstof goedkoper te maken. Tot 2013 betaalden ze ook al minder accijns.,1,https://www.nrc.nl/nieuws/2024/05/24/de-nieuwe-coalitie-wil-boeren-koesteren-door-hun-brandstof-goedkoper-te-maken-a4199938,ja 
"Nieuwe topman heeft onder meer de taak de Volksbank, die nog altijd in staatshanden is, op eigen benen te laten staan.",1,https://www.nrc.nl/nieuws/2024/05/24/roland-boekhout-a4199949,ja 
"Duurzame aandeelhoudersclubFollow This kwam begin dit jaar onder vuur van Exxon te liggen toen het oliebedrijf een omstreden rechtszaak tegen de groene belegger aanspande. Het lijkt er inmiddels op dat de kleine Nederlandse organisatie de dans ontspringt, maar oprichter Van Baal is niet gerust. „Exxon wil ons failliet hebben.”",1,https://www.nrc.nl/nieuws/2024/05/24/follow-this-oprichter-mark-van-baal-exxon-wil-critici-permanent-monddood-maken-a4199931,ja 
De luchthaven mag volgend jaar toch meer vluchten uitvoeren dan de regering twee jaar geleden aankondigde. De geluidshinder van de luchthaven wil het kabinet nu bestrijden met extra operationele maatregelen.,1,https://www.nrc.nl/nieuws/2024/05/24/krimp-van-schiphol-wordt-nog-verder-afgezwakt-a4199919,ja 
"De provincie Limburg verdenkt Lodewijk Burghout, oud-directeur van grondbedrijf Californië, van handel met voorkennis.",1,https://www.nrc.nl/nieuws/2024/05/24/provincie-limburg-doet-aangifte-tegen-oud-directeur-grondbedrijf-a4199916,ja 
Een wetsvoorstel moet gegevensuitwisselingen tussen de overheidsdiensten en onder meer banken legaliseren. Tegenstanders van het voorstel vrezen een herhaling van de Toeslagenaffaire. Dinsdag buigt de Eerste Kamer zich erover.,1,https://www.nrc.nl/nieuws/2024/06/10/aan-datadeelwet-kleven-nogal-wat-risicos-voor-de-burger-a4855990,ja 
