Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq57-0,xl,"Door middel van misleiding kunnen legers zich groter maken dan ze zijn. Het concept was bij het Westen wat uit de gratie geraakt, maar is door de oorlog in Oekrane weer terug.","Door middel van misleiding kunnen legers zich groter maken dan ze zijn. Het concept was bij het <extra_id_0> de gratie geraakt, <extra_id_1> de oorlog in <extra_id_2> terug.","Door middel van misleiding kunnen legers zich groter maken dan ze zijn. Het concept was bij het leger uit de gratie geraakt, maar na de oorlog in Vietnam keerde het terug.","['Westen wat uit', 'maar is door', 'Oekrane weer']","['leger uit', 'maar na', 'Vietnam keerde het']",8,25,1,"[0.5714285714285714, 0.5833333333333334, 0.7222222222222222]",0.63,ad
seq58-0,xl,"Een nieuwbouwwoning die in een ochtendje op zijn plek wordt gezet. Met vloerverwarming, badkamer en al. n voor een scherpe prijs.","Een nieuwbouwwoning die in een ochtendje op zijn plek wordt gezet. Met vloerverwarming, <extra_id_0> al. n voor <extra_id_1>","Een nieuwbouwwoning die in een ochtendje op zijn plek wordt gezet. Met vloerverwarming, en dat al. n voor een goede prijs","['badkamer en', 'een scherpe prijs.']","['en dat', 'prijs']",5,25,1,"[0.9090909090909091, 0.7222222222222222]",0.82,ad
seq59-0,xl,"Dubbele seksuele moraal is achterhaald, laat vrouwen ook kinderen hebben bij verschillende mensen","Dubbele seksuele moraal is achterhaald, <extra_id_0> kinderen hebben bij verschillende mensen","Dubbele seksuele moraal is achterhaald, terwijl we kinderen hebben bij verschillende mensen",['laat vrouwen ook'],['terwijl we'],3,25,1,[0.8125],0.81,ad
seq60-0,xl,"Bij het St. Antonius Ziekenhuis in Nieuwegein stortte een deel van een parkeergarage in. Het ongeval doet denken aan een soortgelijk incident in Eindhoven, zeven jaar geleden. Volgens experts schiet het toezicht in de bouwsector tekort: er is een vacum waar het op constructiecontroles aankomt.","Bij het St. Antonius Ziekenhuis <extra_id_0> een deel van een parkeergarage in. Het ongeval doet denken aan een soortgelijk incident in Eindhoven, zeven jaar geleden. Volgens experts schiet <extra_id_1> de <extra_id_2> er is een vacum waar <extra_id_3> aankomt.","Bij het St. Antonius Ziekenhuis in Utrecht stortte een auto een deel van een parkeergarage in. Het ongeval doet denken aan een soortgelijk incident in Eindhoven, zeven jaar geleden. Volgens experts schiet de auto de bodem in en er is een vacum waar er geen lucht aankomt.","['in Nieuwegein stortte', 'het toezicht in', 'bouwsector tekort:', 'het op constructiecontroles']","['in Utrecht stortte een auto', 'de auto', 'bodem in en', 'er geen lucht']",11,25,1,"[0.6666666666666666, 0.8, 0.7222222222222222, 0.7777777777777778]",0.74,ad
seq61-0,xl,"Het Amsterdamse Waternet, verantwoordelijk voor schoon drinkwater n het onderhoud van dijken en gemalen in het grootste waterschap van Nederland, moet worden opgesplitst. Er komen aparte organisaties voor beide taken.","Het Amsterdamse Waternet, verantwoordelijk voor schoon <extra_id_0> onderhoud van dijken en gemalen in het grootste waterschap van Nederland, moet worden <extra_id_1> komen aparte <extra_id_2> taken.","Het Amsterdamse Waternet, verantwoordelijk voor schoon water en onderhoud van dijken en gemalen in het grootste waterschap van Nederland, moet worden opgesplitst. Er komen aparte waterschappen met aparte taken.","['drinkwater n het', 'opgesplitst. Er', 'organisaties voor beide']","['water en', 'opgesplitst. Er', 'waterschappen met aparte']",8,25,1,"[0.5625, 0.0, 0.8333333333333334]",0.47,ad
seq62-0,xl,Op de laatste dag van de competitie heeft het door problemen geteisterde Vitesse goed nieuws te melden. Supporters hebben bijna 2 miljoen euro ingezameld met een crowdfundingsactie.,Op de laatste dag van de <extra_id_0> door problemen geteisterde Vitesse goed nieuws te melden. Supporters hebben bijna 2 miljoen <extra_id_1> crowdfundingsactie.,Op de laatste dag van de transferperiode heeft het door problemen geteisterde Vitesse goed nieuws te melden. Supporters hebben bijna 2 miljoen euro opgehaald via een crowdfundingsactie.,"['competitie heeft het', 'euro ingezameld met een']","['transferperiode heeft het', 'euro opgehaald via een']",7,25,1,"[0.44, 0.34782608695652173]",0.39,ad
seq63-0,xl,Deze donderdagmiddag neemt de Europese Centrale Bank 99 procent zeker een besluit waar de financile markten al maanden smachtend naar uitkijken: een renteverlaging.,Deze donderdagmiddag <extra_id_0> Centrale Bank 99 procent zeker een besluit waar de financile markten al maanden smachtend naar <extra_id_1>,Deze donderdagmiddag neemt de Centrale Bank 99 procent zeker een besluit waar de financile markten al maanden smachtend naar,"['neemt de Europese', 'uitkijken: een renteverlaging.']","['neemt de', '']",6,25,1,"[0.5294117647058824, 1.0]",0.76,ad
seq64-0,xl,"Novak Djokovic heeft zich geplaatst voor de vierde ronde (achtste finales) op Roland Garros, maar de nummer 1 van de wereld moest er lang op wachten. Het publiek ook: de laatste bal vloog pas zondagnacht om 6 minuten over 3 over het net.","Novak Djokovic heeft zich geplaatst <extra_id_0> ronde (achtste finales) op Roland Garros, maar de nummer 1 <extra_id_1> moest er lang op wachten. Het publiek ook: de laatste bal vloog pas zondagnacht om 6 <extra_id_2> over <extra_id_3>","Novak Djokovic heeft zich geplaatst voor de volgende ronde (achtste finales) op Roland Garros, maar de nummer 1 van de wereld moest er lang op wachten. Het publiek ook: de laatste bal vloog pas zondagnacht om 6 uur over de baan.","['voor de vierde', 'van de wereld', 'minuten over 3', 'het net.']","['voor de volgende', 'van de wereld', 'uur', 'baan.']",11,25,1,"[0.25, 0.0, 0.8571428571428571, 0.75]",0.46,ad
seq65-0,xl,Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt en daar hun eigen drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft het verbod om drugs op straat te gebruiken. Normale bezoekers van het park worden door de verslaafden geweerd bij het toilet.,Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt <extra_id_0> eigen drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft het verbod om drugs <extra_id_1> te gebruiken. Normale bezoekers van het <extra_id_2> de <extra_id_3> het toilet.,Een groep hardnekkige verslaafden heeft het toiletgebouw in een Utrechts park gekaapt en daar een eigen drugshol ingericht. Ze omzeilen zo ongestoord en onbestraft het verbod om drugs in het park te gebruiken. Normale bezoekers van het park moeten de wijk verlaten voor het toilet.,"['en daar hun', 'op straat', 'park worden door', 'verslaafden geweerd bij']","['en daar een', 'in het park', 'park moeten', 'wijk verlaten voor']",11,25,1,"[0.18181818181818182, 0.7272727272727273, 0.5, 0.8260869565217391]",0.56,ad
seq66-0,xl,"OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken. Het bedrijf lijkt iets te veel inspiratie te hebben geput uit de film Her, waarvoor Johansson de stem van computersysteem Samantha insprak.","OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken. Het bedrijf lijkt iets te veel inspiratie te <extra_id_0> de film Her, <extra_id_1> van <extra_id_2>","OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken. Het bedrijf lijkt iets te veel inspiratie te halen uit de film Her, de stem van Scarlett.","['hebben geput uit', 'waarvoor Johansson de stem', 'computersysteem Samantha insprak.']","['halen uit', 'de stem', 'Scarlett.']",10,25,1,"[0.5625, 0.7307692307692307, 0.8787878787878788]",0.72,ad
seq67-0,xl,"De volgverkeerslichten kunnen persoonlijke gegevens van mensen verzamelen, onder meer via apps op smartphones. De Autoriteit Persoonsgegevens maakt zich zorgen.","De volgverkeerslichten kunnen persoonlijke gegevens van mensen verzamelen, <extra_id_0> apps op smartphones. <extra_id_1> Persoonsgegevens maakt zich zorgen.","De volgverkeerslichten kunnen persoonlijke gegevens van mensen verzamelen, via apps op smartphones. De Autoriteit Persoonsgegevens maakt zich zorgen.","['onder meer via', 'De Autoriteit']","['via', 'De Autoriteit']",5,25,1,"[0.7857142857142857, 0.0]",0.39,ad
seq68-0,xl,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.,<extra_id_0> onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten <extra_id_1> van de internationale hulp zal dezelfde Afghaanse vrouwen die we <extra_id_2> alleen maar meer laten lijden.,leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten schendt. De rest van de internationale hulp zal dezelfde Afghaanse vrouwen die we helpen alleen maar meer laten lijden.,"['Miljoenen Afghanen leven', 'drastisch beperkten. Vermindering', 'hopen te steunen']","['leven', 'schendt. De rest', 'helpen']",9,25,1,"[0.7916666666666666, 0.7272727272727273, 0.75]",0.76,ad
seq69-0,xl,"Na de dood van de achttienjarige Ryan al Najjar kregen De Telegraaf en Leeuwarder Courant mails namens de vader, waarin de moord werd bekend.","Na de dood van de achttienjarige Ryan al Najjar kregen De Telegraaf <extra_id_0> mails namens de vader, waarin de <extra_id_1>","Na de dood van de achttienjarige Ryan al Najjar kregen De Telegraaf en andere media mails namens de vader, waarin de ouders","['en Leeuwarder Courant', 'moord werd bekend.']","['en andere media', 'ouders']",6,25,1,"[0.6190476190476191, 0.7777777777777778]",0.7,ad
seq70-0,xl,"Hoewel Donald Trumps veroordeling uniek is in de geschiedenis, geldt dat niet voor het onderliggende schandaal: een buitenechtelijke affaire.","<extra_id_0> veroordeling uniek is in de geschiedenis, geldt dat niet <extra_id_1> onderliggende schandaal: een buitenechtelijke affaire.","dat de veroordeling uniek is in de geschiedenis, geldt dat niet voor het onderliggende schandaal: een buitenechtelijke affaire.","['Hoewel Donald Trumps', 'voor het']","['dat de', 'voor het']",5,25,1,"[0.9, 0.0]",0.45,ad
seq71-0,xl,"Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een beetje door, totdat er onverwacht een lange zin volgt.","Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig <extra_id_0> om trots op <extra_id_1> zo gaat <extra_id_2> beetje door, totdat er onverwacht een lange zin volgt.","Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land om trots op te zijn. En zo gaat het een beetje door, totdat er onverwacht een lange zin volgt.","['land./ Een land', 'te zijn. En', 'het nog een']","['land', 'te zijn. En', 'het een']",9,25,1,"[0.7333333333333333, 0.0, 0.36363636363636365]",0.37,ad
seq72-0,xl,Tijdens de eerste twee dagen van festival Best Kept Secret was het de New Yorkse St.,Tijdens de eerste twee dagen <extra_id_0> Secret was het de New Yorkse St.,Tijdens de eerste twee dagen van de campagne van Victoria's Secret was het de New Yorkse St.,['van festival Best Kept'],"[""van de campagne van Victoria's""]",4,25,1,[0.7],0.7,ad
seq73-0,xl,Verwachtingen voor een staakt-het-vuren zijn dit weekend flink getemperd. Ultrarechtse leden van de Isralische regering dreigen met opstappen als Isral instemt met voorstel van de VS.,Verwachtingen voor een staakt-het-vuren zijn dit weekend flink getemperd. Ultrarechtse leden van <extra_id_0> dreigen met opstappen <extra_id_1> met voorstel van de VS.,Verwachtingen voor een staakt-het-vuren zijn dit weekend flink getemperd. Ultrarechtse leden van de regering dreigen met opstappen als ze niet akkoord gaan met voorstel van de VS.,"['de Isralische regering', 'als Isral instemt']","['de regering', 'als ze niet akkoord gaan']",6,25,1,"[0.5, 0.7916666666666666]",0.65,ad
seq74-0,xl,Een beetje geluk in het casino en een loterij kan iedereen overkomen natuurlijk. Maar Cayetano Canto lijkt zijn hand te hebben overspeeld. In achttien maanden won hij 260 keer in het casino en vijf keer de lokale loterij. Genoeg reden voor de Argentijnse politie om de oud-burgemeester mogelijk te vervolgen.,Een beetje geluk in het casino en een loterij kan iedereen overkomen natuurlijk. Maar Cayetano Canto lijkt zijn hand <extra_id_0> In achttien maanden won hij 260 keer in <extra_id_1> vijf keer de lokale loterij. Genoeg reden voor <extra_id_2> om de <extra_id_3> vervolgen.,Een beetje geluk in het casino en een loterij kan iedereen overkomen natuurlijk. Maar Cayetano Canto lijkt zijn hand niet te missen. In achttien maanden won hij 260 keer in het casino en vijf keer de lokale loterij. Genoeg reden voor Canto om de jacht te vervolgen.,"['te hebben overspeeld.', 'het casino en', 'de Argentijnse politie', 'oud-burgemeester mogelijk te']","['niet te missen.', 'het casino en', 'Canto', 'jacht te']",12,25,1,"[0.7619047619047619, 0.0, 0.8636363636363636, 0.8571428571428571]",0.62,ad
seq75-0,xl,Het Belgische cordon sanitaire staat al meer dan dertig jaar als een huis. Is dat bij de komende verkiezingen  de extreem-rechtse partij Vlaams Belang is grootste in de peilingen  nog wel vol te houden?,Het <extra_id_0> sanitaire staat al meer dan dertig <extra_id_1> huis. Is dat bij de komende verkiezingen de extreem-rechtse partij <extra_id_2> grootste in de peilingen nog wel vol te houden?,Het leger van de sanitaire staat al meer dan dertig jaar in huis. Is dat bij de komende verkiezingen de extreem-rechtse partij als grootste in de peilingen nog wel vol te houden?,"['Belgische cordon', 'jaar als een', 'Vlaams Belang is']","['leger van de', 'jaar in', 'als']",8,25,1,"[0.8125, 0.5, 0.8125]",0.71,ad
seq76-0,xl,"Fans van het Nederlands Elftal hopen vurig dat Nederland Europees kampioen voetbal wordt, maar vergeleken met fans in andere landen geven we er liever niet al te veel geld aan uit.","Fans van het Nederlands Elftal hopen <extra_id_0> Europees kampioen voetbal wordt, maar vergeleken met fans in <extra_id_1> geven <extra_id_2> niet al te veel geld aan uit.","Fans van het Nederlands Elftal hopen dat het team Europees kampioen voetbal wordt, maar vergeleken met fans in andere landen geven ze daar niet al te veel geld aan uit.","['vurig dat Nederland', 'andere landen', 'we er liever']","['dat het team', 'andere landen', 'ze daar']",8,25,1,"[0.6842105263157895, 0.0, 0.75]",0.48,ad
seq77-0,xl,Televisieregisseur Rudolf Spoor is overleden. Voor de NOS regisseerde Spoor decennialang grote evenementen.,Televisieregisseur Rudolf Spoor is overleden. Voor de NOS regisseerde Spoor <extra_id_0>,Televisieregisseur Rudolf Spoor is overleden. Voor de NOS regisseerde Spoor de serie...,['decennialang grote evenementen.'],['serie...'],3,25,1,[0.8709677419354839],0.87,ad
seq78-0,xl,"De Nederlandsche Bank (DNB) hoeft geen vergoeding te betalen aan een man die beweert dat zijn bankbiljetten, met een totaalwaarde van 6.500 euro, in de oven beschadigd zijn geraakt.","De Nederlandsche <extra_id_0> vergoeding te betalen aan een man die beweert dat zijn bankbiljetten, met een totaalwaarde van 6.500 euro, in de oven <extra_id_1>","De Nederlandsche Bank een vergoeding te betalen aan een man die beweert dat zijn bankbiljetten, met een totaalwaarde van 6.500 euro, in de oven zijn gegaan.","['Bank (DNB) hoeft geen', 'beschadigd zijn geraakt.']","['Bank een', 'gegaan.']",7,25,1,"[0.6190476190476191, 0.7916666666666666]",0.71,ad
seq79-0,xl,"De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande dominantie van de markt van kunstmatige intelligentie (AI).","De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande dominantie <extra_id_0> van <extra_id_1>","De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande dominantie in de markt van AI.","['van de markt', 'kunstmatige intelligentie (AI).']","['in de markt', 'AI.']",6,25,1,"[0.16666666666666666, 0.9032258064516129]",0.53,ad
seq80-0,xl,Voor het eerst is een voormalig Amerikaans president strafrechtelijk veroordeeld. Beide zijden in de gepolariseerde VS zien electorale kansen na het vonnis.,Voor het eerst is een voormalig Amerikaans president strafrechtelijk veroordeeld. Beide zijden <extra_id_0> VS zien <extra_id_1> het vonnis.,Voor het eerst is een voormalig Amerikaans president strafrechtelijk veroordeeld. Beide zijden in de VS zien zichzelf als schuldig aan het vonnis.,"['in de gepolariseerde', 'electorale kansen na']","['in de', 'zichzelf als schuldig aan']",6,25,1,"[0.75, 0.8]",0.78,ad
seq81-0,xl,"Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen kan alles. Een jurk in de wind heeft het drukdrukdruk, een overall spartelt of hij wordt gekieteld, een laken speelt spookje. Wasgoed heeft lust tot leven. Geen wonder dat het in de kunsten wemelt van het wasgoed. Bij Brueghel ligt het slaafs op de bleek, bij Breitner frummelt het aan de wind.","Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen <extra_id_0> jurk in de wind heeft <extra_id_1> een overall spartelt of hij wordt <extra_id_2> speelt spookje. Wasgoed heeft lust tot leven. <extra_id_3> het in de kunsten wemelt van het wasgoed. Bij <extra_id_4> slaafs op <extra_id_5> Breitner frummelt het <extra_id_6>","Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen een jurk in de wind heeft een overall spartelt of hij wordt een jurk en speelt spookje. Wasgoed heeft lust tot leven. En het in de kunsten wemelt van het wasgoed. Bij de slaafs op de lijn staande Breitner frummelt het wasgoed zich uit.","['kan alles. Een', 'het drukdrukdruk,', 'gekieteld', 'een laken', 'Geen wonder dat', 'Brueghel ligt het', 'de bleek', 'bij', 'aan de wind.']","['een', '', 'een jurk en', 'En', 'de', 'de lijn staande', 'uit.']",20,25,1,"[0.7857142857142857, 1.0, 0.9090909090909091, 0.8888888888888888, 0.8666666666666667, 0.8823529411764706, 1.0]",0.9,ad
seq82-0,xl,"Tuinders in Vierpolders eisen een investering van twee ton terug van de gemeente Voorne aan Zee, omdat hun aanvankelijk toegestane stookfabriek later toch niet mocht worden gebouwd. En eigenlijk willen ze nog heel veel meer geld zien.","Tuinders in Vierpolders eisen een investering van twee ton terug van de gemeente Voorne aan Zee, <extra_id_0> toegestane stookfabriek later toch niet mocht worden gebouwd. En eigenlijk willen <extra_id_1> veel <extra_id_2>","Tuinders in Vierpolders eisen een investering van twee ton terug van de gemeente Voorne aan Zee, omdat de toegestane stookfabriek later toch niet mocht worden gebouwd. En eigenlijk willen ze veel meer..","['omdat hun aanvankelijk', 'ze nog heel', 'meer geld zien.']","['omdat de', 'ze', 'meer..']",9,25,1,"[0.6818181818181818, 0.8181818181818182, 0.6666666666666666]",0.72,ad
seq83-0,xl,"Een kathedraal, vergelijkbaar met de befaamde Hagia Sophia in Istanboel, moet verrijzen op de Zuidas. Een kerk die Amsterdam tot een van de belangrijkste bedevaartsoorden ter wereld maakt.","Een kathedraal, vergelijkbaar met de befaamde Hagia Sophia in <extra_id_0> op de Zuidas. Een kerk die Amsterdam tot een van <extra_id_1> wereld maakt.","Een kathedraal, vergelijkbaar met de befaamde Hagia Sophia in Istanbul, op de Zuidas. Een kerk die Amsterdam tot een van de mooiste steden ter wereld maakt.","['Istanboel', 'moet verrijzen', 'de belangrijkste bedevaartsoorden ter']","['Istanbul,', 'de mooiste steden ter']",7,25,1,"[0.3333333333333333, 0.7142857142857143]",0.52,ad
seq84-0,xl,"Er staat geen maat op chipmaker Nvidia. Dankzij de grote vraag naar AI-chips blijft de koers maar stijgen, waarmee het bedrijf nu meer dan 3 biljoen dollar waard is en alleen nog Microsoft voor zich heeft.","Er staat geen maat op chipmaker Nvidia. Dankzij de grote vraag naar <extra_id_0> koers maar stijgen, waarmee het bedrijf nu meer <extra_id_1> dollar waard is <extra_id_2> Microsoft voor zich heeft.","Er staat geen maat op chipmaker Nvidia. Dankzij de grote vraag naar grafische kaarten blijft de koers maar stijgen, waarmee het bedrijf nu meer dan dollar waard is dan Microsoft voor zich heeft.","['AI-chips blijft de', 'dan 3 biljoen', 'en alleen nog']","['grafische kaarten blijft de', 'dan', 'dan']",9,25,1,"[0.5555555555555556, 0.7692307692307693, 0.8461538461538461]",0.72,ad
seq85-0,xl,"De Poolse titelverdediger Iga Swiatek wint voor de derde keer op een rij Roland Garros. Voor de 23-jarige Swiatek, vooraf de grote favoriete voor de eindzege, is het haar vijfde grandslamtitel.","De Poolse titelverdediger Iga Swiatek wint voor de derde keer op een <extra_id_0> Garros. <extra_id_1> Swiatek, vooraf <extra_id_2> voor de eindzege, is het haar vijfde grandslamtitel.","De Poolse titelverdediger Iga Swiatek wint voor de derde keer op een rij Roland Garros. Voor Swiatek, vooraf al twee keer op de eerste dag voor de eindzege, is het haar vijfde grandslamtitel.","['rij Roland', 'Voor de 23-jarige', 'de grote favoriete']","['rij Roland', 'Voor', 'al twee keer op de eerste dag']",8,25,1,"[0.0, 0.7647058823529411, 0.7931034482758621]",0.52,ad
seq86-0,xl,Er komt een nieuwe verplichte verzekering tegen arbeidsongeschiktheid voor zelfstandigen. De verzekering gaat 195 euro per maand aan premie kosten. De uitkering is maximaal gelijk aan het minimumloon.,Er komt een nieuwe verplichte <extra_id_0> zelfstandigen. De verzekering gaat 195 euro per maand aan premie kosten. <extra_id_1> maximaal gelijk aan het minimumloon.,Er komt een nieuwe verplichte verzekering voor zelfstandigen. De verzekering gaat 195 euro per maand aan premie kosten. Dat is maximaal gelijk aan het minimumloon.,"['verzekering tegen arbeidsongeschiktheid voor', 'De uitkering is']","['verzekering voor', 'Dat is']",7,25,1,"[0.6363636363636364, 0.6666666666666666]",0.65,ad
seq87-0,xl,"Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie precies en hoeveel is een modaal inkomen?","Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie <extra_id_0> is <extra_id_1>","Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie eigenlijk? En wat is","['precies en hoeveel', 'een modaal inkomen?']","['eigenlijk? En wat', '']",6,25,1,"[0.8888888888888888, 1.0]",0.94,ad
seq88-0,xl,"Premier Sunak ziet graag de dienstplicht terug, ziet Annemarie Kas. Critici noemen het jarenvijftignostalgie.","Premier Sunak ziet graag de dienstplicht terug, ziet <extra_id_0> het jarenvijftignostalgie.","Premier Sunak ziet graag de dienstplicht terug, ziet hij het jarenvijftignostalgie.",['Annemarie Kas. Critici noemen'],['hij'],4,25,1,[0.9655172413793104],0.97,ad
seq89-0,xl,"Dick Schoof (67) moet leiding geven aan het kabinet dat het strengste asielbeleid ooit belooft. Als voormalig baas van de IND, in een tijd die opvallende parallellen vertoont met nu, weet de beoogde premier als geen ander hoe weerbarstig dat dossier is.",Dick Schoof (67) moet leiding geven aan het kabinet dat het strengste asielbeleid ooit belooft. Als voormalig <extra_id_0> in een tijd die opvallende parallellen vertoont <extra_id_1> de beoogde premier als geen <extra_id_2> dat dossier is.,"Dick Schoof (67) moet leiding geven aan het kabinet dat het strengste asielbeleid ooit belooft. Als voormalig minister in een tijd die opvallende parallellen vertoont met de jaren ’90, klinkt de beoogde premier als geen ander wie hij in dat dossier is.","['baas van de IND,', 'met nu', 'weet', 'ander hoe weerbarstig']","['minister', 'met de jaren ’90, klinkt', 'ander wie hij in']",10,25,1,"[0.9375, 0.7916666666666666, 0.875]",0.87,ad
seq90-0,xl,"Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie precies en hoeveel is een modaal inkomen?","Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie <extra_id_0> is <extra_id_1>","Indexering, koopkracht, recessie... De termen vliegen je de laatste weken om de oren. Maar wat betekent inflatie eigenlijk? En wat is","['precies en hoeveel', 'een modaal inkomen?']","['eigenlijk? En wat', '']",6,25,1,"[0.8888888888888888, 1.0]",0.94,ad
seq91-0,xl,"NRC bespreekt deze weken de eindexamens met deskundigen. Voormalige voetbaltrainer Foppe de Haan, een geboren Fries, boog zich over het havo-examen Fries.","NRC bespreekt deze weken de <extra_id_0> Voormalige voetbaltrainer Foppe de Haan, <extra_id_1> boog zich over het havo-examen Fries.","NRC bespreekt deze weken de Friese taal. Voormalige voetbaltrainer Foppe de Haan, schrijver van de columns, boog zich over het havo-examen Fries.","['eindexamens met deskundigen.', 'een geboren Fries,']","['Friese taal.', 'schrijver van de columns,']",6,25,1,"[0.8214285714285714, 0.8]",0.81,ad
seq92-0,xl,"Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste plekken van het land zijn, en ik kijk door de lens van de camera van een professional, die allerlei lenzen tevoorschijn kan toveren.",Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste plekken <extra_id_0> en ik kijk door de <extra_id_1> camera van een <extra_id_2> lenzen tevoorschijn kan toveren.,Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste plekken in Amsterdam zijn en ik kijk door de ramen naar de camera van een fotograaf die lenzen tevoorschijn kan toveren.,"['van het land zijn,', 'lens van de', 'professional', 'die allerlei']","['in Amsterdam zijn', 'ramen naar de', 'fotograaf die']",10,25,1,"[0.6111111111111112, 0.5384615384615384, 0.9230769230769231]",0.69,ad
seq93-0,xl,"Iedereen was enthousiast over de methode-Laurentien voor de compensatie van toeslagenouders, totdat de uitgekeerde bedragen bekend werden  gemiddeld ruim 120 duizend euro per gedupeerde. Vrijdag moet blijken hoe het verdergaat.","Iedereen was enthousiast over de methode-Laurentien voor <extra_id_0> van toeslagenouders, totdat <extra_id_1> bekend <extra_id_2> 120 duizend euro per gedupeerde. Vrijdag moet blijken hoe het verdergaat.","Iedereen was enthousiast over de methode-Laurentien voor het scheiden van toeslagenouders, totdat de eerste cijfers bekend werden: 120 duizend euro per gedupeerde. Vrijdag moet blijken hoe het verdergaat.","['de compensatie', 'de uitgekeerde bedragen', 'werden gemiddeld ruim']","['het scheiden', 'de eerste cijfers', 'werden:']",8,25,1,"[0.8571428571428571, 0.6956521739130435, 0.7142857142857143]",0.76,ad
seq94-0,xl,"Armoedebestrijding loopt vaak stuk op verkeerde aannames van mensen met geld, zegt Tim S Jongers, zelf opgegroeid in armoede.","Armoedebestrijding loopt vaak stuk <extra_id_0> van mensen met geld, zegt Tim S Jongers, zelf <extra_id_1> armoede.","Armoedebestrijding loopt vaak stuk door de afhankelijkheid van mensen met geld, zegt Tim S Jongers, zelf adviseur armoede.","['op verkeerde aannames', 'opgegroeid in']","['door de afhankelijkheid', 'adviseur']",5,25,1,"[0.8695652173913043, 0.9230769230769231]",0.9,ad
seq95-0,xl,"Na de dood van de achttienjarige Ryan al Najjar kregen De Telegraaf en Leeuwarder Courant mails namens de vader, waarin de moord werd bekend.","Na de dood van <extra_id_0> al Najjar kregen De Telegraaf en Leeuwarder <extra_id_1> de vader, waarin de moord werd bekend.","Na de dood van Abd al Najjar kregen De Telegraaf en Leeuwarder Courant een brief van de vader, waarin de moord werd bekend.","['de achttienjarige Ryan', 'Courant mails namens']","['Abd', 'Courant een brief van']",6,25,1,"[1.0, 0.5714285714285714]",0.79,ad
