Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq107-0,base,"Rotterdam, Boijmans Van Beuningen (010-4419400): De collectie. Duitse kunst van Kiefer tot Henning, dwarsdoorsnede van na-oorlogse Duitse schilderkunst","<extra_id_0> Beuningen (010-4419400): De collectie. Duitse kunst van Kiefer tot Henning, dwarsdoorsnede van na-oorlogse Duitse schilderkunst",": Beuningen (010-4419400): De collectie. Duitse kunst van Kiefer tot Henning, dwarsdoorsnede van na-oorlogse Duitse schilderkunst","['Rotterdam', 'Boijmans Van']",[':'],3,7,[1.0],1.0
seq108-0,base,De rubriek Beeldvormers onderzoekt hoe een foto onze kijk op de werkelijkheid bepaalt. Deze week: de,De rubriek Beeldvormers onderzoekt hoe een foto onze kijk <extra_id_0> werkelijkheid bepaalt. Deze week: de,De rubriek Beeldvormers onderzoekt hoe een foto onze kijk en en werkelijkheid bepaalt. Deze week: de,['op de'],['en en'],2,7,[0.8],0.8
seq109-0,base,en Je gaat het pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,<extra_id_0> pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,je pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,['en Je gaat het'],['je'],4,7,[0.9285714285714286],0.93
seq110-0,base,Wat houdt de literaire wereld in het buitenland bezig? Onze correspondenten houden het bij. Deze week Patrick van IJzendoorn over,Wat houdt de literaire wereld in het buitenland <extra_id_0> houden het bij. Deze week Patrick van IJzendoorn over,Wat houdt de literaire wereld in het buitenland en houden het bij. Deze week Patrick van IJzendoorn over,['bezig? Onze correspondenten'],['en'],3,7,[0.9259259259259259],0.93
seq111-0,base,"In maart wordt voor de negende keer de Volkskrant Beeldende Kunst Prijs uitgereikt aan jong talent (van na 1980). De Volkskrant presenteert alvast de vijf kanshebbers, wier werk vanaf vrijdag in Schiedam te zien is. In dit profiel:","<extra_id_0> voor de negende keer de Volkskrant Beeldende Kunst Prijs uitgereikt aan jong <extra_id_1> 1980). De Volkskrant presenteert alvast de vijf kanshebbers, wier werk vanaf vrijdag in Schiedam te zien is. In dit profiel:","voor de negende keer de Volkskrant Beeldende Kunst Prijs uitgereikt aan jong (de 1980). De Volkskrant presenteert alvast de vijf kanshebbers, wier werk vanaf vrijdag in Schiedam te zien is. In dit profiel:","['In maart wordt', 'talent (van na']","['', '(de']",6,7,"[1.0, 0.9285714285714286]",0.96
seq112-0,base,In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of binnenstebuiten gekeerd. De,In De andere kant wordt wekelijks een actuele kwestie ondersteboven <extra_id_0> binnenstebuiten gekeerd. De,In De andere kant wordt wekelijks een actuele kwestie ondersteboven en binnenstebuiten gekeerd. De,['gehouden of'],['en'],2,7,[0.8181818181818182],0.82
seq113-0,base,"8 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","<extra_id_0> 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.",['8 van de dagelijkse'],[''],4,7,[1.0],1.0
seq114-0,base,"Opvoeden kan een mijnenveld zijn. Zoveel meningen, zoveel twijfel. Anna van den Breemer schrijft elke w","Opvoeden kan een <extra_id_0> Zoveel meningen, zoveel twijfel. Anna van den Breemer schrijft elke w","Opvoeden kan een zoveel. Zoveel meningen, zoveel twijfel. Anna van den Breemer schrijft elke w",['mijnenveld zijn.'],['zoveel.'],2,7,[0.75],0.75
seq115-0,base,van de dagelijkse 4 uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,van <extra_id_0> uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,van de dag door uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,['de dagelijkse 4'],['de dag door'],3,7,[0.6],0.6
seq116-0,base,(vier sterren) De Volkskrant luistert naar (nieuwe) podcasts en bespreekt er elke week een. Vandaag:,(vier sterren) De Volkskrant luistert naar (nieuwe) podcasts en bespreekt <extra_id_0> week een. Vandaag:,(vier sterren) De Volkskrant luistert naar (nieuwe) podcasts en bespreekt naar de week een. Vandaag:,['er elke'],['naar de'],2,7,[0.8571428571428571],0.86
seq117-0,base,"Nederland leidt in de zomer een heel ander leven; werk en school maken plaats voor serieuze ontspanning. De Volkskrant onderzoekt in elke provincie hoe dat verloopt. We marsjeren, naar een gedicht van de Vlaming Paul van Ostaijen, d","Nederland leidt in de zomer een heel ander leven; werk <extra_id_0> plaats voor serieuze ontspanning. <extra_id_1> in elke provincie hoe dat verloopt. We marsjeren, naar een gedicht van de Vlaming Paul van Ostaijen, d","Nederland leidt in de zomer een heel ander leven; werk t plaats voor serieuze ontspanning. We leidt in elke provincie hoe dat verloopt. We marsjeren, naar een gedicht van de Vlaming Paul van Ostaijen, d","['en school maken', 'De Volkskrant onderzoekt']","['t', 'We leidt']",6,7,"[1.0, 0.7916666666666666]",0.9
seq118-0,base,"kunst, pozie, kalligrafie, muziek, kleding en dans tonen de culturele diversiteit van Iran. Rondleidingen op wo","kunst, pozie, kalligrafie, muziek, kleding en dans tonen de culturele <extra_id_0> Iran. Rondleidingen op wo","kunst, pozie, kalligrafie, muziek, kleding en dans tonen de culturele de Iran. Rondleidingen op wo",['diversiteit van'],['de'],2,7,[0.8666666666666667],0.87
seq119-0,base,a gefingeerd. Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,<extra_id_0> Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,['a gefingeerd.'],[''],2,7,[1.0],1.0
seq120-0,base,"en  Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","en Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin <extra_id_0> scheiden. Vandaag:","en Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin s scheiden. Vandaag:",['van de onzin te'],['s'],4,7,[1.0],1.0
seq121-0,base,Dagkoersen is de politieke nieuwsbrief van de Volkskrant. Vragen of opmerkingen? Mail naar haag@volkskrant.nl. Deze nieuwsbrief,Dagkoersen <extra_id_0> politieke nieuwsbrief van de Volkskrant. Vragen of opmerkingen? Mail naar haag@volkskrant.nl. Deze nieuwsbrief,Dagkoersen van deze politieke nieuwsbrief van de Volkskrant. Vragen of opmerkingen? Mail naar haag@volkskrant.nl. Deze nieuwsbrief,['is de'],['van deze'],2,7,[0.625],0.62
seq122-0,base,"Zonder muziek, maar met het minimalistische geluidsdecor en de briljante montage, ontstonden een paar van de spannendste scnes uit h","Zonder muziek, maar met <extra_id_0> en de briljante montage, ontstonden een paar van de spannendste scnes uit h","Zonder muziek, maar met de scnes en de briljante montage, ontstonden een paar van de spannendste scnes uit h",['het minimalistische geluidsdecor'],['de scnes'],3,7,[0.8125],0.81
seq123-0,base,Iedere week beantwoordt de Volkskrant een beloningsvraag van een lezer in de rubriek Verdien ik wel genoeg. Deze week de,Iedere week beantwoordt <extra_id_0> beloningsvraag van een lezer in de rubriek Verdien ik wel genoeg. Deze week de,Iedere week beantwoordt een beloningsvraag van een lezer in de rubriek Verdien ik wel genoeg. Deze week de,['de Volkskrant een'],['een'],3,7,[0.8235294117647058],0.82
seq124-0,base,"). Sonata, choreografie van Stephen Shropshire door Station Zuid. Jussi Nousiainen danst zes solos op muziek van Bach en Anne Parlevliet, live begeleid door de pianiste Anny Tseng.","). Sonata, choreografie <extra_id_0> Station Zuid. Jussi Nousiainen danst zes solos op muziek van Bach en Anne Parlevliet, live begeleid door de pianiste Anny Tseng.","). Sonata, choreografie n en musikalische kompositionen in Station Zuid. Jussi Nousiainen danst zes solos op muziek van Bach en Anne Parlevliet, live begeleid door de pianiste Anny Tseng.",['van Stephen Shropshire door'],['n en musikalische kompositionen in'],4,7,[0.7941176470588235],0.79
seq125-0,base,"- Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","- Klopt dit wel? <extra_id_0> razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","- Klopt dit wel? Deze razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:",['Berichten verspreiden zich vaak'],['Deze'],4,7,[0.9354838709677419],0.94
seq126-0,base,Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. Dit moet u,Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. <extra_id_0>,Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. ,['Dit moet u'],[''],3,7,[1.0],1.0
seq127-0,base,"Armand Bouten (1893-1965), t/m 1 maart; di t/m zo 10-17u vr tot 22u. Tel. 0900-8212132. www.groningermuseum.nl","Armand Bouten (1893-1965), t/m <extra_id_0> di t/m zo 10-17u vr tot 22u. Tel. 0900-8212132. www.groningermuseum.nl","Armand Bouten (1893-1965), t/m zo 10-17u di t/m zo 10-17u vr tot 22u. Tel. 0900-8212132. www.groningermuseum.nl",['1 maart;'],['zo 10-17u'],2,7,[0.8888888888888888],0.89
seq128-0,base,". Maria Stuart van Schiller door het Nationale Toneel, met Mirjam Stolwijk als de strijdlustige Schotse koningin en Will van Kralingen als",". Maria Stuart <extra_id_0> het Nationale Toneel, met Mirjam Stolwijk als de strijdlustige Schotse koningin en Will van Kralingen als",". Maria Stuart het Nationale Toneel, met Mirjam Stolwijk als de strijdlustige Schotse koningin en Will van Kralingen als",['van Schiller door'],[''],3,7,[1.0],1.0
seq129-0,base,"de aandacht drie uur lang vasthoudt met smakelijke dialogen, galgenhumor en fabuleus georkestreerd geweld.","de aandacht drie uur lang <extra_id_0> smakelijke dialogen, galgenhumor en fabuleus georkestreerd geweld.","de aandacht drie uur lang s smakelijke dialogen, galgenhumor en fabuleus georkestreerd geweld.",['vasthoudt met'],['s'],2,7,[0.9230769230769231],0.92
seq130-0,base,Wat zullen we eens eten vanavond? Elke dag in de Volkskrant een verrassend en smakelijk recept. Vandaag:,Wat zullen we eens eten vanavond? <extra_id_0> de Volkskrant een verrassend en smakelijk recept. Vandaag:,Wat zullen we eens eten vanavond? Deze recept en de Volkskrant een verrassend en smakelijk recept. Vandaag:,['Elke dag in'],['Deze recept en'],3,7,[0.7142857142857143],0.71
seq131-0,base,Welke rol speelt afkomst in Nederland? Dat onderzoekt de Volkskrant in een reeks interviews. Ondernemer,Welke rol speelt afkomst in <extra_id_0> onderzoekt de Volkskrant in een reeks interviews. Ondernemer,Welke rol speelt afkomst in de reeks interviews en onderzoekt de Volkskrant in een reeks interviews. Ondernemer,['Nederland? Dat'],['de reeks interviews en'],2,7,[0.8636363636363636],0.86
seq132-0,base,dat een ja-stem 'een keuze voor verandering en omvorming van het bestuurssysteem' is. Welke veranderingen bedoelt hij hiermee,dat een ja-stem 'een keuze voor verandering en omvorming van het bestuurssysteem' is. Welke veranderingen <extra_id_0>,dat een ja-stem 'een keuze voor verandering en omvorming van het bestuurssysteem' is. Welke veranderingen,['bedoelt hij hiermee'],[''],3,7,[1.0],1.0
seq133-0,base,In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of binnenstebuiten gekeerd. Vandaag:,In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of <extra_id_0> Vandaag:,In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of Vandaag:,['binnenstebuiten gekeerd.'],[''],2,7,[1.0],1.0
seq134-0,base,". Als lijsttrekker van de Single Issue Partij blogt journalist, radiomaker en ervaringsdeskundige Maartje Duin over hun leven.",. Als lijsttrekker van de Single Issue <extra_id_0> radiomaker en ervaringsdeskundige Maartje Duin over hun leven.,. Als lijsttrekker van de Single Issue hebt radiomaker en ervaringsdeskundige Maartje Duin over hun leven.,"['Partij blogt journalist,']",['hebt'],3,7,[0.9166666666666666],0.92
seq135-0,base,| De Volkskrant Jeanne Prisser bericht over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,| De Volkskrant <extra_id_0> over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,| De Volkskrant is over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,['Jeanne Prisser bericht'],['is'],3,7,[0.9090909090909091],0.91
seq136-0,base,Dagkoersen is de politieke nieuwsbrief van de Volkskrant. Onze politieke redactie neemt u elke middag rond 17.00 uur mee naar het Binnenhof. De Haagse vierkante kilometer is een snelkookpan waarin een tweet in de ochtend kan uitgroeien tot een Kamerdebat in de middag en een crisis in de avond. U leest het in Dagkoersen.,Dagkoersen <extra_id_0> van de Volkskrant. Onze politieke redactie neemt u elke middag rond 17.00 uur mee naar het Binnenhof. De Haagse vierkante kilometer is een snelkookpan <extra_id_1> de ochtend kan uitgroeien tot een Kamerdebat in de middag en een crisis in de avond. U leest het in Dagkoersen.,"Dagkoersen en van de Volkskrant. Onze politieke redactie neemt u elke middag rond 17.00 uur mee naar het Binnenhof. De Haagse vierkante kilometer is een snelkookpan deel, de ochtend kan uitgroeien tot een Kamerdebat in de middag en een crisis in de avond. U leest het in Dagkoersen.","['is de politieke nieuwsbrief', 'waarin een tweet in']","['en', 'deel,']",8,7,"[0.9259259259259259, 0.8947368421052632]",0.91
seq137-0,base,"de vluchtelingencrisis in Europa. Wie zijn die vluchtelingen, wat zijn de gevolgen van hun komst en hoe kan het anders?","de vluchtelingencrisis in Europa. Wie zijn die vluchtelingen, wat <extra_id_0> van hun komst en hoe kan het anders?","de vluchtelingencrisis in Europa. Wie zijn die vluchtelingen, wat het een van hun komst en hoe kan het anders?",['zijn de gevolgen'],['het een'],3,6,[0.75],0.75
seq138-0,base,Nederlandse commando's van het KCT (Korps Commando Troepen) tijdens een patrouille richting de stad,Nederlandse commando's van het <extra_id_0> Commando Troepen) tijdens een patrouille richting de stad,Nederlandse commando's van het een Commando Troepen) tijdens een patrouille richting de stad,['KCT (Korps'],['een'],2,6,[1.0],1.0
seq139-0,base,Donald Trump heeft vrijdag niet de vereiste driemaandelijke presidentile handtekening gezet onder het nucleaire akkoord met Iran.,Donald Trump heeft vrijdag niet de vereiste driemaandelijke presidentile handtekening <extra_id_0> nucleaire akkoord met Iran.,Donald Trump heeft vrijdag niet de vereiste driemaandelijke presidentile handtekening van de nucleaire akkoord met Iran.,['gezet onder het'],['van de'],3,6,[0.8],0.8
seq140-0,base,"voor iedereen die een relatie heeft, er eentje heeft gehad of graag zou willen. Regie: Jrgen Tjon A Fon. Muziek: Jay.Soul & Perquisite. V",voor iedereen die <extra_id_0> eentje heeft gehad of graag zou willen. Regie: Jrgen Tjon A Fon. Muziek: Jay.Soul & Perquisite. V,voor iedereen die zou eentje heeft gehad of graag zou willen. Regie: Jrgen Tjon A Fon. Muziek: Jay.Soul & Perquisite. V,"['een relatie heeft', 'er']",['zou'],4,6,[1.0],1.0
seq141-0,base,). Ciske de Rat met Danny de Munk als de volwassen Cis die terugblikt op zijn roerige leven. Vanavond t/m,). Ciske de Rat met Danny <extra_id_0> de volwassen Cis die terugblikt op zijn roerige leven. Vanavond t/m,). Ciske de Rat met Danny en de volwassen Cis die terugblikt op zijn roerige leven. Vanavond t/m,['de Munk als'],['en'],3,6,[0.8181818181818182],0.82
seq142-0,base,"), Lucas van Esch (artdirector V), Erik d'Ailly, Thijs Balder, Joke Buijs, Annemieke Jansen, Koos Jeremiasse,","), Lucas van <extra_id_0> V), Erik d'Ailly, Thijs Balder, Joke Buijs, Annemieke Jansen, Koos Jeremiasse,","), Lucas van der Rohe ( V), Erik d'Ailly, Thijs Balder, Joke Buijs, Annemieke Jansen, Koos Jeremiasse,",['Esch (artdirector'],['der Rohe ('],2,6,[0.8823529411764706],0.88
seq143-0,base,"Amsterdam, Van Gogh Museum (020-5705252): Dreams of nature, symbolistisch landschap met zeventig werken van Van Gogh, Munch tot Kandinksy, t/m 17/6","Amsterdam, Van Gogh Museum (020-5705252): Dreams of nature, symbolistisch landschap met zeventig werken van Van <extra_id_0> Kandinksy, t/m 17/6","Amsterdam, Van Gogh Museum (020-5705252): Dreams of nature, symbolistisch landschap met zeventig werken van Van Gogh van Kandinksy, t/m 17/6","['Gogh', 'Munch tot']",['Gogh van'],3,6,[0.5],0.5
seq144-0,base,"circa vijftig schilderijen en dertig tekeningen van Willem Maris (1844-1910), t/m 9/4; De Ouborg Prijs 2011,","circa vijftig schilderijen en dertig tekeningen van Willem Maris (1844-1910), <extra_id_0> De Ouborg Prijs 2011,","circa vijftig schilderijen en dertig tekeningen van Willem Maris (1844-1910), in De Ouborg Prijs 2011,",['t/m 9/4;'],['in'],2,6,[1.0],1.0
seq145-0,base,"Jouw perspectief!?, abstract grote getallen teruggebracht naar menselijke maat in visualisaties, t/m 18/3","Jouw perspectief!?, abstract grote getallen <extra_id_0> menselijke maat in visualisaties, t/m 18/3","Jouw perspectief!?, abstract grote getallen van menselijke maat in visualisaties, t/m 18/3",['teruggebracht naar'],['van'],2,6,[0.8888888888888888],0.89
seq146-0,base,Wekelijks selecteert de Volkskrant films die u niet mag missen. En een aantal die u met gerust hart kunt overslaan. Deze week:,Wekelijks selecteert de Volkskrant <extra_id_0> niet mag missen. En een aantal die u met gerust hart kunt overslaan. Deze week:,"Wekelijks selecteert de Volkskrant en, die u niet mag missen. En een aantal die u met gerust hart kunt overslaan. Deze week:",['films die u'],"['en, die u']",3,6,[0.45454545454545453],0.45
seq147-0,base,Een omslag kan een boek maken of breken. Zes ontwerpers over hun vak en het geheim van een goede cover. Vandaag:,<extra_id_0> een boek maken of breken. Zes ontwerpers over hun vak en het geheim van een goede cover. Vandaag:,en een boek maken of breken. Zes ontwerpers over hun vak en het geheim van een goede cover. Vandaag:,['Een omslag kan'],['en'],3,6,[0.8571428571428571],0.86
seq148-0,base,"Never Mind That Noise You Heard, recente videos en installaties van kunstenaarsduo Allora & Calzadilla","Never Mind That Noise You Heard, recente videos en installaties van <extra_id_0> & Calzadilla","Never Mind That Noise You Heard, recente videos en installaties van Granada & Calzadilla",['kunstenaarsduo Allora'],['Granada'],2,6,[0.8095238095238095],0.81
seq149-0,base,". Amsterdam, Museum het Rembrandthuis (Jodenbreestraat 4): Vrouwenlevens tussen kunst en wetenschap,",". <extra_id_0> het Rembrandthuis (Jodenbreestraat 4): Vrouwenlevens tussen kunst en wetenschap,",". In het Rembrandthuis (Jodenbreestraat 4): Vrouwenlevens tussen kunst en wetenschap,","['Amsterdam', 'Museum']",['In'],2,6,[1.0],1.0
seq150-0,base,Zo'n driehonderd mensen demonstreren met witte paraplu's bij het Grensdetentiecentrum om aandacht te vragen voor vluchtelingen die na aankomst op Schiphol gelijk in detentie worden gezet,Zo'n driehonderd mensen demonstreren met witte <extra_id_0> om aandacht te vragen voor vluchtelingen die na aankomst op Schiphol gelijk in detentie worden gezet,Zo'n driehonderd mensen demonstreren met witte voor aankomst om aandacht te vragen voor vluchtelingen die na aankomst op Schiphol gelijk in detentie worden gezet,"['""paraplu\'s bij het Grensdetentiecentrum""']",['voor aankomst'],4,6,[0.9],0.9
seq151-0,base,Hoe kan het dat deze grote vervuiler bij alle internationale klimaatakkoorden altijd buiten schot blijft?,Hoe kan het dat <extra_id_0> vervuiler bij alle internationale klimaatakkoorden altijd buiten schot blijft?,Hoe kan het dat het vervuiler bij alle internationale klimaatakkoorden altijd buiten schot blijft?,['deze grote'],['het'],2,6,[0.8],0.8
seq152-0,base,". Liaisons dangereuses van Christopher Hampton naar het boek van Choderlos de Laclos, met Ariane Schluter en Gijs Scholten van Aschat als het perverse paar dat een gevaarlijk spel speelt. Johan Doesburg regisseert deze voorstelling van het Nationale Toneel. Vanavond",". Liaisons dangereuses van Christopher Hampton naar het <extra_id_0> de Laclos, met Ariane Schluter en Gijs Scholten van Aschat als het perverse paar <extra_id_1> spel speelt. Johan Doesburg regisseert deze voorstelling van het Nationale Toneel. Vanavond",". Liaisons dangereuses van Christopher Hampton naar het Nationale Toneel de Laclos, met Ariane Schluter en Gijs Scholten van Aschat als het perverse paar voorstelling spel speelt. Johan Doesburg regisseert deze voorstelling van het Nationale Toneel. Vanavond","['boek van Choderlos', 'dat een gevaarlijk']","['Nationale Toneel', 'voorstelling']",6,6,"[0.7777777777777778, 0.8333333333333334]",0.81
seq153-0,base,"Route 66 is een roadmusical, bedacht door Harry Kies en geschreven door Dick van den Heuvel en Stan Lapinski.","<extra_id_0> een roadmusical, bedacht door Harry Kies en geschreven door Dick van den Heuvel en Stan Lapinski.","is een roadmusical, bedacht door Harry Kies en geschreven door Dick van den Heuvel en Stan Lapinski.",['Route 66 is'],['is'],3,6,[0.8181818181818182],0.82
seq154-0,base,"). Bloedband, muziektheater over de schoonheid van het alledaagse en het geluk dat voor het grijpen ligt. Door Orkater, met muziek van Beppe Costa en tekst van Leopold Witte en Geert Lageveen. V","). Bloedband, muziektheater over de schoonheid van het alledaagse en het geluk dat voor het grijpen ligt. Door Orkater, met muziek van Beppe Costa en tekst van <extra_id_0> Lageveen. V","). Bloedband, muziektheater over de schoonheid van het alledaagse en het geluk dat voor het grijpen ligt. Door Orkater, met muziek van Beppe Costa en tekst van het Lageveen. V",['Leopold Witte en Geert'],['het'],5,6,[0.9090909090909091],0.91
seq155-0,base,"In Pyeongchang hebben meer landen hun Kramer; een man, vrouw of ploeg die het als zijn plicht beschouwt om te winnen in de sport van zijn geboorteland. Niet de strijd telt, maar de triomf. Die ambitie wordt vaak versterkt door de verwachtingen in eigen land.","In Pyeongchang hebben <extra_id_0> een man, vrouw of ploeg die het als zijn plicht beschouwt om te winnen in de sport van zijn geboorteland. Niet de strijd telt, <extra_id_1> Die ambitie wordt vaak versterkt door de verwachtingen in eigen land.","In Pyeongchang hebben zijn een man, vrouw of ploeg die het als zijn plicht beschouwt om te winnen in de sport van zijn geboorteland. Niet de strijd telt, zijn een strijd. Die ambitie wordt vaak versterkt door de verwachtingen in eigen land.","['meer landen hun Kramer;', 'maar de triomf.']","['zijn', 'zijn een strijd.']",7,6,"[0.9565217391304348, 0.625]",0.79
seq156-0,base,de keer de Volkskrant Top 200 van invloedrijkste Nederlanders. Hoe wordt die ranglijst samengesteld?,de keer de Volkskrant Top 200 van invloedrijkste <extra_id_0> wordt die ranglijst samengesteld?,de keer de Volkskrant Top 200 van invloedrijkste en wordt die ranglijst samengesteld?,['Nederlanders. Hoe'],['en'],2,6,[0.8823529411764706],0.88
seq157-0,base,". Colette, solo van Jose Ruiter over de beroemde en ooit omstreden Franse schrijfster Colette (1873-1954), die een intense relatie had met haar moeder en haar eigen dochter aan",". Colette, solo van Jose Ruiter over de beroemde en ooit omstreden Franse schrijfster Colette (1873-1954), die <extra_id_0> met haar moeder en haar eigen dochter aan",". Colette, solo van Jose Ruiter over de beroemde en ooit omstreden Franse schrijfster Colette (1873-1954), die het op met haar moeder en haar eigen dochter aan",['een intense relatie had'],['het op'],4,6,[0.8695652173913043],0.87
seq158-0,base,"uit werken die de choreografen Marco Goecke, Georg Reischl, Stephen Shropshire, Andr Gingras, Jaakko Toivonen en Ed Wubbe eerder voor","uit werken die de choreografen Marco Goecke, Georg Reischl, Stephen Shropshire, Andr <extra_id_0> en Ed Wubbe eerder voor","uit werken die de choreografen Marco Goecke, Georg Reischl, Stephen Shropshire, Andr as Wubbe en Ed Wubbe eerder voor","['Gingras', 'Jaakko Toivonen']",['as Wubbe'],3,6,[1.0],1.0
seq159-0,base,"Iklimler (Nuri Bilge Ceylan). Turkse variatie op Scnes uit een huwelijk. Terwijl de seizoenen voorbijgaan, focust","Iklimler <extra_id_0> Ceylan). Turkse variatie op Scnes uit een huwelijk. Terwijl de seizoenen voorbijgaan, focust","Iklimler (Vienna Ceylan). Turkse variatie op Scnes uit een huwelijk. Terwijl de seizoenen voorbijgaan, focust",['(Nuri Bilge'],['(Vienna'],2,6,[0.8181818181818182],0.82
seq160-0,base,Je gaat het pas zien als je het doorhebt. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je <extra_id_0> zien als je het doorhebt. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je zijn zien als je het doorhebt. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,['gaat het pas'],['zijn'],3,6,[1.0],1.0
seq161-0,base,"Sander Donkers ging er altijd gedachteloos vanuit dat hij veel gemeen heeft met actrice Anousha Nzume, die hij al kent van toen ze nog Anna heette. Niet echt, blijkt als hij haar spreek","Sander Donkers ging er altijd gedachteloos vanuit dat hij veel gemeen heeft <extra_id_0> die hij al kent van toen ze nog Anna heette. Niet echt, blijkt als hij haar spreek","Sander Donkers ging er altijd gedachteloos vanuit dat hij veel gemeen heeft die hij al kent van toen ze nog Anna heette. Niet echt, blijkt als hij haar spreek","['met actrice Anousha Nzume,']",[''],5,6,[1.0],1.0
seq162-0,base,"| De Volkskrant Kookboekenmaker, kok en illustrator Yvette van Boven maakt elke week een gerecht in de oven. Deze week:","| De Volkskrant Kookboekenmaker, <extra_id_0> Yvette van Boven maakt elke week een gerecht in de oven. Deze week:","| De Volkskrant Kookboekenmaker, De Yvette van Boven maakt elke week een gerecht in de oven. Deze week:",['kok en illustrator'],['De'],3,6,[0.9444444444444444],0.94
seq163-0,base,". Ze zijn terughoudend met schokkende beelden: in plaats daarvan zie je vooral de sprekers achter de computer, blauw flikkerend licht op hun gezicht, de ogen aan het scherm gekleefd.",". Ze zijn terughoudend met schokkende beelden: in plaats daarvan zie je vooral de sprekers achter de computer, blauw <extra_id_0> gezicht, de ogen aan het scherm gekleefd.",". Ze zijn terughoudend met schokkende beelden: in plaats daarvan zie je vooral de sprekers achter de computer, blauw en gezicht, de ogen aan het scherm gekleefd.",['flikkerend licht op hun'],['en'],4,6,[0.9130434782608695],0.91
seq164-0,base,"Amsterdam, Joods Historisch Museum (Nieuwe Amstelstraat 1): Art of the State, hedendaagse fotografie en videokunst van zestien Isralische kunstenaars; voorts De Blauwe Schuit, voorstudies van Hendrik Werkman (1882-1945) v","Amsterdam, Joods Historisch Museum (Nieuwe Amstelstraat 1): Art of the State, hedendaagse fotografie en videokunst van zestien Isralische kunstenaars; voorts De Blauwe Schuit, voorstudies <extra_id_0> v","Amsterdam, Joods Historisch Museum (Nieuwe Amstelstraat 1): Art of the State, hedendaagse fotografie en videokunst van zestien Isralische kunstenaars; voorts De Blauwe Schuit, voorstudies van v",['van Hendrik Werkman (1882-1945)'],['van'],4,6,[0.9032258064516129],0.9
seq165-0,base,"Blik test autos, signaleert opvallende autozaken en doet daarvan elke twee weken verslag. Vandaag de","Blik test autos, signaleert opvallende autozaken en doet <extra_id_0> twee weken verslag. Vandaag de","Blik test autos, signaleert opvallende autozaken en doet een twee weken verslag. Vandaag de",['daarvan elke'],['een'],2,6,[0.9166666666666666],0.92
