Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq103-0,large,"scherpste observaties vanaf het Binnenhof, waargenomen en opgetekend door de verslaggevers van onze parlementaire redactie.","scherpste observaties vanaf het Binnenhof, waargenomen en opgetekend door de verslaggevers <extra_id_0> parlementaire redactie.","scherpste observaties vanaf het Binnenhof, waargenomen en opgetekend door de verslaggevers in de parlementaire redactie.",['van onze'],['in de'],2,7,[0.625],0.62
seq104-0,large,"Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:",Berichten verspreiden zich vaak <extra_id_0> nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:,Berichten verspreiden zich vaak om nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Deze week:,"['razendsnel', 'of ze']",['om'],3,7,[1.0],1.0
seq105-0,large,". Over het meisje dat zo graag vies wil zijn, naar het boek van Annie M.G. Schmidt en Fiep Westendorp.",". Over het meisje <extra_id_0> vies wil zijn, naar het boek van Annie M.G. Schmidt en Fiep Westendorp.",". Over het meisje dat de vies wil zijn, naar het boek van Annie M.G. Schmidt en Fiep Westendorp.",['dat zo graag'],['dat de'],3,7,[0.6666666666666666],0.67
seq106-0,large,"). Nesjomme van Het Internationaal Danstheater is een rondgang door de Joodse dans- en muziekcultuur, dans rond klezmer en kippensoep. Met 22 dansers, een orkest en Heddy Lester in de hoofdrol. Vanavond in","). Nesjomme van Het Internationaal Danstheater is een rondgang door de Joodse dans- en muziekcultuur, dans rond klezmer en kippensoep. Met 22 dansers, een orkest en Heddy Lester in de <extra_id_0>","). Nesjomme van Het Internationaal Danstheater is een rondgang door de Joodse dans- en muziekcultuur, dans rond klezmer en kippensoep. Met 22 dansers, een orkest en Heddy Lester in de strijd.",['hoofdrol. Vanavond in'],['strijd.'],5,7,[0.9047619047619048],0.9
seq107-0,large,"Rotterdam, Boijmans Van Beuningen (010-4419400): De collectie. Duitse kunst van Kiefer tot Henning, dwarsdoorsnede van na-oorlogse Duitse schilderkunst","<extra_id_0> Beuningen (010-4419400): De collectie. Duitse kunst van Kiefer tot Henning, dwarsdoorsnede van na-oorlogse Duitse schilderkunst","Beuningen (010-4419400): De collectie. Duitse kunst van Kiefer tot Henning, dwarsdoorsnede van na-oorlogse Duitse schilderkunst","['Rotterdam', 'Boijmans Van']",[''],3,7,[1.0],1.0
seq108-0,large,De rubriek Beeldvormers onderzoekt hoe een foto onze kijk op de werkelijkheid bepaalt. Deze week: de,De rubriek Beeldvormers onderzoekt hoe een foto onze kijk <extra_id_0> werkelijkheid bepaalt. Deze week: de,De rubriek Beeldvormers onderzoekt hoe een foto onze kijk t en werkelijkheid bepaalt. Deze week: de,['op de'],['t en'],2,7,[0.8],0.8
seq109-0,large,en Je gaat het pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,<extra_id_0> pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,zou je pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,['en Je gaat het'],['zou je'],4,7,[0.8571428571428571],0.86
seq110-0,large,Wat houdt de literaire wereld in het buitenland bezig? Onze correspondenten houden het bij. Deze week Patrick van IJzendoorn over,Wat houdt de literaire wereld in het buitenland <extra_id_0> houden het bij. Deze week Patrick van IJzendoorn over,Wat houdt de literaire wereld in het buitenland We houden het bij. Deze week Patrick van IJzendoorn over,['bezig? Onze correspondenten'],['We'],3,7,[0.9629629629629629],0.96
seq111-0,large,"In maart wordt voor de negende keer de Volkskrant Beeldende Kunst Prijs uitgereikt aan jong talent (van na 1980). De Volkskrant presenteert alvast de vijf kanshebbers, wier werk vanaf vrijdag in Schiedam te zien is. In dit profiel:","<extra_id_0> voor de negende keer de Volkskrant Beeldende Kunst Prijs uitgereikt aan jong <extra_id_1> 1980). De Volkskrant presenteert alvast de vijf kanshebbers, wier werk vanaf vrijdag in Schiedam te zien is. In dit profiel:","heeft voor de negende keer de Volkskrant Beeldende Kunst Prijs uitgereikt aan jong st 1980). De Volkskrant presenteert alvast de vijf kanshebbers, wier werk vanaf vrijdag in Schiedam te zien is. In dit profiel:","['In maart wordt', 'talent (van na']","['heeft', 'st']",6,7,"[0.9285714285714286, 0.9285714285714286]",0.93
seq112-0,large,In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of binnenstebuiten gekeerd. De,In De andere kant wordt wekelijks een actuele kwestie ondersteboven <extra_id_0> binnenstebuiten gekeerd. De,In De andere kant wordt wekelijks een actuele kwestie ondersteboven en binnenstebuiten gekeerd. De,['gehouden of'],['en'],2,7,[0.8181818181818182],0.82
seq113-0,large,"8 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","<extra_id_0> 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.",['8 van de dagelijkse'],[''],4,7,[1.0],1.0
seq114-0,large,"Opvoeden kan een mijnenveld zijn. Zoveel meningen, zoveel twijfel. Anna van den Breemer schrijft elke w","Opvoeden kan een <extra_id_0> Zoveel meningen, zoveel twijfel. Anna van den Breemer schrijft elke w","Opvoeden kan een wijn. Zoveel meningen, zoveel twijfel. Anna van den Breemer schrijft elke w",['mijnenveld zijn.'],['wijn.'],2,7,[0.75],0.75
seq115-0,large,van de dagelijkse 4 uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,van <extra_id_0> uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,van de uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,['de dagelijkse 4'],['de'],3,7,[0.8666666666666667],0.87
seq116-0,large,(vier sterren) De Volkskrant luistert naar (nieuwe) podcasts en bespreekt er elke week een. Vandaag:,(vier sterren) De Volkskrant luistert naar (nieuwe) podcasts en bespreekt <extra_id_0> week een. Vandaag:,(vier sterren) De Volkskrant luistert naar (nieuwe) podcasts en bespreekt een week een. Vandaag:,['er elke'],['een'],2,7,[0.7142857142857143],0.71
seq117-0,large,"Nederland leidt in de zomer een heel ander leven; werk en school maken plaats voor serieuze ontspanning. De Volkskrant onderzoekt in elke provincie hoe dat verloopt. We marsjeren, naar een gedicht van de Vlaming Paul van Ostaijen, d","Nederland leidt in de zomer een heel ander leven; werk <extra_id_0> plaats voor serieuze ontspanning. <extra_id_1> in elke provincie hoe dat verloopt. We marsjeren, naar een gedicht van de Vlaming Paul van Ostaijen, d","Nederland leidt in de zomer een heel ander leven; werk t plaats voor serieuze ontspanning. We zijn in elke provincie hoe dat verloopt. We marsjeren, naar een gedicht van de Vlaming Paul van Ostaijen, d","['en school maken', 'De Volkskrant onderzoekt']","['t', 'We zijn']",6,7,"[1.0, 0.875]",0.94
seq118-0,large,"kunst, pozie, kalligrafie, muziek, kleding en dans tonen de culturele diversiteit van Iran. Rondleidingen op wo","kunst, pozie, kalligrafie, muziek, kleding en dans tonen de culturele <extra_id_0> Iran. Rondleidingen op wo","kunst, pozie, kalligrafie, muziek, kleding en dans tonen de culturele kunst van Iran. Rondleidingen op wo",['diversiteit van'],['kunst van'],2,7,[0.6],0.6
seq119-0,large,a gefingeerd. Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,<extra_id_0> Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,['a gefingeerd.'],[''],2,7,[1.0],1.0
seq120-0,large,"en  Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","en Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin <extra_id_0> scheiden. Vandaag:","en Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin en scheiden. Vandaag:",['van de onzin te'],['en'],4,7,[0.8666666666666667],0.87
seq121-0,large,Dagkoersen is de politieke nieuwsbrief van de Volkskrant. Vragen of opmerkingen? Mail naar haag@volkskrant.nl. Deze nieuwsbrief,Dagkoersen <extra_id_0> politieke nieuwsbrief van de Volkskrant. Vragen of opmerkingen? Mail naar haag@volkskrant.nl. Deze nieuwsbrief,Dagkoersen is de politieke nieuwsbrief van de Volkskrant. Vragen of opmerkingen? Mail naar haag@volkskrant.nl. Deze nieuwsbrief,['is de'],['is de'],2,7,[0.0],0.0
seq122-0,large,"Zonder muziek, maar met het minimalistische geluidsdecor en de briljante montage, ontstonden een paar van de spannendste scnes uit h","Zonder muziek, maar met <extra_id_0> en de briljante montage, ontstonden een paar van de spannendste scnes uit h","Zonder muziek, maar met de scenografie en de briljante montage, ontstonden een paar van de spannendste scnes uit h",['het minimalistische geluidsdecor'],['de scenografie'],3,7,[0.78125],0.78
seq123-0,large,Iedere week beantwoordt de Volkskrant een beloningsvraag van een lezer in de rubriek Verdien ik wel genoeg. Deze week de,Iedere week beantwoordt <extra_id_0> beloningsvraag van een lezer in de rubriek Verdien ik wel genoeg. Deze week de,Iedere week beantwoordt de beloningsvraag van een lezer in de rubriek Verdien ik wel genoeg. Deze week de,['de Volkskrant een'],['de'],3,7,[0.8823529411764706],0.88
seq124-0,large,"). Sonata, choreografie van Stephen Shropshire door Station Zuid. Jussi Nousiainen danst zes solos op muziek van Bach en Anne Parlevliet, live begeleid door de pianiste Anny Tseng.","). Sonata, choreografie <extra_id_0> Station Zuid. Jussi Nousiainen danst zes solos op muziek van Bach en Anne Parlevliet, live begeleid door de pianiste Anny Tseng.","). Sonata, choreografie van Station Zuid. Jussi Nousiainen danst zes solos op muziek van Bach en Anne Parlevliet, live begeleid door de pianiste Anny Tseng.",['van Stephen Shropshire door'],['van'],4,7,[0.8888888888888888],0.89
seq125-0,large,"- Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","- Klopt dit wel? <extra_id_0> razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","- Klopt dit wel? - razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:",['Berichten verspreiden zich vaak'],['-'],4,7,[1.0],1.0
seq126-0,large,Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. Dit moet u,Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. <extra_id_0>,Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. Voor echt!,['Dit moet u'],['echt!'],3,7,[0.9],0.9
seq127-0,large,"Armand Bouten (1893-1965), t/m 1 maart; di t/m zo 10-17u vr tot 22u. Tel. 0900-8212132. www.groningermuseum.nl","Armand Bouten (1893-1965), t/m <extra_id_0> di t/m zo 10-17u vr tot 22u. Tel. 0900-8212132. www.groningermuseum.nl","Armand Bouten (1893-1965), t/m zo di t/m zo 10-17u vr tot 22u. Tel. 0900-8212132. www.groningermuseum.nl",['1 maart;'],['zo'],2,7,[1.0],1.0
seq128-0,large,". Maria Stuart van Schiller door het Nationale Toneel, met Mirjam Stolwijk als de strijdlustige Schotse koningin en Will van Kralingen als",". Maria Stuart <extra_id_0> het Nationale Toneel, met Mirjam Stolwijk als de strijdlustige Schotse koningin en Will van Kralingen als",". Maria Stuart als het Nationale Toneel, met Mirjam Stolwijk als de strijdlustige Schotse koningin en Will van Kralingen als",['van Schiller door'],['als'],3,7,[0.8823529411764706],0.88
seq129-0,large,"de aandacht drie uur lang vasthoudt met smakelijke dialogen, galgenhumor en fabuleus georkestreerd geweld.","de aandacht drie uur lang <extra_id_0> smakelijke dialogen, galgenhumor en fabuleus georkestreerd geweld.","de aandacht drie uur lang smakelijke dialogen, galgenhumor en fabuleus georkestreerd geweld.",['vasthoudt met'],[''],2,7,[1.0],1.0
seq130-0,large,Wat zullen we eens eten vanavond? Elke dag in de Volkskrant een verrassend en smakelijk recept. Vandaag:,Wat zullen we eens eten vanavond? <extra_id_0> de Volkskrant een verrassend en smakelijk recept. Vandaag:,Wat zullen we eens eten vanavond? Vandaag: Het is de Volkskrant een verrassend en smakelijk recept. Vandaag:,['Elke dag in'],['Vandaag: Het is'],3,7,[0.8],0.8
seq131-0,large,Welke rol speelt afkomst in Nederland? Dat onderzoekt de Volkskrant in een reeks interviews. Ondernemer,Welke rol speelt afkomst in <extra_id_0> onderzoekt de Volkskrant in een reeks interviews. Ondernemer,Welke rol speelt afkomst in de politiek onderzoekt de Volkskrant in een reeks interviews. Ondernemer,['Nederland? Dat'],['de politiek'],2,7,[0.8571428571428571],0.86
seq132-0,large,dat een ja-stem 'een keuze voor verandering en omvorming van het bestuurssysteem' is. Welke veranderingen bedoelt hij hiermee,dat een ja-stem 'een keuze voor verandering en omvorming van het bestuurssysteem' is. Welke veranderingen <extra_id_0>,dat een ja-stem 'een keuze voor verandering en omvorming van het bestuurssysteem' is. Welke veranderingen zijn er?,['bedoelt hij hiermee'],['er?'],3,7,[0.8947368421052632],0.89
seq133-0,large,In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of binnenstebuiten gekeerd. Vandaag:,In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of <extra_id_0> Vandaag:,In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of een Vandaag:,['binnenstebuiten gekeerd.'],['een'],2,7,[0.875],0.88
seq134-0,large,". Als lijsttrekker van de Single Issue Partij blogt journalist, radiomaker en ervaringsdeskundige Maartje Duin over hun leven.",. Als lijsttrekker van de Single Issue <extra_id_0> radiomaker en ervaringsdeskundige Maartje Duin over hun leven.,. Als lijsttrekker van de Single Issue heeft radiomaker en ervaringsdeskundige Maartje Duin over hun leven.,"['Partij blogt journalist,']",['heeft'],3,7,[0.9583333333333334],0.96
seq135-0,large,| De Volkskrant Jeanne Prisser bericht over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,| De Volkskrant <extra_id_0> over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,| De Volkskrant heeft een aanrader over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,['Jeanne Prisser bericht'],['heeft een aanrader'],3,7,[0.8181818181818182],0.82
seq136-0,large,Dagkoersen is de politieke nieuwsbrief van de Volkskrant. Onze politieke redactie neemt u elke middag rond 17.00 uur mee naar het Binnenhof. De Haagse vierkante kilometer is een snelkookpan waarin een tweet in de ochtend kan uitgroeien tot een Kamerdebat in de middag en een crisis in de avond. U leest het in Dagkoersen.,Dagkoersen <extra_id_0> van de Volkskrant. Onze politieke redactie neemt u elke middag rond 17.00 uur mee naar het Binnenhof. De Haagse vierkante kilometer is een snelkookpan <extra_id_1> de ochtend kan uitgroeien tot een Kamerdebat in de middag en een crisis in de avond. U leest het in Dagkoersen.,Dagkoersen en van de Volkskrant. Onze politieke redactie neemt u elke middag rond 17.00 uur mee naar het Binnenhof. De Haagse vierkante kilometer is een snelkookpan je waar de ochtend kan uitgroeien tot een Kamerdebat in de middag en een crisis in de avond. U leest het in Dagkoersen.,"['is de politieke nieuwsbrief', 'waarin een tweet in']","['en', 'je waar']",8,7,"[0.9259259259259259, 0.8421052631578947]",0.88
seq137-0,large,"de vluchtelingencrisis in Europa. Wie zijn die vluchtelingen, wat zijn de gevolgen van hun komst en hoe kan het anders?","de vluchtelingencrisis in Europa. Wie zijn die vluchtelingen, wat <extra_id_0> van hun komst en hoe kan het anders?","de vluchtelingencrisis in Europa. Wie zijn die vluchtelingen, wat het gebeurt van hun komst en hoe kan het anders?",['zijn de gevolgen'],['het gebeurt'],3,6,[0.8125],0.81
seq138-0,large,Nederlandse commando's van het KCT (Korps Commando Troepen) tijdens een patrouille richting de stad,Nederlandse commando's van het <extra_id_0> Commando Troepen) tijdens een patrouille richting de stad,Nederlandse commando's van het RC (Red Commando Troepen) tijdens een patrouille richting de stad,['KCT (Korps'],['RC (Red'],2,6,[0.7],0.7
seq139-0,large,Donald Trump heeft vrijdag niet de vereiste driemaandelijke presidentile handtekening gezet onder het nucleaire akkoord met Iran.,Donald Trump heeft vrijdag niet de vereiste driemaandelijke presidentile handtekening <extra_id_0> nucleaire akkoord met Iran.,Donald Trump heeft vrijdag niet de vereiste driemaandelijke presidentile handtekening voor de nucleaire akkoord met Iran.,['gezet onder het'],['voor de'],3,6,[0.7333333333333333],0.73
seq140-0,large,"voor iedereen die een relatie heeft, er eentje heeft gehad of graag zou willen. Regie: Jrgen Tjon A Fon. Muziek: Jay.Soul & Perquisite. V",voor iedereen die <extra_id_0> eentje heeft gehad of graag zou willen. Regie: Jrgen Tjon A Fon. Muziek: Jay.Soul & Perquisite. V,voor iedereen die een eentje heeft gehad of graag zou willen. Regie: Jrgen Tjon A Fon. Muziek: Jay.Soul & Perquisite. V,"['een relatie heeft', 'er']",['een'],4,6,[0.8235294117647058],0.82
seq141-0,large,). Ciske de Rat met Danny de Munk als de volwassen Cis die terugblikt op zijn roerige leven. Vanavond t/m,). Ciske de Rat met Danny <extra_id_0> de volwassen Cis die terugblikt op zijn roerige leven. Vanavond t/m,). Ciske de Rat met Danny en de volwassen Cis die terugblikt op zijn roerige leven. Vanavond t/m,['de Munk als'],['en'],3,6,[0.8181818181818182],0.82
seq142-0,large,"), Lucas van Esch (artdirector V), Erik d'Ailly, Thijs Balder, Joke Buijs, Annemieke Jansen, Koos Jeremiasse,","), Lucas van <extra_id_0> V), Erik d'Ailly, Thijs Balder, Joke Buijs, Annemieke Jansen, Koos Jeremiasse,","), Lucas van der Merwe ( V), Erik d'Ailly, Thijs Balder, Joke Buijs, Annemieke Jansen, Koos Jeremiasse,",['Esch (artdirector'],['der Merwe ('],2,6,[0.8235294117647058],0.82
seq143-0,large,"Amsterdam, Van Gogh Museum (020-5705252): Dreams of nature, symbolistisch landschap met zeventig werken van Van Gogh, Munch tot Kandinksy, t/m 17/6","Amsterdam, Van Gogh Museum (020-5705252): Dreams of nature, symbolistisch landschap met zeventig werken van Van <extra_id_0> Kandinksy, t/m 17/6","Amsterdam, Van Gogh Museum (020-5705252): Dreams of nature, symbolistisch landschap met zeventig werken van Van Gogh, Kandinksy, t/m 17/6","['Gogh', 'Munch tot']","['Gogh,']",3,6,[0.2],0.2
seq144-0,large,"circa vijftig schilderijen en dertig tekeningen van Willem Maris (1844-1910), t/m 9/4; De Ouborg Prijs 2011,","circa vijftig schilderijen en dertig tekeningen van Willem Maris (1844-1910), <extra_id_0> De Ouborg Prijs 2011,","circa vijftig schilderijen en dertig tekeningen van Willem Maris (1844-1910), op De Ouborg Prijs 2011,",['t/m 9/4;'],['op'],2,6,[1.0],1.0
seq145-0,large,"Jouw perspectief!?, abstract grote getallen teruggebracht naar menselijke maat in visualisaties, t/m 18/3","Jouw perspectief!?, abstract grote getallen <extra_id_0> menselijke maat in visualisaties, t/m 18/3","Jouw perspectief!?, abstract grote getallen menselijke maat in visualisaties, t/m 18/3",['teruggebracht naar'],[''],2,6,[1.0],1.0
seq146-0,large,Wekelijks selecteert de Volkskrant films die u niet mag missen. En een aantal die u met gerust hart kunt overslaan. Deze week:,Wekelijks selecteert de Volkskrant <extra_id_0> niet mag missen. En een aantal die u met gerust hart kunt overslaan. Deze week:,Wekelijks selecteert de Volkskrant een aantal die u niet mag missen. En een aantal die u met gerust hart kunt overslaan. Deze week:,['films die u'],['een aantal die u'],3,6,[0.625],0.62
seq147-0,large,Een omslag kan een boek maken of breken. Zes ontwerpers over hun vak en het geheim van een goede cover. Vandaag:,<extra_id_0> een boek maken of breken. Zes ontwerpers over hun vak en het geheim van een goede cover. Vandaag:,om een boek maken of breken. Zes ontwerpers over hun vak en het geheim van een goede cover. Vandaag:,['Een omslag kan'],['om'],3,6,[0.8571428571428571],0.86
seq148-0,large,"Never Mind That Noise You Heard, recente videos en installaties van kunstenaarsduo Allora & Calzadilla","Never Mind That Noise You Heard, recente videos en installaties van <extra_id_0> & Calzadilla","Never Mind That Noise You Heard, recente videos en installaties van Xavier & Calzadilla",['kunstenaarsduo Allora'],['Xavier'],2,6,[0.9047619047619048],0.9
seq149-0,large,". Amsterdam, Museum het Rembrandthuis (Jodenbreestraat 4): Vrouwenlevens tussen kunst en wetenschap,",". <extra_id_0> het Rembrandthuis (Jodenbreestraat 4): Vrouwenlevens tussen kunst en wetenschap,",". het Rembrandthuis (Jodenbreestraat 4): Vrouwenlevens tussen kunst en wetenschap,","['Amsterdam', 'Museum']",[''],2,6,[1.0],1.0
seq150-0,large,Zo'n driehonderd mensen demonstreren met witte paraplu's bij het Grensdetentiecentrum om aandacht te vragen voor vluchtelingen die na aankomst op Schiphol gelijk in detentie worden gezet,Zo'n driehonderd mensen demonstreren met witte <extra_id_0> om aandacht te vragen voor vluchtelingen die na aankomst op Schiphol gelijk in detentie worden gezet,Zo'n driehonderd mensen demonstreren met witte en zeer om aandacht te vragen voor vluchtelingen die na aankomst op Schiphol gelijk in detentie worden gezet,"['""paraplu\'s bij het Grensdetentiecentrum""']",['en zeer'],4,6,[0.875],0.88
seq151-0,large,Hoe kan het dat deze grote vervuiler bij alle internationale klimaatakkoorden altijd buiten schot blijft?,Hoe kan het dat <extra_id_0> vervuiler bij alle internationale klimaatakkoorden altijd buiten schot blijft?,Hoe kan het dat het vervuiler bij alle internationale klimaatakkoorden altijd buiten schot blijft?,['deze grote'],['het'],2,6,[0.8],0.8
seq152-0,large,". Liaisons dangereuses van Christopher Hampton naar het boek van Choderlos de Laclos, met Ariane Schluter en Gijs Scholten van Aschat als het perverse paar dat een gevaarlijk spel speelt. Johan Doesburg regisseert deze voorstelling van het Nationale Toneel. Vanavond",". Liaisons dangereuses van Christopher Hampton naar het <extra_id_0> de Laclos, met Ariane Schluter en Gijs Scholten van Aschat als het perverse paar <extra_id_1> spel speelt. Johan Doesburg regisseert deze voorstelling van het Nationale Toneel. Vanavond",". Liaisons dangereuses van Christopher Hampton naar het spel de Laclos, met Ariane Schluter en Gijs Scholten van Aschat als het perverse paar het spel speelt. Johan Doesburg regisseert deze voorstelling van het Nationale Toneel. Vanavond","['boek van Choderlos', 'dat een gevaarlijk']","['spel', 'het']",6,6,"[0.8888888888888888, 0.9444444444444444]",0.92
seq153-0,large,"Route 66 is een roadmusical, bedacht door Harry Kies en geschreven door Dick van den Heuvel en Stan Lapinski.","<extra_id_0> een roadmusical, bedacht door Harry Kies en geschreven door Dick van den Heuvel en Stan Lapinski.","is een roadmusical, bedacht door Harry Kies en geschreven door Dick van den Heuvel en Stan Lapinski.",['Route 66 is'],['is'],3,6,[0.8181818181818182],0.82
seq154-0,large,"). Bloedband, muziektheater over de schoonheid van het alledaagse en het geluk dat voor het grijpen ligt. Door Orkater, met muziek van Beppe Costa en tekst van Leopold Witte en Geert Lageveen. V","). Bloedband, muziektheater over de schoonheid van het alledaagse en het geluk dat voor het grijpen ligt. Door Orkater, met muziek van Beppe Costa en tekst van <extra_id_0> Lageveen. V","). Bloedband, muziektheater over de schoonheid van het alledaagse en het geluk dat voor het grijpen ligt. Door Orkater, met muziek van Beppe Costa en tekst van Jan Lageveen. V",['Leopold Witte en Geert'],['Jan'],5,6,[0.9545454545454546],0.95
seq155-0,large,"In Pyeongchang hebben meer landen hun Kramer; een man, vrouw of ploeg die het als zijn plicht beschouwt om te winnen in de sport van zijn geboorteland. Niet de strijd telt, maar de triomf. Die ambitie wordt vaak versterkt door de verwachtingen in eigen land.","In Pyeongchang hebben <extra_id_0> een man, vrouw of ploeg die het als zijn plicht beschouwt om te winnen in de sport van zijn geboorteland. Niet de strijd telt, <extra_id_1> Die ambitie wordt vaak versterkt door de verwachtingen in eigen land.","In Pyeongchang hebben we een man, vrouw of ploeg die het als zijn plicht beschouwt om te winnen in de sport van zijn geboorteland. Niet de strijd telt, maar de ambitie. Die ambitie wordt vaak versterkt door de verwachtingen in eigen land.","['meer landen hun Kramer;', 'maar de triomf.']","['we', 'maar de ambitie.']",7,6,"[0.9565217391304348, 0.375]",0.67
seq156-0,large,de keer de Volkskrant Top 200 van invloedrijkste Nederlanders. Hoe wordt die ranglijst samengesteld?,de keer de Volkskrant Top 200 van invloedrijkste <extra_id_0> wordt die ranglijst samengesteld?,de keer de Volkskrant Top 200 van invloedrijkste kwaliteit wordt die ranglijst samengesteld?,['Nederlanders. Hoe'],['kwaliteit'],2,6,[0.8823529411764706],0.88
seq157-0,large,". Colette, solo van Jose Ruiter over de beroemde en ooit omstreden Franse schrijfster Colette (1873-1954), die een intense relatie had met haar moeder en haar eigen dochter aan",". Colette, solo van Jose Ruiter over de beroemde en ooit omstreden Franse schrijfster Colette (1873-1954), die <extra_id_0> met haar moeder en haar eigen dochter aan",". Colette, solo van Jose Ruiter over de beroemde en ooit omstreden Franse schrijfster Colette (1873-1954), die een schrijf met haar moeder en haar eigen dochter aan",['een intense relatie had'],['een schrijf'],4,6,[0.6956521739130435],0.7
seq158-0,large,"uit werken die de choreografen Marco Goecke, Georg Reischl, Stephen Shropshire, Andr Gingras, Jaakko Toivonen en Ed Wubbe eerder voor","uit werken die de choreografen Marco Goecke, Georg Reischl, Stephen Shropshire, Andr <extra_id_0> en Ed Wubbe eerder voor","uit werken die de choreografen Marco Goecke, Georg Reischl, Stephen Shropshire, Andr as Zyga en Ed Wubbe eerder voor","['Gingras', 'Jaakko Toivonen']",['as Zyga'],3,6,[1.0],1.0
seq159-0,large,"Iklimler (Nuri Bilge Ceylan). Turkse variatie op Scnes uit een huwelijk. Terwijl de seizoenen voorbijgaan, focust","Iklimler <extra_id_0> Ceylan). Turkse variatie op Scnes uit een huwelijk. Terwijl de seizoenen voorbijgaan, focust","Iklimler i, Ceylan). Turkse variatie op Scnes uit een huwelijk. Terwijl de seizoenen voorbijgaan, focust",['(Nuri Bilge'],"['i,']",2,6,[0.9090909090909091],0.91
seq160-0,large,Je gaat het pas zien als je het doorhebt. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je <extra_id_0> zien als je het doorhebt. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je kan zien als je het doorhebt. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,['gaat het pas'],['kan'],3,6,[0.9166666666666666],0.92
seq161-0,large,"Sander Donkers ging er altijd gedachteloos vanuit dat hij veel gemeen heeft met actrice Anousha Nzume, die hij al kent van toen ze nog Anna heette. Niet echt, blijkt als hij haar spreek","Sander Donkers ging er altijd gedachteloos vanuit dat hij veel gemeen heeft <extra_id_0> die hij al kent van toen ze nog Anna heette. Niet echt, blijkt als hij haar spreek","Sander Donkers ging er altijd gedachteloos vanuit dat hij veel gemeen heeft die hij al kent van toen ze nog Anna heette. Niet echt, blijkt als hij haar spreek","['met actrice Anousha Nzume,']",[''],5,6,[1.0],1.0
seq162-0,large,"| De Volkskrant Kookboekenmaker, kok en illustrator Yvette van Boven maakt elke week een gerecht in de oven. Deze week:","| De Volkskrant Kookboekenmaker, <extra_id_0> Yvette van Boven maakt elke week een gerecht in de oven. Deze week:","| De Volkskrant Kookboekenmaker, Yvette van Boven. Yvette van Boven maakt elke week een gerecht in de oven. Deze week:",['kok en illustrator'],['Yvette van Boven.'],3,6,[0.9444444444444444],0.94
