Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"boerenprotest in Groningen is Arjen Schuiling, een van de bekendste boerenactivisten van Nederland, vandaag betrokken geraakt bij een levensgevaarlijk incident. Schuiling zat als bijrijder in een tractor die diverse hekken omver ramde en bijna een fietser omver reed. De organisator van het Malieveldprotest betuigt spijt. ,,Ik had uit moeten stappen of eerder in moeten grijpen, zegt hij tegen deze nieuwssite.","boerenprotest in Groningen is Arjen Schuiling, een van de bekendste boerenactivisten van Nederland, vandaag betrokken geraakt bij een levensgevaarlijk <extra_id_0> als bijrijder in een tractor die diverse hekken <extra_id_1> bijna een fietser omver reed. De organisator van het Malieveldprotest betuigt spijt. <extra_id_2> moeten <extra_id_3> in moeten grijpen, zegt hij <extra_id_4>","['incident. Schuiling zat', 'omver ramde en', ',,Ik had uit', 'stappen of eerder', 'tegen deze nieuwssite.']",15,25.0,7
De knapste koppen van Nederland vertellen deze zomer over ontwikkelingen in hun vakgebied in de Zomeruniversiteit. Vandaag deel,De knapste koppen van Nederland vertellen deze zomer over ontwikkelingen <extra_id_0> de Zomeruniversiteit. Vandaag deel,['in hun vakgebied in'],4,25.0,7
"De 44-jarige advocaat Derk Wiersum die vanochtend vlak voor zijn huis in Amsterdam is geliquideerd, is ten minste twee keer onder vuur genomen door een jongen met een hoodie. Dat zegt een buurtbewoner die vlakbij de plaats delict woont.",De 44-jarige advocaat Derk Wiersum die vanochtend <extra_id_0> in Amsterdam <extra_id_1> ten minste twee keer onder vuur genomen door een jongen <extra_id_2> Dat zegt een buurtbewoner die vlakbij de plaats delict woont.,"['vlak voor zijn huis', 'is geliquideerd, is', 'met een hoodie.']",10,25.0,7
Angela de Jong is al jaren fan van Boer zoekt Vrouw en schrijft elke week een column over de aflevering van zondagavond.,Angela de Jong is al <extra_id_0> Boer zoekt Vrouw en schrijft <extra_id_1> column over de aflevering van zondagavond.,"['jaren fan van', 'elke week een']",6,25.0,7
"i Het Formule 1-seizoen telt dit jaar 21 grands prix, n meer dan vorig jaar, en de starttijden van veel races zijn veranderd. In dit overzicht ziet u precies wanneer u de wekker moet zetten of juist lekker uitgebreid kan lunchen.","i Het Formule 1-seizoen telt dit jaar 21 grands prix, n meer dan vorig jaar, en de starttijden van veel races zijn veranderd. <extra_id_0> ziet u precies wanneer u <extra_id_1> of juist lekker <extra_id_2>","['In dit overzicht', 'de wekker moet zetten', 'uitgebreid kan lunchen.']",10,25.0,7
Fotograaf Daniella van Bergen en verslaggever Anouk Mentink lopen wekelijks iemand tegen het lijf. Deze week is dat,Fotograaf Daniella van Bergen en verslaggever Anouk <extra_id_0> tegen het lijf. Deze week is dat,['Mentink lopen wekelijks iemand'],4,25.0,7
geen Boefjes. Daar voor in de plaats de serie Moordzaken. Sander Sonnemans blikt terug op de meest indrukwekkende zaken.,geen Boefjes. Daar voor in de plaats de serie Moordzaken. <extra_id_0> terug op <extra_id_1> indrukwekkende zaken.,"['Sander Sonnemans blikt', 'de meest']",5,25.0,7
"de Nederlandse horeca. De opluchting is groot, bij zowel ondernemers als klanten. Maar draaien op halve kracht door de beperkingen heeft een prijs. Koninklijke Horeca Nederland sluit niet uit dat er op den duur betaald moet worden om op het terras te mogen zitten, of dat de drankjes duurder worden.","de Nederlandse horeca. De opluchting is groot, bij zowel ondernemers als klanten. Maar draaien op halve kracht door de beperkingen <extra_id_0> Koninklijke Horeca Nederland sluit <extra_id_1> er op den duur betaald moet worden om <extra_id_2> te mogen zitten, of dat <extra_id_3> worden.","['heeft een prijs.', 'niet uit dat', 'op het terras', 'de drankjes duurder']",12,25.0,7
In de rubriek Van Wieg tot Graf vertellen wij het verhaal achter een familiebericht. Vandaag:,In de rubriek Van Wieg tot Graf <extra_id_0> achter een familiebericht. Vandaag:,['vertellen wij het verhaal'],4,25.0,7
"</a> <a href=""https://twitter.com/hashtag/Amsterdam?src=hash&amp;ref_src=twsrc%5Etfw"">#Amsterdam</a> via <a href=""https://twitter.com/Politie?ref_src=twsrc%5Etfw"">@Politie</a>","</a> <extra_id_0> via <a href=""https://twitter.com/Politie?ref_src=twsrc%5Etfw"">@Politie</a>","['<a href=""https://twitter.com/hashtag/Amsterdam?src=hash&amp;ref_src=twsrc%5Etfw"">#Amsterdam</a>']",2,25.0,7
Columnist Lia Thorborg schrijft elke zaterdag een column over het leven in Gouda. Vandaag schrijft ze over,Columnist Lia Thorborg schrijft elke zaterdag een column over het <extra_id_0> schrijft ze over,['leven in Gouda. Vandaag'],4,25.0,7
Onze album- en serierecensies zijn terug. In deze aflevering van de rubriek Kijk- en Luistertips het beste van de afgelopen tijd.,Onze <extra_id_0> serierecensies zijn terug. In deze aflevering van de rubriek Kijk- en Luistertips <extra_id_1> de afgelopen tijd.,"['album- en', 'het beste van']",5,25.0,7
In deze sportloze periode bellen we dagelijks met een jarige prominent uit de sportwereld. Door het coronavirus is het toch een heel andere verjaardag dan normaal. Vandaag:,In deze <extra_id_0> we dagelijks met een jarige prominent uit de sportwereld. Door het coronavirus is <extra_id_1> andere verjaardag dan normaal. Vandaag:,"['sportloze periode bellen', 'het toch een heel']",7,25.0,7
"ianGP</a> <a href=""https://twitter.com/hashtag/F1?src=hash&amp;ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/","ianGP</a> <extra_id_0> href=""https://twitter.com/hashtag/F1?src=hash&amp;ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/",['<a'],1,25.0,7
De Nederlandse economie blijft op stoom. De totale omvang van de economie nam in het derde kwartaal wederom toe. Volgens het Centraal Bureau voor de Statistiek (CBS) moet Nederland het de laatste tijd vooral hebben van de consum,De Nederlandse economie blijft op stoom. De totale omvang van de economie nam in het derde <extra_id_0> het Centraal Bureau voor de Statistiek (CBS) moet <extra_id_1> laatste tijd <extra_id_2> de consum,"['kwartaal wederom toe. Volgens', 'Nederland het de', 'vooral hebben van']",10,25.0,7
"Nu het Nederlands elftal zich voor het eerst in zes jaar eens heeft geplaatst voor een eindtoernooi kan het grote aftellen beginnen. Maar hoe ziet het traject naar de openingswedstrijd van het EK, op 12 juni 2020 in Rome, er eigenlijk uit? Wanneer speelt Oranje? Welke landen zijn al zeker van Euro2020. Wie komen er in het voorjaar uit de play-offs? En wanneer is de loting eigenlijk? Veel vragen en lle antwoorden.","Nu het Nederlands elftal zich voor het eerst in zes jaar eens heeft geplaatst voor een eindtoernooi kan het grote aftellen beginnen. Maar hoe ziet het traject naar de openingswedstrijd van het EK, op 12 juni 2020 in Rome, <extra_id_0> Wanneer speelt Oranje? Welke landen zijn al <extra_id_1> Wie komen er in <extra_id_2> de <extra_id_3> is de <extra_id_4> vragen <extra_id_5>","['er eigenlijk uit?', 'zeker van Euro2020.', 'het voorjaar uit', 'play-offs? En wanneer', 'loting eigenlijk? Veel', 'en lle antwoorden.']",18,25.0,7
"Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint de redactie het web voor je af voor de gekste, mooiste en opvallendste posts van BNers en celebrities","Korte updates van <extra_id_0> Facebook, Twitter, en Instagram - <extra_id_1> In de rubriek Regiobytes struint de redactie het <extra_id_2> af voor de gekste, mooiste en opvallendste posts van BNers en celebrities","['de sterren op', 'wij smullen ervan.', 'web voor je']",9,25.0,7
" Utrecht staat vierde, Heerenveen achtste  Advocaat bezig aan goede serie bij Utrecht  Scheidsrechter is Van de Graaf","Utrecht staat vierde, Heerenveen achtste Advocaat <extra_id_0> bij Utrecht Scheidsrechter is Van de Graaf",['bezig aan goede serie'],4,25.0,7
In de rubriek Van wieg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In de rubriek <extra_id_0> graf vertellen we het verhaal achter een familiebericht. Deze keer <extra_id_1> van,"['Van wieg tot', 'het levensverhaal']",5,25.0,7
"Hoewel de sport steeds meer wordt opgestart, houdt het coronavirus een ijzeren greep op de sportwereld.","Hoewel de sport steeds meer wordt opgestart, houdt <extra_id_0> greep op de sportwereld.",['het coronavirus een ijzeren'],4,25.0,7
"De zware jongens halen de voorpagina's, de boefjes niet. Serena Hofman doet elke week verslag van een doodnormale rechtszaak.","De <extra_id_0> de voorpagina's, de boefjes niet. Serena Hofman doet <extra_id_1> verslag van een doodnormale rechtszaak.","['zware jongens halen', 'elke week']",5,25.0,7
In Gelukkig kunnen we nog... geven verschillende (bekende) Nederlanders vanuit eigen expertise in vlog-vorm tips over wat je in deze thuiswerk-situatie nog wl kunt doen.,In Gelukkig kunnen we nog... geven <extra_id_0> vanuit <extra_id_1> vlog-vorm tips over wat je in deze thuiswerk-situatie nog wl kunt doen.,"['verschillende (bekende) Nederlanders', 'eigen expertise in']",6,25.0,7
Het AD brengt iedere week op donderdag recensies van films die in premire gaan. Deze keer: het drama,Het AD brengt iedere week op donderdag recensies van <extra_id_0> gaan. Deze keer: het drama,['films die in premire'],4,25.0,7
"Nu mensen meer en meer via internet bestellen, verschijnen ze steeds vaker in het straatbeeld: bezorgers. In deze serie geeft Ryan Poll acht bezorgers in het Groene Hart een gezicht. Vandaag:","Nu mensen meer en meer via internet bestellen, verschijnen ze steeds vaker in het straatbeeld: <extra_id_0> deze serie geeft Ryan Poll <extra_id_1> het Groene <extra_id_2> Vandaag:","['bezorgers. In', 'acht bezorgers in', 'Hart een gezicht.']",8,25.0,7
"Elke week recenseert het AD Utrechts Nieuwsblad een van de vele restaurants in de provincie Utrecht. Marco Bosmans beoordeelt het restaurant aan de hand van het voor-, hoofd- en nagerecht, de bediening, sfeer en prijs-kwaliteit. Deze week eet hij bij",Elke <extra_id_0> AD Utrechts Nieuwsblad een van de vele restaurants in de provincie Utrecht. Marco Bosmans beoordeelt het restaurant aan de <extra_id_1> hoofd- en <extra_id_2> sfeer en prijs-kwaliteit. Deze week eet hij bij,"['week recenseert het', 'hand van het voor-,', 'nagerecht, de bediening,']",10,25.0,7
De winterse transfercarrousel draait alweer op volle toeren. In TransferTalk houden we alle geruchten en voltooide transfers van deze maand bij. Mis niets in deze rubriek.,De winterse transfercarrousel draait alweer op volle toeren. In TransferTalk <extra_id_0> geruchten en voltooide transfers <extra_id_1> bij. Mis niets in deze rubriek.,"['houden we alle', 'van deze maand']",6,25.0,7
De nieuwsberichten over het coronavirus volgen elkaar in een rap tempo op. De Stentor zet dagelijks de belangrijkste gebeurtenissen op een rij. Met vandaag,De <extra_id_0> coronavirus volgen elkaar in een rap tempo op. De Stentor zet dagelijks de belangrijkste gebeurtenissen op een <extra_id_1>,"['nieuwsberichten over het', 'rij. Met vandaag']",6,25.0,7
". Een deel van het havengebied is weggevaagd, het dodental loopt in rap tempo op en de ziekenhuizen zitten overvol.",". Een deel van het havengebied is weggevaagd, het dodental loopt in <extra_id_0> op <extra_id_1> zitten overvol.","['rap tempo', 'en de ziekenhuizen']",5,25.0,7
Deze zomer publiceren we in de late uurtjes op deze site onze best gelezen artikelen van dit jaar. Dit artikel verscheen eerder op,Deze zomer publiceren we in de late uurtjes op deze site onze best gelezen artikelen <extra_id_0> Dit artikel <extra_id_1>,"['van dit jaar.', 'verscheen eerder op']",6,25.0,7
een 'vette vis' binnen? Een selectie van onwerkelijke speculaties tot concrete aanbiedingen in een dagelijkse rubriek: TransferTalk.,een 'vette vis' binnen? Een selectie van <extra_id_0> aanbiedingen in een dagelijkse rubriek: TransferTalk.,['onwerkelijke speculaties tot concrete'],4,25.0,7
"Journalist Sammy Shawky schrijft over de leukste, nieuwste, gekste en meest trendy winkels in de regio Utrecht. Vandaag:","Journalist Sammy Shawky schrijft over de leukste, nieuwste, gekste en meest trendy winkels <extra_id_0> Vandaag:",['in de regio Utrecht.'],4,25.0,7
"Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat: wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrities. Dit artikel wordt gedurende de dag vernieuwd. 1","Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat: wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste <extra_id_0> posts van <extra_id_1> Dit <extra_id_2> de <extra_id_3>","['en opvallendste', ""BN'ers en celebrities."", 'artikel wordt gedurende', 'dag vernieuwd. 1']",11,25.0,7
"Pieter Hulst en Gijs Groenteman ontleden teksten van Nederlandstalige hits. Ze geven antwoorden op prangende vragen die de nummers oproepen. Komen ze er zelf niet uit, dan roepen ze de hulp in van de wetenschap. Vandaag","Pieter Hulst en Gijs Groenteman ontleden teksten <extra_id_0> Ze geven antwoorden op prangende vragen die de nummers oproepen. Komen ze er zelf niet uit, dan roepen ze <extra_id_1> van <extra_id_2>","['van Nederlandstalige hits.', 'de hulp in', 'de wetenschap. Vandaag']",9,25.0,7
In aanloop naar 75 jaar bevrijding blikt deze krant terug op gebeurtenissen uit de laatste maanden van de oorlog. Vandaag deel,In aanloop naar 75 <extra_id_0> blikt deze krant terug op gebeurtenissen <extra_id_1> maanden van de oorlog. Vandaag deel,"['jaar bevrijding', 'uit de laatste']",5,25.0,7
Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de regio Rivierenland. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de regio Rivierenland. Mist u iets? Tip de redactie: rl.redactie@ad.nl. 1,Het kabinet heeft in verband met het coronavirus <extra_id_0> Dit heeft ook gevolgen voor de regio Rivierenland. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen <extra_id_1> in de <extra_id_2> u iets? Tip <extra_id_3> 1,"['drastische maatregelen genomen.', 'over het coronavirus', 'regio Rivierenland. Mist', 'de redactie: rl.redactie@ad.nl.']",12,25.0,7
"Het voetbal in alle grote competities ligt dan wel stil, maar ondanks deze idiote periode gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij.",Het voetbal in alle grote competities ligt dan <extra_id_0> ondanks deze idiote periode gaan de zaken en vooral de transfergeruchten gewoon door. <extra_id_1> houden we <extra_id_2>,"['wel stil, maar', 'In TransferTalk', 'alle geruchten bij.']",8,25.0,7
Journalist Monica Beek (42) schrijft wekelijks voor Magazine over haar leven. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,Journalist Monica Beek (42) schrijft wekelijks voor Magazine over haar <extra_id_0> samen met haar dochters <extra_id_1> 8 en heeft een vriend.,"['leven. Ze woont', 'van 11 en']",6,25.0,7
Turkije stopt de komende vijf dagen met de opmars in Syri. De Turkse president Recep Erdogan en de Amerikaanse vicepresident Mike Pence zijn,Turkije stopt de <extra_id_0> met de opmars in Syri. De Turkse president Recep Erdogan en de Amerikaanse <extra_id_1> zijn,"['komende vijf dagen', 'vicepresident Mike Pence']",6,25.0,7
De transfermarkt is halverwege weer een rumoerige periode. Nog ruim zes weken draait de carrousel op volle toeren. Mis in onze rubriek TransferTalk niets van alle geruchten en voltooide transfers.,De transfermarkt is halverwege weer een rumoerige periode. Nog ruim zes weken draait de carrousel op <extra_id_0> in onze <extra_id_1> van alle geruchten <extra_id_2> transfers.,"['volle toeren. Mis', 'rubriek TransferTalk niets', 'en voltooide']",8,25.0,7
station scoort zwaar ondermaats en bungelt onderaan de lijst van stations in Nederland die goed scoren op het gebied van punctualiteit.,station scoort zwaar ondermaats en bungelt onderaan de lijst van stations in <extra_id_0> goed scoren <extra_id_1> van punctualiteit.,"['Nederland die', 'op het gebied']",5,25.0,7
"De Chinese geheime dienst is betrokken bij het hacken van overheidsinstanties en bedrijven in Nederland. APT10, een hackersgroep gelinkt aan het Chinese ministerie voor Staatsveiligheid, wordt verantwoordelijk gehouden voor vele hackpogingen in een aantal westerse landen, waaronder Nederland.","De Chinese geheime <extra_id_0> bij het hacken van overheidsinstanties en bedrijven in Nederland. APT10, een hackersgroep gelinkt aan het Chinese ministerie voor Staatsveiligheid, wordt <extra_id_1> vele hackpogingen in een aantal <extra_id_2>","['dienst is betrokken', 'verantwoordelijk gehouden voor', 'westerse landen, waaronder Nederland.']",10,25.0,7
"De Rotterdamse trouwstoetmepper. Shahid B. (26) moet anderhalf jaar de cel in, waarvan een half jaar voorwaardelijk voor de poging tot zware mishandeling van politieman Ge",De Rotterdamse trouwstoetmepper. Shahid B. <extra_id_0> jaar de <extra_id_1> een half jaar voorwaardelijk voor de poging tot zware mishandeling van politieman Ge,"['(26) moet anderhalf', 'cel in, waarvan']",6,25.0,7
In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd.,In de rubriek Sportbytes houden we in de gaten wat bekende sporters <extra_id_0> op sociale media. <extra_id_1> gedurende de dag vernieuwd.,"['meemaken n delen', 'Dit artikel wordt']",6,25.0,7
"Zieke mensen die bewusteloos op straat liggen, een ongeziene chaos in ziekenhuizen, hulpverleners in beschermende pakken die handen tekortkomen: de beelden die op sociale media circuleren van de toestand in de Chinese miljoenenstad Wuhan zijn zeer verontrustend. Het coronavirus heeft al 41 doden geist, meer dan 1300 mensen zijn besmet geraakt.","Zieke mensen die bewusteloos op straat liggen, een ongeziene chaos in ziekenhuizen, hulpverleners in beschermende pakken die handen tekortkomen: de beelden die op sociale media circuleren <extra_id_0> de <extra_id_1> zijn zeer verontrustend. Het <extra_id_2> 41 doden <extra_id_3> 1300 mensen zijn besmet geraakt.","['van de toestand in', 'Chinese miljoenenstad Wuhan', 'coronavirus heeft al', 'geist, meer dan']",13,25.0,7
". De leider van Forum voor Democratie heeft volgens critici de schijn tegen, mede door zijn flirts met extreemrechtse theorien.",". De leider van Forum voor Democratie heeft volgens critici de schijn tegen, mede <extra_id_0> flirts <extra_id_1>","['door zijn', 'met extreemrechtse theorien.']",5,25.0,7
Elk weekeinde bruist het van grote en kleine evenementen in stad en regio. In de rubriek Het was fantastisch! bezoeken we een van deze activiteiten. Deze,Elk weekeinde bruist het van grote en kleine evenementen in stad en regio. <extra_id_0> Het was <extra_id_1> een van deze activiteiten. Deze,"['In de rubriek', 'fantastisch! bezoeken we']",6,25.0,7
Voor de rubriek Mijn Allessie gaan verslaggever Anouk Mentink en fotograaf Daniella van Bergen langs bij bekende mensen en hun partner. Deze keer:,Voor de rubriek Mijn Allessie gaan verslaggever Anouk Mentink en fotograaf Daniella van Bergen langs bij <extra_id_0> hun <extra_id_1>,"['bekende mensen en', 'partner. Deze keer:']",6,25.0,7
"Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat - wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrity's. Dit artikel wordt gedurende de dag vernieuwd. 1","Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat - wij smullen ervan. In de rubriek Showbytes struint <extra_id_0> web voor je <extra_id_1> gekste, mooiste en opvallendste posts van BN'ers en celebrity's. Dit <extra_id_2> de <extra_id_3>","['de showredactie het', 'af voor de', 'artikel wordt gedurende', 'dag vernieuwd. 1']",12,25.0,7
Een van de vermoedelijke moordmakelaars van Ridouan Taghi werkte aan een televisieprogramma voor RTL/Videoland,Een van de vermoedelijke moordmakelaars <extra_id_0> aan een televisieprogramma voor RTL/Videoland,['van Ridouan Taghi werkte'],4,25.0,7
ochtend overleden na een frontale botsing met een RET-bus aan de Vondelingenweg in Rotterdam-Pernis. De,ochtend overleden na een frontale botsing met een RET-bus aan de <extra_id_0>,['Vondelingenweg in Rotterdam-Pernis. De'],4,25.0,7
t vandaag voor de rechter voor onder meer het aanraden van vrouwenbesnijdenis. In Nederland is dat strafbaar. De Hagenaar (32) wordt door het Openbaar Ministerie vervolgd voor opruiing en aanzetten tot geweld tegen vrouwen.,t vandaag voor de rechter voor onder meer het aanraden van vrouwenbesnijdenis. In Nederland is <extra_id_0> Hagenaar (32) wordt door het Openbaar Ministerie vervolgd voor <extra_id_1> aanzetten <extra_id_2> vrouwen.,"['dat strafbaar. De', 'opruiing en', 'tot geweld tegen']",8,25.0,7
In iedere Rotterdammer schuilt een uniek relaas. Wekelijks tekent verslaggever Marcel Wijnstekers zon levensverhaal op.,In iedere Rotterdammer schuilt een uniek relaas. Wekelijks <extra_id_0> zon levensverhaal op.,['tekent verslaggever Marcel Wijnstekers'],4,25.0,7
Mag dat?Wat vertel je wel of niet aan je baas? Wat zijn je rechten als werknemer? Hoe los je lastige kwesties het beste op? In deze rubriek wekelijks advies bij dilemma's op de werkvloer. Aflevering,Mag dat?Wat vertel je wel of niet aan je baas? Wat zijn je <extra_id_0> Hoe los je lastige kwesties het beste op? In <extra_id_1> advies bij dilemma's <extra_id_2> Aflevering,"['rechten als werknemer?', 'deze rubriek wekelijks', 'op de werkvloer.']",9,25.0,7
"Nynke de Jong, Hanneke Hendrix en Alex van der Hulst schrijven per toerbeurt over zaken die het leven van jonge ouders gemakkelijker moeten maken. Hanneke","Nynke de Jong, Hanneke Hendrix en Alex van der Hulst schrijven <extra_id_0> zaken die <extra_id_1> jonge ouders gemakkelijker moeten maken. Hanneke","['per toerbeurt over', 'het leven van']",6,25.0,7
"l. Maar omdat er wel gegeten moet worden, doen we deze weken een beroep op keukens met bezorgservice.","l. Maar omdat er wel gegeten moet worden, doen we deze <extra_id_0> keukens met bezorgservice.",['weken een beroep op'],4,25.0,7
"Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat: wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrities. Dit artikel wordt gedurende de dag vernieuwd.","Korte updates van de sterren op Facebook, Twitter, Instagram <extra_id_0> wij smullen ervan. In de rubriek Showbytes struint de <extra_id_1> voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrities. <extra_id_2> gedurende <extra_id_3>","['en Snapchat:', 'showredactie het web', 'Dit artikel wordt', 'de dag vernieuwd.']",11,25.0,7
In de rubriek Hoe is het nu met? zoeken we mensen op die een rol speelden in het nieuws van een of meerdere jaren geleden. Hoe gaat het nu met ze? Vandaag:,In de rubriek Hoe is het nu met? zoeken we mensen op die een rol speelden in het <extra_id_0> een of meerdere jaren geleden. <extra_id_1> nu <extra_id_2>,"['nieuws van', 'Hoe gaat het', 'met ze? Vandaag:']",8,25.0,7
e. Een auto was via de middenberm op de verkeerde weghelft terechtgekomen en botste daar op tegemoetkomend verkeer. Aanvankelijk leek het erop dat er sprake was van een spookrijder.,e. Een auto was via de <extra_id_0> weghelft terechtgekomen en botste daar op tegemoetkomend <extra_id_1> het erop dat er sprake was van een spookrijder.,"['middenberm op de verkeerde', 'verkeer. Aanvankelijk leek']",7,25.0,7
"Tijdens de zomer is er overal in Zeeland van alles te doen, zien en beleven. Wij zetten elke dag een aantal tips voor je op een rij, met dank aan VVV Zeeland.","Tijdens de zomer <extra_id_0> in Zeeland van alles te <extra_id_1> en beleven. Wij zetten elke dag een aantal <extra_id_2> op een rij, met dank aan VVV Zeeland.","['is er overal', 'doen, zien', 'tips voor je']",8,25.0,7
"Hoewel de sport steeds meer wordt opgestart, houdt het coronavirus een ijzeren greep op de sportwereld. In dit liveblog houden we al het nieuws gedurende dag bij.","Hoewel de sport steeds meer wordt opgestart, houdt het coronavirus een ijzeren greep op <extra_id_0> liveblog houden we al het nieuws <extra_id_1>","['de sportwereld. In dit', 'gedurende dag bij.']",7,25.0,7
Het is minister Sander Dekker een doorn in het oog dat veroordeelden zoals Volkert van der Graaf gemakkelijk onder voorwaarden vrij kunnen komen. Daarmee reageert hij op het nieuws dat Volkert niet is gemigreerd en ook geen plannen lijkt te hebben.,Het is minister Sander Dekker een doorn in het oog dat veroordeelden zoals Volkert van <extra_id_0> voorwaarden vrij <extra_id_1> reageert hij op het nieuws dat Volkert niet is gemigreerd en ook geen plannen <extra_id_2>,"['der Graaf gemakkelijk onder', 'kunnen komen. Daarmee', 'lijkt te hebben.']",10,25.0,7
"De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma van de belangrijkste oefeninterlands. 17:","De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is <extra_id_0> League A <extra_id_1> van deze en volgende week. Ook vermelden we hier komende week <extra_id_2> stand n het programma van <extra_id_3> 17:","['het programma in', 'en League B', 'alle uitslagen, de', 'de belangrijkste oefeninterlands.']",12,25.0,7
chter de schermenHoofdredacteur Paul van den Bosch beschrijft elke week waar de AD-redacties mee bezig zijn.,chter de schermenHoofdredacteur Paul van den Bosch beschrijft <extra_id_0> AD-redacties mee bezig zijn.,['elke week waar de'],4,25.0,7
De transferperiode in Europa is alweer een dikke week geopend. Mis de komende maanden niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,De transferperiode in Europa is alweer een dikke week geopend. Mis <extra_id_0> niets van alle geruchten en <extra_id_1> onze dagelijkse rubriek TransferTalk.,"['de komende maanden', 'voltooide transfers in']",6,25.0,7
"In de maand januari maken we een Frisse Start. Hierbij willen we bewuster eten, maar vooral blijven genieten. Test je kennis over voeding door onze Frisse Start-quizvragen te beantwoorden. Vandaag:","In de maand januari maken we een Frisse Start. <extra_id_0> bewuster eten, <extra_id_1> genieten. Test je kennis over <extra_id_2> onze Frisse Start-quizvragen te beantwoorden. Vandaag:","['Hierbij willen we', 'maar vooral blijven', 'voeding door']",8,25.0,7
"twee weken opent de winterse transferperiode, maar al ver voor 1 januari is het spel op de wagen. Mis in onze dagelijkse rubriek TransferTalk tot en met de laatste dag van januari niets van alle geruchten en voltooide transfers.","twee weken opent de winterse transferperiode, maar al ver voor 1 januari is <extra_id_0> wagen. Mis in onze dagelijkse rubriek TransferTalk tot en <extra_id_1> dag van januari <extra_id_2> geruchten en voltooide transfers.","['het spel op de', 'met de laatste', 'niets van alle']",10,25.0,7
" la maison!, zegt hij. Ook wordt Nederlanders die per vliegtuig aankomen vanuit de Verenigde Staten gevraagd om vanaf nu twee weken in thuisquarantaine te gaan.","la maison!, zegt hij. Ook wordt Nederlanders <extra_id_0> aankomen vanuit <extra_id_1> gevraagd om vanaf nu twee weken in thuisquarantaine te gaan.","['die per vliegtuig', 'de Verenigde Staten']",6,25.0,7
In de rubriek Hoe is het nu met? zoeken we mensen op die een rol speelden in het nieuws van een of meerdere jaren geleden. Hoe gaat het nu met ze? Vandaag:,In de rubriek Hoe is het nu met? zoeken we mensen op die een rol speelden in <extra_id_0> een of meerdere <extra_id_1> Hoe gaat het <extra_id_2> Vandaag:,"['het nieuws van', 'jaren geleden.', 'nu met ze?']",8,25.0,7
Columniste en journaliste Marieke Dubbelman schrijft op maandag en zaterdag over zaken in Utrecht of de regio die haar zijn opgevallen. Dit keer over,Columniste en journaliste Marieke Dubbelman schrijft op maandag en zaterdag over zaken in Utrecht <extra_id_0> die haar zijn opgevallen. <extra_id_1>,"['of de regio', 'Dit keer over']",6,25.0,7
"Ons panel van deskundigen beantwoordt al je persoonlijke vragen. Over lijf en leden, hart en ziel. Ook een vraag? Mail naar zo@dpgmedia.nl. Deze week antwoord op de vraag:",Ons panel van deskundigen beantwoordt al je persoonlijke vragen. Over <extra_id_0> hart en ziel. Ook een vraag? Mail naar <extra_id_1> op de vraag:,"['lijf en leden,', 'zo@dpgmedia.nl. Deze week antwoord']",7,25.0,7
Ernest van der Kwast schrijft elke maand een ode aan gewone Rotterdammers die deze stad draaiende houden. Deze keer,Ernest van der Kwast schrijft elke maand een ode aan gewone Rotterdammers die <extra_id_0> houden. <extra_id_1>,"['deze stad draaiende', 'Deze keer']",5,25.0,7
