Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
". Prachtig verstild portret van een adellijk Tunesisch hof ten tijde van de strijd om de onafhankelijkheid. Regisseuse Tlatli concentreert zich op de vrouwen in de keuken en maakt hun dilemma's, zorgen en vooral hun zwijgzaamheid glashelder.",". Prachtig verstild portret van een adellijk Tunesisch hof ten tijde van de strijd om de <extra_id_0> concentreert zich op de vrouwen in de <extra_id_1> hun dilemma's, <extra_id_2> hun zwijgzaamheid glashelder.","['onafhankelijkheid. Regisseuse Tlatli', 'keuken en maakt', 'zorgen en vooral']",9,25.0,7
"<BR> Methode: zelfmoordaanslag, auto met explosieven<BR> Plaats: Bagdad<BR> Bijzonderheden: aanslag op",<BR> Methode: <extra_id_0> explosieven<BR> Plaats: Bagdad<BR> Bijzonderheden: aanslag op,"['zelfmoordaanslag, auto met']",3,25.0,7
"De vakantieperiode brengt topdrukte in de toerismesector. Mensen die werken in hotels, restaurants, langs stranden, als gids in steden of natuurgebieden  wanneer gaan ze zelf met vakantie en waarheen? Deel","De vakantieperiode brengt <extra_id_0> toerismesector. Mensen die werken in hotels, restaurants, langs stranden, als gids <extra_id_1> natuurgebieden wanneer gaan ze <extra_id_2> vakantie en waarheen? Deel","['topdrukte in de', 'in steden of', 'zelf met']",8,25.0,7
": Use of this copyright image is subject to Terms of Use of BBC Digital Picture Service. In particular, this image may only be used during the publicity period for the purpose of publicising",": Use of this copyright image is subject to Terms of Use <extra_id_0> Picture Service. In particular, this image may only be used during <extra_id_1> for the <extra_id_2> publicising","['of BBC Digital', 'the publicity period', 'purpose of']",8,25.0,7
"is credited. Any use of this image on the internet or for any other purpose whatsoever, including advertising or other commercial uses, requires the prior written approval of","is credited. Any use of <extra_id_0> the internet or for any other purpose whatsoever, including <extra_id_1> uses, requires the prior written approval of","['this image on', 'advertising or other commercial']",7,25.0,7
Welkom in een nieuw blog over de uitbraak van het coronavirus dat Covid-19 veroorzaakt. Hier houdt NRC de laatste ontwikkelingen bij over de pandemie. Een korte samenvatting van het belangrijkste nieuws van,<extra_id_0> nieuw blog over de uitbraak van het coronavirus <extra_id_1> veroorzaakt. Hier houdt NRC de laatste ontwikkelingen bij over de pandemie. Een korte samenvatting van <extra_id_2> van,"['Welkom in een', 'dat Covid-19', 'het belangrijkste nieuws']",8,25.0,7
"zo 11-17u; Ilja Repin (1844-1930): het geheim van Rusland t/m 7 april in het Groninger Museum, Museumeiland 1, Groningen di t/m zo 10-17u","zo 11-17u; Ilja Repin (1844-1930): het <extra_id_0> t/m 7 <extra_id_1> Groninger Museum, Museumeiland 1, Groningen di t/m zo 10-17u","['geheim van Rusland', 'april in het']",6,25.0,7
"Mike Leigh's stuk door Theatergroep Carrousel. Pijnlijke huiskamerkomedie, gesitueerd in de jaren zeventig, over dodelijke verveling op een avondje uit tussen buren die zich uit in boordevolle glazen gin (zonder tonic!) en treiterijen. Schitterend spel van Marlies Heuer, Dic van Duin en Maureen Teeuwen.","Mike Leigh's stuk door Theatergroep Carrousel. Pijnlijke huiskamerkomedie, gesitueerd in de jaren zeventig, over dodelijke verveling op een <extra_id_0> tussen buren die zich uit in <extra_id_1> (zonder tonic!) <extra_id_2> spel van Marlies Heuer, Dic van <extra_id_3> Teeuwen.","['avondje uit', 'boordevolle glazen gin', 'en treiterijen. Schitterend', 'Duin en Maureen']",11,25.0,7
"Deze zomer leest Arjen Fortuin dezelfde boeken als 25 jaar geleden, in zijn eerste zomer als volwassene. Deze week:",Deze zomer leest Arjen Fortuin <extra_id_0> als <extra_id_1> in zijn eerste zomer als volwassene. Deze week:,"['dezelfde boeken', '25 jaar geleden,']",5,25.0,7
"Verhoeven, die de lessen van Alfred Hitchcock aanpaste aan de hogere tolerantiedrempel van de jaren",<extra_id_0> van Alfred Hitchcock aanpaste aan de hogere tolerantiedrempel van de jaren,"['Verhoeven, die de lessen']",4,25.0,7
"e, intelligente en biseksuele bestsellerauteur Sharon Stone verleidt detective Michael Douglas, die onderzoekt of zij","e, intelligente en <extra_id_0> verleidt detective Michael Douglas, die onderzoekt of zij",['biseksuele bestsellerauteur Sharon Stone'],4,25.0,7
Wekelijks stuit Karel Knip in de alledaagse werkelijkheid op onverwachte raadsels en onbegrijpelijke verschijnselen. Deze week:,Wekelijks stuit Karel Knip in de alledaagse <extra_id_0> en onbegrijpelijke verschijnselen. Deze week:,['werkelijkheid op onverwachte raadsels'],4,25.0,7
Wat zijn de allerleukste komedies ooit gemaakt? Vier NRC-recensenten kozen hun eigen top-5. Van Buster Keaton tot de Farrelly-broers. De keuze van,Wat zijn de allerleukste komedies ooit gemaakt? Vier NRC-recensenten kozen hun eigen top-5. Van <extra_id_0> de Farrelly-broers. <extra_id_1>,"['Buster Keaton tot', 'De keuze van']",6,25.0,7
; Best of five Vocaal kunst- en vliegwerk in verrassende ensceneringen door de theaterzanggroep Montezuma's Revenge.,; Best <extra_id_0> en vliegwerk in verrassende ensceneringen door de theaterzanggroep Montezuma's Revenge.,['of five Vocaal kunst-'],4,25.0,7
"T De 21ste speelfilm van Franse veteraan Eric Rohmer en de derde aflevering van zijn seizoenenserie, gaat weer over naar liefde lonkende adolescenten. Die liefde is anders dan die van Romeo en Juliet: niets staat de jongens en meisjes in zomers Bretagne in de weg om geliefden te worden, behalve zijzelf.",<extra_id_0> speelfilm van Franse veteraan Eric Rohmer en de derde aflevering <extra_id_1> weer over naar liefde lonkende adolescenten. Die liefde is anders dan die van Romeo en Juliet: niets staat de jongens <extra_id_2> zomers Bretagne in de weg om geliefden te <extra_id_3>,"['T De 21ste', 'van zijn seizoenenserie, gaat', 'en meisjes in', 'worden, behalve zijzelf.']",13,25.0,7
". FLOATING LIFE In subliem eenvoudige beelden tekent de naar Australi gemigreerde Hongkong-filmmaakster Clara Law scnes op uit de Chinese diaspora. Een familie uit Hongkong tracht wortel te schieten in een ruim bemeten buitenwijk van Sydney; een dochter assimileert krampachtig, een ander woont bij Mnchen. Een klein, spiritueel meesterwerkje van een getalenteerd regisseuse.",". FLOATING LIFE In subliem eenvoudige <extra_id_0> naar Australi gemigreerde Hongkong-filmmaakster Clara Law scnes op uit de Chinese diaspora. Een familie uit Hongkong tracht wortel te schieten in een ruim bemeten buitenwijk <extra_id_1> dochter assimileert <extra_id_2> bij Mnchen. Een klein, spiritueel meesterwerkje van <extra_id_3>","['beelden tekent de', 'van Sydney; een', 'krampachtig, een ander woont', 'een getalenteerd regisseuse.']",13,25.0,7
". MEN IN BLACK Elvis is niet dood, hij is alleen naar huis gegaan, zegt Tommy Lee Jones in een sciencefiction-komedie van Barry Sonnefeld vol uitzinnige actie en verrukkelijk voorspelbare visuele en verbale grappen. Naast zorgzaam arrogante Tommy Lee Jones is ook Will Smith een man in het zwart, die assisteert bij de geboorte van een buitenaardse inktvis en de aarde beschermt tegen een gigantisch insect. In meer dan",". MEN IN BLACK Elvis is niet dood, hij is alleen naar huis <extra_id_0> Lee Jones in een sciencefiction-komedie van Barry Sonnefeld vol uitzinnige actie en verrukkelijk voorspelbare visuele en verbale grappen. Naast zorgzaam arrogante Tommy Lee Jones <extra_id_1> Smith <extra_id_2> het zwart, die assisteert <extra_id_3> geboorte <extra_id_4> inktvis en de <extra_id_5> een gigantisch insect. In meer dan","['gegaan, zegt Tommy', 'is ook Will', 'een man in', 'bij de', 'van een buitenaardse', 'aarde beschermt tegen']",17,25.0,7
"Vis vitalis; stillevens van Hollandse en Vlaamse meesters, 1550-1700 t/m 9 mei Centraal Museum, Nicolaaskerkhof 10, Utrecht. Di t/m zo 11-17u","Vis <extra_id_0> Hollandse en Vlaamse meesters, 1550-1700 t/m 9 mei Centraal Museum, Nicolaaskerkhof <extra_id_1> Di t/m zo 11-17u","['vitalis; stillevens van', '10, Utrecht.']",5,25.0,7
Tweede film van de regisseurs van Dumb & Dumber is puberale klucht over een aan lager wal geraakte bowling,Tweede film van <extra_id_0> van Dumb & Dumber is puberale klucht <extra_id_1> lager wal geraakte bowling,"['de regisseurs', 'over een aan']",5,25.0,6
"na een glaasje champagne tijdens een chique zakendiner, niet meer storen door welke vorm van decorum dan ook.",na een glaasje champagne <extra_id_0> niet meer storen door welke vorm van decorum dan ook.,"['tijdens een chique zakendiner,']",4,25.0,6
"ende satire waarin Goldie Hawn, Bette Midler en Diane Keaton in clubverband zinnen op wraak op hun echtgenoten die voor een nieuwe, jongere vrouw hebben gekozen.","ende satire <extra_id_0> Bette Midler en Diane <extra_id_1> zinnen op wraak op hun echtgenoten die voor een nieuwe, jongere vrouw hebben gekozen.","['waarin Goldie Hawn,', 'Keaton in clubverband']",6,25.0,6
". De fotoredactie van NRC selecteert wekelijks de indrukwekkendste, mooiste en beste foto's uit de duizenden foto's die op onze redactie binnenkomen. Deze week onder meer",". De fotoredactie van NRC selecteert wekelijks de indrukwekkendste, mooiste en beste <extra_id_0> duizenden foto's <extra_id_1> redactie binnenkomen. Deze week onder meer","[""foto's uit de"", 'die op onze']",6,25.0,6
". Snel gemonteerde en vaak verrassende Orkater-collage, met Beppe Costa als de broer van Napoleon die de eerste koning van Nederland was.",. Snel gemonteerde en <extra_id_0> met Beppe <extra_id_1> broer van Napoleon die de eerste koning van Nederland was.,"['vaak verrassende Orkater-collage,', 'Costa als de']",6,25.0,6
". Een musical als een schuimtaart, met massale tapdans, weelderige tableaus en vakwerk van Angela Schijf, Mariska van Kolck, Bart Oomen en Gerrie van der Klei. T/m","<extra_id_0> een schuimtaart, met massale tapdans, weelderige tableaus en vakwerk van Angela Schijf, Mariska van Kolck, Bart Oomen en Gerrie <extra_id_1> T/m","['. Een musical als', 'van der Klei.']",7,25.0,6
". Bij het Nationale Toneel bewerkte Ger Thijs Marcellus Emants' fin-de-sicle-roman tot een ijselijke monoloog. De verteller die Thijs neerzet is een kille moordenaar en tegelijkertijd een gevoelige, naar contact met zijn medemens snakkende heer. En zo ontstaat, onder regie van Frans Strijards, het portret van een verknipt mens",". Bij het Nationale Toneel bewerkte Ger Thijs Marcellus Emants' fin-de-sicle-roman tot <extra_id_0> De verteller die Thijs neerzet <extra_id_1> moordenaar en tegelijkertijd een gevoelige, naar contact met zijn medemens snakkende heer. En <extra_id_2> regie van Frans Strijards, het portret van <extra_id_3>","['een ijselijke monoloog.', 'is een kille', 'zo ontstaat, onder', 'een verknipt mens']",12,25.0,6
"ndianenepos van en met Kevin Kostner. De zevenvoudige Oscarwinnaar smaakt als een ouderwets romantische, grootse western, al staat de held nu aan de goede kant: die van de Sioux-indianen wier cultuur gedetailleerd werd gereconstrueerd.",ndianenepos van en met Kevin Kostner. De zevenvoudige Oscarwinnaar smaakt als een ouderwets <extra_id_0> al staat de held nu <extra_id_1> kant: die van de Sioux-indianen wier cultuur gedetailleerd <extra_id_2>,"['romantische, grootse western,', 'aan de goede', 'werd gereconstrueerd.']",8,25.0,6
"e deel in een serie over de toenemende krapte op de arbeidsmarkt, de oorzaken, de aanpak en de gevolgen hiervan.","e deel in een serie over de toenemende krapte <extra_id_0> de oorzaken, de aanpak en <extra_id_1> hiervan.","['op de arbeidsmarkt,', 'de gevolgen']",5,25.0,6
". INTRODANS Het Arnhemse gezelschap Introdans combineert energie, emotie en theatraliteit in een programma met werk van Jean-Christophe Maillot, Conny Janssen en Ton Wiggers. De voorstelling is een gelukkige combinatie van krachtige bewegingen, opzwepende muziek en smaakvolle toneelbeelden.",". INTRODANS Het <extra_id_0> combineert energie, emotie en theatraliteit in een programma met werk van Jean-Christophe Maillot, Conny Janssen en Ton Wiggers. De voorstelling is een gelukkige combinatie <extra_id_1> opzwepende <extra_id_2>","['Arnhemse gezelschap Introdans', 'van krachtige bewegingen,', 'muziek en smaakvolle toneelbeelden.']",10,25.0,6
. RICHARD III In de overweldigende film die Richard Loncraine en Ian McKellen maakten naar het historiestuk van Shakespeare is Richard III een dictator in jaren-dertigstijl en wordt de Rozenoorlog uitgevochten met tanks en mortieren. Temidden van spectaculaire decors speelt McKellen de mismaakte usurpator als een aarts-charmeur die zwelgt in bloeddorst en bittere spot. In A,. RICHARD III In de overweldigende film die Richard Loncraine en Ian McKellen maakten naar het <extra_id_0> is Richard III een <extra_id_1> en wordt de Rozenoorlog uitgevochten met tanks en <extra_id_2> spectaculaire <extra_id_3> McKellen de mismaakte usurpator als een aarts-charmeur die zwelgt in <extra_id_4> spot. In A,"['historiestuk van Shakespeare', 'dictator in jaren-dertigstijl', 'mortieren. Temidden van', 'decors speelt', 'bloeddorst en bittere']",14,25.0,6
niet uit op groezelig realisme. Hyperrealistische beelden en onnadrukkelijke Schotse humor halen de scherpe kantje,niet uit <extra_id_0> beelden en onnadrukkelijke Schotse humor halen de scherpe kantje,['op groezelig realisme. Hyperrealistische'],4,25.0,6
". TRAINSPOTTING Het leven van een verslaafde is eerder wonderlijk dan verschrikkelijk, lijken regisseur Danny Boyle en scenarioschrijver John Hodge te willen zeggen in hun surrealistische bewerking van het Schotse cultboek van Irvine Welsh. Ewan McGregor (Shallow Grave) is een geestige junkie op weg naar verlossing temidden van visueel en muzikaal vuurwerk. In",". TRAINSPOTTING Het leven van een verslaafde is eerder wonderlijk dan verschrikkelijk, lijken regisseur <extra_id_0> scenarioschrijver John Hodge te willen zeggen in hun surrealistische <extra_id_1> Schotse cultboek van Irvine Welsh. Ewan <extra_id_2> een geestige junkie op weg naar verlossing <extra_id_3> en muzikaal vuurwerk. In","['Danny Boyle en', 'bewerking van het', 'McGregor (Shallow Grave) is', 'temidden van visueel']",13,25.0,6
". Sgt. Bilko (Jonathan Lynn, 1996, VS). Flauwe soldatenkomedie waarin gewoontegetrouw intellectuelen, vrouwen en officieren het moeten ontgelden. Steve Martin als charmante nietsnut die",". Sgt. Bilko (Jonathan Lynn, 1996, VS). Flauwe soldatenkomedie waarin gewoontegetrouw <extra_id_0> officieren het moeten <extra_id_1> als charmante nietsnut die","['intellectuelen, vrouwen en', 'ontgelden. Steve Martin']",6,25.0,6
"engsel van romantische komedie en thriller. Jonge verslaggeefster Julia Roberts en gearriveerde columnist Nick Nolte zitten elkaar dwars bij research naar genetisch gemanipuleerde melk, maar zijn uiteraard voor elkaar bestemd.","engsel van romantische <extra_id_0> Jonge <extra_id_1> en gearriveerde columnist Nick Nolte zitten elkaar dwars bij research naar genetisch gemanipuleerde melk, <extra_id_2> uiteraard voor elkaar bestemd.","['komedie en thriller.', 'verslaggeefster Julia Roberts', 'maar zijn']",8,25.0,6
Geert Mak schreef In Europa over de historie van de 20ste eeuw. De VPRO zendt er een serie over uit. Onze correspondent in,Geert Mak schreef In Europa <extra_id_0> van de 20ste eeuw. De VPRO zendt er een serie over <extra_id_1> in,"['over de historie', 'uit. Onze correspondent']",6,25.0,6
"het manipuleren van de London Interbank Offered Rate (Libor) en de Euro Interbank Offered Rate (Euribor), twee belangrijke rentetarieven in Europa","het manipuleren <extra_id_0> Interbank Offered Rate (Libor) en de <extra_id_1> Offered Rate (Euribor), twee belangrijke rentetarieven in Europa","['van de London', 'Euro Interbank']",5,25.0,6
ecente schilderijen en aquarellen van Leo Schatz t/m 3 dec in het Joods Historisch Museum in Amsterdam,ecente schilderijen en aquarellen van Leo Schatz t/m 3 dec <extra_id_0> Museum in Amsterdam,['in het Joods Historisch'],4,25.0,6
"e callgirl in een puntgaaf gefotografeerd glazen, bedriegelijk spiegelend New York. Katryn Cartlidge geeft deze Claire indrukwekkend ingetogen gestalte.",e callgirl in een puntgaaf gefotografeerd <extra_id_0> New <extra_id_1> Cartlidge geeft deze Claire indrukwekkend ingetogen gestalte.,"['glazen, bedriegelijk spiegelend', 'York. Katryn']",5,25.0,6
"lan Bator zweeft boven stad en steppe, aarzelend of hij wil rencarneren in een mens. Geheel uit documentaire impressies opgebouwde potische vertelling van de Belgische antropoloog","lan Bator zweeft boven stad en steppe, aarzelend of hij wil rencarneren in een mens. Geheel uit <extra_id_0> potische vertelling <extra_id_1> antropoloog","['documentaire impressies opgebouwde', 'van de Belgische']",6,25.0,6
". Junior (Ivan Reitman, 1994, VS). Wetenschappelijk minder sterk onderbouwde komedie waarin proefkonijn Arnold Schwarzenegger zwanger is. Hij trekt vrouwenkleren aan en moet al snotteren om de eerste de beste sentimentele tv-reclame. Met Danny DeVito als gynaecoloog en Emma Thompson als klunzige wetenschapster.",". Junior <extra_id_0> 1994, VS). Wetenschappelijk minder sterk onderbouwde komedie waarin proefkonijn Arnold Schwarzenegger zwanger is. Hij trekt vrouwenkleren aan en moet al snotteren om de eerste de beste sentimentele <extra_id_1> DeVito <extra_id_2> Emma <extra_id_3> wetenschapster.","['(Ivan Reitman,', 'tv-reclame. Met Danny', 'als gynaecoloog en', 'Thompson als klunzige']",11,25.0,6
"heksen zijn. Titelheldinnen Susan Sarandon, Michelle Pfeiffer en Cher vallen voor weerzinwekkende Jack Nicholson die over een duivelse charme beschikt.",heksen zijn. Titelheldinnen Susan <extra_id_0> Pfeiffer <extra_id_1> voor weerzinwekkende Jack Nicholson die over een duivelse charme beschikt.,"['Sarandon, Michelle', 'en Cher vallen']",5,25.0,6
Een op de drie Nederlanders woont op het platteland. Daarom deze zomer: de wereld van het dorp Opende.,Een op de drie Nederlanders woont op het platteland. Daarom <extra_id_0> van het dorp Opende.,['deze zomer: de wereld'],4,25.0,6
"eam: Julia Roberts, Gena Rowlands, Robert Duvall, scenarist Callie Khouri (Thelma and Louise), regisseur Hallstrm (What","eam: Julia Roberts, Gena <extra_id_0> Callie Khouri (Thelma and Louise), regisseur Hallstrm (What","['Rowlands, Robert Duvall, scenarist']",4,25.0,6
In de architectuur wordt originaliteit geprezen. Daarom valt het op als gebouwen op elkaar lijken.,In de architectuur wordt originaliteit geprezen. Daarom valt het op als <extra_id_0>,['gebouwen op elkaar lijken.'],4,25.0,6
1. e2-e4 c7-c5 2. Pg1-f3 d7-d6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 Pb8-c6 6. Lc1-g5 e7-e6 7. Dd1-d2,1. e2-e4 c7-c5 2. Pg1-f3 d7-d6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. <extra_id_0> Lc1-g5 <extra_id_1> Dd1-d2,"['Pb1-c3 Pb8-c6 6.', 'e7-e6 7.']",5,25.0,6
plaatselijke gastronomische tradities. Maar de streekkeuken verheugt zich in hernieuwde belangstelling. Vandaag,plaatselijke gastronomische tradities. Maar de <extra_id_0> in hernieuwde belangstelling. Vandaag,['streekkeuken verheugt zich'],3,25.0,6
is Dreamhouse (1948). Tom Hanks en Shelley Long kopen landhuis dat een krot blijkt. Restauratie en jaloezie op gemeenschappelijke vriend Alexander Godunov leiden tot huwelijkscrisis.,is Dreamhouse (1948). Tom Hanks <extra_id_0> kopen landhuis dat een krot blijkt. Restauratie <extra_id_1> gemeenschappelijke vriend Alexander Godunov leiden tot huwelijkscrisis.,"['en Shelley Long', 'en jaloezie op']",6,25.0,6
e komedie werd tijdens het Cinekidfestival van 1994 bekroond met de publieksprijs. In het Los Angeles van 1959,e komedie werd tijdens het Cinekidfestival van 1994 bekroond met de publieksprijs. In het <extra_id_0>,['Los Angeles van 1959'],4,25.0,6
"aan haar (blanke) vader te koppelen. Veel te schattig, ondanks enkele grimmige voetnoten over rassendiscriminatie.","aan haar (blanke) vader te koppelen. Veel te schattig, ondanks <extra_id_0> rassendiscriminatie.",['enkele grimmige voetnoten over'],4,25.0,6
"een ingenieuze antiekroof aan een Amsterdamse gracht. Wie goed oplet, herkent Jeroen Krabb als slachtoffer.","een ingenieuze antiekroof aan een Amsterdamse gracht. Wie goed oplet, <extra_id_0> slachtoffer.",['herkent Jeroen Krabb als'],4,25.0,6
"Ter illustratie van de traditionele thema's van het stededicht - roem van het verleden, commercie en nijverheid, trots op de burgers, verheerlijking van stad en landschap - is de collectie van het Frans Halsmuseum op een verrassende manier opnieuw gegroepeerd en aangevuld met goedgekozen bruiklenen","Ter illustratie van de traditionele thema's van het <extra_id_0> roem <extra_id_1> commercie en nijverheid, trots op de burgers, verheerlijking <extra_id_2> landschap - is de collectie van het Frans Halsmuseum <extra_id_3> manier opnieuw gegroepeerd en aangevuld met goedgekozen bruiklenen","['stededicht -', 'van het verleden,', 'van stad en', 'op een verrassende']",11,25.0,6
"de nooit vervelende regenten- en schuttersstukken van Hals, werken uit het Boymans en het Rijksmuseum, uit het Mauritshuis en verschillende Duitse musea.","de nooit <extra_id_0> schuttersstukken van Hals, werken uit het Boymans en het <extra_id_1> Mauritshuis en verschillende Duitse musea.","['vervelende regenten- en', 'Rijksmuseum, uit het']",6,25.0,6
"film over opkomst en desintegratie van een fictieve Ierse popgroep, gespecialiseerd in covers van soulklassiekers uit de jaren zeventig.",film over opkomst en desintegratie van een fictieve <extra_id_0> in covers van soulklassiekers <extra_id_1> jaren zeventig.,"['Ierse popgroep, gespecialiseerd', 'uit de']",5,25.0,6
". First Knight (Jerry Zucker, 1995, VS). Lancelot (Richard Gere) wil alleen maar naar bed met Guinevere (Julia Ormond) in even dure als platte en overbodige Hollywood-versie van de legende van Koning Arthur (Sean Connery).",". First Knight (Jerry Zucker, 1995, VS). Lancelot (Richard Gere) wil alleen maar naar bed met Guinevere (Julia Ormond) <extra_id_0> als platte en overbodige Hollywood-versie van <extra_id_1> Koning <extra_id_2>","['in even dure', 'de legende van', 'Arthur (Sean Connery).']",9,25.0,6
". Luuk van Middelaar is politiek filosoof en hoogleraar Europees recht en EU-studies (Leiden, Louvain-la-Neuve).",". Luuk <extra_id_0> filosoof en hoogleraar Europees recht en EU-studies (Leiden, Louvain-la-Neuve).",['van Middelaar is politiek'],4,25.0,6
". Judge Dredd (Danny Cannon, 1995, VS). Aan Mad Max, Robocop en Blade Runner schatplichtige, bombastische big",". Judge Dredd (Danny Cannon, <extra_id_0> Max, Robocop en Blade Runner schatplichtige, bombastische big","['1995, VS). Aan Mad']",4,25.0,6
waaruit bleek dat de tabaksindustrie welbewust verslavende stoffen aan sigaretten toevoegt. Russell Crowe speelt de,waaruit bleek dat de tabaksindustrie welbewust verslavende <extra_id_0> Russell Crowe speelt de,['stoffen aan sigaretten toevoegt.'],4,25.0,6
", hebben werk, een huis, een auto, kunnen kopen wat ze willen. Maar er ontbreekt iets. Een leidraad, betrokkenheid. En dus zijn ze op zoek naar meer. Vandaag de",", hebben werk, een huis, een auto, kunnen kopen wat ze willen. Maar er ontbreekt iets. Een leidraad, betrokkenheid. En <extra_id_0> zoek naar <extra_id_1>","['dus zijn ze op', 'meer. Vandaag de']",7,25.0,6
1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 e7-e5 6. Pd4-b5 d7-d6 7. Lc1-g5 a7-a6 8. Pb5-a3 b7-b5 9.,1. e2-e4 c7-c5 2. Pg1-f3 Pb8-c6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 e7-e5 <extra_id_0> 7. Lc1-g5 a7-a6 8. <extra_id_1>,"['6. Pd4-b5 d7-d6', 'Pb5-a3 b7-b5 9.']",6,25.0,6
"THE ASSOCIATED PRESS IS UNABLE TO INDEPENDENTLY VERIFY THE AUTHENTICITY, CONTENT, LOCATION OR DATE OF THIS","<extra_id_0> UNABLE TO INDEPENDENTLY VERIFY THE AUTHENTICITY, CONTENT, LOCATION OR DATE OF THIS",['THE ASSOCIATED PRESS IS'],4,25.0,6
Tv-recensent Hans Beerekamp selecteert elke week twee documentaires van NPO Doc die de moeite waard zijn.,Tv-recensent Hans Beerekamp selecteert elke week twee documentaires <extra_id_0> de moeite waard zijn.,['van NPO Doc die'],4,25.0,6
"] Editorial use only related to cinema, television and personalities. Not for cover use, advertising or fictional works without specific prior agreement The Picture Desk","] Editorial use only related to cinema, television and personalities. Not for cover <extra_id_0> fictional <extra_id_1> prior agreement The Picture Desk","['use, advertising or', 'works without specific']",6,25.0,6
"SCHERVEN In reprise. Fabelachtig vertoon van verbaal meesterschap door Youp van 't Hek, stemmig en veelzeggend begeleid door Rens van der Zalm, in het - met de Scheveningen Vormgevingsprijs bekroonde - decor van een likeurfabriekje waar het vroeger beter was.","SCHERVEN In reprise. Fabelachtig vertoon van verbaal meesterschap door Youp van 't Hek, <extra_id_0> door Rens van der Zalm, in het - met de Scheveningen Vormgevingsprijs bekroonde - decor <extra_id_1> waar <extra_id_2> was.","['stemmig en veelzeggend begeleid', 'van een likeurfabriekje', 'het vroeger beter']",10,25.0,6
. Het geld wordt altijd verstrekt door tussenkomst van plaatselijke hulporganisaties. Het fonds maakt geen kosten en besteedt de jaarlijkse,. Het geld wordt altijd verstrekt door tussenkomst van plaatselijke hulporganisaties. <extra_id_0> geen <extra_id_1> besteedt de jaarlijkse,"['Het fonds maakt', 'kosten en']",5,25.0,6
"r. T. Faber-de Heer, oud-hoofd afdeling voorlichting van het ministerie van Justitie; mevr. M.L. Tiesinga","r. T. Faber-de Heer, <extra_id_0> het ministerie van Justitie; mevr. M.L. Tiesinga",['oud-hoofd afdeling voorlichting van'],4,25.0,6
"Voortreffelijk satirisch en doortimmerd regiedebuut van Agns Jaoui, die net als haar voorbeeld Woody Allen zelf een van de hoofdrollen speelt, van een hasj dealend barmeisje. Aangename komedie over personages in de provinciestad Rouen, die elkaars subcultuur niet begrijpen, met glansrol voor naar artistiek prestige hengelende, verliefde fabrieksdirecteur Jean-Pierre Bacri. Amsterdam:","Voortreffelijk satirisch en doortimmerd regiedebuut van Agns Jaoui, <extra_id_0> haar voorbeeld Woody Allen <extra_id_1> de hoofdrollen speelt, van een hasj dealend barmeisje. Aangename komedie over personages in de provinciestad Rouen, die elkaars subcultuur niet begrijpen, met <extra_id_2> prestige hengelende, <extra_id_3> Bacri. Amsterdam:","['die net als', 'zelf een van', 'glansrol voor naar artistiek', 'verliefde fabrieksdirecteur Jean-Pierre']",13,25.0,6
e topontmoeting tussen de Amerikaanse president Donald Trump en de Noord-Koreaanse leider Kim Jong-un,e topontmoeting tussen de Amerikaanse <extra_id_0> de Noord-Koreaanse leider Kim Jong-un,['president Donald Trump en'],4,25.0,6
en modieus sprookje over de relatie tussen de analfabete huurmoordenaar Jean Reno en zijn voorlijke 12-jarige buurmeisje Natalie Portman,<extra_id_0> sprookje over de relatie tussen de <extra_id_1> Reno en zijn voorlijke 12-jarige buurmeisje Natalie Portman,"['en modieus', 'analfabete huurmoordenaar Jean']",5,25.0,6
". U.S. Marshals (Stuart Baird, 1998, VS). In als The Fugitive II geafficheerde, mechanische actiefilm herneemt Tommy Lee Jones zijn rol van jager, dit keer nog iets duisterder en gekwelder.",". U.S. Marshals (Stuart Baird, 1998, VS). In als The <extra_id_0> geafficheerde, mechanische actiefilm herneemt Tommy Lee Jones <extra_id_1> jager, dit <extra_id_2> duisterder en gekwelder.","['Fugitive II', 'zijn rol van', 'keer nog iets']",8,25.0,6
(Yannick van de Velde) en zijn al even bezeten vader (Thomas Acda) hopen op een plaats bij het Nederlands jeugdelftal,(Yannick <extra_id_0> Velde) en zijn al even bezeten vader (Thomas Acda) hopen op <extra_id_1> het Nederlands jeugdelftal,"['van de', 'een plaats bij']",5,25.0,6
Bioscoopfilm over een superheld (uit de stripboeken van Marvel) die zich van zijn collegas onderscheidt doordat hij blind is,Bioscoopfilm over een <extra_id_0> stripboeken van Marvel) die <extra_id_1> zijn collegas onderscheidt doordat hij blind is,"['superheld (uit de', 'zich van']",5,25.0,6
"ef K. belasterd hebben, want zonder dat hij iets kwaads gedaan had, werd hij op een ochtend gearresteerd","ef K. belasterd <extra_id_0> hij iets kwaads gedaan had, werd hij op een ochtend gearresteerd","['hebben, want zonder dat']",4,25.0,6
